split,sample_id,source_sample_id,scene_group,winner_member_path,identity_hash
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV272_00102_002_05,REAL_ENV272_00102_002_05,REAL_ENV272_00102,VOR-Train/BG/REAL_ENV272_00102_002_05.mp4,fd6a516769df7e9df96926ff483f1983cc41a94a17d278b1a2538fdf7d830f7d
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV242_00115_001_03,REAL_ENV242_00115_001_03,REAL_ENV242_00115,VOR-Train/BG/REAL_ENV242_00115_001_03.mp4,d3a04fbec1178af9f59fee7d5ead3bbed772726fe6d6d02b111b6a6371e1949d
train_source_vor_bg,vp2_vor_bg_49f_BLENDER_FOREST007_00001,BLENDER_FOREST007_00001,BLENDER_FOREST007,VOR-Train/BG/BLENDER_FOREST007_00001.mp4,e21d8220f1d97033b49622fc3a3669e3888e030a94ca350831d2461ecf5c6059
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV045_00003_001_01,REAL_ENV045_00003_001_01,REAL_ENV045_00003,VOR-Train/BG/REAL_ENV045_00003_001_01.mp4,c449b78be1e744729a9fcb89e768f8379a633fb3b5642fdad1f01b4e843f7f11
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV199_00006_002_03,REAL_ENV199_00006_002_03,REAL_ENV199_00006,VOR-Train/BG/REAL_ENV199_00006_002_03.mp4,a61c1c8e89485835c6e4d1b25aad555b677e64e305763491355f38cc7ce12c9a
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV170_00007_006_05,REAL_ENV170_00007_006_05,REAL_ENV170_00007,VOR-Train/BG/REAL_ENV170_00007_006_05.mp4,d76b2c685c2fe11857c136fcba82e79e28c326f048489093525abe8d19362d94
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV171_00013_007_03,REAL_ENV171_00013_007_03,REAL_ENV171_00013,VOR-Train/BG/REAL_ENV171_00013_007_03.mp4,cd1bd1f13b452bee06c6c4c5ccb38323775fb2f6803dcbe145cfd340a84124c2
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV270_00102_001_05,REAL_ENV270_00102_001_05,REAL_ENV270_00102,VOR-Train/BG/REAL_ENV270_00102_001_05.mp4,1090683a8f736248a18eb9f9f292d64952a8c578f8fdda441b69431364be0a13
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV153_00011_006_04,REAL_ENV153_00011_006_04,REAL_ENV153_00011,VOR-Train/BG/REAL_ENV153_00011_006_04.mp4,e59aef7382ba8576efb7e83d3a0a158ac6292b6bbc01aeae0b5af718afa26ecd
train_source_vor_bg,vp2_vor_bg_49f_BLENDER_FACTORY001_01092,BLENDER_FACTORY001_01092,BLENDER_FACTORY001,VOR-Train/BG/BLENDER_FACTORY001_01092.mp4,4a1c4c237053abe520f1db81913acb778c277de3b703eda516731cbfefd2d177
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV212_00033_001_04,REAL_ENV212_00033_001_04,REAL_ENV212_00033,VOR-Train/BG/REAL_ENV212_00033_001_04.mp4,e87b8c9c1b51a8b571851237cb6646190ed6f257ae8055010084c00819b08002
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV280_00102_007_02,REAL_ENV280_00102_007_02,REAL_ENV280_00102,VOR-Train/BG/REAL_ENV280_00102_007_02.mp4,b40b085b17b43210b9dcd16b9c903cc093707929e6c0cb2357fdee294aa00801
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV800_00024_001_03,REAL_ENV800_00024_001_03,REAL_ENV800_00024,VOR-Train/BG/REAL_ENV800_00024_001_03.mp4,a73f4d74969a203a421dd981a48ce46e1134e1493c7d891def8e4e484f644581
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV157_00011_003_02,REAL_ENV157_00011_003_02,REAL_ENV157_00011,VOR-Train/BG/REAL_ENV157_00011_003_02.mp4,4a74e2bff2ceee87308c9f821a6142607dd4061650e855bdd59b8afbd3c95015
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV153_00005_002_03,REAL_ENV153_00005_002_03,REAL_ENV153_00005,VOR-Train/BG/REAL_ENV153_00005_002_03.mp4,650c29d2676010b56fce30870f274416b211b87c13b8e65a3433543459471ccf
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV167_00002_005_01,REAL_ENV167_00002_005_01,REAL_ENV167_00002,VOR-Train/BG/REAL_ENV167_00002_005_01.mp4,da2839bb037dcad690f8f7891f54a9ab34c2ec32317c8c832394b8084118d703
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV205_00002_006_04,REAL_ENV205_00002_006_04,REAL_ENV205_00002,VOR-Train/BG/REAL_ENV205_00002_006_04.mp4,baa40e89c493536b2ad550c0a8026c384a7be9beb2fe202f847e3a43d7d4beaa
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV039_00001_002_02,REAL_ENV039_00001_002_02,REAL_ENV039_00001,VOR-Train/BG/REAL_ENV039_00001_002_02.mp4,9daecddb3422c5187f545cd83e46162cf22c26ba05cb529fa5ec56725d8663e2
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV155_00001_004_01,REAL_ENV155_00001_004_01,REAL_ENV155_00001,VOR-Train/BG/REAL_ENV155_00001_004_01.mp4,2293c6c9b02c54244226b0859a59bb5744121c98ba78a544d87a7b001f34c23d
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV172_00010_007_01,REAL_ENV172_00010_007_01,REAL_ENV172_00010,VOR-Train/BG/REAL_ENV172_00010_007_01.mp4,e84ee1e473fed2ed77c07f20d54c6d0ba31bee958a879a42f0de6a2c60b31a05
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV170_00015_004_03,REAL_ENV170_00015_004_03,REAL_ENV170_00015,VOR-Train/BG/REAL_ENV170_00015_004_03.mp4,8710f893f705578b7580d097999b83a9948b0686c6f600301c858261a49e4acb
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV248_00113_007_02,REAL_ENV248_00113_007_02,REAL_ENV248_00113,VOR-Train/BG/REAL_ENV248_00113_007_02.mp4,d52ba49204aa12d534ca3fe798460e5ff74499a3a6e6d0baf61b0d502575884f
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV099_00001_002_05,REAL_ENV099_00001_002_05,REAL_ENV099_00001,VOR-Train/BG/REAL_ENV099_00001_002_05.mp4,92cdbc4c9728c61da6231fb6959f34e4f503502319517560d590d66b0c89c489
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV046_00006_001_01,REAL_ENV046_00006_001_01,REAL_ENV046_00006,VOR-Train/BG/REAL_ENV046_00006_001_01.mp4,e94282a6a645faa79af625bea9eafb875ec7696be2bbadb8b38de9dbbfa25c7b
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV252_00101_006_02,REAL_ENV252_00101_006_02,REAL_ENV252_00101,VOR-Train/BG/REAL_ENV252_00101_006_02.mp4,827cd59f16fd0ea87d0399e858a98b99ed2c45ccca5c41547c7ce59b7a91aabf
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV164_00008_001_05,REAL_ENV164_00008_001_05,REAL_ENV164_00008,VOR-Train/BG/REAL_ENV164_00008_001_05.mp4,0952587588f3f867c7641265c7cbad0f32e7a6666ccbc3a752a945564ddd58c5
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV014_00001_002_01,REAL_ENV014_00001_002_01,REAL_ENV014_00001,VOR-Train/BG/REAL_ENV014_00001_002_01.mp4,83e3a17ac714c5b60272178549fb719a730897ba117772e795497d283cbaf3b3
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV257_00103_001_03,REAL_ENV257_00103_001_03,REAL_ENV257_00103,VOR-Train/BG/REAL_ENV257_00103_001_03.mp4,156a845ea629d3d18ea08a71478979016366ea147fc422c497e29b0208072999
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV276_00102_006_03,REAL_ENV276_00102_006_03,REAL_ENV276_00102,VOR-Train/BG/REAL_ENV276_00102_006_03.mp4,d07efc194df6c30949035315e0e4027068d62262d570b47d85fd9079e20e1f9d
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV198_00003_006_02,REAL_ENV198_00003_006_02,REAL_ENV198_00003,VOR-Train/BG/REAL_ENV198_00003_006_02.mp4,393a0d028f644c1205660255931bde93e76f3ef4e87f00241aa8e360d8ce9bf0
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV176_00006_001_02,REAL_ENV176_00006_001_02,REAL_ENV176_00006,VOR-Train/BG/REAL_ENV176_00006_001_02.mp4,bd04e9c314f0c2576cae9ceb716ebfc2520081c6f7408ca904cc9c3331afae32
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV159_00004_002_01,REAL_ENV159_00004_002_01,REAL_ENV159_00004,VOR-Train/BG/REAL_ENV159_00004_002_01.mp4,70d8db76241923342b673d9e383e35e0942ac1f6c9c9ed38ed613410f0db9be0
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV161_00015_001_03,REAL_ENV161_00015_001_03,REAL_ENV161_00015,VOR-Train/BG/REAL_ENV161_00015_001_03.mp4,c4cccd7925d64fe2a307a18243d07ffa8cd70c3b91ce1f0620e18c3306a898bc
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV280_00104_001_05,REAL_ENV280_00104_001_05,REAL_ENV280_00104,VOR-Train/BG/REAL_ENV280_00104_001_05.mp4,89cff1fad1889e1c314e994139b3c59b8bdae02b104f90d94131c32923a56cfa
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV240_00101_005_05,REAL_ENV240_00101_005_05,REAL_ENV240_00101,VOR-Train/BG/REAL_ENV240_00101_005_05.mp4,7f69aed7d1d14c6fa57d9b92e37542659ab3c210328e08da312f251f38531900
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV800_00019_006_05,REAL_ENV800_00019_006_05,REAL_ENV800_00019,VOR-Train/BG/REAL_ENV800_00019_006_05.mp4,37ab8a0d4c0e3583c5edfca3c37afb7f6357b2027e54c2d6f073b2c146fac0f0
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV161_00013_007_01,REAL_ENV161_00013_007_01,REAL_ENV161_00013,VOR-Train/BG/REAL_ENV161_00013_007_01.mp4,508c3d80930f2bf6e8cdfa19e5a36d0b522041bfaef5fec534d81ab1842f79f2
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV205_00012_004_03,REAL_ENV205_00012_004_03,REAL_ENV205_00012,VOR-Train/BG/REAL_ENV205_00012_004_03.mp4,908e607728678360544b8234fdd5888d2b5ee9153231804a68cff3613cc97fa9
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV212_00023_002_04,REAL_ENV212_00023_002_04,REAL_ENV212_00023,VOR-Train/BG/REAL_ENV212_00023_002_04.mp4,1b00c878ad5451f98abee2ff09409e5ff8265a70656c53850cb83b5629840fba
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV158_00003_001_03,REAL_ENV158_00003_001_03,REAL_ENV158_00003,VOR-Train/BG/REAL_ENV158_00003_001_03.mp4,34bf2429f38bc26ba80176492d357b6dd92cfb32c793ccf2f5ac94e4dad14248
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV086_00002_001_03,REAL_ENV086_00002_001_03,REAL_ENV086_00002,VOR-Train/BG/REAL_ENV086_00002_001_03.mp4,b6bd823dda4edaa7d5de7fd5bbe6365f6cadc49355e833e9d1926a3a1eb0b2aa
train_source_vor_bg,vp2_vor_bg_49f_BLENDER_WAREHOUSE037_00002,BLENDER_WAREHOUSE037_00002,BLENDER_WAREHOUSE037,VOR-Train/BG/BLENDER_WAREHOUSE037_00002.mp4,9e5e60b79145a1ed32ee85ab7e6fca9e0f629a413179635746349169f4e12aae
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV285_00101_007_03,REAL_ENV285_00101_007_03,REAL_ENV285_00101,VOR-Train/BG/REAL_ENV285_00101_007_03.mp4,64041a39e6254fafe2d9f97325a9afa3f86cd6dab2260066ef897e0abeca2fba
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV242_00125_004_05,REAL_ENV242_00125_004_05,REAL_ENV242_00125,VOR-Train/BG/REAL_ENV242_00125_004_05.mp4,737224c24fd255056e3b7429f176a421cd654502ef87c3fbf972b60d0c26cea1
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV159_00011_001_01,REAL_ENV159_00011_001_01,REAL_ENV159_00011,VOR-Train/BG/REAL_ENV159_00011_001_01.mp4,af1171d3cef0632b5e935f4f3331d7ebd024801abbd5adcdfd0100255fd458f6
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV164_00006_004_04,REAL_ENV164_00006_004_04,REAL_ENV164_00006,VOR-Train/BG/REAL_ENV164_00006_004_04.mp4,8532df58878cb5d9ab7aa27800782fb0dd149a35976f099a3ec01fac84edb912
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV216_00003_006_05,REAL_ENV216_00003_006_05,REAL_ENV216_00003,VOR-Train/BG/REAL_ENV216_00003_006_05.mp4,fb46dee4efe66edce5e8b3d142a14294931433ade903e0c50c765c4fa1e44770
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV207_00006_001_05,REAL_ENV207_00006_001_05,REAL_ENV207_00006,VOR-Train/BG/REAL_ENV207_00006_001_05.mp4,0ce4335ddb04a2f3f7bef3881ae79a3c77302a1f8471e5f2c026560635a30198
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV013_00001_005_01,REAL_ENV013_00001_005_01,REAL_ENV013_00001,VOR-Train/BG/REAL_ENV013_00001_005_01.mp4,3868f2479bf8617f1e22eb77abac0c030c1f86a838ac8ada4887f3aa2840159c
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV154_00008_002_03,REAL_ENV154_00008_002_03,REAL_ENV154_00008,VOR-Train/BG/REAL_ENV154_00008_002_03.mp4,0b7a42838abe001399469278dc2255eb354b0999ca2f92ed852214db82adc3da
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV279_00101_003_04,REAL_ENV279_00101_003_04,REAL_ENV279_00101,VOR-Train/BG/REAL_ENV279_00101_003_04.mp4,bb32348a64bd9501dd5fedca7775ac323d8163aeae6d467f044a5e96316315f8
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV185_00009_005_05,REAL_ENV185_00009_005_05,REAL_ENV185_00009,VOR-Train/BG/REAL_ENV185_00009_005_05.mp4,ce540b97fe2d72d39733f2a5a6f009e7c2fdbec3170cdc9aee7a17a43e3f3b9b
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV161_00005_007_03,REAL_ENV161_00005_007_03,REAL_ENV161_00005,VOR-Train/BG/REAL_ENV161_00005_007_03.mp4,89e91e4aa498e5e32f81485d03a082954a7c90b390d1587b1c15c332a1955c69
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV203_00001_004_03,REAL_ENV203_00001_004_03,REAL_ENV203_00001,VOR-Train/BG/REAL_ENV203_00001_004_03.mp4,8e963ca0c9b7e2d251f8fdb9fec284fff9a585ae7b1de66ab1c2ee94e8cc6c9a
train_source_vor_bg,vp2_vor_bg_49f_BLENDER_LAVA001_00001,BLENDER_LAVA001_00001,BLENDER_LAVA001,VOR-Train/BG/BLENDER_LAVA001_00001.mp4,1f4ab6a0ba22ceb8c3982e949b9969dc14a4eb87a617814e1bbe4b8d03218565
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV163_00004_002_03,REAL_ENV163_00004_002_03,REAL_ENV163_00004,VOR-Train/BG/REAL_ENV163_00004_002_03.mp4,6c23072a00e5f7feae5f780109b670c57d5308d082ae1dc32757d88c5f25f646
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV172_00007_002_05,REAL_ENV172_00007_002_05,REAL_ENV172_00007,VOR-Train/BG/REAL_ENV172_00007_002_05.mp4,0ada35c98ef2e2378865c34370d0a7be7af7b91c464d977d1d2bdfc1ae4a900e
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV191_00010_004_02,REAL_ENV191_00010_004_02,REAL_ENV191_00010,VOR-Train/BG/REAL_ENV191_00010_004_02.mp4,374423dcf1d96f40b48baf09b6b9464effe45a289a973408a082a68e4cc68859
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV800_00018_006_04,REAL_ENV800_00018_006_04,REAL_ENV800_00018,VOR-Train/BG/REAL_ENV800_00018_006_04.mp4,387ad74df3eb59ce4703e8191b76593def08165cf387203516a6840b91691bed
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV228_00005_001_02,REAL_ENV228_00005_001_02,REAL_ENV228_00005,VOR-Train/BG/REAL_ENV228_00005_001_02.mp4,b52f6f877baad9799fbe6b7b741ddb2458059ceab5503a72c4d7fa3f301ca19e
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV153_00004_006_04,REAL_ENV153_00004_006_04,REAL_ENV153_00004,VOR-Train/BG/REAL_ENV153_00004_006_04.mp4,f89ad61f9a7c4aab4ab3252345dbef3c50c0046be2c0f643126e4e65330d46d9
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV215_00012_003_02,REAL_ENV215_00012_003_02,REAL_ENV215_00012,VOR-Train/BG/REAL_ENV215_00012_003_02.mp4,9f10e1f13dd4226a6ee99a6b4b1539252fa416e1371a388a7ce0ad8c117cfe8c
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV230_00101_003_04,REAL_ENV230_00101_003_04,REAL_ENV230_00101,VOR-Train/BG/REAL_ENV230_00101_003_04.mp4,c1a42e8e36032492f06ad2ce784af4b3a1ce82e18bf7b94eedf098ef41cd6f13
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV177_00010_002_02,REAL_ENV177_00010_002_02,REAL_ENV177_00010,VOR-Train/BG/REAL_ENV177_00010_002_02.mp4,c9d744b4525cd35f56c94c91bac54951821816f6e2d4269ac6c0e38f2c403887
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV171_00006_007_04,REAL_ENV171_00006_007_04,REAL_ENV171_00006,VOR-Train/BG/REAL_ENV171_00006_007_04.mp4,a12d8158b68c5fc4f5e0144ec662d107bce3716a93d3cb47f8b013ff6474334d
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV054_00002_001_03,REAL_ENV054_00002_001_03,REAL_ENV054_00002,VOR-Train/BG/REAL_ENV054_00002_001_03.mp4,45b157d34342dff1eab1657796ecda1bf266d21c7ac641d8ed8c850b6ffb5601
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV155_00005_004_02,REAL_ENV155_00005_004_02,REAL_ENV155_00005,VOR-Train/BG/REAL_ENV155_00005_004_02.mp4,8d5ab9b965d9a1cd2f6b49a2dd85953073debe3b06372b87f23a52adb28fbe6f
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV243_00003_002_05,REAL_ENV243_00003_002_05,REAL_ENV243_00003,VOR-Train/BG/REAL_ENV243_00003_002_05.mp4,2c74f91778ac17b36e60b041bc69d0654be6a2a5bb9dee4d8b75fe61f9b1285b
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV177_00013_001_02,REAL_ENV177_00013_001_02,REAL_ENV177_00013,VOR-Train/BG/REAL_ENV177_00013_001_02.mp4,e927bc0dbbf237688a01fded66a97b0b97e686f1f6a0d5a71c2598dda3c108fc
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV183_00013_006_01,REAL_ENV183_00013_006_01,REAL_ENV183_00013,VOR-Train/BG/REAL_ENV183_00013_006_01.mp4,e7f83f3b596c308cb097f4f38a54c771751ac4253346feea75fda2d66b1691e0
train_source_vor_bg,vp2_vor_bg_49f_REAL_ENV158_00005_001_04,REAL_ENV158_00005_001_04,REAL_ENV158_00005,VOR-Train/BG/REAL_ENV158_00005_001_04.mp4,7e39f0487eebce1f71da71c3ff90edf3205181dd6a0de74497992e2cc7e3bd25
