video_id,reason,frames,masks
12ad198c54,insufficient_49f,29,29
12bddb2bcb,insufficient_49f,30,30
12ec9b93ee,insufficient_49f,36,36
12eebedc35,insufficient_49f,17,17
132852e094,insufficient_49f,24,24
1329409f2a,insufficient_49f,36,36
13325cfa14,insufficient_49f,20,20
1336440745,insufficient_49f,36,36
134d06dbf9,insufficient_49f,20,20
135625b53d,insufficient_49f,29,29
13870016f9,insufficient_49f,19,19
13960b3c84,insufficient_49f,20,20
13adaad9d9,insufficient_49f,36,36
13ae097e20,insufficient_49f,36,36
13e3070469,insufficient_49f,20,20
13f6a8c20d,insufficient_49f,29,29
1416925cf2,insufficient_49f,19,19
142d2621f5,insufficient_49f,19,19
145d5d7c03,insufficient_49f,36,36
145fdc3ac5,insufficient_49f,36,36
1471274fa7,insufficient_49f,16,16
14a6b5a139,insufficient_49f,36,36
14c21cea0d,insufficient_49f,36,36
14dae0dc93,insufficient_49f,20,20
14f9bd22b5,insufficient_49f,36,36
14fd28ae99,insufficient_49f,36,36
15097d5d4e,insufficient_49f,29,29
150ea711f2,insufficient_49f,36,36
1514e3563f,insufficient_49f,36,36
152aaa3a9e,insufficient_49f,36,36
152b7d3bd7,insufficient_49f,30,30
15617297cc,insufficient_49f,36,36
15abbe0c52,insufficient_49f,30,30
15d1fb3de5,insufficient_49f,36,36
15f67b0fab,insufficient_49f,36,36
161eb59aad,insufficient_49f,20,20
16288ea47f,insufficient_49f,36,36
164410ce62,insufficient_49f,19,19
165c3c8cd4,insufficient_49f,20,20
165c42b41b,insufficient_49f,19,19
165ec9e22b,insufficient_49f,29,29
1669502269,insufficient_49f,19,19
16763cccbb,insufficient_49f,30,30
16adde065e,insufficient_49f,20,20
16af445362,insufficient_49f,20,20
16afd538ad,insufficient_49f,30,30
16c3fa4d5d,insufficient_49f,20,20
16d1d65c27,insufficient_49f,36,36
16e8599e94,insufficient_49f,36,36
16fe9fb444,insufficient_49f,19,19
1705796b02,insufficient_49f,20,20
1724db7671,insufficient_49f,29,29
17418e81ea,insufficient_49f,34,34
175169edbb,insufficient_49f,29,29
17622326fd,insufficient_49f,36,36
17656bae77,insufficient_49f,19,19
17b0d94172,insufficient_49f,12,12
17c220e4f6,insufficient_49f,36,36
17c7bcd146,insufficient_49f,20,20
17cb4afe89,insufficient_49f,36,36
17cd79a434,insufficient_49f,36,36
17d18604c3,insufficient_49f,20,20
17d8ca1a37,insufficient_49f,30,30
17e33f4330,insufficient_49f,36,36
17f7a6d805,insufficient_49f,30,30
180abc8378,insufficient_49f,36,36
183ba3d652,insufficient_49f,20,20
185bf64702,insufficient_49f,20,20
18913cc690,insufficient_49f,19,19
1892651815,insufficient_49f,36,36
189ac8208a,insufficient_49f,19,19
189b44e92c,insufficient_49f,20,20
18ac264b76,insufficient_49f,29,29
18b245ab49,insufficient_49f,19,19
18b5cebc34,insufficient_49f,30,30
18bad52083,insufficient_49f,34,34
18bb5144d5,insufficient_49f,36,36
18c6f205c5,insufficient_49f,20,20
1903f9ea15,insufficient_49f,20,20
1917b209f2,insufficient_49f,19,19
191e74c01d,insufficient_49f,30,30
19367bb94e,insufficient_49f,36,36
193ffaa217,insufficient_49f,19,19
19696b67d3,insufficient_49f,20,20
197f3ab6f3,insufficient_49f,36,36
1981e763cc,insufficient_49f,36,36
198afe39ae,insufficient_49f,29,29
19a6e62b9b,insufficient_49f,30,30
19b60d5335,insufficient_49f,36,36
19c00c11f9,insufficient_49f,30,30
19e061eb88,insufficient_49f,19,19
19e8bc6178,insufficient_49f,18,18
19ee80dac6,insufficient_49f,36,36
1a25a9170a,insufficient_49f,36,36
1a359a6c1a,insufficient_49f,30,30
1a3e87c566,insufficient_49f,30,30
1a5fe06b00,insufficient_49f,19,19
1a6c0fbd1e,insufficient_49f,29,29
1a6f3b5a4b,insufficient_49f,20,20
1a8afbad92,insufficient_49f,19,19
1a8bdc5842,insufficient_49f,30,30
1a95752aca,insufficient_49f,30,30
1a9c131cb7,insufficient_49f,36,36
1aa3da3ee3,insufficient_49f,30,30
1ab27ec7ea,insufficient_49f,12,12
1abf16d21d,insufficient_49f,30,30
1acd0f993b,insufficient_49f,36,36
1ad202e499,insufficient_49f,36,36
1af8d2395d,insufficient_49f,36,36
1afd39a1fa,insufficient_49f,19,19
1b2d31306f,insufficient_49f,36,36
1b3fa67f0e,insufficient_49f,19,19
1b43fa74b4,insufficient_49f,30,30
1b73ea9fc2,insufficient_49f,19,19
1b7e8bb255,insufficient_49f,20,20
1b8680f8cd,insufficient_49f,29,29
1b883843c0,insufficient_49f,19,19
1b8898785b,insufficient_49f,36,36
1b88ba1aa4,insufficient_49f,36,36
1b96a498e5,insufficient_49f,30,30
1bbc4c274f,insufficient_49f,20,20
1bd87fe9ab,insufficient_49f,14,14
1c4090c75b,insufficient_49f,36,36
1c41934f84,insufficient_49f,20,20
1c72b04b56,insufficient_49f,36,36
1c87955a3a,insufficient_49f,30,30
1c9f9eb792,insufficient_49f,36,36
1ca240fede,insufficient_49f,20,20
1ca5673803,insufficient_49f,36,36
1cada35274,insufficient_49f,36,36
1cb44b920d,insufficient_49f,36,36
1cd10e62be,insufficient_49f,30,30
1d3087d5e5,insufficient_49f,36,36
1d3685150a,insufficient_49f,19,19
1d6ff083aa,insufficient_49f,20,20
1d746352a6,insufficient_49f,14,14
1da256d146,insufficient_49f,19,19
1da4e956b1,insufficient_49f,36,36
1daf812218,insufficient_49f,30,30
1dba687bce,insufficient_49f,36,36
1dce57d05d,insufficient_49f,18,18
1de4a9e537,insufficient_49f,20,20
1dec5446c8,insufficient_49f,36,36
1dfbe6f586,insufficient_49f,30,30
1e1a18c45a,insufficient_49f,36,36
1e1e42529d,insufficient_49f,16,16
1e4be70796,insufficient_49f,20,20
1eb60959c8,insufficient_49f,21,21
1ec8b2566b,insufficient_49f,36,36
1ecdc2941c,insufficient_49f,36,36
1ee0ac70ff,insufficient_49f,18,18
1ef8e17def,insufficient_49f,19,19
1f1a2a9fc0,insufficient_49f,18,18
1f1beb8daa,insufficient_49f,30,30
1f2609ee13,insufficient_49f,36,36
1f3876f8d0,insufficient_49f,29,29
1f4ec0563d,insufficient_49f,29,29
1f64955634,insufficient_49f,20,20
1f7d31b5b2,insufficient_49f,20,20
1f8014b7fd,insufficient_49f,20,20
1f9c7d10f1,insufficient_49f,36,36
1fa350df76,insufficient_49f,20,20
1fc9538993,insufficient_49f,36,36
1fe2f0ec59,insufficient_49f,30,30
2000c02f9d,insufficient_49f,36,36
20142b2f05,insufficient_49f,36,36
201a8d75e5,insufficient_49f,30,30
2023b3ee4f,insufficient_49f,36,36
202b767bbc,insufficient_49f,19,19
203594a418,insufficient_49f,36,36
2038987336,insufficient_49f,30,30
2039c3aecb,insufficient_49f,20,20
204a90d81f,insufficient_49f,30,30
207bc6cf01,insufficient_49f,29,29
208833d1d1,insufficient_49f,36,36
20c6d8b362,insufficient_49f,10,10
20e3e52e0a,insufficient_49f,20,20
2117fa0c14,insufficient_49f,36,36
211bc5d102,insufficient_49f,30,30
2120d9c3c3,insufficient_49f,14,14
2125235a49,insufficient_49f,36,36
21386f5978,insufficient_49f,19,19
2142af8795,insufficient_49f,30,30
215dfc0f73,insufficient_49f,20,20
217bae91e5,insufficient_49f,36,36
217c0d44e4,insufficient_49f,30,30
219057c87b,insufficient_49f,30,30
21d0edbf81,insufficient_49f,20,20
21df87ad76,insufficient_49f,20,20
21f1d089f5,insufficient_49f,20,20
21f4019116,insufficient_49f,36,36
222597030f,insufficient_49f,19,19
222904eb5b,insufficient_49f,19,19
223a0e0657,insufficient_49f,36,36
223bd973ab,insufficient_49f,19,19
22472f7395,insufficient_49f,9,9
224e7c833e,insufficient_49f,20,20
225aba51d9,insufficient_49f,18,18
2261d421ea,insufficient_49f,36,36
2263a8782b,insufficient_49f,36,36
2268cb1ffd,insufficient_49f,30,30
2268e93b0a,insufficient_49f,13,13
2293c99f3f,insufficient_49f,36,36
22a1141970,insufficient_49f,19,19
22b13084b2,insufficient_49f,36,36
22d9f5ab0c,insufficient_49f,36,36
22f02efe3a,insufficient_49f,29,29
232c09b75b,insufficient_49f,30,30
2350d71b4b,insufficient_49f,36,36
2376440551,insufficient_49f,36,36
2383d8aafd,insufficient_49f,29,29
238b84e67f,insufficient_49f,20,20
238d4b86f6,insufficient_49f,19,19
238d947c6b,insufficient_49f,10,10
23993ce90d,insufficient_49f,36,36
23b0c8a9ab,insufficient_49f,30,30
23b3beafcc,insufficient_49f,32,32
23d80299fe,insufficient_49f,19,19
23f404a9fc,insufficient_49f,20,20
240118e58a,insufficient_49f,36,36
2431dec2fd,insufficient_49f,36,36
24440e0ac7,insufficient_49f,20,20
2457274dbc,insufficient_49f,36,36
2465bf515d,insufficient_49f,19,19
246b142c4d,insufficient_49f,36,36
247d729e36,insufficient_49f,20,20
2481ceafeb,insufficient_49f,30,30
24866b4e6a,insufficient_49f,30,30
2489d78320,insufficient_49f,36,36
24ab0b83e8,insufficient_49f,36,36
24b0868d92,insufficient_49f,36,36
24b5207cd9,insufficient_49f,20,20
24ddf05c03,insufficient_49f,19,19
250116161c,insufficient_49f,15,15
256ad2e3fc,insufficient_49f,36,36
256bd83d5e,insufficient_49f,36,36
256dcc8ab8,insufficient_49f,36,36
2589956baa,insufficient_49f,30,30
258b3b33c6,insufficient_49f,19,19
25ad437e29,insufficient_49f,20,20
25ae395636,insufficient_49f,36,36
25c750c6db,insufficient_49f,30,30
25d2c3fe5d,insufficient_49f,36,36
25dc80db7c,insufficient_49f,20,20
25f97e926f,insufficient_49f,36,36
26011bc28b,insufficient_49f,29,29
260846ffbe,insufficient_49f,36,36
260dd9ad33,insufficient_49f,14,14
267964ee57,insufficient_49f,19,19
2680861931,insufficient_49f,20,20
268ac7d3fc,insufficient_49f,36,36
26b895d91e,insufficient_49f,15,15
26bc786d4f,insufficient_49f,19,19
26ddd2ef12,insufficient_49f,36,36
26de3d18ca,insufficient_49f,30,30
26f7784762,insufficient_49f,36,36
2703e52a6a,insufficient_49f,36,36
270ed80c12,insufficient_49f,36,36
2719b742ab,insufficient_49f,36,36
272f4163d0,insufficient_49f,36,36
27303333e1,insufficient_49f,20,20
27659fa7d6,insufficient_49f,36,36
279214115d,insufficient_49f,36,36
27a5f92a9c,insufficient_49f,20,20
27cf2af1f3,insufficient_49f,30,30
27f0d5f8a2,insufficient_49f,18,18
28075f33c1,insufficient_49f,36,36
281629cb41,insufficient_49f,20,20
282b0d51f5,insufficient_49f,20,20
282fcab00b,insufficient_49f,20,20
28449fa0dc,insufficient_49f,36,36
28475208ca,insufficient_49f,20,20
285580b7c4,insufficient_49f,36,36
285b69e223,insufficient_49f,30,30
288c117201,insufficient_49f,30,30
28a8eb9623,insufficient_49f,36,36
28bf9c3cf3,insufficient_49f,36,36
28c6b8f86a,insufficient_49f,36,36
28c972dacd,insufficient_49f,29,29
28d9fa6016,insufficient_49f,20,20
28e392de91,insufficient_49f,29,29
28f4a45190,insufficient_49f,30,30
298c844fc9,insufficient_49f,19,19
29a0356a2b,insufficient_49f,36,36
29d779f9e3,insufficient_49f,16,16
29dde5f12b,insufficient_49f,18,18
29de7b6579,insufficient_49f,30,30
29e630bdd0,insufficient_49f,29,29
29f2332d30,insufficient_49f,29,29
2a18873352,insufficient_49f,19,19
2a3824ff31,insufficient_49f,19,19
2a559dd27f,insufficient_49f,20,20
2a5c09acbd,insufficient_49f,16,16
2a63eb1524,insufficient_49f,20,20
2a6a30a4ea,insufficient_49f,30,30
2a6d9099d1,insufficient_49f,36,36
2a821394e3,insufficient_49f,17,17
2a8c5b1342,insufficient_49f,20,20
2abc8d66d2,insufficient_49f,20,20
2ac9ef904a,insufficient_49f,10,10
2b08f37364,insufficient_49f,30,30
2b351bfd7d,insufficient_49f,36,36
2b659a49d7,insufficient_49f,14,14
2b69ee5c26,insufficient_49f,20,20
2b6c30bbbd,insufficient_49f,36,36
2b88561cf2,insufficient_49f,28,28
2b8b14954e,insufficient_49f,36,36
2ba621c750,insufficient_49f,30,30
2bab50f9a7,insufficient_49f,36,36
2bb00c2434,insufficient_49f,19,19
2bbde474ef,insufficient_49f,19,19
2bdd82fb86,insufficient_49f,30,30
2be06fb855,insufficient_49f,20,20
2bf545c2f5,insufficient_49f,36,36
2bffe4cf9a,insufficient_49f,20,20
2c04b887b7,insufficient_49f,29,29
2c05209105,insufficient_49f,36,36
2c0ad8cf39,insufficient_49f,36,36
2c11fedca8,insufficient_49f,12,12
2c1a94ebfb,insufficient_49f,19,19
2c1e8c8e2f,insufficient_49f,36,36
2c29fabcf1,insufficient_49f,20,20
2c2c076c01,insufficient_49f,36,36
2c3ea7ee7d,insufficient_49f,19,19
2c41fa0648,insufficient_49f,18,18
2c44bb6d1c,insufficient_49f,20,20
2c54cfbb78,insufficient_49f,36,36
2c5537eddf,insufficient_49f,34,34
2c6e63b7de,insufficient_49f,26,26
2cb10c6a7e,insufficient_49f,36,36
2cbcd5ccd1,insufficient_49f,36,36
2cc5d9c5f6,insufficient_49f,36,36
2cd01cf915,insufficient_49f,36,36
2cdbf5f0a7,insufficient_49f,19,19
2ce660f123,insufficient_49f,20,20
2cf114677e,insufficient_49f,30,30
2d01eef98e,insufficient_49f,36,36
2d03593bdc,insufficient_49f,20,20
2d183ac8c4,insufficient_49f,36,36
2d33ad3935,insufficient_49f,20,20
2d3991d83e,insufficient_49f,30,30
2d4333577b,insufficient_49f,36,36
2d4d015c64,insufficient_49f,20,20
2d8f5e5025,insufficient_49f,29,29
2d900bdb8e,insufficient_49f,36,36
2d9a1a1d49,insufficient_49f,10,10
2db0576a5c,insufficient_49f,36,36
2dc0838721,insufficient_49f,36,36
2dcc417f82,insufficient_49f,30,30
2df005b843,insufficient_49f,36,36
2df356de14,insufficient_49f,36,36
2e00393d96,insufficient_49f,13,13
2e03b8127a,insufficient_49f,36,36
2e0f886168,insufficient_49f,20,20
2e2bf37e6d,insufficient_49f,36,36
2e42410932,insufficient_49f,18,18
2ea78f46e4,insufficient_49f,36,36
2ebb017a26,insufficient_49f,36,36
2ee2edba2a,insufficient_49f,20,20
2efb07554a,insufficient_49f,35,35
2f17e4fc1e,insufficient_49f,20,20
2f2c65c2f3,insufficient_49f,27,27
2f2d9b33be,insufficient_49f,30,30
2f309c206b,insufficient_49f,36,36
2f53822e88,insufficient_49f,29,29
2f53998171,insufficient_49f,20,20
2f5b0c89b1,insufficient_49f,36,36
2f680909e6,insufficient_49f,36,36
2f710f66bd,insufficient_49f,36,36
2f724132b9,insufficient_49f,19,19
2f7e3517ae,insufficient_49f,19,19
2f96f5fc6f,insufficient_49f,22,22
2f97d9fecb,insufficient_49f,20,20
2fbfa431ec,insufficient_49f,20,20
2fc9520b53,insufficient_49f,36,36
2fcd9f4c62,insufficient_49f,36,36
2feb30f208,insufficient_49f,18,18
2ff7f5744f,insufficient_49f,30,30
30085a2cc6,insufficient_49f,20,20
30176e3615,insufficient_49f,12,12
301f72ee11,insufficient_49f,19,19
3026bb2f61,insufficient_49f,36,36
30318465dc,insufficient_49f,29,29
3054ca937d,insufficient_49f,36,36
306121e726,insufficient_49f,19,19
3064ad91e8,insufficient_49f,36,36
307444a47f,insufficient_49f,36,36
307bbb7409,insufficient_49f,19,19
30a20194ab,insufficient_49f,29,29
30c35c64a4,insufficient_49f,29,29
30dbdb2cd6,insufficient_49f,19,19
30fc77d72f,insufficient_49f,30,30
310021b58b,insufficient_49f,20,20
3113140ee8,insufficient_49f,29,29
3150b2ee57,insufficient_49f,36,36
31539918c4,insufficient_49f,36,36
318dfe2ce2,insufficient_49f,28,28
3193da4835,insufficient_49f,19,19
319f725ad9,insufficient_49f,36,36
31bbd0d793,insufficient_49f,19,19
322505c47f,insufficient_49f,36,36
322b237865,insufficient_49f,19,19
322da43910,insufficient_49f,20,20
3245e049fb,insufficient_49f,14,14
324c4c38f6,insufficient_49f,36,36
324e35111a,insufficient_49f,30,30
3252398f09,insufficient_49f,30,30
327dc4cabf,insufficient_49f,36,36
328d918c7d,insufficient_49f,36,36
3290c0de97,insufficient_49f,20,20
3299ae3116,insufficient_49f,36,36
32a7cd687b,insufficient_49f,30,30
33098cedb4,insufficient_49f,19,19
3332334ac4,insufficient_49f,36,36
334cb835ac,insufficient_49f,35,35
3355e056eb,insufficient_49f,36,36
33639a2847,insufficient_49f,36,36
3373891cdc,insufficient_49f,36,36
337975816b,insufficient_49f,36,36
33e29d7e91,insufficient_49f,20,20
34046fe4f2,insufficient_49f,35,35
3424f58959,insufficient_49f,36,36
34370a710f,insufficient_49f,19,19
343bc6a65a,insufficient_49f,36,36
3450382ef7,insufficient_49f,29,29
3454303a08,insufficient_49f,36,36
346aacf439,insufficient_49f,36,36
346e92ff37,insufficient_49f,36,36
34a5ece7dd,insufficient_49f,29,29
34b109755a,insufficient_49f,36,36
34d1b37101,insufficient_49f,20,20
34dd2c70a7,insufficient_49f,36,36
34efa703df,insufficient_49f,36,36
34fbee00a6,insufficient_49f,30,30
3504df2fda,insufficient_49f,20,20
35195a56a1,insufficient_49f,30,30
351c822748,insufficient_49f,36,36
351cfd6bc5,insufficient_49f,36,36
3543d8334c,insufficient_49f,36,36
35573455c7,insufficient_49f,20,20
35637a827f,insufficient_49f,20,20
357a710863,insufficient_49f,19,19
358bf16f9e,insufficient_49f,20,20
35ab34cc34,insufficient_49f,36,36
35c6235b8d,insufficient_49f,19,19
35d01a438a,insufficient_49f,36,36
3605019d3b,insufficient_49f,20,20
3609bc3f88,insufficient_49f,19,19
360e25da17,insufficient_49f,20,20
36299c687c,insufficient_49f,20,20
362c5bc56e,insufficient_49f,36,36
3649228783,insufficient_49f,30,30
365b0501ea,insufficient_49f,19,19
365f459863,insufficient_49f,36,36
369893f3ad,insufficient_49f,36,36
369c9977e1,insufficient_49f,36,36
369dde050a,insufficient_49f,20,20
36c7dac02f,insufficient_49f,36,36
36d5b1493b,insufficient_49f,36,36
36f5cc68fd,insufficient_49f,19,19
3735480d18,insufficient_49f,36,36
374b479880,insufficient_49f,20,20
375a49d38f,insufficient_49f,36,36
375a5c0e09,insufficient_49f,36,36
376bda9651,insufficient_49f,29,29
377db65f60,insufficient_49f,29,29
37c19d1087,insufficient_49f,10,10
37d4ae24fc,insufficient_49f,20,20
37ddce7f8b,insufficient_49f,36,36
37e10d33af,insufficient_49f,36,36
37e45c6247,insufficient_49f,20,20
37fa0001e8,insufficient_49f,36,36
3802d458c0,insufficient_49f,30,30
382caa3cb4,insufficient_49f,19,19
383bb93111,insufficient_49f,19,19
