model,sample_id,source_type,classification,usable,failure_category,refined_label,original_reason,mask_psnr,outside_psnr,outside_mae,temporal_ratio,technical_valid,raw_output_mp4,side_by_side_mp4,temporal_strip_16,review_basis,v3_recommendation
controlled_corruption,REAL_ENV045_00002_001_01,,TRIVIAL_BAD,no,temporal discontinuity,TRIVIAL_BAD,temporal instability too high,15.250231100825363,99.0,0.0,2.726912427734237,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00002_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Reduce noise/condition mix and add temporal smoothing.
controlled_corruption,REAL_ENV045_00003_001_01,,TRIVIAL_BAD,no,temporal discontinuity,TRIVIAL_BAD,temporal instability too high,14.233609686568595,99.0,0.0,8.226358705180733,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV045_00003_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Reduce noise/condition mix and add temporal smoothing.
controlled_corruption,REAL_ENV046_00002_001_01,,TRIVIAL_BAD,no,temporal discontinuity,TRIVIAL_BAD,temporal instability too high,17.693283039024717,99.0,0.0,2.9825372489623603,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00002_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Reduce noise/condition mix and add temporal smoothing.
controlled_corruption,REAL_ENV046_00003_001_01,,MEDIUM_HARD_ELIGIBLE,yes,bounded local texture mismatch,MEDIUM_HARD_ELIGIBLE,local residual with clean outside,16.550347702085745,99.0,0.0,1.751981369889662,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00003_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Keep as positive reference for v3.
controlled_corruption,REAL_ENV046_00004_001_01,,MEDIUM_HARD_ELIGIBLE,yes,bounded local texture mismatch,MEDIUM_HARD_ELIGIBLE,local residual with clean outside,17.042830091298516,99.0,0.0,1.4610778222012824,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00004_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Keep as positive reference for v3.
controlled_corruption,REAL_ENV046_00005_001_01,,MEDIUM_HARD_ELIGIBLE,yes,bounded local texture mismatch,MEDIUM_HARD_ELIGIBLE,local residual with clean outside,19.438727103557884,99.0,0.0,1.1852471706985872,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00005_001_01/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00005_001_01/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/controlled_corruption_v2/controlled_corruption/REAL_ENV046_00005_001_01/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Keep as positive reference for v3.
minimax_official,BLENDER_FOREST006_00001,BLENDER,TRIVIAL_BAD,no,outside damage,TRIVIAL_BAD,systematic outside damage,16.583442555353606,23.254310848206423,9.97218479829676,807.6877358635114,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST006_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST006_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST006_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Do not use raw candidate unless outside preservation improves.
minimax_official,BLENDER_FOREST007_00001,BLENDER,MEDIUM_HARD_ELIGIBLE,yes,bounded residual / medium-hard,MEDIUM_HARD_ELIGIBLE,finite local defect with acceptable outside preservation,15.812565948681922,24.574613398379764,6.530663714689367,0.709189460928258,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST007_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST007_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST007_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Keep as usable MiniMax candidate.
minimax_official,BLENDER_FOREST008_00001,BLENDER,TRIVIAL_BAD,no,outside damage,TRIVIAL_BAD,systematic outside damage,14.773248204494834,23.336257236294188,9.286884588353773,147.84952790156575,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST008_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST008_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST008_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Do not use raw candidate unless outside preservation improves.
minimax_official,BLENDER_FOREST015_00001,BLENDER,TRIVIAL_BAD,no,temporal flicker / instability,TRIVIAL_BAD,temporal instability much higher than winner,19.568215416492116,29.87561115508024,5.464969691108255,78.78044164628947,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST015_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST015_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST015_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Try fewer iterations or smoother mask/seed only under preregistration.
minimax_official,BLENDER_FOREST016_00001,BLENDER,TRIVIAL_BAD,no,outside damage,TRIVIAL_BAD,systematic outside damage,16.430592893616716,18.823700038910527,18.21718642290901,1062.949961034344,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST016_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST016_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST016_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Do not use raw candidate unless outside preservation improves.
minimax_official,BLENDER_FOREST017_00001,BLENDER,TRIVIAL_BAD,no,temporal flicker / instability,TRIVIAL_BAD,temporal instability much higher than winner,28.91201109172666,29.835673955566214,4.966431225047392,39.81374341668599,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST017_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST017_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST017_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Try fewer iterations or smoother mask/seed only under preregistration.
minimax_official,BLENDER_FOREST018_00001,BLENDER,TRIVIAL_BAD,no,temporal flicker / instability,TRIVIAL_BAD,temporal instability much higher than winner,24.21105308473099,32.04100562973734,4.4286762966829185,59.911748955574,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST018_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST018_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST018_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Try fewer iterations or smoother mask/seed only under preregistration.
minimax_official,BLENDER_FOREST019_00001,BLENDER,TRIVIAL_BAD,no,temporal flicker / instability,TRIVIAL_BAD,temporal instability much higher than winner,16.803362466438376,25.501291976673585,9.05305357540355,92.28774908882714,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST019_00001/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST019_00001/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST019_00001/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Try fewer iterations or smoother mask/seed only under preregistration.
minimax_official,REAL_ENV044_00005_001_01,REAL,TRIVIAL_BAD,no,too bad,TRIVIAL_BAD,task region too far from clean winner,7.369775321157099,24.560999862624183,4.205353652729707,1.014137537655005,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV044_00005_001_01/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV044_00005_001_01/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV044_00005_001_01/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Reject; local result too far from clean winner.
minimax_official,REAL_ENV045_00001_001_01,REAL,MEDIUM_HARD_ELIGIBLE,yes,bounded residual / medium-hard,MEDIUM_HARD_ELIGIBLE,finite local defect with acceptable outside preservation,17.80845091499604,32.4359521019341,3.4977228501263786,1.4151520474308248,yes,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00001_001_01/seed_20260627/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00001_001_01/seed_20260627/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00001_001_01/seed_20260627/evidence/temporal_strip_16.jpg,v2 metrics csv + continuation v3 opened 4 controlled overview pages and 4 MiniMax review pages,Keep as usable MiniMax candidate.
