split,sample_id,profile,review_sheet,raw_output_mp4,classification,codex_visual_review,reason,outside_damage,temporal_artifact,auto_classification,final_classification
train32,BLENDER_MOUNTAIN009_00001,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN009_00001/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_MOUNTAIN009_00001/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,BLENDER_OFFICE003_00001,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE003_00001/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_OFFICE003_00001/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,BLENDER_SCHOOL004_00001,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_SCHOOL004_00001/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_SCHOOL004_00001/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,BLENDER_RIVER006_00001,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER006_00001/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER006_00001/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,BLENDER_STREET001_00001,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_STREET001_00001/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_STREET001_00001/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,BLENDER_RIVER012_00001,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER012_00001/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/BLENDER_RIVER012_00001/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV064_00001_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV064_00001_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV064_00001_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV059_00001_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV059_00001_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV059_00001_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV100_00001_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV100_00001_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV100_00001_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV067_00001_001_01,L4_boundary_effect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV067_00001_001_01/L4_boundary_effect/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV067_00001_001_01/L4_boundary_effect/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
train32,REAL_ENV063_00001_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV063_00001_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV063_00001_001_01/L2_object_medium/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
train32,REAL_ENV078_00001_001_01,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV078_00001_001_01/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV078_00001_001_01/L3_object_affected_soft/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV067_00002_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV067_00002_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV067_00002_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV080_00002_001_01,L4_boundary_effect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV080_00002_001_01/L4_boundary_effect/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV080_00002_001_01/L4_boundary_effect/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
train32,REAL_ENV068_00002_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV068_00002_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV068_00002_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV082_00001_001_03,L3_object_affected_soft,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV082_00001_001_03/L3_object_affected_soft/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV082_00001_001_03/L3_object_affected_soft/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
train32,REAL_ENV080_00003_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV080_00003_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV080_00003_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV084_00002_001_01,L4_boundary_effect,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV084_00002_001_01/L4_boundary_effect/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV084_00002_001_01/L4_boundary_effect/evidence/raw_output.mp4,HARD_BUT_PLAUSIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,Codex visual override: automatic outside metric counted affected/boundary soft region as outside; review sheet shows localized defect with no global collapse or far-outside damage.,low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,TRIVIAL_BAD,HARD_BUT_PLAUSIBLE
train32,REAL_ENV086_00002_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV086_00002_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV086_00002_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV086_00001_001_01,L2_object_medium,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV086_00001_001_01/L2_object_medium/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV086_00001_001_01/L2_object_medium/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
train32,REAL_ENV099_00001_001_01,L1_object_mild,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV099_00001_001_01/L1_object_mild/evidence/review_sheet.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/localdpo_pool_20260628/outputs/train32/REAL_ENV099_00001_001_01/L1_object_mild/evidence/raw_output.mp4,MEDIUM_HARD_ELIGIBLE,REVIEWED_SELECTED_PRIMARY_SHEET,"Auto classification confirmed by Codex visual review: local corruption is bounded, temporally coherent in the sampled sheet, and far outside area is visually preserved.",low_far_outside_preserved; affected/boundary-local changes allowed,none_systematic_in_5_frame_sheet,MEDIUM_HARD_ELIGIBLE,MEDIUM_HARD_ELIGIBLE
