split,sample_id,source_group,teacher_label,review_sheet,contact_page,codex_review,visual_note
search,pseudo_search_0010_BLENDER_MOUNTAIN002__exp45_pair010__s5__f5,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0010_BLENDER_MOUNTAIN002__exp45_pair010__s5__f5.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0011_BLENDER_MOUNTAIN002__exp45_pair011__s5__f7,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0011_BLENDER_MOUNTAIN002__exp45_pair011__s5__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0012_BLENDER_MOUNTAIN002__exp45_pair012__s4__f3,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0012_BLENDER_MOUNTAIN002__exp45_pair012__s4__f3.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0013_BLENDER_MOUNTAIN002__exp45_pair013__s4__f5,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0013_BLENDER_MOUNTAIN002__exp45_pair013__s4__f5.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0014_BLENDER_MOUNTAIN002__exp45_pair014__s4__f7,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0014_BLENDER_MOUNTAIN002__exp45_pair014__s4__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0015_BLENDER_MOUNTAIN002__exp45_pair015__s9__f3,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0015_BLENDER_MOUNTAIN002__exp45_pair015__s9__f3.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0016_BLENDER_MOUNTAIN002__exp45_pair016__s9__f5,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0016_BLENDER_MOUNTAIN002__exp45_pair016__s9__f5.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0017_BLENDER_MOUNTAIN002__exp45_pair017__s9__f7,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0017_BLENDER_MOUNTAIN002__exp45_pair017__s9__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0018_BLENDER_MOUNTAIN002__exp45_pair018__s7__f3,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0018_BLENDER_MOUNTAIN002__exp45_pair018__s7__f3.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0019_BLENDER_MOUNTAIN002__exp45_pair019__s7__f5,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0019_BLENDER_MOUNTAIN002__exp45_pair019__s7__f5.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0020_BLENDER_MOUNTAIN002__exp45_pair020__s7__f7,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0020_BLENDER_MOUNTAIN002__exp45_pair020__s7__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0021_BLENDER_MOUNTAIN002__exp45_pair021__s2__f3,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0021_BLENDER_MOUNTAIN002__exp45_pair021__s2__f3.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0022_BLENDER_MOUNTAIN002__exp45_pair022__s2__f5,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0022_BLENDER_MOUNTAIN002__exp45_pair022__s2__f5.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
search,pseudo_search_0023_BLENDER_MOUNTAIN002__exp45_pair023__s2__f7,BLENDER_MOUNTAIN002,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/search/pseudo_search_0023_BLENDER_MOUNTAIN002__exp45_pair023__s2__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/search_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0000_BLENDER_SCHOOL004__exp45_pair000__s3__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0000_BLENDER_SCHOOL004__exp45_pair000__s3__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0001_BLENDER_SCHOOL004__exp45_pair001__s6__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0001_BLENDER_SCHOOL004__exp45_pair001__s6__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0002_BLENDER_SCHOOL004__exp45_pair002__s2__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0002_BLENDER_SCHOOL004__exp45_pair002__s2__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0003_BLENDER_SCHOOL004__exp45_pair003__s2__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0003_BLENDER_SCHOOL004__exp45_pair003__s2__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0004_BLENDER_SCHOOL004__exp45_pair004__s0__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0004_BLENDER_SCHOOL004__exp45_pair004__s0__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0005_BLENDER_SCHOOL004__exp45_pair005__s7__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0005_BLENDER_SCHOOL004__exp45_pair005__s7__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0006_BLENDER_SCHOOL004__exp45_pair006__s8__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0006_BLENDER_SCHOOL004__exp45_pair006__s8__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0007_BLENDER_SCHOOL004__exp45_pair007__s8__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0007_BLENDER_SCHOOL004__exp45_pair007__s8__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0008_BLENDER_SCHOOL004__exp45_pair008__s5__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0008_BLENDER_SCHOOL004__exp45_pair008__s5__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0009_BLENDER_SCHOOL004__exp45_pair009__s6__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0009_BLENDER_SCHOOL004__exp45_pair009__s6__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0010_BLENDER_SCHOOL004__exp45_pair010__s11__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0010_BLENDER_SCHOOL004__exp45_pair010__s11__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0011_BLENDER_SCHOOL004__exp45_pair011__s4__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0011_BLENDER_SCHOOL004__exp45_pair011__s4__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_00.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0012_BLENDER_SCHOOL004__exp45_pair012__s1__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0012_BLENDER_SCHOOL004__exp45_pair012__s1__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0013_BLENDER_SCHOOL004__exp45_pair013__s10__f7,BLENDER_SCHOOL004,PSEUDO_TARGET_GLOBAL_DRIFT,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0013_BLENDER_SCHOOL004__exp45_pair013__s10__f7.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal present but pseudo target has global tone/style drift risk vs V_bg
shadow,pseudo_shadow_0014_REAL_ENV097_00001__exp45_pair000__s5__f2,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0014_REAL_ENV097_00001__exp45_pair000__s5__f2.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0015_REAL_ENV097_00001__exp45_pair001__s5__f8,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0015_REAL_ENV097_00001__exp45_pair001__s5__f8.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0016_REAL_ENV097_00001__exp45_pair002__s5__f4,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0016_REAL_ENV097_00001__exp45_pair002__s5__f4.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0017_REAL_ENV097_00001__exp45_pair003__s5__f1,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0017_REAL_ENV097_00001__exp45_pair003__s5__f1.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0018_REAL_ENV097_00001__exp45_pair004__s5__f9,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0018_REAL_ENV097_00001__exp45_pair004__s5__f9.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0019_REAL_ENV097_00001__exp45_pair005__s2__f2,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0019_REAL_ENV097_00001__exp45_pair005__s2__f2.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0020_REAL_ENV097_00001__exp45_pair006__s2__f8,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0020_REAL_ENV097_00001__exp45_pair006__s2__f8.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
shadow,pseudo_shadow_0021_REAL_ENV097_00001__exp45_pair007__s2__f4,REAL_ENV097_00001,PSEUDO_TARGET_USABLE_LOCAL_ONLY,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/shadow/pseudo_shadow_0021_REAL_ENV097_00001__exp45_pair007__s2__f4.png,/home/nvme01/H20_Video_inpainting_DPO_exp47_minimax_pseudosuccess_forensic/reports/exp47_teacher_review_pages/contact_pages/shadow_page_01.png,inspected_contact_page,visual/local removal usable; global teacher strictness not satisfied
