candidate,fresh,metric,videos,n,mean,median,min,max,win_rate,ci95_low,ci95_high,prob_delta_gt_0,leave_one_out_min,leave_one_out_max
candidate_stage1_1000_sft_s2,fresh_stage1_1000_sft_s2,TC,50,50,-6.572044414022926e-05,0.00017925189888995385,-0.007548907528752924,0.007471056088157346,0.58,-0.0007706004199774306,0.0006372743326684707,0.428,-0.0002195322101054859,8.699765962737675e-05
candidate_stage1_1000_sft_s2,fresh_stage1_1000_sft_s2,Ewarp,50,50,-0.05071712252886398,-0.018923442162896098,-0.5596761348778774,0.33547924629048165,0.24,-0.08730574503399241,-0.017000706426030188,0.0014,-0.05859868107619756,-0.040330203909496355
candidate_stage1_1000_sft_s2,fresh_stage1_1000_sft_s2,strict_mask_PSNR,50,50,0.011675134873881134,0.04098927166441868,-1.6576635776352973,1.5154034424961225,0.58,-0.1143958486526352,0.14011799903751432,0.5768,-0.019013197934736034,0.045743271863864364
candidate_stage1_1000_sft_s2,fresh_stage1_1000_sft_s2,mask_region_SSIM,50,50,-0.0018544532808269154,0.0011751369672394207,-0.11113594260235471,0.04016196182602716,0.54,-0.008294088418070078,0.003962577910732653,0.2872,-0.002711931140150468,0.00037578119512263143
candidate_stage1_1000_sft_s2,fresh_stage1_1000_sft_s2,boundary_PSNR,50,50,-0.05265141361154207,-0.004520082099670475,-0.9648327423329945,0.40468107871677006,0.5,-0.1292751825360164,0.01922992867630144,0.0801,-0.061984729781507625,-0.034035468127430794
candidate_s2_1500,fresh_s2_1500,PSNR,50,50,0.06103612602357693,0.06986271069980532,-1.6226606577676996,1.281343792584284,0.6,-0.07547730274987975,0.19280960928369978,0.8135,0.03613188793050127,0.09539728487646013
candidate_s2_1500,fresh_s2_1500,SSIM,50,50,0.0004159804100958708,0.00019810142642223694,-0.015355915679869936,0.014277239009617304,0.58,-0.0006379041439239938,0.001450300880233729,0.7883,0.00013309758153420893,0.0007378558405033362
candidate_s2_1500,fresh_s2_1500,LPIPS,50,50,-2.130934270098819e-05,-2.217264651941742e-05,-0.004318785776073735,0.002440182181696098,0.5,-0.0004132166232836123,0.0003484788546290169,0.4684,-7.154386360705118e-05,6.639425798008828e-05
candidate_s2_1500,fresh_s2_1500,TC,50,50,-0.0006459213339764181,-7.411189701250764e-05,-0.011072690072266855,0.006607027157493173,0.5,-0.0015512613096962814,0.00017034153316332077,0.0607,-0.0007939406909451852,-0.0004331301352357969
candidate_s2_1500,fresh_s2_1500,Ewarp,50,50,-0.028230464592090332,-0.00842547034034924,-0.6747338161601348,0.14956910973009485,0.34,-0.06527166592169847,0.0013224863543417752,0.0328,-0.031859027333359415,-0.015036518641722077
candidate_s2_1500,fresh_s2_1500,strict_mask_PSNR,50,50,0.06103612602357746,0.0698627106998071,-1.6226606577677067,1.2813437925842912,0.6,-0.07547730274987952,0.1928096092836999,0.8135,0.03613188793050167,0.0953972848764608
candidate_s2_1500,fresh_s2_1500,mask_region_SSIM,50,50,0.003919228617839496,0.0011715668323854511,-0.08896108337036268,0.0988299108366838,0.56,-0.00361854573109575,0.011870016460404687,0.8382,0.001982275919495735,0.005814745189027296
candidate_s2_1500,fresh_s2_1500,boundary_PSNR,50,50,0.02070097774601969,0.05970948536139886,-1.170239583615654,0.7724827330835531,0.58,-0.08660172628116644,0.12120563244099526,0.648,0.005358492943212885,0.04500588716156405
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,PSNR,50,50,0.1140552885720244,0.03959847883012557,-1.4438167161992368,1.6391298606240845,0.52,-0.05325302519062439,0.2854007960640912,0.9065,0.0829313177138191,0.14584859479184606
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,SSIM,50,50,0.0002167955915903663,1.0238878976664978e-05,-0.017875750160714077,0.008663166424081714,0.54,-0.0009258687314030043,0.0012462581947664223,0.666,4.442067664156331e-05,0.0005860312191884162
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,LPIPS,50,50,0.0005365319454964871,0.00028408662183210254,-0.0035644671103606668,0.007615116347248357,0.68,0.00010089343236177229,0.0010392365749721647,0.992,0.0003920710393382856,0.0006202258037792863
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,TC,50,50,-0.0002545694164607837,4.861924959265185e-05,-0.006099413270535647,0.005301086798958132,0.5,-0.0008223654420479422,0.00028470591488093187,0.1803,-0.00036795015555096563,-0.0001352868888266028
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,Ewarp,50,50,-0.03558330192311599,-0.012590904193727992,-0.3834244005544032,0.12469980055871144,0.2,-0.06056422819813625,-0.014330539973857465,0.0002,-0.038854385647234924,-0.028484503991865234
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,strict_mask_PSNR,50,50,0.11405528857202377,0.03959847883012735,-1.4438167161992368,1.6391298606240827,0.52,-0.053253025190623436,0.2854007960640894,0.9065,0.08293131771381848,0.14584859479184542
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,mask_region_SSIM,50,50,0.0021537200822008685,0.0012115625275860853,-0.10696767640836746,0.08116891309197649,0.52,-0.006622787276639446,0.010610323702853064,0.6917,0.0005411651228176925,0.00438068735751859
candidate_stage1_1500_sft_s2,fresh_stage1_1500_sft_s2,boundary_PSNR,50,50,0.01898071331238995,-0.020627182086673912,-0.5104292378545381,1.094566321513284,0.46,-0.054465549105917305,0.0992068894627486,0.6824,-0.002970013385587476,0.02978499803008236
candidate_s2_2000,fresh_s2_2000,PSNR,50,50,0.010255203197266098,0.07695726916770873,-1.654402111354841,1.3610581473073182,0.56,-0.1322290603505951,0.1517177341116974,0.5629,-0.017312203825388027,0.04422780145343155
candidate_s2_2000,fresh_s2_2000,SSIM,50,50,0.00047988798563068923,0.00018627143252775147,-0.013393021294417995,0.014980675315163006,0.56,-0.0005585751550655486,0.0015371974815088052,0.8217,0.00018395355033411136,0.0007630085831827032
candidate_s2_2000,fresh_s2_2000,LPIPS,50,50,0.0001395028078695758,2.7549414274592905e-05,-0.0022811474433789627,0.004948655143380165,0.52,-0.00018324661185518696,0.0004902177105007769,0.7852,4.135684183874748e-05,0.00018890383340526028
candidate_s2_2000,fresh_s2_2000,TC,50,50,0.0002810117472772866,0.0002190328162649524,-0.005535742510919928,0.00553887564203015,0.56,-0.0002762209138144782,0.0008230029331601105,0.8436,0.00017370840248641186,0.00039972101785274
candidate_s2_2000,fresh_s2_2000,Ewarp,50,50,0.008660374391499817,0.002987042535096185,-0.365359850389801,0.17816510618380832,0.54,-0.015331372239060073,0.02988346056941778,0.7762,0.00520109415084046,0.0162934402033631
candidate_s2_2000,fresh_s2_2000,strict_mask_PSNR,50,50,0.010255203197265637,0.07695726916771228,-1.6544021113548375,1.3610581473073182,0.56,-0.13222906035059614,0.1517177341116965,0.5629,-0.0173122038253885,0.044227801453431005
candidate_s2_2000,fresh_s2_2000,mask_region_SSIM,50,50,0.0021839249891693114,0.0020455980409677665,-0.08216094376917715,0.12287371676134073,0.54,-0.0052502679010920745,0.010175990119823699,0.7091,-0.0002791319857729626,0.0039052488413804636
candidate_s2_2000,fresh_s2_2000,boundary_PSNR,50,50,-0.021842276589692913,-0.07000052270543122,-0.5499166587922062,1.1812039789160451,0.38,-0.10187548097041932,0.06698593689720941,0.2934,-0.0463942409877692,-0.011065248381478359
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,PSNR,50,50,-0.028639581416322103,-0.004040150099804407,-2.739127510480266,1.5957961913019076,0.5,-0.2016064008700125,0.12622823543304817,0.369,-0.061791331879959444,0.026676498768656343
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,SSIM,50,50,-0.00016526548467105996,-5.608822007546754e-05,-0.010148112115491825,0.007562381270446505,0.46,-0.001078681758468618,0.0007437929716577306,0.3639,-0.0003229725613061123,3.8466079223241385e-05
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,LPIPS,50,50,0.00012995469519713298,6.764193919176972e-05,-0.005235248400519293,0.005221624548236534,0.54,-0.0003464103006020497,0.000596506727422821,0.7129,2.60430655432677e-05,0.00023944863592603968
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,TC,50,50,0.00019881217376044758,8.052846659784008e-05,-0.005984262279842167,0.008400621621505011,0.52,-0.00043245820895486474,0.0008572989015475553,0.7251,3.142830747994628e-05,0.0003249973666911132
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,Ewarp,50,50,-0.020589995825582307,-0.00906189265863433,-0.4939200893125424,0.27736887821684686,0.36,-0.048702305873714304,0.005356318456545559,0.0595,-0.026670789173386982,-0.010930197999317813
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,strict_mask_PSNR,50,50,-0.028639581416321676,-0.004040150099804407,-2.739127510480259,1.5957961913019112,0.5,-0.20160640087001097,0.126228235433048,0.369,-0.06179133187995908,0.026676498768656635
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,mask_region_SSIM,50,50,-0.002572788200497127,8.140199300965545e-05,-0.10607814749332634,0.0697949220836388,0.5,-0.010400937590504386,0.004924678840921612,0.2557,-0.004049680247112146,-0.0004604339292148982
candidate_stage1_2000_sft_s2,fresh_stage1_2000_sft_s2,boundary_PSNR,50,50,0.050557437233231396,0.04127518701021948,-0.4279611990902765,1.0206886661213161,0.54,-0.023951647605089603,0.12844051973751228,0.9024,0.0307588407253113,0.06032312368881319
