dataset,sample_id,mask_id,source_video_id,status,frames,area_mean,area_min,area_max,area_std,bbox_w_mean,bbox_h_mean,edge_touch_ratio,centroid_step_motion_mean,centroid_step_motion_max,first_frame_area,error
historical_br_youtubevos_k4_limit512,youtubevos_000014_01baa5a4e1,mask_000,01baa5a4e1,OK,16,0.20562744140625,0.20562744140625,0.20562744140625,0.0,0.443359375,0.603125,0.0,0.0,0.0,0.20562744140625,
historical_br_youtubevos_k4_limit512,youtubevos_000015_01c3111683,mask_001,01c3111683,OK,16,0.227691650390625,0.227691650390625,0.227691650390625,0.0,0.48828125,0.7125,0.0,0.0,0.0,0.227691650390625,
historical_br_youtubevos_k4_limit512,youtubevos_000016_01c4cb5ffe,mask_003,01c4cb5ffe,OK,16,0.27314186096191406,0.272723388671875,0.273492431640625,0.0002372333822733584,0.5037841796875,0.7375,0.0,0.0037374030244376197,0.00394930822293992,0.273492431640625,
historical_br_youtubevos_k4_limit512,youtubevos_000017_01c76f0a82,mask_001,01c76f0a82,OK,16,0.2287841796875,0.2287841796875,0.2287841796875,0.0,0.51171875,0.6375,0.0,0.0,0.0,0.2287841796875,
historical_br_youtubevos_k4_limit512,youtubevos_000018_01c783268c,mask_001,01c783268c,OK,16,0.252532958984375,0.252532958984375,0.252532958984375,0.0,0.513671875,0.784375,0.0,0.0,0.0,0.252532958984375,
historical_br_youtubevos_k4_limit512,youtubevos_000019_01e64dd36a,mask_000,01e64dd36a,OK,16,0.24720458984375,0.24720458984375,0.24720458984375,0.0,0.421875,0.896875,0.0,0.0,0.0,0.24720458984375,
historical_br_youtubevos_k4_limit512,youtubevos_000020_01ed275c6e,mask_001,01ed275c6e,OK,16,0.276708984375,0.276708984375,0.276708984375,0.0,0.546875,0.7875,0.0,0.0,0.0,0.276708984375,
historical_br_youtubevos_k4_limit512,youtubevos_000021_01ff60d1fa,mask_001,01ff60d1fa,OK,16,0.2041015625,0.2041015625,0.2041015625,0.0,0.404296875,0.746875,0.0,0.0,0.0,0.2041015625,
historical_br_youtubevos_k4_limit512,youtubevos_000022_020cd28cd2,mask_003,020cd28cd2,OK,16,0.2069019317626953,0.206475830078125,0.207501220703125,0.0002785405638545431,0.451416015625,0.602734375,0.0,0.0019957037411992094,0.0029702684958271513,0.207159423828125,
historical_br_youtubevos_k4_limit512,youtubevos_000023_02264db755,mask_002,02264db755,OK,16,0.22421684265136718,0.22388916015625,0.22462158203125,0.00024021539719760494,0.460693359375,0.76875,0.0,0.0017964664467663483,0.001953125,0.22388916015625,
historical_br_youtubevos_k4_limit512,youtubevos_000024_0248626d9a,mask_002,0248626d9a,OK,16,0.26735610961914064,0.2665771484375,0.267926025390625,0.00042093728078760657,0.4815673828125,0.8,0.0,0.0010920443909954928,0.0013719407305302657,0.26773681640625,
historical_br_youtubevos_k4_limit512,youtubevos_000025_02668dbffa,mask_002,02668dbffa,OK,16,0.24995651245117187,0.249273681640625,0.25047607421875,0.00034017090971946164,0.407470703125,0.934375,0.0,0.0012076535746071487,0.00146125625797119,0.2501220703125,
historical_br_youtubevos_k4_limit512,youtubevos_000026_0274193026,mask_003,0274193026,OK,16,0.28878097534179686,0.288232421875,0.289471435546875,0.0004833009168725332,0.5142822265625,0.859375,0.0,0.001346691973696469,0.0015843585802741886,0.288690185546875,
historical_br_youtubevos_k4_limit512,youtubevos_000027_02d28375aa,mask_001,02d28375aa,OK,16,0.251959228515625,0.251959228515625,0.251959228515625,0.0,0.46875,0.859375,1.0,0.0,0.0,0.251959228515625,
historical_br_youtubevos_k4_limit512,youtubevos_000028_031ccc99b1,mask_001,031ccc99b1,OK,16,0.20462646484375,0.20462646484375,0.20462646484375,0.0,0.4375,0.75625,0.0,0.0,0.0,0.20462646484375,
historical_br_youtubevos_k4_limit512,youtubevos_000029_0321b18c10,mask_000,0321b18c10,OK,16,0.23590087890625,0.23590087890625,0.23590087890625,0.0,0.53125,0.784375,0.0,0.0,0.0,0.23590087890625,
historical_br_youtubevos_k4_limit512,youtubevos_000030_0348a45bca,mask_000,0348a45bca,OK,16,0.2135009765625,0.2135009765625,0.2135009765625,0.0,0.48046875,0.6875,0.0,0.0,0.0,0.2135009765625,
historical_br_youtubevos_k4_limit512,youtubevos_000031_0355e92655,mask_000,0355e92655,OK,16,0.264410400390625,0.264410400390625,0.264410400390625,0.0,0.53515625,0.7125,0.0,0.0,0.0,0.264410400390625,
historical_br_youtubevos_k4_limit512,youtubevos_000032_0358b938c1,mask_000,0358b938c1,OK,16,0.249560546875,0.249560546875,0.249560546875,0.0,0.568359375,0.809375,0.0,0.0,0.0,0.249560546875,
historical_br_youtubevos_k4_limit512,youtubevos_000033_0368107cf1,mask_003,0368107cf1,OK,16,0.2941417694091797,0.293243408203125,0.295037841796875,0.0005319136773851297,0.6650390625,0.6349609375,0.0,0.0016354389647871617,0.002622348945768048,0.2943603515625,
historical_br_youtubevos_k4_limit512,youtubevos_000034_0379ddf557,mask_001,0379ddf557,OK,16,0.271435546875,0.271435546875,0.271435546875,0.0,0.50390625,0.8,1.0,0.0,0.0,0.271435546875,
historical_br_youtubevos_k4_limit512,youtubevos_000035_038b2cc71d,mask_000,038b2cc71d,OK,16,0.244598388671875,0.244598388671875,0.244598388671875,0.0,0.689453125,0.759375,1.0,0.0,0.0,0.244598388671875,
historical_br_youtubevos_k4_limit512,youtubevos_000036_038c15a5dd,mask_002,038c15a5dd,OK,16,0.23336029052734375,0.23287353515625,0.23380126953125,0.0003233243428728345,0.59521484375,0.765625,1.0,0.0006980044708272006,0.0014846906124697597,0.23316650390625,
historical_br_youtubevos_k4_limit512,youtubevos_000037_03a06cc98a,mask_001,03a06cc98a,OK,16,0.217169189453125,0.217169189453125,0.217169189453125,0.0,0.44921875,0.7,0.0,0.0,0.0,0.217169189453125,
historical_br_youtubevos_k4_limit512,youtubevos_000038_03a63e187f,mask_002,03a63e187f,OK,16,0.23258285522460936,0.23179931640625,0.233251953125,0.0004529567099747817,0.4722900390625,0.6328125,0.0,0.0017718963335753295,0.0021563082565353724,0.23214111328125,
historical_br_youtubevos_k4_limit512,youtubevos_000039_03c95b4dae,mask_002,03c95b4dae,OK,16,0.2306446075439453,0.229833984375,0.231427001953125,0.0005237176467059279,0.50390625,0.7576171875,0.0,0.0022701237056132278,0.0031511904869709908,0.2310302734375,
historical_br_youtubevos_k4_limit512,youtubevos_000040_03e2b57b0e,mask_001,03e2b57b0e,OK,16,0.240423583984375,0.240423583984375,0.240423583984375,0.0,0.486328125,0.684375,0.0,0.0,0.0,0.240423583984375,
historical_br_youtubevos_k4_limit512,youtubevos_000041_04194e1248,mask_002,04194e1248,OK,16,0.21885185241699218,0.218328857421875,0.21939697265625,0.00033343661959243156,0.431396484375,0.6771484375,0.0,0.003177704074370749,0.00368029159854775,0.2190185546875,
historical_br_youtubevos_k4_limit512,youtubevos_000042_04259896e2,mask_001,04259896e2,OK,16,0.298870849609375,0.298870849609375,0.298870849609375,0.0,0.484375,0.946875,0.0,0.0,0.0,0.298870849609375,
historical_br_youtubevos_k4_limit512,youtubevos_000043_0444918a5f,mask_000,0444918a5f,OK,16,0.2700927734375,0.2700927734375,0.2700927734375,0.0,0.583984375,0.646875,0.0,0.0,0.0,0.2700927734375,
historical_br_youtubevos_k4_limit512,youtubevos_000044_04460a7a52,mask_003,04460a7a52,OK,16,0.2673664093017578,0.266046142578125,0.26829833984375,0.0006194644359116349,0.552001953125,0.7642578125,0.0,0.004020195688515956,0.005893324784086386,0.266741943359375,
historical_br_youtubevos_k4_limit512,youtubevos_000045_04474174a4,mask_003,04474174a4,OK,16,0.2522296905517578,0.251873779296875,0.25257568359375,0.00022988386160013334,0.4886474609375,0.89375,1.0,0.0013107755839817897,0.001953125,0.25257568359375,
historical_br_youtubevos_k4_limit512,youtubevos_000046_0450095513,mask_000,0450095513,OK,16,0.2108642578125,0.2108642578125,0.2108642578125,0.0,0.416015625,0.875,1.0,0.0,0.0,0.2108642578125,
historical_br_youtubevos_k4_limit512,youtubevos_000047_045f00aed2,mask_000,045f00aed2,OK,16,0.253985595703125,0.253985595703125,0.253985595703125,0.0,0.47265625,0.775,0.0,0.0,0.0,0.253985595703125,
historical_br_youtubevos_k4_limit512,youtubevos_000048_04667fabaa,mask_000,04667fabaa,OK,16,0.21273193359375,0.21273193359375,0.21273193359375,0.0,0.5078125,0.728125,0.0,0.0,0.0,0.21273193359375,
historical_br_youtubevos_k4_limit512,youtubevos_000049_04735c5030,mask_001,04735c5030,OK,16,0.278326416015625,0.278326416015625,0.278326416015625,0.0,0.607421875,0.8,0.0,0.0,0.0,0.278326416015625,
historical_br_youtubevos_k4_limit512,youtubevos_000050_04990d1915,mask_003,04990d1915,OK,16,0.20781364440917968,0.2072998046875,0.20814208984375,0.00029251714509898323,0.4114990234375,0.790625,0.0,0.0027278637571167322,0.003645784518950266,0.2072998046875,
historical_br_youtubevos_k4_limit512,youtubevos_000051_04d62d9d98,mask_000,04d62d9d98,OK,16,0.256158447265625,0.256158447265625,0.256158447265625,0.0,0.46875,0.828125,1.0,0.0,0.0,0.256158447265625,
historical_br_youtubevos_k4_limit512,youtubevos_000052_04f21da964,mask_003,04f21da964,OK,16,0.24616851806640624,0.24534912109375,0.246759033203125,0.0004173076561973304,0.461181640625,0.725,0.0,0.003961405860902402,0.005766217583605998,0.246405029296875,
historical_br_youtubevos_k4_limit512,youtubevos_000053_04fbad476e,mask_003,04fbad476e,OK,16,0.2659698486328125,0.26533203125,0.26680908203125,0.0004501523806277567,0.5399169921875,0.73125,0.0,0.0035685647896603516,0.004437883250014967,0.266241455078125,
historical_br_youtubevos_k4_limit512,youtubevos_000054_04fe256562,mask_001,04fe256562,OK,16,0.291766357421875,0.291766357421875,0.291766357421875,0.0,0.61328125,0.8125,0.0,0.0,0.0,0.291766357421875,
historical_br_youtubevos_k4_limit512,youtubevos_000055_0503bf89c9,mask_000,0503bf89c9,OK,16,0.26328125,0.26328125,0.26328125,0.0,0.44140625,0.846875,0.0,0.0,0.0,0.26328125,
historical_br_youtubevos_k4_limit512,youtubevos_000056_0536c9eed0,mask_002,0536c9eed0,OK,16,0.2855438232421875,0.28477783203125,0.286126708984375,0.0003748945048079799,0.5931396484375,0.6585937500000001,0.0,0.004016913627972931,0.004970283736130021,0.28555908203125,
historical_br_youtubevos_k4_limit512,youtubevos_000057_054acb238f,mask_000,054acb238f,OK,16,0.73123779296875,0.73123779296875,0.73123779296875,0.0,0.916015625,1.0,1.0,0.0,0.0,0.73123779296875,
historical_br_youtubevos_k4_limit512,youtubevos_000058_05579ca250,mask_002,05579ca250,OK,16,0.2745758056640625,0.273883056640625,0.275555419921875,0.0005517481912769868,0.662841796875,0.730078125,0.0,0.0033407303891296795,0.004075833280645488,0.274169921875,
historical_br_youtubevos_k4_limit512,youtubevos_000059_056c200404,mask_002,056c200404,OK,16,0.2679901123046875,0.267523193359375,0.268768310546875,0.000386375920701573,0.55908203125,0.9125,0.0,0.0026718402257822475,0.0033789310782887058,0.26800537109375,
historical_br_youtubevos_k4_limit512,youtubevos_000060_05774f3a2c,mask_002,05774f3a2c,OK,16,0.2943885803222656,0.29373779296875,0.29482421875,0.0003323396134376832,0.439697265625,1.0,1.0,0.0017136224388126613,0.001953125,0.294110107421875,
historical_br_youtubevos_k4_limit512,youtubevos_000061_058a7592c8,mask_001,058a7592c8,OK,16,0.244976806640625,0.244976806640625,0.244976806640625,0.0,0.486328125,0.840625,1.0,0.0,0.0,0.244976806640625,
historical_br_youtubevos_k4_limit512,youtubevos_000062_05a0a513df,mask_000,05a0a513df,OK,16,0.244830322265625,0.244830322265625,0.244830322265625,0.0,0.4765625,0.678125,0.0,0.0,0.0,0.244830322265625,
historical_br_youtubevos_k4_limit512,youtubevos_000063_05a569d8aa,mask_003,05a569d8aa,OK,16,0.2895599365234375,0.289080810546875,0.28997802734375,0.00027863066920198336,0.5390625,0.915625,0.0,0.0013189884624496633,0.0018456403274765508,0.289215087890625,
historical_br_youtubevos_k4_limit512,youtubevos_000064_05aa652648,mask_002,05aa652648,OK,16,0.27688140869140626,0.275897216796875,0.2778076171875,0.0004426811130420547,0.5538330078125,0.662890625,0.0,0.003766863625139673,0.0050735100664688615,0.2767578125,
historical_br_youtubevos_k4_limit512,youtubevos_000065_05d7715782,mask_003,05d7715782,OK,16,0.22513504028320314,0.22491455078125,0.2259765625,0.0003206225252683404,0.3892822265625,0.91875,0.0,0.0006147182991032474,0.001283441789046335,0.2259765625,
historical_br_youtubevos_k4_limit512,youtubevos_000066_05e0b0f28f,mask_000,05e0b0f28f,OK,16,0.25521240234375,0.25521240234375,0.25521240234375,0.0,0.404296875,0.875,1.0,0.0,0.0,0.25521240234375,
historical_br_youtubevos_k4_limit512,youtubevos_000067_05ffcfed85,mask_002,05ffcfed85,OK,16,0.21030616760253906,0.209417724609375,0.21126708984375,0.0004959175402822102,0.482177734375,0.698828125,0.0,0.0013258848996053096,0.001968114408804208,0.209588623046875,
historical_br_youtubevos_k4_limit512,youtubevos_000068_0630391881,mask_001,0630391881,OK,16,0.264202880859375,0.264202880859375,0.264202880859375,0.0,0.369140625,0.915625,0.0,0.0,0.0,0.264202880859375,
historical_br_youtubevos_k4_limit512,youtubevos_000069_06840b2bbe,mask_000,06840b2bbe,OK,16,0.296697998046875,0.296697998046875,0.296697998046875,0.0,0.62109375,0.915625,1.0,0.0,0.0,0.296697998046875,
historical_br_youtubevos_k4_limit512,youtubevos_000070_068f7dce6f,mask_000,068f7dce6f,OK,16,0.250128173828125,0.250128173828125,0.250128173828125,0.0,0.44921875,0.815625,1.0,0.0,0.0,0.250128173828125,
historical_br_youtubevos_k4_limit512,youtubevos_000071_0693719753,mask_000,0693719753,OK,16,0.2520263671875,0.2520263671875,0.2520263671875,0.0,0.421875,0.8125,0.0,0.0,0.0,0.2520263671875,
historical_br_youtubevos_k4_limit512,youtubevos_000072_06ce2b51fb,mask_003,06ce2b51fb,OK,16,0.23785133361816407,0.23707275390625,0.2382568359375,0.0003099898671403229,0.491455078125,0.7158203125,0.0,0.00149398277015687,0.0026250638945422154,0.23812255859375,
historical_br_youtubevos_k4_limit512,youtubevos_000073_06e224798e,mask_003,06e224798e,OK,16,0.2858757019042969,0.284918212890625,0.2869384765625,0.0006382657715439285,0.653076171875,0.701171875,0.0,0.0018560187831427246,0.002439741417852024,0.285137939453125,
historical_br_youtubevos_k4_limit512,youtubevos_000074_06ee361788,mask_000,06ee361788,OK,16,0.290374755859375,0.290374755859375,0.290374755859375,0.0,0.578125,0.79375,1.0,0.0,0.0,0.290374755859375,
historical_br_youtubevos_k4_limit512,youtubevos_000075_06fbb3fa2c,mask_001,06fbb3fa2c,OK,16,0.29053955078125,0.29053955078125,0.29053955078125,0.0,0.615234375,0.825,0.0,0.0,0.0,0.29053955078125,
historical_br_youtubevos_k4_limit512,youtubevos_000076_0700264286,mask_002,0700264286,OK,16,0.2569255828857422,0.256207275390625,0.258001708984375,0.0004926000275514616,0.59375,0.686328125,0.0,0.003389367618674097,0.0038499125625712,0.2574951171875,
historical_br_youtubevos_k4_limit512,youtubevos_000077_070c918ca7,mask_001,070c918ca7,OK,16,0.231549072265625,0.231549072265625,0.231549072265625,0.0,0.443359375,0.740625,0.0,0.0,0.0,0.231549072265625,
historical_br_youtubevos_k4_limit512,youtubevos_000078_07129e14a4,mask_000,07129e14a4,OK,16,0.244696044921875,0.244696044921875,0.244696044921875,0.0,0.5390625,0.765625,0.0,0.0,0.0,0.244696044921875,
historical_br_youtubevos_k4_limit512,youtubevos_000079_07177017e9,mask_003,07177017e9,OK,16,0.25438156127929684,0.253729248046875,0.254913330078125,0.0003331163500772981,0.6246337890625,0.8625,1.0,0.0005884075155617237,0.0015067744341372969,0.2544189453125,
historical_br_youtubevos_k4_limit512,youtubevos_000080_07238ffc58,mask_002,07238ffc58,OK,16,0.23297348022460937,0.232122802734375,0.233465576171875,0.0004160525066073964,0.4964599609375,0.7236328125,0.0,0.003366072174393782,0.0038764226990161137,0.2326904296875,
historical_br_youtubevos_k4_limit512,youtubevos_000081_07353b2a89,mask_003,07353b2a89,OK,16,0.28329010009765626,0.282904052734375,0.28375244140625,0.00033554420625560104,0.498046875,0.796875,1.0,0.0010473621841083204,0.0015191804182161778,0.28375244140625,
historical_br_youtubevos_k4_limit512,youtubevos_000082_0738493cbf,mask_002,0738493cbf,OK,16,0.24801177978515626,0.247650146484375,0.248480224609375,0.00029867885950629174,0.5087890625,0.878125,0.0,0.0014794555952733015,0.0016948059174039447,0.247979736328125,
historical_br_youtubevos_k4_limit512,youtubevos_000083_075926c651,mask_000,075926c651,OK,16,0.276312255859375,0.276312255859375,0.276312255859375,0.0,0.544921875,0.878125,1.0,0.0,0.0,0.276312255859375,
historical_br_youtubevos_k4_limit512,youtubevos_000084_075c701292,mask_000,075c701292,OK,16,0.232464599609375,0.232464599609375,0.232464599609375,0.0,0.435546875,0.784375,0.0,0.0,0.0,0.232464599609375,
historical_br_youtubevos_k4_limit512,youtubevos_000085_0762ea9a30,mask_000,0762ea9a30,OK,16,0.251123046875,0.251123046875,0.251123046875,0.0,0.462890625,0.81875,0.0,0.0,0.0,0.251123046875,
historical_br_youtubevos_k4_limit512,youtubevos_000086_07652ee4af,mask_002,07652ee4af,OK,16,0.2742607116699219,0.273223876953125,0.275262451171875,0.0006094463311224888,0.603515625,0.660546875,0.0,0.0017031232338341267,0.002518636615593467,0.27430419921875,
historical_br_youtubevos_k4_limit512,youtubevos_000087_076f206928,mask_001,076f206928,OK,16,0.271038818359375,0.271038818359375,0.271038818359375,0.0,0.4765625,0.896875,0.0,0.0,0.0,0.271038818359375,
historical_br_youtubevos_k4_limit512,youtubevos_000088_077d32af19,mask_001,077d32af19,OK,16,0.2511962890625,0.2511962890625,0.2511962890625,0.0,0.583984375,0.80625,0.0,0.0,0.0,0.2511962890625,
historical_br_youtubevos_k4_limit512,youtubevos_000089_079049275c,mask_000,079049275c,OK,16,0.255999755859375,0.255999755859375,0.255999755859375,0.0,0.501953125,0.753125,0.0,0.0,0.0,0.255999755859375,
historical_br_youtubevos_k4_limit512,youtubevos_000090_07913cdda7,mask_000,07913cdda7,OK,16,0.238690185546875,0.238690185546875,0.238690185546875,0.0,0.515625,0.678125,0.0,0.0,0.0,0.238690185546875,
historical_br_youtubevos_k4_limit512,youtubevos_000091_07a11a35e8,mask_003,07a11a35e8,OK,16,0.274517822265625,0.273944091796875,0.274884033203125,0.0003984852556518625,0.49609375,0.84375,1.0,0.0006785145182832704,0.0009388854217278456,0.274884033203125,
historical_br_youtubevos_k4_limit512,youtubevos_000092_07ac33b6df,mask_002,07ac33b6df,OK,16,0.25024948120117185,0.249554443359375,0.25107421875,0.0004644333997649346,0.42822265625,0.921875,0.0,0.0013630913003615543,0.0019397696078934403,0.250421142578125,
historical_br_youtubevos_k4_limit512,youtubevos_000093_07c62c3d11,mask_002,07c62c3d11,OK,16,0.22336578369140625,0.222930908203125,0.22403564453125,0.0002844239918458622,0.50439453125,0.6505859375,0.0,0.0031910724886151003,0.0034862170232141726,0.223455810546875,
historical_br_youtubevos_k4_limit512,youtubevos_000094_07cc1c7d74,mask_001,07cc1c7d74,OK,16,0.255035400390625,0.255035400390625,0.255035400390625,0.0,0.51171875,0.678125,0.0,0.0,0.0,0.255035400390625,
historical_br_youtubevos_k4_limit512,youtubevos_000095_080196ef01,mask_003,080196ef01,OK,16,0.263006591796875,0.2628173828125,0.26348876953125,0.00021990662720098453,0.4334716796875,0.865625,0.0,0.0007652643040402033,0.001769317265812265,0.2628173828125,
historical_br_youtubevos_k4_limit512,youtubevos_000096_081207976e,mask_002,081207976e,OK,16,0.2897655487060547,0.28922119140625,0.290179443359375,0.0002793001924164379,0.5445556640625,0.659375,0.0,0.0033038625476496533,0.003952818600999346,0.290179443359375,
historical_br_youtubevos_k4_limit512,youtubevos_000097_081ae4fa44,mask_003,081ae4fa44,OK,16,0.25315704345703127,0.2528076171875,0.253387451171875,0.00017155792509902752,0.497802734375,0.79375,0.0,0.0014540597826542762,0.001953125,0.253387451171875,
historical_br_youtubevos_k4_limit512,youtubevos_000098_081d8250cb,mask_002,081d8250cb,OK,16,0.23163604736328125,0.2309326171875,0.232421875,0.0003956324769393775,0.395751953125,0.815625,0.0,0.001754814117858313,0.001973282955591792,0.23184814453125,
historical_br_youtubevos_k4_limit512,youtubevos_000099_082900c5d4,mask_003,082900c5d4,OK,16,0.23480453491210937,0.234423828125,0.235211181640625,0.0002114856604342199,0.4927978515625,0.803125,0.0,0.0012523437331015018,0.0017628614053990346,0.234918212890625,
historical_br_youtubevos_k4_limit512,youtubevos_000100_0860df21e2,mask_002,0860df21e2,OK,16,0.2779212951660156,0.27740478515625,0.2783935546875,0.00028238140300304473,0.634521484375,0.70234375,0.0,0.004208321608337245,0.005313162656847779,0.2779541015625,
historical_br_youtubevos_k4_limit512,youtubevos_000101_0866d4c5e3,mask_003,0866d4c5e3,OK,16,0.2856449127197266,0.285211181640625,0.28624267578125,0.0004048296138406624,0.3929443359375,0.903125,0.0,0.00018857055307891786,0.001190356996231959,0.28541259765625,
historical_br_youtubevos_k4_limit512,youtubevos_000102_0891ac2eb6,mask_003,0891ac2eb6,OK,16,0.2931995391845703,0.292962646484375,0.293560791015625,0.0001808436087941449,0.492919921875,0.815625,0.0,0.0018575321686103282,0.0019531250000000555,0.293560791015625,
historical_br_youtubevos_k4_limit512,youtubevos_000103_08931bc458,mask_003,08931bc458,OK,16,0.24597930908203125,0.244964599609375,0.2467529296875,0.0005290752700068924,0.5223388671875,0.6421875,0.0,0.0029348152583574304,0.0035333212506001082,0.246185302734375,
historical_br_youtubevos_k4_limit512,youtubevos_000104_08aa2705d5,mask_000,08aa2705d5,OK,16,0.2358642578125,0.2358642578125,0.2358642578125,0.0,0.537109375,0.6375,0.0,0.0,0.0,0.2358642578125,
historical_br_youtubevos_k4_limit512,youtubevos_000105_08c8450db7,mask_001,08c8450db7,OK,16,0.288720703125,0.288720703125,0.288720703125,0.0,0.556640625,0.8,0.0,0.0,0.0,0.288720703125,
historical_br_youtubevos_k4_limit512,youtubevos_000106_08d50b926c,mask_001,08d50b926c,OK,16,0.295977783203125,0.295977783203125,0.295977783203125,0.0,0.37890625,0.990625,1.0,0.0,0.0,0.295977783203125,
historical_br_youtubevos_k4_limit512,youtubevos_000107_08e1e4de15,mask_001,08e1e4de15,OK,16,0.20933837890625,0.20933837890625,0.20933837890625,0.0,0.48046875,0.61875,0.0,0.0,0.0,0.20933837890625,
historical_br_youtubevos_k4_limit512,youtubevos_000108_08e48c1a48,mask_000,08e48c1a48,OK,16,0.260052490234375,0.260052490234375,0.260052490234375,0.0,0.5,0.78125,0.0,0.0,0.0,0.260052490234375,
historical_br_youtubevos_k4_limit512,youtubevos_000109_08f561c65e,mask_000,08f561c65e,OK,16,0.219305419921875,0.219305419921875,0.219305419921875,0.0,0.48828125,0.70625,0.0,0.0,0.0,0.219305419921875,
historical_br_youtubevos_k4_limit512,youtubevos_000110_08feb87790,mask_000,08feb87790,OK,16,0.230853271484375,0.230853271484375,0.230853271484375,0.0,0.5078125,0.75625,0.0,0.0,0.0,0.230853271484375,
historical_br_youtubevos_k4_limit512,youtubevos_000111_09049f6fe3,mask_001,09049f6fe3,OK,16,0.21434326171875,0.21434326171875,0.21434326171875,0.0,0.46484375,0.675,0.0,0.0,0.0,0.21434326171875,
historical_br_youtubevos_k4_limit512,youtubevos_000112_092e4ff450,mask_002,092e4ff450,OK,16,0.2698844909667969,0.26962890625,0.27044677734375,0.00021641541119062042,0.5533447265625,0.95625,1.0,0.0005363527611346553,0.0008573695387399525,0.26995849609375,
historical_br_youtubevos_k4_limit512,youtubevos_000113_09338adea8,mask_000,09338adea8,OK,16,0.293682861328125,0.293682861328125,0.293682861328125,0.0,0.546875,0.846875,1.0,0.0,0.0,0.293682861328125,
historical_br_youtubevos_k4_limit512,youtubevos_000114_093c335ccc,mask_003,093c335ccc,OK,16,0.2516124725341797,0.25113525390625,0.25194091796875,0.0003471045426081322,0.4898681640625,0.828125,0.0,0.00046629638313126765,0.0008143588158055404,0.25194091796875,
historical_br_youtubevos_k4_limit512,youtubevos_000115_0970d28339,mask_002,0970d28339,OK,16,0.27709426879882815,0.276556396484375,0.27745361328125,0.00031684591658101796,0.460693359375,0.896875,1.0,0.0003608370585168871,0.0007839164728163954,0.277105712890625,
