sample_id,model,video_path,contact_sheet,reviewed_frames,classification,temporal_artifact,spatial_artifact,reason,reviewer_pass,visual_review_status,status,frame_count,full_psnr,mask_psnr,full_ssim,temporal_absdiff_mean,temporal_absdiff_max,black_frame_ratio,mask_profile,area_bucket,motion_bucket,evidence_sheet,crop_sheet,manual_review_method,manual_evidence_page,manual_crop_page,manual_reviewed_frames,manual_reviewer_pass,manual_gate_blocker,manual_final_class,manual_reason
vp2_vor_bg_49f_REAL_ENV230_00102_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,0 9 24 26 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,22.5557277911596,20.266903104671474,0.7862496740963995,4.632066326836745,7.902706623077393,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,6,6,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_BLENDER_BEACH040_00001,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_BEACH040_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,0 16 24 27 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.889438777134718,24.114966962870415,0.8796999053079255,0.6441612212608258,4.714509963989258,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,1,1,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV212_00015_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,0 18 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.67794076886467,21.72117715967823,0.9431831812372014,2.0560341806461415,5.524733066558838,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,5,5,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV156_00020_002_03,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,0 21 24 42 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,21.101047262437458,17.59318225421026,0.889224781065571,6.351085012157758,8.71912956237793,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,3,3,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"visible local texture/color artifact retained as failure case, but bounded to task region and not a gate-blocking systematic failure"
vp2_vor_bg_49f_REAL_ENV171_00003_004_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,0 22 23 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,21.395127899837426,21.337431753336457,0.8937077376307273,11.589514387150606,16.881303787231445,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,4,4,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV009_00001_007_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,0 24 25 42 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,20.62823333314135,15.919403643546076,0.9037271117677494,9.668541992704073,14.063632011413574,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,2,2,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV234_00102_002_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,0 23 24 42 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,20.900411967803564,17.26140019044616,0.7819901777773487,15.407103911042213,20.228736877441406,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,7,7,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV232_00006_001_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,0 20 23 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,21.382148023744048,19.258778642668073,0.7869225083565226,6.150511724253495,10.86159610748291,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,6,6,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"visible local texture/color artifact retained as failure case, but bounded to task region and not a gate-blocking systematic failure"
vp2_vor_bg_49f_REAL_ENV241_00101_002_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,0 16 21 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.80178230047548,18.67938232308585,0.7982306918319391,4.6733663007617,6.914079666137695,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,7,7,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV284_00102_003_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,0 24 41 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,20.29945277284094,21.455553833122746,0.743312940305593,5.894421296815078,7.284766674041748,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,8,8,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV271_00106_002_03,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV271_00106_002_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV271_00106_002_03.jpg,0 23 24 42 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.270371184688276,17.959257909041053,0.8928195116471271,6.0167138415078325,10.442355155944824,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV271_00106_002_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV271_00106_002_03.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,8,8,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.jpg,0 16 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.176706726712606,23.429877440874673,0.8592692370317421,1.3044164888560772,5.708916664123535,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,1,1,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV214_00002_005_02,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.jpg,0 19 21 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,24.990442287983573,22.38874592355955,0.8807120225867446,0.895367935920755,3.7057251930236816,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,5,5,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.jpg,0 21 24 41 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,21.349490710580227,20.025630651772463,0.899864806204426,5.564406901597977,7.910493850708008,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,2,2,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_REAL_ENV157_00010_003_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.jpg,0 24 42 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,18.528030281494395,19.882019380725442,0.6705509995927617,15.719776672621569,21.259246826171875,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,4,4,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"visible local texture/color artifact retained as failure case, but bounded to task region and not a gate-blocking systematic failure"
vp2_vor_bg_49f_REAL_ENV183_00012_005_05,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.jpg,0 17 22 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,22.873773530349197,23.290082152090676,0.9352692803558038,3.4353631461660066,6.655884265899658,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,4,4,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.jpg,0 17 23 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,23.663779455263448,20.75366763019569,0.8264757309641156,0.7396696514139572,4.489868640899658,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/step50_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.jpg,opened 8 dense temporal evidence pages and 8 crop pages covering all 32 step50 search-dev rows,1,1,"start/middle/end plus temporal strip, mask crop, boundary/affected/outside crop evidence",true,false,medium-hard,"localized finite mask/boundary artifact; no global collapse, frame-order mismatch, or systematic outside damage in dense evidence/crop review"
