sample_id,model,profile_or_seed,classification_final,technical_valid,usable,source,mask_psnr,outside_psnr,temporal_ratio,evidence
REAL_ENV045_00002_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,18.91676940816263,48.78047543422638,1.0125262188971005,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV045_00002_001_01/evidence/temporal_strip_16.jpg
REAL_ENV045_00003_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,17.9269634076345,48.59477376650017,1.6307728489263207,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV045_00003_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00002_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,21.13339936057409,49.94152190601521,1.1292766344198273,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00002_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00003_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,21.18231370734422,53.218512139940216,1.1532570094627175,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00003_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00004_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,21.176100126864082,51.139331814566624,1.063013149324515,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00004_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00005_001_01,controlled_corruption_v3,CC-v3-B,MEDIUM_HARD_ELIGIBLE,yes,yes,controlled_v3_primary,23.989386175931116,59.68039487437547,1.0195157560429586,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00005_001_01/evidence/temporal_strip_16.jpg
BLENDER_FOREST006_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,16.583442555353606,23.254310848206423,807.6877358635114,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST006_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST007_00001,minimax_official_v2_reused,seed20260627,MEDIUM_HARD_ELIGIBLE,yes,yes,minimax_v2_reused_no_new_seed,15.812565948681922,24.574613398379764,0.709189460928258,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST007_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST008_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,14.773248204494834,23.336257236294188,147.84952790156575,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST008_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST015_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,19.568215416492116,29.87561115508024,78.78044164628947,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST015_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST016_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,16.430592893616716,18.823700038910527,1062.949961034344,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST016_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST017_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,28.91201109172666,29.835673955566214,39.81374341668599,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST017_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST018_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,24.21105308473099,32.04100562973734,59.911748955574,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST018_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST019_00001,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,16.803362466438376,25.501291976673585,92.28774908882714,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/BLENDER_FOREST019_00001/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV044_00005_001_01,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,7.369775321157099,24.560999862624183,1.014137537655005,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV044_00005_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV045_00001_001_01,minimax_official_v2_reused,seed20260627,MEDIUM_HARD_ELIGIBLE,yes,yes,minimax_v2_reused_no_new_seed,17.80845091499604,32.4359521019341,1.4151520474308248,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00001_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV045_00002_001_01,minimax_official_v2_reused,seed20260627,HARD_BUT_PLAUSIBLE,yes,yes,minimax_v2_reused_no_new_seed,10.586639127054015,25.691736380245178,0.8747257546020557,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00002_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV045_00003_001_01,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,20.008521510567455,23.248519245698386,0.9149685460917891,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV045_00003_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00002_001_01,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,16.7285078503809,20.381314557355545,1.067346537879138,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV046_00002_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00003_001_01,minimax_official_v2_reused,seed20260627,MEDIUM_HARD_ELIGIBLE,yes,yes,minimax_v2_reused_no_new_seed,19.973381460732714,26.848318735305412,1.0364512501422878,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV046_00003_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00004_001_01,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,9.713384714362588,21.705674064062467,0.9237771556517873,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV046_00004_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00005_001_01,minimax_official_v2_reused,seed20260627,TRIVIAL_BAD,yes,no,minimax_v2_reused_no_new_seed,15.76272216358367,22.556091291578824,1.1754060224322656,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/minimax_v2_seed20260627/candidates/REAL_ENV046_00005_001_01/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST006_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,16.167561732465924,25.58290010850162,5.824773319692149,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST006_00001
BLENDER_FOREST006_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,15.631770195687368,24.1696451690525,125.34837734506024,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST006_00001
BLENDER_FOREST007_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,17.726963483191266,24.90855654527001,0.9508287195321803,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST007_00001
BLENDER_FOREST007_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,15.46519178427919,24.589193140445552,0.7873581238660078,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST007_00001
BLENDER_FOREST008_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,14.647705477905854,25.295145080844378,3.6508089967903863,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST008_00001
BLENDER_FOREST008_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,14.967122569267834,24.274154823590237,26.944901340435877,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST008_00001
BLENDER_FOREST015_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,20.62457198289698,35.98554580023916,3.43405139501766,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST015_00001
BLENDER_FOREST015_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,18.7070547387947,30.62628482356933,9.574627355087738,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST015_00001
BLENDER_FOREST016_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,16.856153406856308,20.608619827619982,16.113729000457774,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST016_00001
BLENDER_FOREST016_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,18.011892839620717,19.74656027826104,119.89694053638631,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST016_00001
BLENDER_FOREST017_00001,propainter,official_full16,MEDIUM_HARD_ELIGIBLE,yes,yes,verified_generator_full16,29.952712952454323,36.92108838535347,1.3776024099582376,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST017_00001
BLENDER_FOREST017_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,28.095525271065835,31.54108239947937,8.351600728456901,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST017_00001
BLENDER_FOREST018_00001,propainter,official_full16,MEDIUM_HARD_ELIGIBLE,yes,yes,verified_generator_full16,26.064235102310636,40.766525586015156,2.098195529788993,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST018_00001
BLENDER_FOREST018_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,25.427913927355483,31.83164490065505,8.740776964171655,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST018_00001
BLENDER_FOREST019_00001,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,16.123179808270507,30.837864605620666,12.567226054656407,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/BLENDER_FOREST019_00001
BLENDER_FOREST019_00001,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,16.223428041495932,28.981504441346992,22.087254402256637,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/BLENDER_FOREST019_00001
REAL_ENV044_00005_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,7.836746615505898,24.751269281772142,0.9841622920576552,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV044_00005_001_01
REAL_ENV044_00005_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,7.615909627800893,24.125166929063084,1.0360938705364535,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV044_00005_001_01
REAL_ENV045_00001_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,18.55069843218446,31.813325395270613,1.1170980636632515,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV045_00001_001_01
REAL_ENV045_00001_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,18.062444579559426,30.924596332530694,1.1126295942434823,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV045_00001_001_01
REAL_ENV045_00002_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,12.851726926836648,26.308402508607195,1.004708545585197,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV045_00002_001_01
REAL_ENV045_00002_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,12.249707817986312,24.690276137879863,0.9061426575695817,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV045_00002_001_01
REAL_ENV045_00003_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,13.827387321863014,22.68691412169774,2.385905422618582,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV045_00003_001_01
REAL_ENV045_00003_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,16.068568521986798,24.704684720487975,1.0459539691573547,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV045_00003_001_01
REAL_ENV046_00002_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,14.230194010203501,20.627909430990588,1.3566618142669828,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00002_001_01
REAL_ENV046_00002_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,15.394268798326884,19.995475173317285,1.0262993045052382,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00002_001_01
REAL_ENV046_00003_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,19.280803176497113,27.04858669655557,1.0441955879652813,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00003_001_01
REAL_ENV046_00003_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,19.44189530556437,25.958652788897812,1.0868465373559015,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00003_001_01
REAL_ENV046_00004_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,12.052170372634647,21.859187599943258,0.9194803877694395,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00004_001_01
REAL_ENV046_00004_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,13.21308013377461,21.39238710888863,0.9713251775914518,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00004_001_01
REAL_ENV046_00005_001_01,propainter,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,15.878587008315026,23.169435912761273,0.9425474689619392,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/propainter/raw_frames/REAL_ENV046_00005_001_01
REAL_ENV046_00005_001_01,diffueraser,official_full16,TRIVIAL_BAD,yes,no,verified_generator_full16,17.01495436982694,21.701455917578944,1.1337811549673202,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v3_20260627/verified_generators_full16/diffueraser/raw_frames/REAL_ENV046_00005_001_01
