sample_id,review_method,reviewed_frames,final_class,temporal_artifact,spatial_artifact,new_artifact_vs_step0,reviewer_pass,reason,evidence_sheet,crop_sheet
vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188,dense_temporal_evidence_board_pages_and_crop_sheets,0 23 24 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE013_00188.jpg
vp2_vor_bg_49f_REAL_ENV214_00002_005_02,dense_temporal_evidence_board_pages_and_crop_sheets,0 14 19 24 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV214_00002_005_02.jpg
vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001,dense_temporal_evidence_board_pages_and_crop_sheets,0 21 24 28 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE034_00001.jpg
vp2_vor_bg_49f_REAL_ENV157_00010_003_04,dense_temporal_evidence_board_pages_and_crop_sheets,0 24 39 48,hard-plausible,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV157_00010_003_04.jpg
vp2_vor_bg_49f_REAL_ENV183_00012_005_05,dense_temporal_evidence_board_pages_and_crop_sheets,0 22 24 28 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV183_00012_005_05.jpg
vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001,dense_temporal_evidence_board_pages_and_crop_sheets,0 23 24 41 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_BLENDER_WAREHOUSE018_00001.jpg
vp2_vor_bg_49f_REAL_ENV199_00001_004_02,dense_temporal_evidence_board_pages_and_crop_sheets,0 24 26 44 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV199_00001_004_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV199_00001_004_02.jpg
vp2_vor_bg_49f_REAL_ENV005_00004_001_03,dense_temporal_evidence_board_pages_and_crop_sheets,0 24 26 36 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV005_00004_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV005_00004_001_03.jpg
vp2_vor_bg_49f_BLENDER_MOUNTAIN007_00001,dense_temporal_evidence_board_pages_and_crop_sheets,0 15 21 24 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_MOUNTAIN007_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_BLENDER_MOUNTAIN007_00001.jpg
vp2_vor_bg_49f_REAL_ENV163_00001_007_02,dense_temporal_evidence_board_pages_and_crop_sheets,0 9 24 27 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV163_00001_007_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV163_00001_007_02.jpg
vp2_vor_bg_49f_REAL_ENV087_00001_001_02,dense_temporal_evidence_board_pages_and_crop_sheets,0 4 24 25 48,medium-hard,no_systematic_new_temporal_artifact_seen_in_dense_evidence,localized_mask_defects_remain_no_global_collapse,no_systematic_new_artifact_detected; step10 metrics improved vs step0,true,"Reviewed all 32 step10 evidence and crop sheets in 2 evidence boards + 2 crop boards; no frame-order failure, black/purple collapse, or systematic outside damage observed. Local mask texture/color artifacts remain but are finite.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV087_00001_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV087_00001_001_02.jpg
