sample_id,split,checkpoint,condition_path,winner_path,loser_path,mask_path,raw_step0,side_by_side,temporal_strip_16,review_sheet,frames_reviewed,classification,reason,review_status
BLENDER_GRASS001_00001,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS001_00001/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS001_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS001_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS001_00001/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS001_00001/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS001_00001/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,stable_baseline_reference,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
BLENDER_GRASS002_00001,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS002_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS002_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS002_00001/C2_medium_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS002_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS002_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS002_00001/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS002_00001/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS002_00001/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,stable_baseline_reference,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
BLENDER_GRASS003_00002,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS003_00002/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS003_00002/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS003_00002/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/materialized_sources/BLENDER_GRASS003_00002/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS003_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS003_00002/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS003_00002/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_GRASS003_00002/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr;outside_challenging,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
BLENDER_LAVA001_00001,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_LAVA001_00001/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_LAVA001_00001/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_LAVA001_00001/C3_boundary_seam_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_LAVA001_00001/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_LAVA001_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_LAVA001_00001/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_LAVA001_00001/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/BLENDER_LAVA001_00001/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV005_00003_003_05,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV005_00003_003_05/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV005_00003_003_05/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV005_00003_003_05/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV005_00003_003_05/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV005_00003_003_05/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV005_00003_003_05/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV005_00003_003_05/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV005_00003_003_05/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,outside_challenging;higher_temporal_diff;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV026_00001_002_02,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV026_00001_002_02/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV026_00001_002_02/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV026_00001_002_02/C2_medium_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV026_00001_002_02/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV026_00001_002_02/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV026_00001_002_02/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV026_00001_002_02/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV026_00001_002_02/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV044_00005_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV044_00005_001_01/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV044_00005_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV044_00005_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV044_00005_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV044_00005_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV044_00005_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV045_00001_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00001_001_01/C4_affected_soft_degradation/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00001_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00001_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00001_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00001_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV045_00002_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00002_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00002_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00002_001_01/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00002_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00002_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00002_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00002_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV045_00003_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00003_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00003_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV045_00003_001_01/C2_medium_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV045_00003_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00003_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00003_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV045_00003_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,outside_challenging;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV046_00002_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00002_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00002_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00002_001_01/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00002_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00002_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00002_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00002_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr;outside_challenging;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV046_00003_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00003_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00003_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00003_001_01/C3_boundary_seam_mild/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00003_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00003_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00003_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00003_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
REAL_ENV046_00004_001_01,train,step0_official_minimax,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00004_001_01/condition_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00004_001_01/winner_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/REAL_ENV046_00004_001_01/C1_mild_object_texture/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke16_v2_20260627/materialized_17f_512_final/materialized_sources/REAL_ENV046_00004_001_01/mask_frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00004_001_01/step0/evidence/side_by_side.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00004_001_01/step0/evidence/temporal_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/step0_baseline_20260629_0457/outputs/train64/train/REAL_ENV046_00004_001_01/step0/evidence/midframe_review_sheet.jpg,review_sheet_midframe;16_frame_temporal_strip_index,STEP0_BASELINE_REVIEWED_NOT_PROMOTED,low_mask_psnr;low_boundary_psnr;outside_challenging;real_video_residual_risk,CODEX_REVIEWED_MIDFRAME_AND_TEMPORAL_INDEX
