sample_id,model,video_path,contact_sheet,reviewed_frames,classification,temporal_artifact,spatial_artifact,reason,reviewer_pass,visual_review_status,status,frame_count,full_psnr,mask_psnr,full_ssim,temporal_absdiff_mean,temporal_absdiff_max,black_frame_ratio,mask_profile,area_bucket,motion_bucket,evidence_sheet,crop_sheet
vp2_vor_bg_49f_REAL_ENV230_00102_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,0 24 26 44 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,23.091813781573563,14.775833263880791,0.788677419934954,4.130030157665412,6.286379337310791,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg
vp2_vor_bg_49f_BLENDER_BEACH040_00001,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_BEACH040_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,0 24 27 32 48,hard-plausible,possible temporal artifact,strong local mismatch,strong but finite local/temporal defect; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,15.500333147976049,9.20297918053171,0.8276936837605068,2.0838692039251328,14.623188018798828,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg
vp2_vor_bg_49f_REAL_ENV212_00015_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,0 24 32 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,18.965740255849564,13.47471101324438,0.920817033368714,2.442938841879368,6.698355674743652,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg
vp2_vor_bg_49f_REAL_ENV156_00020_002_03,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,0 21 24 33 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,27.079972308635995,19.06180754212138,0.9082257905784918,6.525457322597504,9.00300121307373,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg
vp2_vor_bg_49f_REAL_ENV171_00003_004_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,0 23 24 33 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,24.41224261837271,14.379163073728584,0.9129909958158221,9.672089859843254,14.157835006713867,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg
vp2_vor_bg_49f_REAL_ENV009_00001_007_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,0 24 25 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,26.20063072484528,17.463353763625857,0.9316747042597556,8.718588039278984,12.946633338928223,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg
vp2_vor_bg_49f_REAL_ENV234_00102_002_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,0 23 24 45 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,23.206976019188517,16.163988210020776,0.8113762797141562,15.399965045352777,21.32203483581543,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg
vp2_vor_bg_49f_REAL_ENV232_00006_001_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,0 23 24 33 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,22.915955037820304,18.798467195330954,0.7658509624247648,5.540814948578675,8.986817359924316,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg
vp2_vor_bg_49f_REAL_ENV241_00101_002_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,0 21 24 32 48,hard-plausible,possible temporal artifact,strong local mismatch,strong but finite local/temporal defect; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,21.28781251048098,11.263487255621124,0.7974256508204401,4.851118425528209,7.120290279388428,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg
vp2_vor_bg_49f_REAL_ENV284_00102_003_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,0 24 28 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse; Codex reviewed dense temporal evidence sheets and crop sheets on 2026-06-25; no decode/frame-order/systematic blocker observed.,true,TEMPORAL_REVIEW_PASS_DENSE_EVIDENCE,OK,49,25.95921916175588,23.410089681475913,0.7987469714515063,6.55056066562732,8.796194076538086,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step0_official_20260625_131957/step0_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg
