accepted,condition_frame_count,condition_member_path,condition_source_path,effect_type,fps,mask_area_max,mask_area_median,mask_area_min,mask_area_total,mask_bucket,mask_frame_count,mask_member_path,mask_source_path,masked_absdiff_mean,non_empty_mask_frames,outside_absdiff_mean,reject_reason,resolution,sample_id,scene_group,selected_end_frame,selected_frame_count,selected_start_frame,source_type,winner_frame_count,winner_member_path,winner_source_path
True,240,VOR-Train/FG_BG/REAL_ENV102_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV102_00001_002_02.mp4,unknown,30.0,0.1023046875,0.08009657118055556,0.060069444444444446,6.438895399305555,medium,240,MASK/REAL_ENV102_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV102_00001_002_02.mp4,73.56393074694975,81,3.7520775618376554,,1280x720,REAL_ENV102_00001_002_02,REAL_ENV102_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV102_00001_002_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV102_00001_002_02.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00131.mp4,unknown,24.0,0.0497632137345679,0.0495703125,0.049233217592592596,4.015768711419753,medium,240,MASK/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00131.mp4,38.71910278885453,81,2.403124423674595,,1920x1080,BLENDER_CON001_00131,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00131.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00131.mp4
True,240,VOR-Train/FG_BG/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV102_00001_003_01.mp4,unknown,30.0,0.09329427083333333,0.07695963541666667,0.04935438368055556,6.011152343750001,medium,240,MASK/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV102_00001_003_01.mp4,60.36523748327185,81,4.476425053160868,,1280x720,REAL_ENV102_00001_003_01,REAL_ENV102_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV102_00001_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV102_00001_003_01.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00171.mp4,unknown,24.0,0.21255208333333334,0.21248167438271606,0.2120799575617284,17.210294656635803,large,240,MASK/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00171.mp4,36.200866181173446,81,3.4114202776072937,,1920x1080,BLENDER_CON001_00171,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00171.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00171.mp4
True,240,VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,unknown,30.0,0.2724262152777778,0.16264865451388888,0.10781032986111111,14.056423611111112,large,240,MASK/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV105_00001_001_03.mp4,114.39221521071445,81,7.878317591584759,,1280x720,REAL_ENV105_00001_001_03,REAL_ENV105_00001,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV105_00001_001_03.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00218.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00218.mp4,unknown,24.0,0.025333719135802468,0.02516155478395062,0.025118152006172838,2.038342013888889,small,240,MASK/BLENDER_CON001_00218.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00218.mp4,10.091540689821597,81,0.9634968881253843,,1920x1080,BLENDER_CON001_00218,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00218.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00218.mp4
True,240,VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV114_00004_004_02.mp4,unknown,30.0,0.00986328125,0.005837673611111111,0.0036436631944444446,0.5004720052083333,small,240,MASK/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV114_00004_004_02.mp4,46.81670558599778,81,12.487802587909464,,1280x720,REAL_ENV114_00004_004_02,REAL_ENV114_00004,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV114_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_004_02.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00263.mp4,unknown,24.0,0.035188078703703704,0.03484567901234568,0.03478491512345679,2.829299286265432,small,240,MASK/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00263.mp4,26.465283334991078,81,1.4078360825409124,,1920x1080,BLENDER_CON001_00263,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00263.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00263.mp4
True,240,VOR-Train/FG_BG/REAL_ENV114_00004_006_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV114_00004_006_05.mp4,unknown,30.0,0.023623046875,0.009518229166666666,0.002963324652777778,0.9062239583333334,small,240,MASK/REAL_ENV114_00004_006_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV114_00004_006_05.mp4,61.05780373090579,81,10.537613244704259,,1280x720,REAL_ENV114_00004_006_05,REAL_ENV114_00004,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV114_00004_006_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_006_05.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00276.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00276.mp4,unknown,24.0,0.034684124228395063,0.03446855709876543,0.03441695601851852,2.7933801118827164,small,240,MASK/BLENDER_CON001_00276.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00276.mp4,25.6882155854025,81,1.4762385612652626,,1920x1080,BLENDER_CON001_00276,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00276.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00276.mp4
True,240,VOR-Train/FG_BG/REAL_ENV115_00002_006_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV115_00002_006_03.mp4,unknown,30.0,0.072646484375,0.061299913194444444,0.0,4.161171874999999,medium,240,MASK/REAL_ENV115_00002_006_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV115_00002_006_03.mp4,67.94609905296647,71,28.974227905273438,,1280x720,REAL_ENV115_00002_006_03,REAL_ENV115_00002,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV115_00002_006_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV115_00002_006_03.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00311.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00311.mp4,unknown,24.0,0.03536554783950617,0.0353076774691358,0.03486255787037037,2.8491377314814814,medium,240,MASK/BLENDER_CON001_00311.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00311.mp4,25.286733909889502,81,1.4702817260483165,,1920x1080,BLENDER_CON001_00311,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00311.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00311.mp4
True,240,VOR-Train/FG_BG/REAL_ENV115_00002_009_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV115_00002_009_04.mp4,unknown,30.0,0.09722873263888888,0.07720160590277778,0.06349717881944444,6.330359157986111,medium,240,MASK/REAL_ENV115_00002_009_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV115_00002_009_04.mp4,70.7438437850387,81,30.786816231998397,,1280x720,REAL_ENV115_00002_009_04,REAL_ENV115_00002,80,81,0,REAL,240,VOR-Train/BG/REAL_ENV115_00002_009_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV115_00002_009_04.mp4
True,240,VOR-Train/FG_BG/BLENDER_CON001_00325.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_CON001_00325.mp4,unknown,24.0,0.06295331790123457,0.06287085262345679,0.06245756172839506,5.0921662808641965,medium,240,MASK/BLENDER_CON001_00325.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train-MASK/MASK/BLENDER_CON001_00325.mp4,28.378262484515155,81,3.516373763849706,,1920x1080,BLENDER_CON001_00325,BLENDER_CON001,80,81,0,BLENDER,240,VOR-Train/BG/BLENDER_CON001_00325.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00325.mp4
