category,split,sample_id,final_class,condition_path,winner_path,step0_path_or_sheet,step50_path_or_sheet,mask_or_crop_evidence,primary_metric_delta,lpips_delta,ewarp_delta,failure_or_success_mode,one_sentence_human_explanation,local_asset_hint
tie,shadow-dev,vp2_vor_bg_49f_REAL_ENV205_00001_002_05,TIE,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV205_00001_002_05_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV205_00001_002_05_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV205_00001_002_05_anonymous.jpg,,,,yes,Both checkpoints are visually close; Step50 does not provide a decisive visible gain.,
tie,shadow-dev,vp2_vor_bg_49f_REAL_ENV176_00017_005_01,TIE,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV176_00017_005_01_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV176_00017_005_01_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV176_00017_005_01_anonymous.jpg,,,,yes,Both checkpoints are visually close; Step50 does not provide a decisive visible gain.,
tie,shadow-dev,vp2_vor_bg_49f_REAL_ENV175_00002_004_04,TIE,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV175_00002_004_04_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV175_00002_004_04_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV175_00002_004_04_anonymous.jpg,,,,yes,Both checkpoints are visually close; Step50 does not provide a decisive visible gain.,
shadow_failure_or_artifact,shadow-dev,vp2_vor_bg_49f_REAL_ENV222_00101_004_03,STEP0_SLIGHTLY_BETTER,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV222_00101_004_03_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV222_00101_004_03_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV222_00101_004_03_anonymous.jpg,,,,yes,Step50 introduces a local patch/color artifact that offsets the residual reduction.,
shadow_failure_or_artifact,shadow-dev,vp2_vor_bg_49f_BLENDER_BEACH001_00305,STEP50_NEW_ARTIFACT,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_BEACH001_00305_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_BEACH001_00305_informed.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_BEACH001_00305_anonymous.jpg,,,,yes,Step50 introduces a local patch/color artifact that offsets the residual reduction.,
external_limited_positive,external-49f,davis_boxing-fisheye,STEP50_SLIGHTLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_01_small.jpg,1.734928,-0.081971,-8.285676,minor_blur,Step50 reduces the beige Step0 patch and looks locally more plausible.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg
external_limited_positive,external-49f,davis_bus,STEP50_SLIGHTLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_02_small.jpg,3.906294,-0.006488,-10.883906,minor_boundary_blur,Step50 slightly cleans the bus-side residual without a new obvious artifact.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg
external_limited_positive,external-49f,davis_hockey,STEP50_SLIGHTLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_05_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_05_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_05_small.jpg,2.291667,-0.066928,-8.056659,minor_dark_residual,"Step50 reduces a Step0 ghost/patch, though a local dark residual remains.",reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_05_small.jpg
external_step50_artifact,external-49f,davis_bear,STEP0_CLEARLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_01_small.jpg,-3.589065,0.009081,-5.432402,dark_green_mask_blob;texture_loss;temporal_smear,Step50 inserts a dark green local blob where Step0 leaves a less destructive translucent patch.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg
external_step50_artifact,external-49f,davis_bmx-bumps,STEP0_CLEARLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_01_small.jpg,-6.094462,0.034875,15.670470,green_yellow_smear;motion_flicker;texture_break,Step50 creates colored smear over the moving rider/background.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg
external_step50_artifact,external-49f,davis_car-turn,STEP0_CLEARLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_02_small.jpg,-6.037576,0.008096,0.157755,green_vehicle_blob;edge_seam,Step50 introduces a saturated green vehicle-region blob.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg
external_step50_artifact,external-49f,davis_cat-girl,STEP0_CLEARLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_02_small.jpg,-5.725318,0.042103,50.409436,green_blob;subject_damage,Step50 damages the cat/person region with a visible green patch.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_02_small.jpg
external_difficult_failure,external-49f,davis_boat,STEP0_SLIGHTLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_01_small.jpg,0.413249,-0.010411,-2.206386,green_water_blob;color_mismatch,Step50 changes the water/shore artifact into a darker green patch.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_01_small.jpg
external_difficult_failure,external-49f,davis_crossing,STEP0_SLIGHTLY_BETTER,,,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_03_small.jpg,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_03_small.jpg,reports/exp26_external_validation_visual_review_assets/crop_pages/external_crop_page_03_small.jpg,-2.634356,-0.004551,-0.236910,green_road_rail_smear;edge_seam,Step50 leaves a greenish smear on road/rail structure.,reports/exp26_external_validation_visual_review_assets/paired_pages/external_review_page_03_small.jpg
search_microgate_example,search-dev,vp2_vor_bg_49f_REAL_ENV242_00112_002_03,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV242_00112_002_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV242_00112_002_03.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
search_microgate_example,search-dev,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV800_00003_001_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV800_00003_001_02.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
search_microgate_example,search-dev,vp2_vor_bg_49f_REAL_ENV246_00108_004_05,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV246_00108_004_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV246_00108_004_05.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
search_microgate_example,search-dev,vp2_vor_bg_49f_REAL_ENV029_00002_006_01,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV029_00002_006_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV029_00002_006_01.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
search_microgate_example,search-dev,vp2_vor_bg_49f_BLENDER_WAREHOUSE023_00011,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_WAREHOUSE023_00011.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_WAREHOUSE023_00011.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
search_microgate_example,search-dev,vp2_vor_bg_49f_REAL_ENV231_00003_003_01,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV231_00003_003_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step50_vp_primary32_50step_20260625_171032/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV231_00003_003_01.mp4,,,,,localized in mask/near boundary,Search-dev micro-gate example with finite localized defects and no global collapse.,
