recipe,recipe_name,sample_id,source_group,review_method,reviewed_frames,classification,counts_as_better,counts_as_worse,spatial_artifact,temporal_artifact,outside_damage,reason,step0_vs_step10_strip,step0_raw_output_mp4,step10_raw_output_mp4,delta_full_psnr,delta_mask_psnr,delta_boundary_psnr,delta_outside_psnr,delta_outside_mae,delta_temporal_diff_mae,pixel_diff_mean_review_frames
R1,LocalDPO-Linear-HardNoise,REAL_ENV104_00001_001_01,REAL_ENV104_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_LOCAL_TRADEOFF_NOT_BETTER,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,Step10 removes more local content but turns the region into a foggy/empty surface and loses visible structure; high PSNR does not translate into reliable visual gain.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00001_001_01/step10/evidence/raw_output.mp4,1.0234768751360122,1.0284934639650345,0.3639150918907248,0.8532088921211312,-0.3147761961993045,-1.409313853830099,6.178051551183065
R1,LocalDPO-Linear-HardNoise,REAL_ENV105_00004_001_01,REAL_ENV105_00004,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,TIE_NO_MEANINGFUL_CHANGE,false,false,none obvious beyond subtle local shift,no new collapse; temporal changes mostly mild drift/blur,no_systematic,Step10 is nearly identical to Step0; numeric deltas are tiny.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV105_00004_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV105_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV105_00004_001_01/step10/evidence/raw_output.mp4,0.031039410286737734,0.10040013149385629,0.44172412630975444,0.01436594792575363,0.037100020576926074,0.009254612028598785,1.0697073936462402
R1,LocalDPO-Linear-HardNoise,REAL_ENV104_00003_001_01,REAL_ENV104_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_SLIGHTLY_WORSE_OR_TRADEOFF,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,Step10 introduces local/global tradeoffs without a reliable quality gain.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00003_001_01/step10/evidence/raw_output.mp4,-0.18945353302017764,-0.1609781166869535,-0.5791487871754875,-0.35721231993585434,0.5140130940605605,-0.01277049258351326,2.117938677469889
R2,LocalDPO-Linear-SDPO,BLENDER_RIVER016_00001,BLENDER_RIVER016,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,mild,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_RIVER016_00001/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,-0.18709160450533346,-0.35721230288380035,-0.0882853953010656,-0.07073691182083408,0.18019538767197574,-0.006487041711807251,4.673446734746297
R2,LocalDPO-Linear-SDPO,BLENDER_STREET006_00002,BLENDER_STREET006,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_STREET006_00002/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,0.0006716205075143478,-0.09378233675290204,-0.12309625965886362,0.04812676749732958,0.5537629548241112,0.030975181609392166,1.9469730059305828
R2,LocalDPO-Linear-SDPO,REAL_ENV103_00001_001_01,REAL_ENV103_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,0.4104664649759435,0.4402253375375622,-1.1782480478233381,0.28693085605229385,-0.07139402277329365,-0.0022086352109909058,2.1634400685628252
R2,LocalDPO-Linear-SDPO,REAL_ENV089_00001_001_01,REAL_ENV089_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV089_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV089_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV089_00001_001_01/step10/evidence/raw_output.mp4,-0.23407249286588439,0.14729476696448174,-0.5288279059759304,-0.9509896876066968,2.885819827809051,-0.26980119943618774,5.680694341659546
R2,LocalDPO-Linear-SDPO,REAL_ENV103_00002_001_02,REAL_ENV103_00002,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00002_001_02/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00002_001_02/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00002_001_02/step10/evidence/raw_output.mp4,-0.6295086696447534,-0.2371537251834539,-1.4148967791582656,-2.643993019865018,2.0990066528320312,-0.005137361586093903,3.519163449605306
R2,LocalDPO-Linear-SDPO,REAL_ENV103_00003_001_01,REAL_ENV103_00003,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00003_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00003_001_01/step10/evidence/raw_output.mp4,-0.5531232552532579,-0.22884373842888195,-0.7330368223230792,-1.143719285775834,1.5525363473331222,-0.015269562602043152,3.165510972340902
R2,LocalDPO-Linear-SDPO,REAL_ENV093_00001_001_01,REAL_ENV093_00001,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,TIE_LOCAL_TRADEOFF,false,false,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,no_systematic,SDPO recipe moves locally but does not produce a clear visual win.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV093_00001_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV093_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV093_00001_001_01/step10/evidence/raw_output.mp4,0.29332641639751955,0.05726547138064042,0.3265037007804068,0.5884701955179388,-1.9496320836684298,-0.27829083800315857,5.3684147993723546
R2,LocalDPO-Linear-SDPO,REAL_ENV103_00004_001_01,REAL_ENV103_00004,Codex opened full montage plus representative high-diff/ambiguous individual 16-frame temporal strips; all 39 rows reviewed by temporal strip evidence; no positive promotion without mp4 playback.,16-strip frames per row,STEP10_WORSE,false,true,over-erasure/local blur/boundary softening,no new collapse; temporal changes mostly mild drift/blur,yes,SDPO recipe worsens boundary/outside metrics and strip evidence shows stronger unwanted drift.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00004_001_01/step0_vs_step10_strip.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R2/heldout_outputs/REAL_ENV103_00004_001_01/step10/evidence/raw_output.mp4,-0.6946766216283429,-0.20535072502317675,-1.0314175925605475,-2.2449339294795507,2.3185804030474504,0.008105844259262085,3.419845660527547
