frame_range,variant,comparison,metric,n,mean_delta,median_delta,min_delta,max_delta,win_rate,bootstrap_ci_low,bootstrap_ci_high,probability_improved,leave_one_out_min,leave_one_out_max
all49,comp,step10-step0,whole_video_lpips,32,-0.002211108474697613,0.0019765251069044573,-0.09756901453496243,0.042223493055421474,0.4375,-0.013559901171479115,0.008426308205421907,0.64,-0.003644482717604681,0.000864953011117381
all49,comp,step10-step0,strict_mask_pixel_psnr,32,0.45062804953819824,-0.9441956831795499,-8.160781365505022,19.90491925147185,0.40625,-1.5348540711999952,2.6467126149748585,0.6508,-0.1769297311693391,0.7284154500234633
all49,comp,step10-step0,boundary_pixel_psnr,32,5.003379701796019,5.166209280680994,-4.962244208802677,25.473817036144396,0.84375,3.0070712503184422,7.145994204706866,1.0,4.343043013591233,5.324851440847591
all49,comp,step10-step0,boundary_psnr,32,0.45972638708702807,-0.9383381066422931,-8.14241558694172,19.90831222398838,0.40625,-1.5234676149026591,2.654051902341286,0.6537,-0.16764734958720892,0.737214837862149
all49,comp,step10-step0,boundary_ssim,32,0.04825341201344488,-0.030878416607119652,-0.3102200061791506,0.723500494494896,0.4375,-0.03451145855275897,0.13815147920265566,0.8723,0.026471248062430324,0.05981707066481892
all49,comp,step10-step0,outside_diff_mean,32,-0.006975391014878226,-0.00452250059770079,-0.053223252600553085,0.021284108259240098,0.625,-0.012855257575960868,-0.0016925351696601906,0.9955,-0.007886987765656236,-0.005483524512114522
all49,comp,step10-step0,outside_diff_max,32,3.437499999999999,9.51020408163265,-174.14285714285714,64.28571428571428,0.34375,-13.245216836734693,17.493271683673466,0.3146,1.4746543778801848,9.165898617511521
all49,comp,step10-step0,ewarp_mask_region,32,-3.7920168837596666,2.360474644471348,-74.56176048557002,11.879338586974578,0.375,-10.07965862373202,1.1132385516283694,0.917,-4.297544479589805,-1.5091219288625586
all49,comp,step30-step0,whole_video_psnr,32,4.813570090853792,3.689847361779428,-6.027240191711289,30.60009982809772,0.6875,2.3619881425454943,7.533504106351619,1.0,3.981746550942699,5.163273648355894
all49,comp,step30-step0,whole_video_ssim,32,0.07385862839669084,0.052087056866511106,-0.06714606620153274,0.29659202891667324,0.875,0.046815105540382526,0.10300241827122708,1.0,0.06667367999282044,0.07840716693211741
all49,comp,step30-step0,whole_video_lpips,32,-0.03350874643098107,-0.028708563955994894,-0.1418707783390977,0.052527901925602735,0.875,-0.04812546477395309,-0.019699729042280966,1.0,-0.03628412218441926,-0.030013197014590213
all49,comp,step30-step0,strict_mask_pixel_psnr,32,4.928621827633102,3.822263782425413,-6.238447167867747,31.282763154152285,0.6875,2.4099774444559086,7.725221036324162,1.0,4.078488236455064,5.288849859746032
all49,comp,step30-step0,boundary_pixel_psnr,32,9.557523578095072,9.21833769233712,-2.845895119190075,31.070149035332808,0.9375,7.341096167660038,11.927159125637433,1.0,8.86356791818418,9.957633858652661
all49,comp,step30-step0,boundary_psnr,32,4.934767443317902,3.819656722030812,-6.218936035918816,31.270222479176823,0.6875,2.419761533496077,7.729430316536299,1.0,4.08523663570955,5.294564329744894
all49,comp,step30-step0,boundary_ssim,32,0.24981942532017187,0.16643780792954538,-0.1779302395144009,0.8677892783353895,0.875,0.15476494866577073,0.35038750649551664,1.0,0.22988491393258417,0.26361780160515813
all49,comp,step30-step0,outside_diff_mean,32,-0.013702678003547972,-0.009163284180115694,-0.059312429963325974,0.007623010752152437,0.875,-0.019631864541900405,-0.00853526871318796,1.0,-0.014390603447280244,-0.012231395682264811
all49,comp,step30-step0,outside_diff_max,32,-46.72512755102041,-36.36734693877551,-194.0,25.265306122448976,0.875,-63.148134566326526,-31.952790178571433,1.0,-49.047399605003285,-41.97432521395655
all49,comp,step30-step0,ewarp_mask_region,32,-9.525151524121847,-2.9973045059629535,-76.62503284097966,0.917822773772059,0.90625,-15.483583572862615,-4.80371315254627,1.0,-9.862021662763587,-7.3606392235780485
all49,comp,step50-step0,whole_video_psnr,32,5.055417791813901,4.683634895487966,-6.083111187342517,28.516639557574038,0.78125,2.7220437778171447,7.615082770928863,1.0,4.2986041864668,5.4147251782383
all49,comp,step50-step0,whole_video_ssim,32,0.07872979055760845,0.057775458664825474,-0.025736225686405656,0.29851164654879103,0.875,0.053715807719969144,0.10624652014096467,1.0,0.07164005326757031,0.08209966204935085
all49,comp,step50-step0,whole_video_lpips,32,-0.039322903667569485,-0.03285918121549244,-0.14607968037871988,0.007178702201618224,0.9375,-0.05156371022923701,-0.02824562956395349,1.0,-0.04082295546980136,-0.03587913667688721
all49,comp,step50-step0,strict_mask_pixel_psnr,32,5.186941864387808,4.784492779412193,-6.399225285294303,29.158750812809004,0.78125,2.7811183810894824,7.8188685698532,1.0,4.413657704761317,5.560689191796909
all49,comp,step50-step0,boundary_pixel_psnr,32,12.175098378316402,12.151277888216448,0.9291277322722635,26.47246494094916,1.0,10.184673070034178,14.212250502714024,1.0,11.713893005328249,12.537871624962987
all49,comp,step50-step0,boundary_psnr,32,5.194839379188661,4.795769427450033,-6.372272752903122,29.132454528411365,0.78125,2.792977232888367,7.820954576432076,1.0,4.4226582453427685,5.567972028610978
all49,comp,step50-step0,boundary_ssim,32,0.252534024838894,0.17340173153506516,-0.11732090202878942,0.8726169942689384,0.8125,0.16571954310604572,0.3457303998894559,1.0,0.23253134840566672,0.2644648289313999
all49,comp,step50-step0,outside_diff_mean,32,-0.01721449699656734,-0.014247368184887699,-0.059350196196108485,-0.0009666292034848922,1.0,-0.022652827722569283,-0.012470700950225167,1.0,-0.017738621764086127,-0.015855280893356336
all49,comp,step50-step0,outside_diff_max,32,-60.876275510204074,-52.58163265306122,-181.3673469387755,1.4285714285714306,0.96875,-75.06662946428571,-47.962340561224494,1.0,-62.886109282422645,-56.98946675444372
all49,comp,step50-step0,ewarp_mask_region,32,-9.976067104336295,-3.348880370253937,-76.27422924474558,0.1325430130236782,0.96875,-15.87174344022415,-5.305875369765397,1.0,-10.30215130167049,-7.837416712710188
no_first_frame,raw,step10-step0,whole_video_psnr,32,-3.6853617565412717,-3.5418791764444713,-11.275828635836877,16.79711317807576,0.21875,-5.585853261230168,-1.562723300613386,0.0006,-4.346086754432144,-3.440507986241413
no_first_frame,raw,step10-step0,whole_video_ssim,32,-0.11948541925092744,-0.13166074800816813,-0.3562969850377761,0.1825646685230824,0.09375,-0.15255407682886876,-0.08490089563226849,0.0,-0.1292289704694439,-0.11184633648360975
no_first_frame,raw,step10-step0,whole_video_lpips,32,0.09915595161995347,0.09689042305884263,-0.014156896310547978,0.1574656288139522,0.03125,0.08588801078431063,0.11191375847408078,0.0,0.0972749942911148,0.1028112047790019
no_first_frame,raw,step10-step0,strict_mask_pixel_psnr,32,0.45256911282880585,-0.9362551587768246,-8.128297092482416,19.909615003684554,0.40625,-1.5293003540531294,2.6505390712187853,0.6521,-0.17507752881170202,0.7293712484840068
no_first_frame,raw,step10-step0,boundary_pixel_psnr,32,2.8177288301397514,2.7952737467124535,-6.488234931625641,23.91818907395666,0.65625,0.8534599670228215,4.9707205469599645,0.999,2.13706882227469,3.1179212095515383
no_first_frame,raw,step10-step0,boundary_psnr,32,-0.24665670766567271,-1.6633788934741967,-8.416131506666392,19.648795416056398,0.375,-2.2483147667331544,1.9715741051959614,0.3951,-0.8884454858502555,0.01687473746338282
no_first_frame,raw,step10-step0,boundary_ssim,32,0.04110908142975451,-0.045696754685276786,-0.3160474744761266,0.7192434256617845,0.4375,-0.04083503996144969,0.13080410315005866,0.8309,0.019233780002914837,0.05263026065252488
no_first_frame,raw,step10-step0,outside_diff_mean,32,16.030886434484273,13.053548760712147,4.123847896854082,30.812212586402893,0.0,13.65225647703046,18.509222156647592,0.0,15.554069461841737,16.41498445182718
no_first_frame,raw,step10-step0,outside_diff_max,32,44.44075520833333,56.40625,-115.83333333333334,95.79166666666666,0.15625,28.385400390624998,58.269108072916666,0.0,42.78427419354838,49.61088709677419
no_first_frame,raw,step10-step0,ewarp_mask_region,32,-2.6915727765425164,1.5750937794670805,-57.49249838644322,9.322889466234978,0.40625,-7.558720513821135,1.1146854051019606,0.8928,-3.0791360746966294,-0.9238009826747519
no_first_frame,raw,step30-step0,whole_video_psnr,32,1.7197111472668871,0.8016527321260778,-6.5247438590191,23.670256356392542,0.5,-0.3343349265773143,4.051974300788532,0.9441,1.0116290437467053,1.9856613087599835
no_first_frame,raw,step30-step0,whole_video_ssim,32,0.051477228656234275,0.03420517887329638,-0.09684970891025213,0.2888812721841383,0.65625,0.023377127142656662,0.08178432396624948,1.0,0.04381903370372124,0.05626196857773385
no_first_frame,raw,step30-step0,whole_video_lpips,32,-0.0048531795764574755,-0.001978714562331639,-0.10924986486012736,0.08227028775339326,0.53125,-0.01943876799972107,0.008888394774294282,0.7387,-0.007663614006452659,-0.0014855445673068349
no_first_frame,raw,step30-step0,strict_mask_pixel_psnr,32,4.931478801879093,3.8166113894666456,-6.235814392263244,31.278719023100194,0.6875,2.4146437768966083,7.728401659362252,1.0,4.081567827000993,5.291714066206265
no_first_frame,raw,step30-step0,boundary_pixel_psnr,32,7.473229335281855,7.017097185367031,-3.7426634956827023,29.103050769216537,0.90625,5.3632444815834885,9.77251385896582,1.0,6.775493159993639,7.835032329829099
no_first_frame,raw,step30-step0,boundary_psnr,32,4.485648442908108,3.282423895107369,-6.129175356013658,30.595902676373104,0.65625,2.034802545196868,7.214364484219661,1.0,3.6433821773124624,4.828062113841069
no_first_frame,raw,step30-step0,boundary_ssim,32,0.25860301351602255,0.17001777273900953,-0.1751877154517807,0.8707248972654058,0.875,0.16225859078161434,0.3593611886172862,1.0,0.23885714629830057,0.2725962628375646
no_first_frame,raw,step30-step0,outside_diff_mean,32,4.90250533586368,4.909705281257629,0.317846417427063,11.198968380689621,0.0,3.911399878398515,5.919147053093185,0.0,4.699393624740263,5.050397559039054
no_first_frame,raw,step30-step0,outside_diff_max,32,-9.91015625,-1.2916666666666643,-120.97916666666667,38.45833333333334,0.5,-23.457291666666666,2.520572916666661,0.9346,-11.470430107526886,-6.327284946236561
no_first_frame,raw,step30-step0,ewarp_mask_region,32,-7.479734992523632,-2.368887099692074,-59.69933500989313,0.27453538743739414,0.96875,-12.16044304073543,-3.7632819873942296,1.0,-7.729872746715924,-5.795231766156875
no_first_frame,raw,step50-step0,whole_video_psnr,32,-0.36176323001457594,-1.4347835904723816,-6.1364462739871755,11.883748563024296,0.40625,-1.9239239527428285,1.3143385625408162,0.3201,-0.7567797394674428,-0.1754831318219115
no_first_frame,raw,step50-step0,whole_video_ssim,32,0.022313707205273405,0.012217485102886505,-0.23851235924042852,0.2792656363486532,0.5625,-0.008792410265130756,0.053385307337917645,0.9228,0.014024935297422443,0.030727451284167012
no_first_frame,raw,step50-step0,whole_video_lpips,32,-0.0012090138249429084,0.0011562249856069684,-0.118387983723854,0.05821615597233175,0.4375,-0.013752167166542976,0.010431259124986051,0.564,-0.0031259547861453153,0.0025709529459897085
no_first_frame,raw,step50-step0,strict_mask_pixel_psnr,32,5.192647486647521,4.79701210361677,-6.391791545676252,29.140544154234366,0.78125,2.7870863344677543,7.821111956220303,1.0,4.420134690918912,5.566339068335386
no_first_frame,raw,step50-step0,boundary_pixel_psnr,32,9.774081276655668,9.736975682351645,-0.2787383123638705,23.783278524293745,0.9375,7.928877049089306,11.682668565282691,1.0,9.32217168802218,10.098365779527265
no_first_frame,raw,step50-step0,boundary_psnr,32,4.198696969389615,4.009982218729995,-6.237361591745149,25.28932814920774,0.71875,1.9770761651311257,6.602491864425415,0.9999,3.5183540281051595,4.535344019748801
no_first_frame,raw,step50-step0,boundary_ssim,32,0.2414984267590027,0.17222701438219262,-0.12564098917024735,0.867206447584766,0.8125,0.1553853473644078,0.33497481029389276,1.0,0.2213142970549458,0.2533416337244624
no_first_frame,raw,step50-step0,outside_diff_mean,32,10.00470555992797,9.311829827725887,5.015997389952343,17.82284766435623,0.0,8.908899524784648,11.167473187631305,0.0,9.752507427527059,10.165631629927182
no_first_frame,raw,step50-step0,outside_diff_max,32,-7.266927083333332,5.427083333333336,-134.08333333333334,36.45833333333333,0.34375,-21.268929036458335,5.318522135416664,0.8546,-8.677419354838706,-3.176075268817202
no_first_frame,raw,step50-step0,ewarp_mask_region,32,-7.6108658667830325,-2.552765123487297,-59.568759044928,-0.004392969322966067,1.0,-12.272932999252331,-3.9370616869304573,1.0,-7.856235960249487,-5.934804796520292
no_first_frame,comp,step10-step0,whole_video_psnr,32,0.48104919393838874,-0.9363951248957143,-8.117752273228575,19.90522455025038,0.40625,-1.4897696553955482,2.6670874083476135,0.6625,-0.14553710787812713,0.7584298864276456
no_first_frame,comp,step10-step0,whole_video_ssim,32,0.020459823144269595,0.005940131932392401,-0.10039872622179058,0.25245360903676206,0.5625,-0.0031649334882047574,0.04592581572120356,0.9555,0.012976152631608548,0.02435848602704573
no_first_frame,comp,step10-step0,whole_video_lpips,32,-0.0022571732345871465,0.0020177027132982986,-0.09960170233777413,0.04310314916074276,0.4375,-0.013842399112551598,0.008601856293034865,0.64,-0.003720409440888111,0.0008829728655156598
no_first_frame,comp,step10-step0,strict_mask_pixel_psnr,32,0.45062804953819824,-0.9441956831795499,-8.160781365505022,19.90491925147185,0.40625,-1.5348540711999952,2.6467126149748585,0.6508,-0.1769297311693391,0.7284154500234633
no_first_frame,comp,step10-step0,boundary_pixel_psnr,32,5.003379701796019,5.166209280680994,-4.962244208802677,25.473817036144396,0.84375,3.0070712503184422,7.145994204706866,1.0,4.343043013591233,5.324851440847591
no_first_frame,comp,step10-step0,boundary_psnr,32,0.45972638708702807,-0.9383381066422931,-8.14241558694172,19.90831222398838,0.40625,-1.5234676149026591,2.654051902341286,0.6537,-0.16764734958720892,0.737214837862149
no_first_frame,comp,step10-step0,boundary_ssim,32,0.04825341201344488,-0.030878416607119652,-0.3102200061791506,0.723500494494896,0.4375,-0.03451145855275897,0.13815147920265566,0.8723,0.026471248062430324,0.05981707066481892
no_first_frame,comp,step10-step0,outside_diff_mean,32,-0.007120711661021529,-0.004616719360152899,-0.0543320703630646,0.021727527181307327,0.625,-0.013123075442126717,-0.00172779631902811,0.9955,-0.008051300010774073,-0.0055977646061169135
no_first_frame,comp,step10-step0,outside_diff_max,32,3.509114583333333,9.708333333333336,-177.77083333333334,65.62500000000001,0.34375,-13.521158854166666,17.85771484375,0.3146,1.505376344086019,9.356854838709678
no_first_frame,comp,step10-step0,ewarp_mask_region,32,-2.827929947128955,1.9417655926093735,-66.50376296478343,10.57930740012609,0.375,-8.271847500547924,1.3730972366118368,0.8778,-3.2604214744597626,-0.7738708175271978
no_first_frame,comp,step30-step0,whole_video_psnr,32,4.913852801079912,3.7667191818165,-6.1528076957052775,31.23760190784975,0.6875,2.411196228848524,7.690452108567275,1.0,4.064699604087337,5.270841849363307
no_first_frame,comp,step30-step0,whole_video_ssim,32,0.07539734982162193,0.05317220388456334,-0.0685449425807314,0.30277102951910406,0.875,0.04779042023914055,0.10514830198521102,1.0,0.06806271499267089,0.08004064957653655
no_first_frame,comp,step30-step0,whole_video_lpips,32,-0.03420684531495984,-0.029306659038411453,-0.14482641955449557,0.05362223321571946,0.875,-0.04912807862341045,-0.02011014006399516,1.0,-0.03704004139659466,-0.03063847195239417
no_first_frame,comp,step30-step0,strict_mask_pixel_psnr,32,4.928621827633102,3.822263782425413,-6.238447167867747,31.282763154152285,0.6875,2.4099774444559086,7.725221036324162,1.0,4.078488236455064,5.288849859746032
no_first_frame,comp,step30-step0,boundary_pixel_psnr,32,9.557523578095072,9.21833769233712,-2.845895119190075,31.070149035332808,0.9375,7.341096167660038,11.927159125637433,1.0,8.86356791818418,9.957633858652661
no_first_frame,comp,step30-step0,boundary_psnr,32,4.934767443317902,3.819656722030812,-6.218936035918816,31.270222479176823,0.6875,2.419761533496077,7.729430316536299,1.0,4.08523663570955,5.294564329744894
no_first_frame,comp,step30-step0,boundary_ssim,32,0.24981942532017187,0.16643780792954538,-0.1779302395144009,0.8677892783353895,0.875,0.15476494866577073,0.35038750649551664,1.0,0.22988491393258417,0.26361780160515813
no_first_frame,comp,step30-step0,outside_diff_mean,32,-0.013988150461955224,-0.009354185933868137,-0.06054810558756185,0.007781823476155747,0.875,-0.020040861719856664,-0.008713086811379365,1.0,-0.014690407685765254,-0.012486216425645333
no_first_frame,comp,step30-step0,outside_diff_max,32,-47.69856770833333,-37.125,-198.04166666666669,25.79166666666667,0.875,-64.463720703125,-32.618473307291666,1.0,-50.069220430107535,-42.848790322580655
no_first_frame,comp,step30-step0,ewarp_mask_region,32,-8.074374135654782,-2.623640281021932,-68.58256182010548,0.6118266598044082,0.96875,-13.33117815012836,-3.988095441048819,1.0,-8.354574161314757,-6.122497113575728
no_first_frame,comp,step50-step0,whole_video_psnr,32,5.160738995810025,4.7812106224773,-6.209842670412154,29.110736215023493,0.78125,2.7787530231883366,7.773730328656549,1.0,4.388158440351527,5.527531952784935
no_first_frame,comp,step50-step0,whole_video_ssim,32,0.08036999452755866,0.05897911405367606,-0.026272397054872165,0.30473063918522403,0.875,0.05483488704746852,0.10845998931056819,1.0,0.0731325543773114,0.08381007167537903
no_first_frame,comp,step50-step0,whole_video_lpips,32,-0.04014213082731051,-0.0335437474908152,-0.14912300705327652,0.007328258497485272,0.9375,-0.05263795419234611,-0.028834080179869184,1.0,-0.04167343370875554,-0.03662661869098903
no_first_frame,comp,step50-step0,strict_mask_pixel_psnr,32,5.186941864387808,4.784492779412193,-6.399225285294303,29.158750812809004,0.78125,2.7811183810894824,7.8188685698532,1.0,4.413657704761317,5.560689191796909
no_first_frame,comp,step50-step0,boundary_pixel_psnr,32,12.175098378316402,12.151277888216448,0.9291277322722635,26.47246494094916,1.0,10.184673070034178,14.212250502714024,1.0,11.713893005328249,12.537871624962987
no_first_frame,comp,step50-step0,boundary_psnr,32,5.194839379188661,4.795769427450033,-6.372272752903122,29.132454528411365,0.78125,2.792977232888367,7.820954576432076,1.0,4.4226582453427685,5.567972028610978
no_first_frame,comp,step50-step0,boundary_ssim,32,0.252534024838894,0.17340173153506516,-0.11732090202878942,0.8726169942689384,0.8125,0.16571954310604572,0.3457303998894559,1.0,0.23253134840566672,0.2644648289313999
no_first_frame,comp,step50-step0,outside_diff_mean,32,-0.01757313235066248,-0.014544188355406079,-0.060586658616860634,-0.000986767311890846,1.0,-0.023124761633456115,-0.01273050722002152,1.0,-0.018108176384171244,-0.01618559924530125
no_first_frame,comp,step50-step0,outside_diff_max,32,-62.14453125,-53.677083333333336,-185.14583333333334,1.4583333333333286,0.96875,-76.630517578125,-48.96155598958333,1.0,-64.19623655913978,-58.17674731182795
no_first_frame,comp,step50-step0,ewarp_mask_region,32,-8.378847008900527,-2.861779536110686,-68.2313376117313,0.05740319388581705,0.96875,-13.581172904962585,-4.3694329178619205,1.0,-8.650984112216218,-6.448121505583407
