evidence_source,split,sample_id,source_group,full_psnr_delta,mask_psnr_delta,boundary_psnr_delta,affected_psnr_delta,outside_psnr_delta,outside_l1_delta,lpips_delta,mask_lpips_delta,boundary_lpips_delta,ewarp_delta,temporal_flicker_delta,object_residual_delta,effect_residual_delta,pixel_diff_inside_mask,pixel_diff_boundary,pixel_diff_outside,diagnosis_class,visual_classification,visual_reason,comparison_strip
exp38_sft_dpo_rescue_R1_heldout13,heldout13,REAL_ENV104_00001_001_01,REAL_ENV104_00001,1.0234768751360122,1.0284934639650345,0.3639150918907248,NOT_AVAILABLE_IN_EXP38_R1_REPORT,0.8532088921211312,-0.3147761961993045,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,-1.409313853830099,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,-0.3147761961993045,R1_FOGGING_OVER_ERASURE,STEP10_LOCAL_TRADEOFF_NOT_BETTER,Step10 removes more local content but turns the region into a foggy/empty surface and loses visible structure; high PSNR does not translate into reliable visual gain.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00001_001_01/step0_vs_step10_strip.jpg
exp38_sft_dpo_rescue_R1_heldout13,heldout13,REAL_ENV105_00004_001_01,REAL_ENV105_00004,0.031039410286737734,0.10040013149385629,0.44172412630975444,NOT_AVAILABLE_IN_EXP38_R1_REPORT,0.01436594792575363,0.037100020576926074,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,0.009254612028598785,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,0.037100020576926074,R1_GOOD_LOCAL_IMPROVEMENT_NOT_DECISIVE,TIE_NO_MEANINGFUL_CHANGE,Step10 is nearly identical to Step0; numeric deltas are tiny.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV105_00004_001_01/step0_vs_step10_strip.jpg
exp38_sft_dpo_rescue_R1_heldout13,heldout13,REAL_ENV104_00003_001_01,REAL_ENV104_00003,-0.18945353302017764,-0.1609781166869535,-0.5791487871754875,NOT_AVAILABLE_IN_EXP38_R1_REPORT,-0.35721231993585434,0.5140130940605605,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,-0.01277049258351326,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,NOT_AVAILABLE_IN_EXP38_R1_REPORT,0.5140130940605605,R1_WORSE,STEP10_SLIGHTLY_WORSE_OR_TRADEOFF,Step10 introduces local/global tradeoffs without a reliable quality gain.,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/sft_dpo_rescue_20260628/outputs/R1/heldout_outputs/REAL_ENV104_00003_001_01/step0_vs_step10_strip.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_MOUNTAIN014_00001,BLENDER_MOUNTAIN014,-0.15417838284270502,-0.28728715830948204,-0.14771682496835936,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.1544152299353101,0.8494676702162778,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.1598280966281891,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.8494676702162778,R1_GOOD_BUT_OUTSIDE_BAD,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,"Step output differs from Step0, but compact review does not show a reliable quality gain.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN014_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_FOREST049_00001,BLENDER_FOREST049,-1.0226680749880082,0.4733412147413816,0.41517946077039625,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.0981041586192362,1.5204789778765502,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.3636042848229408,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.5204789778765502,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_FOREST049_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_OFFICE002_00001,BLENDER_OFFICE002,-1.2584380833649362,-0.6689442247905752,1.6923660363965283,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-2.396917826755896,0.679778155158548,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.014410249888896942,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.679778155158548,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_OFFICE002_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_RIVER005_00001,BLENDER_RIVER005,-0.1711651311746749,-0.18429826967704344,-0.07969298144158543,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.17722078172463895,1.4133457576527313,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.14445478469133377,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.4133457576527313,R1_GOOD_BUT_OUTSIDE_BAD,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,"Step output differs from Step0, but compact review does not show a reliable quality gain.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER005_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_GRASS001_00001,BLENDER_GRASS001,-1.1270771851684032,1.1270251586450968,0.76496271392514,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.159935477680616,1.5947417090920837,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.20180464535951614,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.5947417090920837,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_GRASS001_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_RIVER002_00001,BLENDER_RIVER002,-0.033211532031000246,0.8232080690741341,0.13569947691478035,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.509273159154457,0.6364718324997849,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.09672710299491882,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,0.6364718324997849,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER002_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_MOUNTAIN008_00001,BLENDER_MOUNTAIN008,-0.37279556755925114,0.1872876242776016,0.43388217680176666,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.3728252837165833,1.0160250944249771,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.18291901424527168,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.0160250944249771,R1_GOOD_BUT_OUTSIDE_BAD,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN008_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_MOUNTAIN001_00001,BLENDER_MOUNTAIN001,-0.8326876781032766,-0.09047924758586134,-0.07311091418376137,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-1.002715570097827,1.8096242792466102,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.23819500207901,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.8096242792466102,R1_GOOD_BUT_OUTSIDE_BAD,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN001_00001/step0_vs_step_strip_16.jpg
exp38_train_overfit_exp37_R1_existing_outputs,train,BLENDER_RIVER004_00001,BLENDER_RIVER004,-0.3888536296948075,-0.06339009451245303,0.13919658632527998,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.4265667525476253,1.467881399042466,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,-0.15707498788833618,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,NOT_AVAILABLE_IN_EXP38_TRAIN_OVERFIT_REPORT,1.467881399042466,R1_GOOD_BUT_OUTSIDE_BAD,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,"Step output differs from Step0, but compact review does not show a reliable quality gain.",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER004_00001/step0_vs_step_strip_16.jpg
