group,member_path,sample_id,type,size,status,reason,output_path
VOR-Train,VOR-Train/BG/REAL_ENV177_00020_001_04.mp4,REAL_ENV177_00020_001_04,file,6052089,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV177_00020_001_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV195_00009_007_04.mp4,REAL_ENV195_00009_007_04,file,3821732,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV195_00009_007_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00550.mp4,BLENDER_FOREST039_00550,file,651955,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00550.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00133.mp4,BLENDER_FOREST039_00133,file,786646,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00133.mp4
VOR-Train,VOR-Train/BG/REAL_ENV279_00110_007_04.mp4,REAL_ENV279_00110_007_04,file,2684369,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV279_00110_007_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV195_00001_006_05.mp4,REAL_ENV195_00001_006_05,file,2071885,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV195_00001_006_05.mp4
VOR-Train,VOR-Train/BG/REAL_ENV200_00001_006_02.mp4,REAL_ENV200_00001_006_02,file,3135710,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV200_00001_006_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV162_00015_005_02.mp4,REAL_ENV162_00015_005_02,file,374868,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV162_00015_005_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV102_00001_002_02.mp4,REAL_ENV102_00001_002_02,file,452283,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV102_00001_002_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00051.mp4,BLENDER_FOREST039_00051,file,749627,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00051.mp4
VOR-Train,VOR-Train/BG/REAL_ENV205_00013_001_02.mp4,REAL_ENV205_00013_001_02,file,3455344,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV205_00013_001_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00590.mp4,BLENDER_CON001_00590,file,344591,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00590.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00516.mp4,BLENDER_CON001_00516,file,396252,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00516.mp4
VOR-Train,VOR-Train/BG/REAL_ENV204_00001_006_01.mp4,REAL_ENV204_00001_006_01,file,1482301,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV204_00001_006_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00171.mp4,BLENDER_CON001_00171,file,577981,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00171.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00174.mp4,BLENDER_FOREST039_00174,file,896738,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00174.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00613.mp4,BLENDER_FOREST039_00613,file,610774,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00613.mp4
VOR-Train,VOR-Train/BG/REAL_ENV247_00101_006_04.mp4,REAL_ENV247_00101_006_04,file,5461055,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV247_00101_006_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00809.mp4,BLENDER_CON001_00809,file,298612,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00809.mp4
VOR-Train,VOR-Train/BG/REAL_ENV279_00110_007_01.mp4,REAL_ENV279_00110_007_01,file,2084368,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV279_00110_007_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV217_00002_002_01.mp4,REAL_ENV217_00002_002_01,file,2725154,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV217_00002_002_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV219_00001_001_05.mp4,REAL_ENV219_00001_001_05,file,4714121,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV219_00001_001_05.mp4
VOR-Train,VOR-Train/BG/REAL_ENV162_00015_007_04.mp4,REAL_ENV162_00015_007_04,file,579488,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV162_00015_007_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV180_00006_002_05.mp4,REAL_ENV180_00006_002_05,file,3616118,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV180_00006_002_05.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00325.mp4,BLENDER_CON001_00325,file,366137,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00325.mp4
VOR-Train,VOR-Train/BG/REAL_ENV217_00001_005_03.mp4,REAL_ENV217_00001_005_03,file,3396944,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV217_00001_005_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV187_00006_003_03.mp4,REAL_ENV187_00006_003_03,file,7934875,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV187_00006_003_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV219_00001_004_04.mp4,REAL_ENV219_00001_004_04,file,4425815,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV219_00001_004_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00009.mp4,BLENDER_FOREST039_00009,file,892451,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00009.mp4
VOR-Train,VOR-Train/BG/REAL_ENV161_00006_006_02.mp4,REAL_ENV161_00006_006_02,file,606672,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV161_00006_006_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV248_00108_005_03.mp4,REAL_ENV248_00108_005_03,file,3557684,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV248_00108_005_03.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00395.mp4,BLENDER_FOREST039_00395,file,1022520,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00395.mp4
VOR-Train,VOR-Train/BG/REAL_ENV259_00102_002_04.mp4,REAL_ENV259_00102_002_04,file,3307409,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV259_00102_002_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV024_00002_008_01.mp4,REAL_ENV024_00002_008_01,file,3107084,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV024_00002_008_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV155_00010_006_04.mp4,REAL_ENV155_00010_006_04,file,6903909,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV155_00010_006_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00334.mp4,BLENDER_FOREST039_00334,file,854630,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00334.mp4
VOR-Train,VOR-Train/BG/REAL_ENV180_00006_007_02.mp4,REAL_ENV180_00006_007_02,file,3599449,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV180_00006_007_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00204.mp4,BLENDER_FOREST039_00204,file,867383,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00204.mp4
VOR-Train,VOR-Train/BG/REAL_ENV236_00101_007_02.mp4,REAL_ENV236_00101_007_02,file,1933872,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV236_00101_007_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00117.mp4,BLENDER_FOREST039_00117,file,768921,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00117.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00548.mp4,BLENDER_CON001_00548,file,368953,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00548.mp4
VOR-Train,VOR-Train/BG/REAL_ENV202_00003_005_02.mp4,REAL_ENV202_00003_005_02,file,4304126,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV202_00003_005_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00636.mp4,BLENDER_CON001_00636,file,302669,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00636.mp4
VOR-Train,VOR-Train/BG/REAL_ENV282_00102_005_02.mp4,REAL_ENV282_00102_005_02,file,4157459,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV282_00102_005_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV152_00006_005_05.mp4,REAL_ENV152_00006_005_05,file,2921231,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV152_00006_005_05.mp4
VOR-Train,VOR-Train/BG/REAL_ENV166_00008_002_01.mp4,REAL_ENV166_00008_002_01,file,413470,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV166_00008_002_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV114_00004_006_05.mp4,REAL_ENV114_00004_006_05,file,5107064,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV114_00004_006_05.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00742.mp4,BLENDER_CON001_00742,file,289225,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00742.mp4
VOR-Train,VOR-Train/BG/REAL_ENV169_00005_002_03.mp4,REAL_ENV169_00005_002_03,file,1619616,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV169_00005_002_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV161_00006_004_03.mp4,REAL_ENV161_00006_004_03,file,779981,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV161_00006_004_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV190_00002_003_05.mp4,REAL_ENV190_00002_003_05,file,3526413,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV190_00002_003_05.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00357.mp4,BLENDER_CON001_00357,file,358992,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00357.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00756.mp4,BLENDER_CON001_00756,file,306074,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00756.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00263.mp4,BLENDER_CON001_00263,file,351696,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00263.mp4
VOR-Train,VOR-Train/BG/REAL_ENV115_00002_009_04.mp4,REAL_ENV115_00002_009_04,file,10457353,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV115_00002_009_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV151_00014_002_02.mp4,REAL_ENV151_00014_002_02,file,2052872,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV151_00014_002_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV180_00014_006_04.mp4,REAL_ENV180_00014_006_04,file,3410443,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV180_00014_006_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00001.mp4,BLENDER_FOREST039_00001,file,1074274,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00555.mp4,BLENDER_CON001_00555,file,368953,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00555.mp4
VOR-Train,VOR-Train/BG/REAL_ENV170_00006_002_04.mp4,REAL_ENV170_00006_002_04,file,3314833,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV170_00006_002_04.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00276.mp4,BLENDER_CON001_00276,file,366686,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00276.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00522.mp4,BLENDER_FOREST039_00522,file,505319,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00522.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00686.mp4,BLENDER_CON001_00686,file,346961,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00686.mp4
VOR-Train,VOR-Train/BG/REAL_ENV176_00015_005_03.mp4,REAL_ENV176_00015_005_03,file,8582122,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV176_00015_005_03.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00451.mp4,BLENDER_FOREST039_00451,file,659694,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00451.mp4
VOR-Train,VOR-Train/BG/REAL_ENV212_00017_003_03.mp4,REAL_ENV212_00017_003_03,file,1462701,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV212_00017_003_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV180_00014_007_01.mp4,REAL_ENV180_00014_007_01,file,4119533,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV180_00014_007_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV195_00008_005_04.mp4,REAL_ENV195_00008_005_04,file,2360726,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV195_00008_005_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV210_00016_003_03.mp4,REAL_ENV210_00016_003_03,file,3536677,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV210_00016_003_03.mp4
VOR-Train,VOR-Train/BG/REAL_ENV216_00006_006_02.mp4,REAL_ENV216_00006_006_02,file,395345,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV216_00006_006_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV195_00009_003_01.mp4,REAL_ENV195_00009_003_01,file,3449454,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV195_00009_003_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV180_00011_004_04.mp4,REAL_ENV180_00011_004_04,file,4409133,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV180_00011_004_04.mp4
VOR-Train,VOR-Train/BG/REAL_ENV176_00015_001_03.mp4,REAL_ENV176_00015_001_03,file,5007900,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV176_00015_001_03.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00378.mp4,BLENDER_FOREST039_00378,file,624358,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00378.mp4
VOR-Train,VOR-Train/BG/REAL_ENV115_00002_006_03.mp4,REAL_ENV115_00002_006_03,file,8073569,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV115_00002_006_03.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST039_00465.mp4,BLENDER_FOREST039_00465,file,838186,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST039_00465.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00621.mp4,BLENDER_CON001_00621,file,377861,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00621.mp4
VOR-Train,VOR-Train/BG/BLENDER_CON001_00744.mp4,BLENDER_CON001_00744,file,289225,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_CON001_00744.mp4
VOR-Train,VOR-Train/BG/REAL_ENV257_00108_002_01.mp4,REAL_ENV257_00108_002_01,file,2266769,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV257_00108_002_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV157_00014_001_01.mp4,REAL_ENV157_00014_001_01,file,3584765,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV157_00014_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV176_00015_001_01.mp4,REAL_ENV176_00015_001_01,file,8503295,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_gate128_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV176_00015_001_01.mp4
