source_group,bucket,priority,goal,existing_success_rows,existing_failure_rows,existing_samples,auto_counts,visual_counts,initial_new_candidate_budget,max_new_candidate_budget,seed_rule,timestep_noise_rule,status_before_mining
BLENDER_FOREST018,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,4,0,BLENDER_FOREST018_00001,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 4}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST023,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,2,0,BLENDER_FOREST023_00001,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 2, ""TOO_CLOSE"": 2}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 2}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST028,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,3,0,BLENDER_FOREST028_00001,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 3, ""TOO_CLOSE"": 1}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 3}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_OFFICE002,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,4,0,BLENDER_OFFICE002_00001,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 4}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_SCHOOL004,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,2,0,BLENDER_SCHOOL004_00001,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 2, ""TOO_CLOSE"": 2}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 2}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV047_00001,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,4,0,REAL_ENV047_00001_001_01,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 4}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV105_00002,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,4,0,REAL_ENV105_00002_001_01,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 4}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV105_00004,A_success_only_find_failure,2,mine same-source medium-hard failure candidates,4,0,REAL_ENV105_00004_001_01,"{""SUCCESSFUL_REMOVAL_CANDIDATE"": 4}","{""SUCCESSFUL_REMOVAL_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST013,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,3,BLENDER_FOREST013_00008,"{""BOUNDARY_BAD"": 1, ""MEDIUM_HARD_REMOVAL"": 3}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 3}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST015,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_FOREST015_00001,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST021,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_FOREST021_00002,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST030,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_FOREST030_00001,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_FOREST049,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,2,BLENDER_FOREST049_00001,"{""BOUNDARY_BAD"": 2, ""MEDIUM_HARD_REMOVAL"": 2}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 2}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_GRASS002,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_GRASS002_00001,"{""MEDIUM_HARD_REMOVAL"": 4}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_MOUNTAIN007,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,3,BLENDER_MOUNTAIN007_00001,"{""BOUNDARY_BAD"": 1, ""MEDIUM_HARD_REMOVAL"": 3}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 3}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_MOUNTAIN011,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,1,BLENDER_MOUNTAIN011_00001,"{""BOUNDARY_BAD"": 3, ""MEDIUM_HARD_REMOVAL"": 1}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 1}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_RIVER004,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_RIVER004_00001,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_RIVER012,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,BLENDER_RIVER012_00001,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_STREET001,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,3,BLENDER_STREET001_00001,"{""BOUNDARY_BAD"": 1, ""MEDIUM_HARD_REMOVAL"": 3}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 3}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV045_00001,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,1,REAL_ENV045_00001_001_01,"{""BOUNDARY_BAD"": 1, ""FOGGING_OVER_ERASURE"": 2, ""MEDIUM_HARD_REMOVAL"": 1}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 1}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV046_00003,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,1,REAL_ENV046_00003_001_01,"{""BOUNDARY_BAD"": 3, ""MEDIUM_HARD_REMOVAL"": 1}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 1}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV067_00002,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,2,REAL_ENV067_00002_001_01,"{""BOUNDARY_BAD"": 1, ""FOGGING_OVER_ERASURE"": 1, ""MEDIUM_HARD_REMOVAL"": 2}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 2}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV080_00003,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV080_00003_001_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV086_00002,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV086_00002_001_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV099_00001,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,3,REAL_ENV099_00001_001_01,"{""BOUNDARY_BAD"": 1, ""MEDIUM_HARD_REMOVAL"": 3}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 3}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV103_00001,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV103_00001_001_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV103_00003,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV103_00003_001_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV104_00003,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,1,REAL_ENV104_00003_001_01,"{""FOGGING_OVER_ERASURE"": 3, ""MEDIUM_HARD_REMOVAL"": 1}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 1}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV105_00003,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV105_00003_001_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""AUTO_FAILURE_LABEL_NOISY_BORDERLINE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV144_00001,B_failure_only_find_success,3,mine same-source clean/usable success candidates,0,4,REAL_ENV144_00001_002_01,"{""MEDIUM_HARD_REMOVAL"": 4}","{""MEDIUM_HARD_FAILURE_SIGNAL_VISUALLY_PLAUSIBLE"": 4}",12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV100_00001,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV100_00001_001_01,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV078_00001,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV078_00001_001_01,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_PRODUCT011,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,BLENDER_PRODUCT011_00001,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_PRODUCT008,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,BLENDER_PRODUCT008_00001,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_PRODUCT006,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,BLENDER_PRODUCT006_00001,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
BLENDER_BEACH036,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,BLENDER_BEACH036_00001,"{""TOO_CLOSE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV155_00015,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV155_00015_003_02,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV104_00001,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV104_00001_001_01,"{""BOUNDARY_BAD"": 1, ""FOGGING_OVER_ERASURE"": 3}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV103_00004,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV103_00004_001_01,"{""FOGGING_OVER_ERASURE"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV103_00002,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV103_00002_001_02,"{""BOUNDARY_BAD"": 1, ""FOGGING_OVER_ERASURE"": 3}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV096_00002,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV096_00002_001_05,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV095_00003,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV095_00003_001_01,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV091_00001,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV091_00001_001_01,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV089_00001,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV089_00001_001_01,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
REAL_ENV087_00002,D_fallback_nearby_group,4,fallback only if A/B/C cannot reach >=24 usable same-source pairs,0,0,REAL_ENV087_00002_001_01,"{""OUTSIDE_BAD"": 4}",{},12,24,start at 2026062900 + stable hash(source_group) modulo 100000; enumerate deterministic offsets,official inference seed/noise state only unless official runner exposes additional deterministic schedule state; no training-outcome-dependent sampling,LOCKED_FOR_EXP44_TARGETED_MINING
