sample_id,method_a,method_b,anonymous_sheet,informed_sheet,reviewer_pass,final_class,review_method,reviewed_frames,blind_class,informed_class,spatial_artifact,temporal_artifact,blur,seam,flicker,ghosting,hallucination,outside_damage,first_frame_error,reason
vp2_vor_bg_49f_REAL_ENV187_00002_001_05,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV187_00002_001_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV187_00002_001_05_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,slightly reduced local residual; no severe new artifact
vp2_vor_bg_49f_REAL_ENV163_00012_003_02,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV163_00012_003_02_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV163_00012_003_02_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed bright blob artifacts in dark scene
vp2_vor_bg_49f_REAL_ENV153_00012_003_04,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV153_00012_003_04_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV153_00012_003_04_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed ring-like residual on vehicle/road area
vp2_vor_bg_49f_REAL_ENV234_00006_001_03,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV234_00006_001_03_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV234_00006_001_03_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,slightly cleaner local region; minor texture softening
vp2_vor_bg_49f_REAL_ENV196_00009_001_01,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV196_00009_001_01_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV196_00009_001_01_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed strong white oval residual near building
vp2_vor_bg_49f_REAL_ENV161_00002_004_04,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV161_00002_004_04_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV161_00002_004_04_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced oval residual; mild color drift
vp2_vor_bg_49f_REAL_ENV198_00005_005_05,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV198_00005_005_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV198_00005_005_05_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced circular residual; residual texture remains
vp2_vor_bg_49f_REAL_ENV140_00002_002_05,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV140_00002_002_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV140_00002_002_05_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced ring residual with mild tint
vp2_vor_bg_49f_BLENDER_FOREST034_00543,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_FOREST034_00543_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_FOREST034_00543_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed repeated beige oval residual in forest
vp2_vor_bg_49f_REAL_ENV176_00017_005_01,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV176_00017_005_01_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV176_00017_005_01_informed.jpg,True,TIE,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,TIE,yes,not_obvious_from_temporal_strips,minor,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,both methods plausible; Step50 has slight purple patch risk
vp2_vor_bg_49f_REAL_ENV186_00001_004_02,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV186_00001_004_02_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV186_00001_004_02_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed oval residual on grass/track texture
vp2_vor_bg_49f_REAL_ENV175_00002_004_04,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV175_00002_004_04_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV175_00002_004_04_informed.jpg,True,TIE,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,TIE,yes,not_obvious_from_temporal_strips,minor,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,similar local quality; Step50 not clearly better
vp2_vor_bg_49f_REAL_ENV033_00001_004_05,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV033_00001_004_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV033_00001_004_05_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,large Step0 ovals reduced though Step50 tint remains
vp2_vor_bg_49f_REAL_ENV271_00103_001_04,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV271_00103_001_04_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV271_00103_001_04_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced oval residual; mild patch remains
vp2_vor_bg_49f_REAL_ENV252_00001_002_03,step50,step0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV252_00001_002_03_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV252_00001_002_03_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,removed text-like oval residual
vp2_vor_bg_49f_BLENDER_BEACH001_00305,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_BEACH001_00305_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_BLENDER_BEACH001_00305_informed.jpg,True,STEP50_NEW_ARTIFACT,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_NEW_ARTIFACT,yes,possible_temporal_color_patch,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,local_color_patch,no_systematic_raw_outside_issue_seen,no,Step50 creates large green/yellow water patch; Step0 preferred
vp2_vor_bg_49f_REAL_ENV198_00004_003_05,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV198_00004_003_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV198_00004_003_05_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced circular residual; texture still imperfect
vp2_vor_bg_49f_REAL_ENV064_00001_001_05,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV064_00001_001_05_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV064_00001_001_05_informed.jpg,True,STEP50_CLEARLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_CLEARLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,no_clear_new_blur,no_systematic_seam,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,reduced oval artifacts across building facade
vp2_vor_bg_49f_REAL_ENV265_00002_001_04,step0,step50,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV265_00002_001_04_anonymous.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/shadowdev_confirmatory_20260625/visual_review_step0_vs_step50/per_sample/vp2_vor_bg_49f_REAL_ENV265_00002_001_04_informed.jpg,True,STEP50_SLIGHTLY_BETTER,blind_anonymous_pages_then_informed_pages,16 temporal samples plus crop sheets; start/mid/end represented in evidence sheets,A_B_review_completed,STEP50_SLIGHTLY_BETTER,minor_or_no,not_obvious_from_temporal_strips,minor,minor,not_obvious_from_evidence,not_obvious_from_evidence,no,no_systematic_raw_outside_issue_seen,no,slightly cleaner local region; no severe artifact
