sample_id,source_group,source_type,model,classification_final,mask_psnr,outside_psnr,temporal_ratio,loser_path,review_sheet,reason,split
BLENDER_RIVER004_00001,BLENDER_RIVER004,BLENDER,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,22.136119479463698,25.35488941562185,0.9543807782186293,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_RIVER004_00001/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
BLENDER_RIVER005_00001,BLENDER_RIVER005,BLENDER,controlled_corruption_v3,HARD_BUT_PLAUSIBLE,13.957518352748142,51.70678175680478,1.0371077744877302,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER005_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER005_00001/evidence/midframe_review_sheet.jpg,strong local residual with clean outside,train32
BLENDER_RIVER006_00001,BLENDER_RIVER006,BLENDER,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,22.5681239087572,56.28463503749334,1.579855523582215,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER006_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER006_00001/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
BLENDER_RIVER012_00001,BLENDER_RIVER012,BLENDER,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,16.62773933642091,57.28485066144886,1.9865144724707557,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER012_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER012_00001/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
BLENDER_RIVER016_00001,BLENDER_RIVER016,BLENDER,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,23.208340554197413,55.65823850890492,0.9576233368010808,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER016_00001/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_RIVER016_00001/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,BLENDER,propainter,MEDIUM_HARD_ELIGIBLE,30.890718254399623,40.14935372473435,1.5032313233322883,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/propainter/propainter/raw_frames/BLENDER_SCHOOL004_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/propainter_review_assets/propainter_BLENDER_SCHOOL004_00001_review.jpg,bounded local defect,train32
BLENDER_STREET001_00001,BLENDER_STREET001,BLENDER,propainter,MEDIUM_HARD_ELIGIBLE,21.560930552151973,44.39313855729967,1.1018700339194052,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/propainter/propainter/raw_frames/BLENDER_STREET001_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/propainter_review_assets/propainter_BLENDER_STREET001_00001_review.jpg,bounded local defect,train32
BLENDER_STREET006_00002,BLENDER_STREET006,BLENDER,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,23.1139600693742,56.24398148782346,1.2894972521175354,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_STREET006_00002/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_STREET006_00002/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV059_00001_001_01,REAL_ENV059_00001,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,25.06712759586078,33.80722277226903,1.1346882386217974,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV059_00001_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV063_00001_001_01,REAL_ENV063_00001,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,14.079160385897087,26.78988262855829,1.0905025322884538,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV063_00001_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV064_00001_001_01,REAL_ENV064_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,18.203391757162784,97.25342326805463,1.0016130465562476,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV064_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV064_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV067_00001_001_01,REAL_ENV067_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,19.14575299695634,44.497625492813896,0.849714417357121,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV067_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV067_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV067_00002_001_01,REAL_ENV067_00002,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,21.29691362410734,25.911627611031516,0.9803572033425927,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV067_00002_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV068_00002_001_01,REAL_ENV068_00002,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,22.7318626545689,28.03175520450511,0.8410379897162832,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV068_00002_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV078_00001_001_01,REAL_ENV078_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,25.854751491899943,78.71338591027863,1.0013007242853285,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV078_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV078_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV080_00002_001_01,REAL_ENV080_00002,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,19.668309797262484,51.51309397492758,1.4902047637090872,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV080_00002_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV080_00002_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV080_00003_001_01,REAL_ENV080_00003,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,23.201879242062112,31.329385025554355,1.0745899576554003,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV080_00003_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV082_00001_001_03,REAL_ENV082_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,20.069034509753987,45.415369636044026,1.5432991413398813,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV082_00001_001_03/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV082_00001_001_03/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV084_00002_001_01,REAL_ENV084_00002,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,17.015994362980987,47.695881713910055,2.4403578943003694,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV084_00002_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV084_00002_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV086_00001_001_01,REAL_ENV086_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,18.22331089010974,45.08832784307238,0.780779224618229,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV086_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV086_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV086_00002_001_01,REAL_ENV086_00002,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,22.782588915507564,26.25620563548341,0.8911540827268705,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV086_00002_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV087_00001_001_01,REAL_ENV087_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,16.82912460911155,46.06620646888394,0.8490293710706969,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV087_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV087_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,train32
REAL_ENV087_00002_001_01,REAL_ENV087_00002,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,18.821296594305725,60.76536314913437,0.9268431227254555,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV087_00002_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV087_00002_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV089_00001_001_01,REAL_ENV089_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,16.308901019333653,44.50935698086029,0.9187094066792779,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV089_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV089_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV091_00001_001_01,REAL_ENV091_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,14.41750234481267,50.31760207655447,1.1029802191614646,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV091_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV091_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV093_00001_001_01,REAL_ENV093_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,17.290450623307866,42.73593132598344,0.7735624668139447,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV093_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV093_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV095_00001_001_01,REAL_ENV095_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,17.334702026660786,45.19159213649931,0.9010742255915845,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV095_00002_001_01,REAL_ENV095_00002,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,15.8450956586406,50.527932605734655,0.9324723368849748,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00002_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00002_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV095_00003_001_01,REAL_ENV095_00003,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,17.053791302958924,43.78117487857021,1.0111152632464042,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00003_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV095_00003_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
REAL_ENV099_00001_001_01,REAL_ENV099_00001,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,21.855724001807726,29.381395601072477,1.1002172248371291,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV099_00001_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,train32
REAL_ENV100_00001_001_01,REAL_ENV100_00001,REAL,diffueraser,MEDIUM_HARD_ELIGIBLE,31.647839171322545,36.05309967375908,1.4483964277151875,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/diffueraser/diffueraser/raw_frames/REAL_ENV100_00001_001_01,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/verified_generators_gate64/diffueraser_review_assets/diffueraser_REAL_ENV100_00001_001_01_review.jpg,bounded local defect,train32
REAL_ENV103_00001_001_01,REAL_ENV103_00001,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,22.39650681087706,35.98649220748656,1.0616616629634308,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV103_00001_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,heldout16
REAL_ENV103_00002_001_02,REAL_ENV103_00002,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,15.912520575859205,32.40988859506079,1.0209367057725247,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV103_00002_001_02/seed_20260627/frames,,finite local defect with acceptable outside preservation,heldout16
REAL_ENV103_00003_001_01,REAL_ENV103_00003,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,19.833598015170615,26.767663985520738,0.8949951792274753,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV103_00003_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,heldout16
REAL_ENV103_00004_001_01,REAL_ENV103_00004,REAL,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,14.375908912739385,30.117644189205684,1.0791903201821056,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV103_00004_001_01/seed_20260627/frames,,finite local defect with acceptable outside preservation,heldout16
REAL_ENV104_00001_001_01,REAL_ENV104_00001,REAL,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,22.357914728297576,47.72586965758897,2.166284337002075,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV104_00001_001_01/frames,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV104_00001_001_01/evidence/midframe_review_sheet.jpg,local residual with clean outside,heldout16
