split,row,sample_id,key,path,decode_ok,shape,dtype,min,max,error
exp40_train_h20,6,BLENDER_DESERT005_00006,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_DESERT005_00006.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,6,BLENDER_DESERT005_00006,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_DESERT005_00006.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,6,BLENDER_DESERT005_00006,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_DESERT005_00006/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,7,BLENDER_FOREST006_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST006_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,226,
exp40_train_h20,8,BLENDER_FOREST007_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST007_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,175,
exp40_train_h20,9,BLENDER_FOREST008_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST008_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,10,BLENDER_FOREST009_00013,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST009_00013.mp4,1,1080x1920x3,uint8,0,247,
exp40_train_h20,10,BLENDER_FOREST009_00013,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST009_00013.mp4,1,1080x1920x3,uint8,0,248,
exp40_train_h20,10,BLENDER_FOREST009_00013,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST009_00013.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,10,BLENDER_FOREST009_00013,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST009_00013/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,249,
exp40_train_h20,11,BLENDER_FOREST010_00004,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST010_00004.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,11,BLENDER_FOREST010_00004,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST010_00004.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,11,BLENDER_FOREST010_00004,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST010_00004.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,11,BLENDER_FOREST010_00004,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST010_00004/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,249,
exp40_train_h20,12,BLENDER_FOREST013_00008,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST013_00008.mp4,1,1080x1920x3,uint8,0,243,
exp40_train_h20,12,BLENDER_FOREST013_00008,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST013_00008.mp4,1,1080x1920x3,uint8,0,249,
exp40_train_h20,12,BLENDER_FOREST013_00008,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST013_00008.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,12,BLENDER_FOREST013_00008,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST013_00008/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,0,239,
exp40_train_h20,13,BLENDER_FOREST015_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST015_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,162,
exp40_train_h20,14,BLENDER_FOREST016_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST016_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,249,
exp40_train_h20,15,BLENDER_FOREST017_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST017_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,16,BLENDER_FOREST018_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST018_00001/C4_affected_soft_degradation/evidence/raw_output.mp4,1,512x512x3,uint8,33,221,
exp40_train_h20,17,BLENDER_FOREST019_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST019_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,18,BLENDER_FOREST021_00002,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST021_00002/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,19,BLENDER_FOREST022_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST022_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,254,
exp40_train_h20,20,BLENDER_FOREST023_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST023_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,75,231,
exp40_train_h20,21,BLENDER_FOREST024_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST024_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,22,BLENDER_FOREST025_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST025_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,23,BLENDER_FOREST026_00020,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST026_00020.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,23,BLENDER_FOREST026_00020,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST026_00020.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,23,BLENDER_FOREST026_00020,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST026_00020.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,23,BLENDER_FOREST026_00020,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST026_00020/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,24,BLENDER_FOREST028_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST028_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,25,BLENDER_FOREST029_00001,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST029_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,25,BLENDER_FOREST029_00001,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_FOREST029_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,25,BLENDER_FOREST029_00001,mask_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/BLENDER_FOREST029_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,25,BLENDER_FOREST029_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST029_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,26,BLENDER_FOREST030_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST030_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,27,BLENDER_FOREST034_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST034_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,28,BLENDER_FOREST049_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_FOREST049_00001/C3_boundary_seam_mild/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,29,BLENDER_GRASS001_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS001_00001/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,240,
exp40_train_h20,30,BLENDER_GRASS002_00001,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS002_00001/C2_medium_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,31,BLENDER_GRASS003_00002,raw_output_mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/localdpo_v3/outputs/train/BLENDER_GRASS003_00002/C1_mild_object_texture/evidence/raw_output.mp4,1,512x512x3,uint8,0,255,
exp40_train_h20,32,BLENDER_LAVA001_00001,condition_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_LAVA001_00001.mp4,1,1080x1920x3,uint8,0,255,
exp40_train_h20,32,BLENDER_LAVA001_00001,winner_mp4_direct,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_LAVA001_00001.mp4,1,1080x1920x3,uint8,0,255,
