sample_id,scene_group,source_type,decoded_frames,width,height,mask_area_mean,mask_area_max,affected_mae_mask_mean,source_temporal_strip_16,status
REAL_ENV103_00002_001_02,REAL_ENV103_00002,REAL,17,512,512,0.17622734518612132,0.23226165771484375,65.50899393418256,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV103_00002_001_02/source_temporal_strip_16.jpg,OK
REAL_ENV103_00003_001_01,REAL_ENV103_00003,REAL,17,512,512,0.31498561185948987,0.366729736328125,81.07244514016544,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV103_00003_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV059_00001_001_01,REAL_ENV059_00001,REAL,17,512,512,0.028391220990349266,0.03447723388671875,72.98987893497242,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV059_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV063_00001_001_01,REAL_ENV063_00001,REAL,17,512,512,0.08075983384076287,0.091339111328125,95.79420830221737,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV063_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV064_00001_001_01,REAL_ENV064_00001,REAL,17,512,512,5.7220458984375e-05,0.000972747802734375,5.778008404900046,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV064_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV067_00001_001_01,REAL_ENV067_00001,REAL,17,512,512,0.39258485681870403,0.4438323974609375,57.25486418780159,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV067_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV067_00002_001_01,REAL_ENV067_00002,REAL,17,512,512,0.23179536707261028,0.2829856872558594,53.89367586023667,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV067_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV068_00002_001_01,REAL_ENV068_00002,REAL,17,512,512,0.00011960197897518382,0.000576019287109375,7.802276947919061,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV068_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV103_00004_001_01,REAL_ENV103_00004,REAL,17,512,512,0.16448121912339153,0.20330429077148438,87.51766653621898,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV103_00004_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV078_00001_001_01,REAL_ENV078_00001,REAL,17,512,512,0.00040929457720588236,0.000576019287109375,69.56670245002297,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV078_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV080_00002_001_01,REAL_ENV080_00002,REAL,17,512,512,0.12226014978745404,0.12244415283203125,66.19037179385914,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV080_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV080_00003_001_01,REAL_ENV080_00003,REAL,17,512,512,0.19532439287971048,0.35958099365234375,60.17855543248794,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV080_00003_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV082_00001_001_03,REAL_ENV082_00001,REAL,17,512,512,0.5852452446432674,0.7549400329589844,55.689230526194855,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV082_00001_001_03/source_temporal_strip_16.jpg,OK
REAL_ENV104_00001_001_01,REAL_ENV104_00001,REAL,17,512,512,0.6626883114085478,0.7198257446289062,40.276658450855926,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV104_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV084_00002_001_01,REAL_ENV084_00002,REAL,17,512,512,0.5748567020191866,0.6299781799316406,82.55173627068015,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV084_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV105_00004_001_01,REAL_ENV105_00004,REAL,17,512,512,0.007847056669347426,0.01045989990234375,77.95334445728975,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV105_00004_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV086_00001_001_01,REAL_ENV086_00001,REAL,17,512,512,0.3564796447753906,0.3763618469238281,58.620817745433136,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV086_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV086_00002_001_01,REAL_ENV086_00002,REAL,17,512,512,6.103515625e-05,0.00031280517578125,11.347762724932503,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV086_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV087_00001_001_01,REAL_ENV087_00001,REAL,17,512,512,0.27979861988740806,0.2877235412597656,68.69458501479205,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV087_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV087_00002_001_01,REAL_ENV087_00002,REAL,17,512,512,0.09513249116785386,0.204345703125,41.76313041238224,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV087_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV104_00003_001_01,REAL_ENV104_00003,REAL,17,512,512,0.16206090590533087,0.17301559448242188,97.44408955293544,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV104_00003_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV089_00001_001_01,REAL_ENV089_00001,REAL,17,512,512,0.3356751834644991,0.3531837463378906,73.07312236112706,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV089_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV091_00001_001_01,REAL_ENV091_00001,REAL,17,512,512,0.20623397827148438,0.3188819885253906,138.1172265445485,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV091_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV093_00001_001_01,REAL_ENV093_00001,REAL,17,512,512,0.3354222914751838,0.3749809265136719,60.55033739875345,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV093_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV095_00001_001_01,REAL_ENV095_00001,REAL,17,512,512,0.2838011348948759,0.32932281494140625,67.80168623082778,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV095_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV095_00002_001_01,REAL_ENV095_00002,REAL,17,512,512,0.09370871151194853,0.162872314453125,87.93748339484719,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV095_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV095_00003_001_01,REAL_ENV095_00003,REAL,17,512,512,0.32747852101045494,0.35986328125,62.432095022762525,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV095_00003_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV099_00001_001_01,REAL_ENV099_00001,REAL,17,512,512,0.2070635627297794,0.23220443725585938,40.587407056023096,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV099_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV100_00001_001_01,REAL_ENV100_00001,REAL,17,512,512,0.12756975959329045,0.14677047729492188,40.374118356143725,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV100_00001_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV105_00002_001_01,REAL_ENV105_00002,REAL,17,512,512,0.05809380026424632,0.05895233154296875,78.20841082404641,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV105_00002_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV105_00003_001_01,REAL_ENV105_00003,REAL,17,512,512,0.23038258272058823,0.2818489074707031,116.2690923354205,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV105_00003_001_01/source_temporal_strip_16.jpg,OK
REAL_ENV103_00001_001_01,REAL_ENV103_00001,REAL,17,512,512,0.29584278779871326,0.3134880065917969,50.31485680972828,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/materialized_17f_512_final_round3/source_evidence/REAL_ENV103_00001_001_01/source_temporal_strip_16.jpg,OK
