sample_id,reviewed_frames,classification,classification_reason,mask_psnr,outside_l1,tc_absdiff_over_winner,black_frame_ratio,review_sheet,crop_sheet,output_path
REAL_ENV900_00012_002_02,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,26.638446046124113,5.752046437911045,0.4472779467701913,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00012_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00012_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00012_002_02/raw_output.mp4
REAL_ENV900_00013_004_03,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,28.224979709810572,5.768190348589862,-0.10881123300641793,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00013_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00013_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00013_004_03/raw_output.mp4
REAL_ENV900_00017_001_01,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,27.02146819264078,6.699700702855616,0.12493437633384019,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00017_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00017_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00017_001_01/raw_output.mp4
REAL_ENV900_00018_005_05,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,22.363223111909928,7.2749667815220205,-0.5604264713823799,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00018_005_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00018_005_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00018_005_05/raw_output.mp4
REAL_ENV900_00019_002_01,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,25.064262641146485,8.06786330540975,-0.09534851489588614,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00019_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00019_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00019_002_01/raw_output.mp4
REAL_ENV900_00020_002_01,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,23.42564249620426,17.789030263453355,-0.3644145288504661,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00020_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00020_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00020_002_01/raw_output.mp4
REAL_ENV900_00021_004_03,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,11.589326078975676,7.989180865111174,-0.13462276458740252,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00021_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00021_004_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00021_004_03/raw_output.mp4
REAL_ENV900_00022_006_05,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,16.398145988295358,28.983136259479288,-5.485703141521661,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00022_006_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00022_006_05.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00022_006_05/raw_output.mp4
REAL_ENV900_00024_002_01,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,20.079733436973118,14.365936432355715,-0.3472152186557649,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00024_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00024_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00024_002_01/raw_output.mp4
REAL_ENV900_00025_001_01,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,12.568812885622735,7.504030704498291,0.22447663778439164,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00025_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00025_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00025_001_01/raw_output.mp4
REAL_ENV900_00026_006_03,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,13.528503835880569,7.583068959506941,-0.6095759702846406,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00026_006_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00026_006_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00026_006_03/raw_output.mp4
REAL_ENV900_00027_001_03,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,22.515319737528905,15.756903565960165,0.9660593389999121,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00027_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00027_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00027_001_03/raw_output.mp4
REAL_ENV900_00028_002_01,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,17.612363158859104,25.072178852410964,0.43111778160091485,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00028_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00028_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00028_002_01/raw_output.mp4
REAL_ENV900_00029_002_01,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,17.14509318967477,19.98628001742893,-0.5977801809087389,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00029_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00029_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00029_002_01/raw_output.mp4
REAL_ENV900_00030_005_03,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,22.307409115335076,10.423495634102528,-0.31117973932996534,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00030_005_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00030_005_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00030_005_03/raw_output.mp4
REAL_ENV900_00032_001_04,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,14.672984852851933,20.855399379023797,-2.326286746561527,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00032_001_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00032_001_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00032_001_04/raw_output.mp4
REAL_ENV900_00033_001_03,0 16 32 48 64 80,BASELINE_MIXED,usable on some signals but not clearly strong,24.41980815498476,9.63608952510504,-0.021070015616714954,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00033_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00033_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00033_001_03/raw_output.mp4
REAL_ENV900_00034_001_03,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,22.121866516350508,7.408384670445948,-0.26168452985584745,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00034_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00034_001_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00034_001_03/raw_output.mp4
REAL_ENV900_00035_001_02,0 16 32 48 64 80,BASELINE_USABLE,finite local quality with bounded outside damage,19.728782093738896,5.763003461154891,0.023574626736808546,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00035_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00035_001_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00035_001_02/raw_output.mp4
REAL_ENV900_00036_002_02,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,14.371207203081502,21.830788435759366,1.0043621741235258,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00036_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00036_002_02.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00036_002_02/raw_output.mp4
REAL_ENV900_00037_003_01,0 16 32 48 64 80,BASELINE_WEAK,low fidelity or large outside damage,7.967933959689677,19.92513105604384,0.38033371698111296,0.0,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/review_sheets/REAL_ENV900_00037_003_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/reports/exp33_effecterase_vor_eval_official81_visual_review_assets/crop_sheets/REAL_ENV900_00037_003_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp33_effecterase_vor_eval_baseline/vor_eval_official81_compat_20260627_134945/outputs/REAL_ENV900_00037_003_01/raw_output.mp4
