group,member_path,sample_id,type,size,status,reason,output_path
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT004_00001.mp4,BLENDER_PRODUCT004_00001,file,237482,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT004_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV093_00001_001_01.mp4,REAL_ENV093_00001_001_01,file,7186241,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV093_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_FOREST049_00001.mp4,BLENDER_FOREST049_00001,file,512722,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_FOREST049_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV085_00004_001_01.mp4,REAL_ENV085_00004_001_01,file,4722481,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV085_00004_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV103_00001_001_01.mp4,REAL_ENV103_00001_001_01,file,634002,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV103_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN001_00001.mp4,BLENDER_MOUNTAIN001_00001,file,354523,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN001_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER004_00001.mp4,BLENDER_RIVER004_00001,file,8104833,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER004_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV087_00002_001_01.mp4,REAL_ENV087_00002_001_01,file,7218245,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV087_00002_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_OFFICE003_00001.mp4,BLENDER_OFFICE003_00001,file,12227639,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_OFFICE003_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_STREET001_00001.mp4,BLENDER_STREET001_00001,file,1052466,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_STREET001_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV063_00001_001_01.mp4,REAL_ENV063_00001_001_01,file,961402,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV063_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN007_00001.mp4,BLENDER_MOUNTAIN007_00001,file,340658,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN007_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER011_00001.mp4,BLENDER_RIVER011_00001,file,410608,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER011_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV086_00001_001_01.mp4,REAL_ENV086_00001_001_01,file,5474761,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV086_00001_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV067_00002_001_01.mp4,REAL_ENV067_00002_001_01,file,1789682,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV067_00002_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER012_00001.mp4,BLENDER_RIVER012_00001,file,448663,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER012_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN009_00001.mp4,BLENDER_MOUNTAIN009_00001,file,633064,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN009_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV067_00001_001_01.mp4,REAL_ENV067_00001_001_01,file,4161264,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV067_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN014_00001.mp4,BLENDER_MOUNTAIN014_00001,file,1312405,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN014_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN008_00001.mp4,BLENDER_MOUNTAIN008_00001,file,397641,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN008_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV082_00002_001_01.mp4,REAL_ENV082_00002_001_01,file,537079,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV082_00002_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT010_00001.mp4,BLENDER_PRODUCT010_00001,file,1124345,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT010_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT001_00001.mp4,BLENDER_PRODUCT001_00001,file,276398,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT001_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT011_00001.mp4,BLENDER_PRODUCT011_00001,file,206194,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT011_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV099_00001_001_01.mp4,REAL_ENV099_00001_001_01,file,612776,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV099_00001_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV088_00001_001_02.mp4,REAL_ENV088_00001_001_02,file,5352439,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV088_00001_001_02.mp4
VOR-Train,VOR-Train/BG/REAL_ENV095_00001_001_01.mp4,REAL_ENV095_00001_001_01,file,9056595,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV095_00001_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV057_00001_001_01.mp4,REAL_ENV057_00001_001_01,file,451131,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV057_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_MOUNTAIN011_00001.mp4,BLENDER_MOUNTAIN011_00001,file,486897,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_MOUNTAIN011_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER016_00001.mp4,BLENDER_RIVER016_00001,file,7660764,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER016_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV059_00001_001_01.mp4,REAL_ENV059_00001_001_01,file,939117,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV059_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER008_00001.mp4,BLENDER_RIVER008_00001,file,383498,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER008_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER003_00001.mp4,BLENDER_RIVER003_00001,file,570879,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER003_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV068_00002_001_01.mp4,REAL_ENV068_00002_001_01,file,2390614,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV068_00002_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_RIVER005_00001.mp4,BLENDER_RIVER005_00001,file,6990876,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_RIVER005_00001.mp4
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT008_00001.mp4,BLENDER_PRODUCT008_00001,file,407631,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT008_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV080_00002_001_01.mp4,REAL_ENV080_00002_001_01,file,340074,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV080_00002_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV091_00001_001_01.mp4,REAL_ENV091_00001_001_01,file,3022946,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV091_00001_001_01.mp4
VOR-Train,VOR-Train/BG/BLENDER_PRODUCT006_00001.mp4,BLENDER_PRODUCT006_00001,file,300686,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/BLENDER_PRODUCT006_00001.mp4
VOR-Train,VOR-Train/BG/REAL_ENV087_00001_001_01.mp4,REAL_ENV087_00001_001_01,file,4576495,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV087_00001_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV101_00002_001_01.mp4,REAL_ENV101_00002_001_01,file,763962,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV101_00002_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV080_00003_001_01.mp4,REAL_ENV080_00003_001_01,file,1166225,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV080_00003_001_01.mp4
VOR-Train,VOR-Train/BG/REAL_ENV100_00001_001_01.mp4,REAL_ENV100_00001_001_01,file,487626,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/BG/REAL_ENV100_00001_001_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_RIVER020_00001.mp4,BLENDER_RIVER020_00001,file,362795,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER020_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV084_00002_001_01.mp4,REAL_ENV084_00002_001_01,file,1378917,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV084_00002_001_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_GRASS001_00001.mp4,BLENDER_GRASS001_00001,file,480838,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_GRASS001_00001.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_RIVER009_00001.mp4,BLENDER_RIVER009_00001,file,445891,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER009_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV069_00001_001_01.mp4,REAL_ENV069_00001_001_01,file,1452603,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV069_00001_001_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_RIVER002_00001.mp4,BLENDER_RIVER002_00001,file,4305470,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER002_00001.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_MOUNTAIN006_00001.mp4,BLENDER_MOUNTAIN006_00001,file,700491,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_MOUNTAIN006_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV082_00001_001_03.mp4,REAL_ENV082_00001_001_03,file,1418129,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV082_00001_001_03.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV089_00001_001_01.mp4,REAL_ENV089_00001_001_01,file,7826787,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV089_00001_001_01.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV095_00002_001_01.mp4,REAL_ENV095_00002_001_01,file,6728327,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV095_00002_001_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_GRASS002_00001.mp4,BLENDER_GRASS002_00001,file,943370,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_GRASS002_00001.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_GRASS003_00002.mp4,BLENDER_GRASS003_00002,file,345541,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_GRASS003_00002.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV086_00002_001_01.mp4,REAL_ENV086_00002_001_01,file,5328005,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV086_00002_001_01.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV101_00001_001_01.mp4,REAL_ENV101_00001_001_01,file,863343,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV101_00001_001_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_RIVER006_00001.mp4,BLENDER_RIVER006_00001,file,1251088,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER006_00001.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_OFFICE002_00001.mp4,BLENDER_OFFICE002_00001,file,3949935,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/BLENDER_OFFICE002_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV095_00003_001_01.mp4,REAL_ENV095_00003_001_01,file,8190520,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV095_00003_001_01.mp4
