experiment_label,split,sample_id,review_method,frames_reviewed,comparison_strip,compact_review_page_root,delta_full_psnr,delta_mask_psnr,delta_boundary_psnr,delta_outside_psnr,pixel_diff_mean_review_frames,classification,outside_damage,quality_positive,reason
exp37_r1_localdpo_badnoise,train,BLENDER_MOUNTAIN009_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_MOUNTAIN009_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-3.095972779180485,0.0596846535176887,-0.04626078009092893,-4.474185968191932,2.8569430510203047,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,BLENDER_OFFICE003_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_OFFICE003_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.40569538164570673,-0.1674004981190489,-0.23057631902454467,-0.6825801419084705,3.3494252363840737,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,BLENDER_SCHOOL004_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_SCHOOL004_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-3.238939602729051,-1.0403395342588837,-1.2207813600088144,-4.133458667326565,2.8578107357025146,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,BLENDER_RIVER006_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER006_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.5505480433080798,-0.15834651169623015,-0.3341015825699749,-0.6891155545694829,3.086620251337687,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,BLENDER_STREET001_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_STREET001_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-2.785344573664851,1.4133998419864717,1.441454136078935,-3.4277209002888895,2.711406946182251,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,BLENDER_RIVER012_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/BLENDER_RIVER012_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.688576173139797,-0.8412529509573865,-0.958310381838988,-0.6868852015333999,3.159079710642497,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV064_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV064_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.21576038912726858,0.3491297224490886,0.3500757542805921,0.21573850786276338,2.526544014612834,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV059_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV059_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-1.779281089158637,0.02445206026444069,0.5329089361679387,-2.188975270939167,2.306655804316203,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV100_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV100_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.27702907156803036,-0.4631752427812543,-0.6942961836162027,-0.18578888837753027,1.4499860604604087,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,train,REAL_ENV067_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV067_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.0535178102399918,0.22149857439004705,-0.16382899055236422,-0.2566827513375429,3.4618669350941973,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV063_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV063_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.1685723065485938,0.5137213180421067,-0.04848514608148946,-0.4111878126185182,2.9978784720102944,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV078_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV078_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.61593518319971,-1.1131892507617138,-0.9429645223159078,-0.6152824969028927,2.4640134175618487,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV067_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV067_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.05805286240774521,0.4058282211027162,0.2520618616634991,-0.3129573181454184,2.9885963598887124,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV080_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV080_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.30219104336136837,1.1978144629235867,0.366491157403221,0.002809421609544671,2.818566083908081,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV068_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV068_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-1.3580786349452012,0.06837517999812093,0.13176434758972277,-1.359746320182623,2.913407564163208,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV082_00001_001_03,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV082_00001_001_03/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.33680659580599226,0.35491633112157395,0.04294771003771913,0.3172399466018625,5.6825807094573975,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV080_00003_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV080_00003_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.5908679509741077,0.4939145646160945,1.4340916460404287,0.6167693912110046,2.601470549901326,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV084_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV084_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.5832220186075183,0.6292145691420306,-0.6081272464129057,0.09578324998957655,3.4383768240610757,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV086_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV086_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.6387464205548348,-0.689408000816357,-0.4879442897651778,-0.638803316855153,3.7033532460530596,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV086_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV086_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.6536603074068559,1.0514002645222043,0.28389694769139595,0.07715244408907651,4.421464999516805,SLIGHT_LOCAL_IMPROVEMENT_NOT_DECISIVE,mixed,no,"Some mask/boundary metric improvement and visible local change, but visual review is subtle and not consistently better."
exp37_r1_localdpo_badnoise,train,REAL_ENV099_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV099_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,0.20728872793854336,1.1991834972818545,-0.7043409115986279,-0.9534484060650428,2.6972111066182456,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,train,REAL_ENV087_00001_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/train/REAL_ENV087_00001_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.09473474970355511,-0.17008617447532615,0.13155519643163416,0.07663156304266394,4.146713336308797,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,BLENDER_RIVER016_00001,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/BLENDER_RIVER016_00001/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.5227465301843175,-0.2070130675254127,0.012713786590802911,-0.7546333068974214,3.7961961428324384,LOCAL_CHANGE_WITH_OUTSIDE_OR_GLOBAL_DAMAGE,yes,no,"Visible/pixel change exists, but full/outside PSNR drops or global tone drifts; not a clean overfit improvement."
exp37_r1_localdpo_badnoise,heldout,BLENDER_STREET006_00002,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/BLENDER_STREET006_00002/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.1613751152977727,-0.1403674870576932,-0.2114523640777648,-0.16364175324613228,1.8856581846872964,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
exp37_r1_localdpo_badnoise,heldout,REAL_ENV087_00002_001_01,Codex reviewed compact start/mid/end strip pages plus representative full 16-frame strips,"start,mid,end; representative full 16-frame strip",/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp38_minimax_full_adapter_breakthrough/train_overfit_20260628/outputs/exp37_r1_localdpo_badnoise/heldout/REAL_ENV087_00002_001_01/step0_vs_step_strip_16.jpg,/home/hj/H20_Video_inpainting_DPO_exp38_minimax_full/reports/exp38_train_overfit_runtime/compact_review_pages,-0.0006011714468279195,-0.07568634174971933,-0.059576800898785365,0.01890204613107116,4.3815852006276454,VISIBLE_CHANGE_NOT_QUALITY_POSITIVE,mixed,no,"Step output differs from Step0, but compact review does not show a reliable quality gain."
