sample_id,model,classification_final,technical_valid,usable,mask_psnr,outside_psnr,temporal_ratio,source,profile_or_seed,evidence
BLENDER_FOREST024_00001,diffueraser,TRIVIAL_BAD,yes,no,9.185740570613468,25.992274724198857,95.66458935595469,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST024_00001_review.jpg
BLENDER_FOREST024_00001,minimax_official_v3,TRIVIAL_BAD,yes,no,8.67001925128627,21.65973885974211,497.2516468413819,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST024_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST024_00001,propainter,TRIVIAL_BAD,yes,no,9.408023669772282,30.74650784526379,45.34713106013933,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST024_00001_review.jpg
BLENDER_FOREST025_00001,controlled_corruption_v3,TRIVIAL_BAD,yes,no,16.95082594331466,52.59437015528688,2.600768363560741,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST025_00001/evidence/temporal_strip_16.jpg
BLENDER_FOREST025_00001,diffueraser,TRIVIAL_BAD,yes,no,24.492356987219654,20.60687205454757,16.39451692698357,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST025_00001_review.jpg
BLENDER_FOREST025_00001,minimax_official_v3,TRIVIAL_BAD,yes,no,25.362647433808583,20.97880010842573,32.81862460733557,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST025_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST025_00001,propainter,TRIVIAL_BAD,yes,no,25.098943637777193,21.148199143774264,5.62912058218316,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST025_00001_review.jpg
BLENDER_FOREST028_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,29.80634865030187,60.09639501771892,1.8465684720260571,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST028_00001/evidence/temporal_strip_16.jpg
BLENDER_FOREST028_00001,diffueraser,TRIVIAL_BAD,yes,no,33.771799144863195,33.412228740625984,10.025560511726669,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST028_00001_review.jpg
BLENDER_FOREST028_00001,minimax_official_v3,TOO_CLOSE,yes,no,30.778410725311165,33.69801275097929,48.078767090383266,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST028_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST028_00001,propainter,MEDIUM_HARD_ELIGIBLE,yes,yes,23.4732184134419,38.45269039082219,2.0528060415645806,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST028_00001_review.jpg
BLENDER_FOREST030_00001,controlled_corruption_v3,TRIVIAL_BAD,yes,no,24.053112800604154,51.42187763939996,39.204870797613474,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST030_00001/evidence/temporal_strip_16.jpg
BLENDER_FOREST030_00001,diffueraser,TRIVIAL_BAD,yes,no,15.934854050552433,28.879849192909543,19.403164389419455,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST030_00001_review.jpg
BLENDER_FOREST030_00001,minimax_official_v3,TRIVIAL_BAD,yes,no,21.63362726266012,30.664489853783294,25.220921826956364,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST030_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST030_00001,propainter,TRIVIAL_BAD,yes,no,17.663745818885328,31.160366402876413,32.48582999042945,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST030_00001_review.jpg
BLENDER_FOREST034_00001,controlled_corruption_v3,TRIVIAL_BAD,yes,no,17.726969959115205,47.25856984257648,6.46447511559414,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/BLENDER_FOREST034_00001/evidence/temporal_strip_16.jpg
BLENDER_FOREST034_00001,diffueraser,TRIVIAL_BAD,yes,no,15.048682123971473,25.32830157242614,23.796508889175225,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_BLENDER_FOREST034_00001_review.jpg
BLENDER_FOREST034_00001,minimax_official_v3,TRIVIAL_BAD,yes,no,17.21947045949541,24.9173646624883,103.18484740228575,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/BLENDER_FOREST034_00001/seed_20260627/evidence/temporal_strip_16.jpg
BLENDER_FOREST034_00001,propainter,TRIVIAL_BAD,yes,no,16.333229115339382,26.51213723121747,7.676548941804732,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_BLENDER_FOREST034_00001_review.jpg
REAL_ENV046_00006_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,23.32120512236598,52.61659328541724,2.1741520456078103,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00006_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00006_001_01,diffueraser,TRIVIAL_BAD,yes,no,21.03954764229155,27.561380919845252,1.365860546886001,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV046_00006_001_01_review.jpg
REAL_ENV046_00006_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,16.35798165622057,27.76609829942649,1.3130182777577637,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV046_00006_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00006_001_01,propainter,TRIVIAL_BAD,yes,no,20.308214055711623,27.993246893430534,1.7746621368131776,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV046_00006_001_01_review.jpg
REAL_ENV046_00007_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,18.659158528641274,55.28432901173875,1.4161037486028774,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV046_00007_001_01/evidence/temporal_strip_16.jpg
REAL_ENV046_00007_001_01,diffueraser,TRIVIAL_BAD,yes,no,15.402810193158583,22.105221932236184,5.454472810148958,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV046_00007_001_01_review.jpg
REAL_ENV046_00007_001_01,minimax_official_v3,TRIVIAL_BAD,yes,no,14.80177596091718,22.49747648001604,5.2894071072042586,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV046_00007_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV046_00007_001_01,propainter,TRIVIAL_BAD,yes,no,14.234622425289915,22.658891605206264,5.0056036517267914,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV046_00007_001_01_review.jpg
REAL_ENV047_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,18.948767010386543,59.81411342337362,1.153859901614928,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV047_00001_001_01/evidence/temporal_strip_16.jpg
REAL_ENV047_00001_001_01,diffueraser,TRIVIAL_BAD,yes,no,25.074404517889167,31.584879537261752,1.4512916391730029,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV047_00001_001_01_review.jpg
REAL_ENV047_00001_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,25.50440353895699,30.546117232095835,1.6649430669240806,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV047_00001_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV047_00001_001_01,propainter,TRIVIAL_BAD,yes,no,25.567769523970224,29.377920497908963,1.2799743710753935,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV047_00001_001_01_review.jpg
REAL_ENV047_00003_001_01,controlled_corruption_v3,TRIVIAL_BAD,yes,no,21.554350610687788,54.88149405784034,5.998807383275082,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV047_00003_001_01/evidence/temporal_strip_16.jpg
REAL_ENV047_00003_001_01,diffueraser,TRIVIAL_BAD,yes,no,15.199444676479064,9.958722957338507,43.35289094421573,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV047_00003_001_01_review.jpg
REAL_ENV047_00003_001_01,minimax_official_v3,TRIVIAL_BAD,yes,no,15.083115581725739,10.088738880846932,38.26643318315921,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV047_00003_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV047_00003_001_01,propainter,TRIVIAL_BAD,yes,no,15.402845667364902,10.136278826135234,45.00519646351125,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV047_00003_001_01_review.jpg
REAL_ENV049_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,19.78588818223105,52.044223366330534,1.1651193410708602,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV049_00001_001_01/evidence/temporal_strip_16.jpg
REAL_ENV049_00001_001_01,diffueraser,TRIVIAL_BAD,yes,no,12.379250492633657,22.35233660715039,1.9099265858095658,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV049_00001_001_01_review.jpg
REAL_ENV049_00001_001_01,minimax_official_v3,TRIVIAL_BAD,yes,no,12.42653757094777,22.60448613124254,1.8073232287066578,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV049_00001_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV049_00001_001_01,propainter,TRIVIAL_BAD,yes,no,12.86158578478459,22.679649051649232,1.719165007743913,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV049_00001_001_01_review.jpg
REAL_ENV049_00002_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,19.89940819591853,55.98296264492089,1.081815406270878,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV049_00002_001_01/evidence/temporal_strip_16.jpg
REAL_ENV049_00002_001_01,diffueraser,TRIVIAL_BAD,yes,no,13.205671912898175,29.7033845744936,1.5198786078814093,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV049_00002_001_01_review.jpg
REAL_ENV049_00002_001_01,minimax_official_v3,HARD_BUT_PLAUSIBLE,yes,yes,13.952737085333721,30.965492021757026,1.5687870461775242,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV049_00002_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV049_00002_001_01,propainter,TRIVIAL_BAD,yes,no,14.387906145575592,31.228623629936184,1.1079530509834283,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV049_00002_001_01_review.jpg
REAL_ENV054_00002_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,23.98865268544113,75.69963059580743,1.6273233798545264,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV054_00002_001_01/evidence/temporal_strip_16.jpg
REAL_ENV054_00002_001_01,diffueraser,TRIVIAL_BAD,yes,no,12.627408971303502,10.719336788988588,6.6631446276709765,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV054_00002_001_01_review.jpg
REAL_ENV054_00002_001_01,minimax_official_v3,TRIVIAL_BAD,yes,no,12.755572072944895,10.850397843890338,6.438163513862285,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV054_00002_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV054_00002_001_01,propainter,TRIVIAL_BAD,yes,no,13.669156745045882,10.89798564068022,6.63464597168866,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV054_00002_001_01_review.jpg
REAL_ENV055_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,yes,yes,17.189156615469784,45.160865601110686,1.5229412672531217,controlled_v3_primary,CC-v3-B,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/controlled_corruption_v3/controlled_corruption_v3/CC-v3-B/REAL_ENV055_00001_001_01/evidence/temporal_strip_16.jpg
REAL_ENV055_00001_001_01,diffueraser,TRIVIAL_BAD,yes,no,15.241826825584015,17.83414919955352,1.4585440613026819,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/diffueraser_REAL_ENV055_00001_001_01_review.jpg
REAL_ENV055_00001_001_01,minimax_official_v3,TRIVIAL_BAD,yes,no,14.934217331115109,17.576457223195323,0.8239876267353772,minimax_v3_seed20260627,seed20260627,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/minimax_v3_seed20260627/candidates/REAL_ENV055_00001_001_01/seed_20260627/evidence/temporal_strip_16.jpg
REAL_ENV055_00001_001_01,propainter,TRIVIAL_BAD,yes,no,15.67525871825253,17.425522873153923,3.7268681012675215,verified_generator_full16,official_full16,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/smoke32_v3_20260627/verified_generators_full16/review_assets/propainter_REAL_ENV055_00001_001_01_review.jpg
