split,variant,comparison,metric,direction,n,mean_delta,median_delta,min_delta,max_delta,win_rate,bootstrap_ci_low,bootstrap_ci_high,probability_delta_gt_0,probability_improved,leave_one_out_min,leave_one_out_max
search,comp,step2000-step50,mask_lpips,lower_is_better,32,-0.03802529194520805,-0.03000485437223688,-0.11686500495610137,0.008425477426499121,0.9375,-0.049016590183373406,-0.02836231120885109,0.0625,0.9375,-0.03952370386042441,-0.03548207539646955
search,comp,step2000-step50,boundary_psnr,higher_is_better,32,3.3376693388237246,3.0939100649431115,-3.113062003995708,7.908853826351212,0.96875,2.5068929295421105,4.143365026937693,0.96875,0.96875,3.1902117747099354,3.5457574466566104
search,comp,step2000-step50,boundary_ssim,higher_is_better,32,0.04590584846325903,0.040268429313001064,-0.3045962083032457,0.2138493253535726,0.9375,0.01674212695255512,0.07006063207581158,0.9375,0.9375,0.04048831695066828,0.057212366423468865
search,comp,step2000-step50,boundary_lpips,lower_is_better,32,-0.03761481436534571,-0.02919707282368715,-0.11821003188379108,0.010625401123737298,0.9375,-0.048619433556208,-0.027207541211843517,0.0625,0.9375,-0.03917095034886452,-0.03501496863894425
search,comp,step2000-step50,outside_l1,lower_is_better,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
search,comp,step2000-step50,ewarp_mask_region,lower_is_better,32,-0.25275201576757667,-0.17738439798146535,-1.885090194264194,0.8659761624585374,0.84375,-0.41810270050705406,-0.10326240277671601,0.15625,0.84375,-0.2888400215168061,-0.20009594549349224
search,comp,step50-step0,full_psnr,higher_is_better,32,8.430931951361927,7.247177142873953,-0.4071640874783711,26.404932858446855,0.96875,6.340184950487486,10.838641089315237,0.96875,0.96875,7.851125470488219,8.716031823582583
search,comp,step50-step0,full_ssim,higher_is_better,32,0.0973827651019023,0.06919403313791861,0.002485363698918719,0.3816091134827678,1.0,0.06863283803972371,0.13115935091832978,1.0,1.0,0.08821417321864859,0.10044397159877273
search,comp,step50-step0,full_lpips,lower_is_better,32,-0.04622845399301566,-0.028483854264629134,-0.17281407300306828,0.008085291243481393,0.96875,-0.061389402671928266,-0.03220253216932922,0.03125,0.96875,-0.047980510290967164,-0.042145046928175244
search,comp,step50-step0,mask_psnr,higher_is_better,32,8.430931951361925,7.247177142873949,-0.40716408747836397,26.404932858446855,0.96875,6.3488023391212325,10.693463589137771,0.96875,0.96875,7.851125470488219,8.716031823582579
search,comp,step50-step0,mask_ssim,higher_is_better,32,0.25676843089902535,0.17791221796840095,-0.023609179476647202,0.8903504237823083,0.90625,0.17711806110677134,0.34436236236922985,0.90625,0.90625,0.23633030209633882,0.26581286994340186
search,comp,step50-step0,mask_lpips,lower_is_better,32,-0.152151602099669,-0.1305859227819989,-0.4633254916407168,0.046437801405166595,0.9375,-0.1955988108065867,-0.11263386563829651,0.0625,0.9375,-0.15855771189014758,-0.1421137346951191
search,comp,step50-step0,boundary_psnr,higher_is_better,32,11.560654479102197,10.512297270229478,0.5180818204995106,24.24106726561965,1.0,9.82568140701836,13.503923200183857,1.0,1.0,11.151608905343569,11.916866500347444
search,comp,step50-step0,boundary_ssim,higher_is_better,32,0.2622104806154495,0.18665433220610006,-0.01279163133927097,0.8747713664767598,0.90625,0.18472375514443,0.3451921570979972,0.90625,0.90625,0.24245045203927817,0.2710815164849566
search,comp,step50-step0,boundary_lpips,lower_is_better,32,-0.14769167430191982,-0.12718644897298265,-0.4433165156127264,0.044511818715060755,0.9375,-0.18792558016061775,-0.10905764640142482,0.0625,0.9375,-0.15389178697988698,-0.1381553890983454
search,comp,step50-step0,outside_l1,lower_is_better,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
search,comp,step50-step0,ewarp_mask_region,lower_is_better,32,-8.503947815458565,-4.997592860111884,-43.435270870152934,-0.8313039573598264,1.0,-12.514353593229986,-5.268539644111205,0.0,1.0,-8.751452456042394,-7.377130942726486
shadow,raw,step2000-step0,full_psnr,higher_is_better,32,6.833313402899162,5.755342574639373,0.8088780272994889,31.730276131549324,1.0,4.919633473213965,9.153750380686983,1.0,1.0,6.030185572942704,7.027650027918504
shadow,raw,step2000-step0,full_ssim,higher_is_better,32,0.11282895360748904,0.0886140026848784,0.002591098616325449,0.31341427592705506,1.0,0.08607505884463171,0.14251760859616558,1.0,1.0,0.10635845933911596,0.11638501344591366
shadow,raw,step2000-step0,full_lpips,lower_is_better,32,-0.05151556493365206,-0.04016883186615851,-0.15436869646821705,0.009162170698448102,0.9375,-0.06505739336761489,-0.038250552149422995,0.0625,0.9375,-0.053472911244364964,-0.04819772198092415
shadow,raw,step2000-step0,mask_psnr,higher_is_better,32,11.440561467942755,9.631597835845056,4.234391122150427,39.077785003490334,1.0,9.15389279316113,14.080938048804947,1.0,1.0,10.549038128086385,11.673018575871543
shadow,raw,step2000-step0,mask_ssim,higher_is_better,32,0.3657641866535858,0.23434160478906207,0.044774045423134234,0.9318121040847356,1.0,0.27544175168907503,0.46025250318879907,1.0,1.0,0.3475045764138713,0.376118707338439
shadow,raw,step2000-step0,mask_lpips,lower_is_better,32,-0.22318039854568877,-0.14929783291881904,-0.6895064938580617,-0.02072738530114293,1.0,-0.27850653519408297,-0.17287658280533835,0.0,1.0,-0.22971114090841596,-0.20813762127754765
shadow,raw,step2000-step0,boundary_psnr,higher_is_better,32,12.8920285313777,12.144924117522123,4.9771328450369765,35.267456863816925,1.0,10.905681215380234,15.055495345717185,1.0,1.0,12.170240520653854,13.147347747066112
shadow,raw,step2000-step0,boundary_ssim,higher_is_better,32,0.3715232130258534,0.24230684339597236,0.04660209726248077,0.9217878315134999,1.0,0.286091407929354,0.4680306721329065,1.0,1.0,0.35377274146173576,0.3820045393408009
shadow,raw,step2000-step0,boundary_lpips,lower_is_better,32,-0.2177152865442622,-0.1494131526366497,-0.6692135493115833,-0.019459183172633246,1.0,-0.2744746482810873,-0.167044934126731,0.0,1.0,-0.22411064471754058,-0.2031508264549938
shadow,raw,step2000-step0,outside_psnr,higher_is_better,32,-0.44897496509839074,-0.4744173031404042,-5.900141910768305,11.375515038885148,0.21875,-1.2914625943484046,0.588063272448826,0.21875,0.21875,-0.8304101265172146,-0.2731308700767806
shadow,raw,step2000-step0,outside_l1,lower_is_better,32,0.6574404896522057,0.5184110524703045,-0.7054571983765583,4.113030423923415,0.25,0.33918969972173174,1.0387083422639687,0.75,0.25,0.545969846611199,0.7014049312015204
shadow,raw,step2000-step0,ewarp_mask_region,lower_is_better,32,-10.382979958294552,-4.628348554547301,-77.57901328524972,-0.5121349034501084,1.0,-16.133896736748234,-5.9897728891920075,0.0,1.0,-10.701394314902437,-8.215365980005673
shadow,raw,step2000-step50,full_psnr,higher_is_better,32,7.152674821752907,6.180214691441202,2.845632413560928,21.7518695970455,1.0,6.106881110323002,8.53603214707371,1.0,1.0,6.681733054807985,7.291611673630068
shadow,raw,step2000-step50,full_ssim,higher_is_better,32,0.0712158326513525,0.05530080941175952,0.02268776977769793,0.511853585994704,1.0,0.0511428669108069,0.10400598925820682,1.0,1.0,0.05700171157576053,0.07278125403437363
shadow,raw,step2000-step50,full_lpips,lower_is_better,32,-0.031635818586029034,-0.028120881136582822,-0.10737002025149306,-0.017439162244602128,1.0,-0.03819688548965318,-0.027178163150544,0.0,1.0,-0.032093775242204095,-0.029192779822626972
shadow,raw,step2000-step50,mask_psnr,higher_is_better,32,2.3057300646583254,1.9705039044342154,-1.3452682398446711,12.437323006375312,0.90625,1.5512712083788287,3.22059634692048,0.90625,0.90625,1.9789044858932616,2.423504203513261
shadow,raw,step2000-step50,mask_ssim,higher_is_better,32,0.07087184440768737,0.05817094409335144,0.013670774510534,0.2756286369778834,1.0,0.05394677217873104,0.09067994452659699,1.0,1.0,0.06426678658284236,0.07271704021082137
shadow,raw,step2000-step50,mask_lpips,lower_is_better,32,-0.03587622813150423,-0.028201449934082724,-0.13299343180066597,-0.012663687268892929,1.0,-0.04435958710635835,-0.028582426592159513,0.0,1.0,-0.03662501977223362,-0.03274341510991837
shadow,raw,step2000-step50,boundary_psnr,higher_is_better,32,4.054073396384837,4.165191165857507,-1.192240231481989,14.871888045457705,0.9375,3.177292020038594,5.08535344440973,0.9375,0.9375,3.705111633511519,4.223309319864412
shadow,raw,step2000-step50,boundary_ssim,higher_is_better,32,0.07355115927021667,0.06184664717573174,0.014615501863386338,0.2824213596313022,1.0,0.055484906439709346,0.0950560059969214,1.0,1.0,0.06681341087147195,0.07545230950914666
shadow,raw,step2000-step50,boundary_lpips,lower_is_better,32,-0.03633314150768759,-0.028945212494969987,-0.13546288176439703,-0.013512189267203212,1.0,-0.045632261078389996,-0.028613971967221617,0.0,1.0,-0.03706930125738064,-0.033135407951019547
shadow,raw,step2000-step50,outside_psnr,higher_is_better,32,8.208928117906144,7.462933193417774,3.5358137248582935,22.6585900119606,1.0,7.080789082607736,9.511131069469256,1.0,1.0,7.742809992291483,8.35967374348833
shadow,raw,step2000-step50,outside_l1,lower_is_better,32,-12.721799327934884,-11.538266288990876,-22.894761306898932,-5.343302580775047,1.0,-14.275744362762767,-11.22664953764072,0.0,1.0,-12.959815352036813,-12.393639264097333
shadow,raw,step2000-step50,ewarp_mask_region,lower_is_better,32,-0.04229912328520177,-0.07101006088798081,-0.4969948725677872,0.9573045135766733,0.78125,-0.11684943910275084,0.04880062896897753,0.21875,0.78125,-0.07454440189364936,-0.027631518469634513
shadow,raw,step50-step0,full_psnr,higher_is_better,32,-0.31936141885374647,-1.9638483836395544,-7.39081480499954,9.978406534503826,0.34375,-1.8151720460800396,1.3575731235868458,0.34375,0.34375,-0.6515474818652811,-0.09125001930065649
shadow,raw,step50-step0,full_ssim,higher_is_better,32,0.04161312095613653,0.020093870075988174,-0.31767341995021825,0.28314962429090673,0.65625,0.0059080966606989355,0.0755636748949632,0.65625,0.65625,0.033821620848563286,0.05320300937247054
shadow,raw,step50-step0,full_lpips,lower_is_better,32,-0.019879746347623024,-0.010328548304660588,-0.12203692481377904,0.03305840157732673,0.78125,-0.03294749662338885,-0.008056220667640456,0.21875,0.78125,-0.021587428538750442,-0.01658435349387606
shadow,raw,step50-step0,mask_psnr,higher_is_better,32,9.13483140328443,7.766186853955244,-0.12733760018920037,26.640461997115022,0.96875,6.914623093829225,11.582261953633816,0.96875,0.96875,8.57013364219312,9.433611048557774
shadow,raw,step50-step0,mask_ssim,higher_is_better,32,0.29489234224589833,0.15604783214290519,-0.0064108938447584585,0.9094438737278204,0.96875,0.2089011807570048,0.39009633348941036,0.96875,0.96875,0.2750680992948686,0.3046118014746292
shadow,raw,step50-step0,mask_lpips,lower_is_better,32,-0.1873041704141845,-0.11582640279084444,-0.5565130620573957,-0.003193092532455921,1.0,-0.23898319706565113,-0.14116394735853346,0.0,1.0,-0.19324323744262736,-0.1753942061676293
shadow,raw,step50-step0,boundary_psnr,higher_is_better,32,8.837955134992864,9.461571317228426,0.6150301452466493,20.39556881835922,1.0,7.14435540556607,10.527878243746326,1.0,1.0,8.465128887142336,9.103210779823385
shadow,raw,step50-step0,boundary_ssim,higher_is_better,32,0.29797205375563673,0.1561994272413661,-0.005844569084071716,0.8982246281433612,0.96875,0.2109918776201428,0.39209456098859985,0.96875,0.96875,0.27860906748506503,0.3077725899762725
shadow,raw,step50-step0,boundary_lpips,lower_is_better,32,-0.1813821450365746,-0.1147319707282198,-0.5337506675471863,-0.0018469522862384624,1.0,-0.2297925036577908,-0.13744560075877726,0.0,1.0,-0.18717360286723062,-0.17001541850397428
shadow,raw,step50-step0,outside_psnr,higher_is_better,32,-8.657903083004534,-8.354210149330319,-15.02165821893195,-3.8365704988274913,0.0,-9.666762884311042,-7.601830501873081,0.0,0.0,-8.813429940558631,-8.452620659264939
shadow,raw,step50-step0,outside_l1,lower_is_better,32,13.379239817587088,12.051317256324145,6.189439647051753,23.943698600846893,0.0,11.90570408506129,14.904614720776753,1.0,0.0,13.038450824578709,13.611168855346294
shadow,raw,step50-step0,ewarp_mask_region,lower_is_better,32,-10.34068083500935,-4.547896235730301,-77.46696939676667,-0.3451633177367812,1.0,-16.45040851962177,-6.157100387367217,0.0,1.0,-10.663116883953625,-8.175316687855888
shadow,comp,step2000-step0,full_psnr,higher_is_better,32,11.440561467942754,9.631597835845058,4.234391122150431,39.077785003490334,1.0,9.212271142861596,14.10993807141887,1.0,1.0,10.549038128086387,11.673018575871541
shadow,comp,step2000-step0,full_ssim,higher_is_better,32,0.1137728867394956,0.09014708513025338,0.009443395761681739,0.3119011472458083,1.0,0.08727899936850957,0.14353729213088323,1.0,1.0,0.10738165252961454,0.11713835419039281
shadow,comp,step2000-step0,full_lpips,lower_is_better,32,-0.056840157580302975,-0.04589342256551799,-0.16426524322251884,-0.0035180359299541745,1.0,-0.07142952410918876,-0.04450087247245839,0.0,1.0,-0.05856022602063681,-0.0533748322370057
shadow,comp,step2000-step0,mask_psnr,higher_is_better,32,11.440561467942755,9.631597835845056,4.234391122150427,39.077785003490334,1.0,9.2274498125595,13.9376447778606,1.0,1.0,10.549038128086385,11.673018575871543
shadow,comp,step2000-step0,mask_ssim,higher_is_better,32,0.359997364323284,0.2303124539602044,0.04601992038335978,0.925613415541924,1.0,0.2680733337999818,0.45902597992768196,1.0,1.0,0.34175168525171495,0.37012566896650734
shadow,comp,step2000-step0,mask_lpips,lower_is_better,32,-0.21371847158115997,-0.13623490405734628,-0.67885887529701,-0.0254640708056589,1.0,-0.26609016184412815,-0.16243609569754278,0.0,1.0,-0.21979119418682128,-0.19871394242903576
shadow,comp,step2000-step0,boundary_psnr,higher_is_better,32,15.242893520519608,14.785643298806953,6.7985775801894235,37.88152970376781,1.0,13.25502209805398,17.575313075106425,1.0,1.0,14.512614933963212,15.515290808917353
shadow,comp,step2000-step0,boundary_ssim,higher_is_better,32,0.36464922715738346,0.2337117012433682,0.04814944958541589,0.9144831250700947,1.0,0.27488348981459226,0.45853389937123373,1.0,1.0,0.3469126498053606,0.3748588974016405
shadow,comp,step2000-step0,boundary_lpips,lower_is_better,32,-0.20770027460578905,-0.13532001804560423,-0.6545323545578867,-0.02499523820976416,1.0,-0.26196921962809944,-0.15979253236428126,0.0,1.0,-0.2135939854572738,-0.1932863365428182
shadow,comp,step2000-step0,outside_l1,lower_is_better,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shadow,comp,step2000-step0,ewarp_mask_region,lower_is_better,32,-11.171650435621554,-4.713873361822607,-87.73619795499599,-1.2613649960258047,1.0,-17.759617535612,-6.484489702113359,0.0,1.0,-11.49133706270529,-8.701826322093345
shadow,comp,step2000-step50,full_psnr,higher_is_better,32,2.305730064658326,1.9705039044342207,-1.3452682398446711,12.437323006375316,0.90625,1.580904315414881,3.1376673818597025,0.90625,0.90625,1.9789044858932616,2.4235042035132617
shadow,comp,step2000-step50,full_ssim,higher_is_better,32,0.01404001165188953,0.011565368962068834,0.003378874983625435,0.055665058463603256,1.0,0.010630818830687902,0.01784569317384232,1.0,1.0,0.012697268206350377,0.014383919286349663
shadow,comp,step2000-step50,full_lpips,lower_is_better,32,-0.008813107367818797,-0.00775180963267173,-0.04943809333276384,0.004942950887643561,0.9375,-0.012090546655955983,-0.006123774721167215,0.0625,0.9375,-0.00925685118251113,-0.00750262394959476
shadow,comp,step2000-step50,mask_psnr,higher_is_better,32,2.3057300646583254,1.9705039044342154,-1.3452682398446711,12.437323006375312,0.90625,1.5729800139152637,3.220398034346459,0.90625,0.90625,1.9789044858932616,2.423504203513261
shadow,comp,step2000-step50,mask_ssim,higher_is_better,32,0.05916189941123093,0.045391811167702245,0.012893038146563063,0.27575966228814885,1.0,0.043265473429457496,0.07979041531686885,1.0,1.0,0.052174874802298085,0.0606544433229944
