split,vpdata_id,source_kind,source_index,source_video_id,path,start_frame,end_frame,fps,native_mask_id,planned_video_path,download_status,decode_status,file_size_bytes,sha256
train,train_pexels_000000017167_4041712_mask2,pexels,17167,4041712,000000017167_4041712.mp4,0,289,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000017/000000017167_4041712.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',9766824,e46817a30a2388c8e3c093e48c3e54f415d41e4582edd8f0c1d737610b7bed9f
train,train_pexels_000000282682_14032369_mask1,pexels,282682,14032369,000000282682_14032369.mp4,0,359,60.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000282/000000282682_14032369.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',7468339,3332794b881163c70c0d550425049f36eda8746681402dd6338eb45d7a65bee7
train,train_pexels_000000137811_7226223_mask2,pexels,137811,7226223,000000137811_7226223.mp4,58,231,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000137/000000137811_7226223.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',15860934,34aa29f27b090833648d4624a420baa3f9ef32ae94762ff47bd1c6d554c7b4ff
train,train_pexels_000000030125_4568933_mask9,pexels,30125,4568933,000000030125_4568933.mp4,50,299,25.0,9,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000030/000000030125_4568933.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',11194787,629cea309fb91d4dc32cf318ff2cdc806bc14e1bfada2e7bdd16f2efc64a9596
train,train_pexels_000000260973_11073693_mask3,pexels,260973,11073693,000000260973_11073693.mp4,500,880,50.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000260/000000260973_11073693.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',42533736,0691f4dcb85b52d5bc8d2af48d1d68fed6bac08cca3a7b3c009a971d125f19a3
train,train_pexels_000000137807_7225749_mask3,pexels,137807,7225749,000000137807_7225749.mp4,0,249,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000137/000000137807_7225749.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',25683276,62129434fb03cd9cc97c56cc7ebe607e2b35267fe951b5a900c96dcb7d1701e6
train,train_pexels_000000274220_12767206_mask2,pexels,274220,12767206,000000274220_12767206.mp4,0,599,60.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000274/000000274220_12767206.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',22760915,7a8488b09bfd4e32225f027bc0d266fdfab4b0783f02d46d260a2a7ea16a81eb
train,train_pexels_000000114569_6760659_mask4,pexels,114569,6760659,000000114569_6760659.mp4,0,249,25.0,4,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000114/000000114569_6760659.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',8614934,3dbf8a85de1993f86728d7347d52b433b1fe46842794acdf0957ac214e242606
train,train_pexels_000000108630_6636748_mask3,pexels,108630,6636748,000000108630_6636748.mp4,0,249,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000108/000000108630_6636748.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',4223955,a42308c07c2661e7212e3e71c71a8aa1fb854544c68cbde433d53bc8b467868f
train,train_pexels_000000147815_7437508_mask3,pexels,147815,7437508,000000147815_7437508.mp4,250,499,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000147/000000147815_7437508.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',21742923,ef8eb94813d407e89fa0cd50afb861057bff2a6b5ab5ca8eed2bba8a6cdb1172
train,train_pexels_000000226108_9047399_mask3,pexels,226108,9047399,000000226108_9047399.mp4,0,229,23.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000226/000000226108_9047399.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5561206,327973518e8d97ef699589a3e6c64e73a7f6c57681f9811b0db2f59cc33ef092
train,train_pexels_000000014045_3859476_mask11,pexels,14045,3859476,000000014045_3859476.mp4,432,593,24.0,11,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000014/000000014045_3859476.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',15973447,e6ce1445ceaf120a353478551b0a61851def2a8ccaeccbb6256c4686e1c116cc
train,train_pexels_000000092647_6264162_mask8,pexels,92647,6264162,000000092647_6264162.mp4,0,149,25.0,8,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000092/000000092647_6264162.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5148722,be57071dcb9cb1b3a4d5ce1cb6241bb79b505bbc83f5c57d31c1a5d25c569f26
train,train_pexels_000000015730_3981950_mask2,pexels,15730,3981950,000000015730_3981950.mp4,0,173,29.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000015/000000015730_3981950.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',6777543,b50eddc68b87c24224dea267a095abc7ec4ceeb12b5996556a8ce8a521e11db7
train,train_pexels_000000240110_9699997_mask3,pexels,240110,9699997,000000240110_9699997.mp4,276,505,23.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000240/000000240110_9699997.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',15750808,3321991cd7ca31e3e8cda5a29806fe0010f3929c019a2877ee324188ceefcd58
train,train_pexels_000000314427_20087585_mask6,pexels,314427,20087585,000000314427_20087585.mp4,480,779,30.0,6,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000314/000000314427_20087585.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',27931155,c045927c9fb1537916996bb4365b74ba1a3a8bfea5f716dd091a254c73caba31
train,train_pexels_000000127218_6982390_mask2,pexels,127218,6982390,000000127218_6982390.mp4,50,249,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000127/000000127218_6982390.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',20324423,5df649d7bb7b0f9f5ce6af855d1dc1c11fe741dd8407ac104302c026dfe2235e
train,train_pexels_000000157507_7626487_mask2,pexels,157507,7626487,000000157507_7626487.mp4,200,349,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000157/000000157507_7626487.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',10851160,575ad99b6a18f3a721e48e62e50dadf85ed3d5fd9b65a6a8419738e19d29ac3f
train,train_pexels_000000247556_10045664_mask37,pexels,247556,10045664,000000247556_10045664.mp4,1000,1181,25.0,37,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000247/000000247556_10045664.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',18869388,f0a97f3e7161273a2ff3890c70092b91b1dfe96feeaacbe1d27ab4bde37c83db
train,train_pexels_000000040610_4916813_mask1,pexels,40610,4916813,000000040610_4916813.mp4,58,347,29.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000040/000000040610_4916813.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',11955882,6ea270f1330929ed1272d92a4a6938340e4a449cc0739630729dd7a620bf5383
train,train_pexels_000000127195_6981805_mask3,pexels,127195,6981805,000000127195_6981805.mp4,500,725,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000127/000000127195_6981805.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',13173656,2b89375d157fd95c60400c5a87e2a9d51225e3c46424bbd9d48b0f8b60838da0
train,train_pexels_000000148799_7470525_mask1,pexels,148799,7470525,000000148799_7470525.mp4,0,249,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000148/000000148799_7470525.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5344532,b6277a75151a5fe16e37283e691b3d6ec69f69653ebe1ae48b413e96ec03b9e7
train,train_pexels_000000207008_8612313_mask68,pexels,207008,8612313,000000207008_8612313.mp4,500,649,25.0,68,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000207/000000207008_8612313.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',16938384,4d7591a134b1678c8172db6077fc3490418cb44c17b5ebbf722db07a92242957
train,train_pexels_000000048940_5158541_mask5,pexels,48940,5158541,000000048940_5158541.mp4,50,299,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000048/000000048940_5158541.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',3727274,8a634c788a39957a7608eddc936f39712cc7555d47698b45fbcfd080783819bf
train,train_pexels_000000114854_6764372_mask4,pexels,114854,6764372,000000114854_6764372.mp4,0,149,25.0,4,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000114/000000114854_6764372.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',12620333,aad2131920137421bc8a703133b0ef147d980afb3cb4f7a28e45d824b5ba5145
train,train_pexels_000000220613_8927244_mask3,pexels,220613,8927244,000000220613_8927244.mp4,0,199,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000220/000000220613_8927244.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',9763009,34fa8c1ee2f2c93bc022bd74026247a3c32c3c215429a300f18332b549a5e113
train,train_pexels_000000221434_8939663_mask5,pexels,221434,8939663,000000221434_8939663.mp4,150,368,25.0,5,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000221/000000221434_8939663.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',7489472,607445b9ff615060e3fde3cc266ad8d7f54c75258fe2b3b3f6701661c442e023
train,train_pexels_000000054822_5356206_mask15,pexels,54822,5356206,000000054822_5356206.mp4,250,449,25.0,15,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000054/000000054822_5356206.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5348284,3f2876fa31b7343641fcb94e0bad22493e8a5e90c76aab6e0fc0f191aab0f0a3
train,train_pexels_000000154040_7578108_mask7,pexels,154040,7578108,000000154040_7578108.mp4,300,599,30.0,7,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000154/000000154040_7578108.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',13953771,a48b8fe43998824af47680b753c66478dff3b42f6456f81d06022f6e94a6aea7
train,train_pexels_000000067524_5705292_mask1,pexels,67524,5705292,000000067524_5705292.mp4,432,575,24.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000067/000000067524_5705292.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',16126620,4f490fa5e2db7448212a2026c5952da8dbb1dfe7fec558ad6c2189e0085be3a9
train,train_pexels_000000080980_5992728_mask3,pexels,80980,5992728,000000080980_5992728.mp4,0,249,25.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000080/000000080980_5992728.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',7148866,0ca8ffcdf5ec5a071422a49fa1c116269df623a96fc57bba2a11693e820616eb
train,train_pexels_000000031089_4612167_mask53,pexels,31089,4612167,000000031089_4612167.mp4,600,749,25.0,53,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000031/000000031089_4612167.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',18650281,b681ba92d41ce8c21d2bbf0af62126a3239b623e32263a936b7d8028b996b4a7
train,train_pexels_000000209174_8678470_mask1,pexels,209174,8678470,000000209174_8678470.mp4,600,899,30.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000209/000000209174_8678470.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',22909573,d9acfe2d02d02c5ebf46a5c3c04210de84a0fbdf63b38196d8f6ab08c0b31e47
train,train_pexels_000000000437_854222_mask180,pexels,437,854222,000000000437_854222.mp4,1781,1931,23.0,180,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000000/000000000437_854222.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',56353544,64f45317b03ec3ea356874c90cd5994f1a35753485aa3a01331939aaae89e156
train,train_pexels_000000119860_6862752_mask14,pexels,119860,6862752,000000119860_6862752.mp4,150,299,25.0,14,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000119/000000119860_6862752.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',13356573,52115c96fb5b0efd170d6a2f70ab899c57b5e26637756836cf781f2278e9b77d
train,train_pexels_000000023841_4282458_mask4,pexels,23841,4282458,000000023841_4282458.mp4,230,413,23.0,4,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000023/000000023841_4282458.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5757123,cd11014a2dc1756524ec362de83cd5bd700d5e82f7d02e92cbe28418a0f5aedc
train,train_pexels_000000295006_16839120_mask7,pexels,295006,16839120,000000295006_16839120.mp4,58,347,29.0,7,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000295/000000295006_16839120.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',17899635,4b3843a0d34638865557fa85b8388bd48a24cda2a753a8b8b63179633bdf6ebf
train,train_pexels_000000248393_10111901_mask8,pexels,248393,10111901,000000248393_10111901.mp4,250,449,25.0,8,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000248/000000248393_10111901.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',11054821,56fcded82af9d856a2094f51f8f979b3527cfa5900740cf95e18ef6e279b295b
train,train_pexels_000000081933_6012308_mask1,pexels,81933,6012308,000000081933_6012308.mp4,100,282,25.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000081/000000081933_6012308.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',3858514,56a9be8f308a03bbeb753ca04c128d1355ba05d6f728d8c08f67fe7130639bff
train,train_pexels_000000143180_7322347_mask2,pexels,143180,7322347,000000143180_7322347.mp4,0,249,25.0,2,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000143/000000143180_7322347.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',14745882,89eefda6d32a22f7705137afacc1f41237dfd20cf903c8292539f4e0f1f429c9
train,train_pexels_000000215998_8837991_mask1,pexels,215998,8837991,000000215998_8837991.mp4,0,239,24.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000215/000000215998_8837991.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',6766008,da50f897c344844bba661f37d10187bfa90ab683b46d456afa728a9127517d37
train,train_pexels_000000057051_5417258_mask11,pexels,57051,5417258,000000057051_5417258.mp4,200,349,25.0,11,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000057/000000057051_5417258.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',14469996,11ecad3b2b5afa43d48eb0fc1c6efd208d441e90b0148fbfcafe4c1b7ac971f7
train,train_pexels_000000137273_7218885_mask3,pexels,137273,7218885,000000137273_7218885.mp4,0,229,23.0,3,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000137/000000137273_7218885.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',5799463,169f74cf4e5a8aa9b2ec261ac905978a45cb05d643528a5fac13deb8a40dc3cf
train,train_pexels_000000226798_9070171_mask1,pexels,226798,9070171,000000226798_9070171.mp4,0,289,29.0,1,/home/nvme01/H20_Video_inpainting_DPO/data/external/vpdata_exp60b_h20_staging/raw_subset/raw_video/pexels/000000226/000000226798_9070171.mp4,DOWNLOADED,FFPROBE_ERROR:FileNotFoundError:[Errno 2] No such file or directory: 'ffprobe',9481917,682130455b7b0f7b7e8b6bf9e7f94cb81b976681fc62093dd6fcca63bcbf7325
