frame_index,gradient_cosine,lambda_lt_1,lambda_safe,sample_id,status,unsafe_rate,winner_loss_after_tiny_step,winner_loss_before,winner_predicted_change
23,0.30879929661750793,False,1.0,REAL_ENV024_00002_008_01,ok,0.0,0.006095073185861111,0.006095073185861111,0.0
0,0.775623083114624,False,1.0,REAL_ENV159_00010_003_05,ok,0.0,0.0054582455195486546,0.0054582455195486546,0.0
8,0.6297637224197388,False,1.0,REAL_ENV159_00010_003_05,ok,0.0,0.013764198869466782,0.013764198869466782,0.0
15,0.5211339592933655,False,1.0,REAL_ENV159_00010_003_05,ok,0.0,0.026954783126711845,0.026954786852002144,-3.725290298461914e-09
23,0.4908002018928528,False,1.0,REAL_ENV159_00010_003_05,ok,0.0,0.02767898701131344,0.02767898701131344,0.0
0,0.5537480711936951,False,1.0,REAL_ENV212_00003_003_01,ok,0.0,0.00974355824291706,0.00974356010556221,-1.862645149230957e-09
8,0.5484474897384644,False,1.0,REAL_ENV212_00003_003_01,ok,0.0,0.009707484394311905,0.009707486256957054,-1.862645149230957e-09
15,0.552287757396698,False,1.0,REAL_ENV212_00003_003_01,ok,0.0,0.009723941795527935,0.00972394272685051,-9.313225746154785e-10
23,0.5523129105567932,False,1.0,REAL_ENV212_00003_003_01,ok,0.0,0.009680415503680706,0.00968041643500328,-9.313225746154785e-10
0,0.7535516023635864,False,1.0,REAL_ENV202_00003_007_04,ok,0.0,0.007060578092932701,0.007060579024255276,-9.313225746154785e-10
8,0.8002521991729736,True,0.9038738012313843,REAL_ENV202_00003_007_04,ok,0.0,0.008074656128883362,0.008074657060205936,-9.313225746154785e-10
15,0.8999921083450317,True,0.7521263957023621,REAL_ENV202_00003_007_04,ok,0.0,0.009809469804167747,0.009809471666812897,-1.862645149230957e-09
23,0.828080952167511,True,0.8637123703956604,REAL_ENV202_00003_007_04,ok,0.0,0.013521925546228886,0.01352192834019661,-2.7939677238464355e-09
0,0.8636937737464905,True,0.9842413663864136,REAL_ENV171_00016_007_01,ok,0.0,0.030257821083068848,0.030257821083068848,0.0
8,0.8609687089920044,True,0.9969380497932434,REAL_ENV171_00016_007_01,ok,0.0,0.031106121838092804,0.031106121838092804,0.0
15,0.8632215857505798,True,0.9945518970489502,REAL_ENV171_00016_007_01,ok,0.0,0.03213277831673622,0.03213277831673622,0.0
23,0.8654874563217163,True,0.9975517988204956,REAL_ENV171_00016_007_01,ok,0.0,0.033123843371868134,0.03312384709715843,-3.725290298461914e-09
0,0.8219896554946899,True,0.9866654276847839,REAL_ENV219_00001_001_05,ok,0.0,0.022053668275475502,0.022053668275475502,0.0
8,0.8532842397689819,True,0.9465334415435791,REAL_ENV219_00001_001_05,ok,0.0,0.021764816716313362,0.021764816716313362,0.0
15,0.829747200012207,False,1.0,REAL_ENV219_00001_001_05,ok,0.0,0.02448253333568573,0.02448253333568573,0.0
23,0.8515126705169678,False,1.0,REAL_ENV219_00001_001_05,ok,0.0,0.03193407133221626,0.03193407133221626,0.0
0,0.21829119324684143,True,0.8191121816635132,BLENDER_FOREST039_00530,ok,0.0,0.00026121429982595146,0.00026121429982595146,0.0
8,0.23454776406288147,True,0.8960294723510742,BLENDER_FOREST039_00530,ok,0.0,0.00029708954389207065,0.0002970895729959011,-2.9103830456733704e-11
15,0.27867788076400757,True,0.7465913891792297,BLENDER_FOREST039_00530,ok,0.0,0.0002644488704390824,0.00026444889954291284,-2.9103830456733704e-11
23,0.2673911452293396,True,0.7652232646942139,BLENDER_FOREST039_00530,ok,0.0,0.0002653606643434614,0.0002653606643434614,0.0
0,0.035760361701250076,False,1.0,BLENDER_CON001_00742,ok,0.0,0.0002197905705543235,0.0002197905705543235,0.0
8,0.03636621683835983,False,1.0,BLENDER_CON001_00742,ok,0.0,0.0002197431749664247,0.00021974320407025516,-2.9103830456733704e-11
15,0.03747860714793205,False,1.0,BLENDER_CON001_00742,ok,0.0,0.00021977658616378903,0.00021977660071570426,-1.4551915228366852e-11
23,0.03832019492983818,False,1.0,BLENDER_CON001_00742,ok,0.0,0.00021976356219965965,0.0002197635913034901,-2.9103830456733704e-11
0,0.08180677890777588,False,1.0,BLENDER_CON001_00744,ok,0.0,0.00026972798514179885,0.00026972798514179885,0.0
8,0.07788491249084473,False,1.0,BLENDER_CON001_00744,ok,0.0,0.0002695771399885416,0.0002695771399885416,0.0
15,0.07868987321853638,False,1.0,BLENDER_CON001_00744,ok,0.0,0.00026953109772875905,0.00026953109772875905,0.0
23,0.07898208498954773,False,1.0,BLENDER_CON001_00744,ok,0.0,0.0002695324074011296,0.0002695324074011296,0.0
0,0.2292165458202362,True,0.7658848762512207,BLENDER_FOREST039_00360,ok,0.0,0.0002450576575938612,0.0002450576575938612,0.0
8,0.22357654571533203,True,0.9046369791030884,BLENDER_FOREST039_00360,ok,0.0,0.00029687065398320556,0.00029687065398320556,0.0
15,0.26884013414382935,True,0.7673051953315735,BLENDER_FOREST039_00360,ok,0.0,0.0002673747658263892,0.00026737479493021965,-2.9103830456733704e-11
23,0.32207173109054565,True,0.6563729047775269,BLENDER_FOREST039_00360,ok,0.0,0.0002476421359460801,0.0002476421359460801,0.0
0,0.2295851707458496,False,1.0,BLENDER_FOREST039_00051,ok,0.0,0.0004989790613763034,0.0004989791195839643,-5.820766091346741e-11
8,0.24586667120456696,False,1.0,BLENDER_FOREST039_00051,ok,0.0,0.0005254479474388063,0.0005254479474388063,0.0
15,0.31648215651512146,False,1.0,BLENDER_FOREST039_00051,ok,0.0,0.0004469741543289274,0.00044697424164041877,-8.731149137020111e-11
23,0.2409324049949646,False,1.0,BLENDER_FOREST039_00051,ok,0.0,0.0004979768418706954,0.0004979769582860172,-1.1641532182693481e-10
0,0.41950997710227966,False,1.0,REAL_ENV259_00102_002_04,ok,0.0,0.02540273219347,0.02540273405611515,-1.862645149230957e-09
8,0.5077448487281799,False,1.0,REAL_ENV259_00102_002_04,ok,0.0,0.025357579812407494,0.025357579812407494,0.0
15,0.5261224508285522,False,1.0,REAL_ENV259_00102_002_04,ok,0.0,0.0250945296138525,0.0250945296138525,0.0
23,0.5488079190254211,False,1.0,REAL_ENV259_00102_002_04,ok,0.0,0.025295671075582504,0.025295672938227654,-1.862645149230957e-09
0,0.8019888997077942,True,0.9212695360183716,REAL_ENV170_00013_001_05,ok,0.0,0.04362693428993225,0.04362693801522255,-3.725290298461914e-09
8,0.7945213317871094,True,0.9268092513084412,REAL_ENV170_00013_001_05,ok,0.0,0.04520560801029205,0.04520561546087265,-7.450580596923828e-09
15,0.78754723072052,True,0.9328445792198181,REAL_ENV170_00013_001_05,ok,0.0,0.047132957726716995,0.04713296517729759,-7.450580596923828e-09
23,0.7813948392868042,True,0.8945069313049316,REAL_ENV170_00013_001_05,ok,0.0,0.04633248597383499,0.04633249342441559,-7.450580596923828e-09
0,0.7672474384307861,False,1.0,REAL_ENV217_00002_002_01,ok,0.0,0.012098805978894234,0.012098805978894234,0.0
8,0.7759024500846863,False,1.0,REAL_ENV217_00002_002_01,ok,0.0,0.013367085717618465,0.013367085717618465,0.0
15,0.7677286863327026,False,1.0,REAL_ENV217_00002_002_01,ok,0.0,0.013992799445986748,0.013992801308631897,-1.862645149230957e-09
23,0.784787654876709,False,1.0,REAL_ENV217_00002_002_01,ok,0.0,0.01305523980408907,0.013055242598056793,-2.7939677238464355e-09
0,0.7744790315628052,True,0.8251281976699829,REAL_ENV216_00006_006_02,ok,0.0,0.008398795500397682,0.008398796431720257,-9.313225746154785e-10
8,0.774706244468689,True,0.8276222944259644,REAL_ENV216_00006_006_02,ok,0.0,0.008391800336539745,0.00839180126786232,-9.313225746154785e-10
15,0.7753276824951172,True,0.8224547505378723,REAL_ENV216_00006_006_02,ok,0.0,0.008371214382350445,0.008371217176318169,-2.7939677238464355e-09
23,0.7818834781646729,True,0.8190363049507141,REAL_ENV216_00006_006_02,ok,0.0,0.008372381329536438,0.008372382260859013,-9.313225746154785e-10
0,0.6291550993919373,False,1.0,REAL_ENV200_00001_006_02,ok,0.0,0.0036249984987080097,0.003624998964369297,-4.656612873077393e-10
8,0.6280556917190552,False,1.0,REAL_ENV200_00001_006_02,ok,0.0,0.00361946364864707,0.0036194638814777136,-2.3283064365386963e-10
15,0.6329115629196167,False,1.0,REAL_ENV200_00001_006_02,ok,0.0,0.0036244578659534454,0.003624458098784089,-2.3283064365386963e-10
23,0.6234277486801147,False,1.0,REAL_ENV200_00001_006_02,ok,0.0,0.0036494089290499687,0.003649409394711256,-4.656612873077393e-10
0,0.29956185817718506,False,1.0,BLENDER_FOREST039_00009,ok,0.0,0.0006540874019265175,0.0006540874019265175,0.0
8,0.3072013854980469,False,1.0,BLENDER_FOREST039_00009,ok,0.0,0.0006780280964449048,0.0006780281546525657,-5.820766091346741e-11
15,0.36134129762649536,False,1.0,BLENDER_FOREST039_00009,ok,0.0,0.0006018131389282644,0.0006018131971359253,-5.820766091346741e-11
23,0.29315927624702454,False,1.0,BLENDER_FOREST039_00009,ok,0.0,0.0006651086732745171,0.0006651087896898389,-1.1641532182693481e-10
0,0.7103214263916016,True,0.9125113487243652,REAL_ENV180_00006_007_02,ok,0.0,0.042268332093954086,0.042268335819244385,-3.725290298461914e-09
8,0.7167463302612305,True,0.9273847937583923,REAL_ENV180_00006_007_02,ok,0.0,0.0421581044793129,0.0421581044793129,0.0
15,0.7229442596435547,True,0.923855185508728,REAL_ENV180_00006_007_02,ok,0.0,0.042325738817453384,0.04232574626803398,-7.450580596923828e-09
23,0.7235954999923706,True,0.9079544544219971,REAL_ENV180_00006_007_02,ok,0.0,0.04173880070447922,0.04173880070447922,0.0
0,0.06469970941543579,True,0.677760660648346,BLENDER_CON001_00590,ok,0.0,0.00013641252007801086,0.00013641253462992609,-1.4551915228366852e-11
8,0.06606810539960861,True,0.6758751273155212,BLENDER_CON001_00590,ok,0.0,0.00013632909394800663,0.00013632909394800663,0.0
15,0.06621955335140228,True,0.675673246383667,BLENDER_CON001_00590,ok,0.0,0.00013633811613544822,0.00013633811613544822,0.0
23,0.0672430768609047,True,0.6746548414230347,BLENDER_CON001_00590,ok,0.0,0.00013631775800604373,0.00013631775800604373,0.0
0,0.5136284232139587,False,1.0,BLENDER_CON001_00636,ok,0.0,0.0019079332705587149,0.0019079336198046803,-3.4924596548080444e-10
8,0.5002453923225403,False,1.0,BLENDER_CON001_00636,ok,0.0,0.0019113053567707539,0.0019113053567707539,0.0
15,0.5047647953033447,False,1.0,BLENDER_CON001_00636,ok,0.0,0.0019103649538010359,0.0019103650702163577,-1.1641532182693481e-10
23,0.504867672920227,False,1.0,BLENDER_CON001_00636,ok,0.0,0.001909904065541923,0.0019099041819572449,-1.1641532182693481e-10
0,0.45064932107925415,False,1.0,REAL_ENV102_00001_003_01,ok,0.0,0.008615865372121334,0.008615865372121334,0.0
8,0.5874433517456055,False,1.0,REAL_ENV102_00001_003_01,ok,0.0,0.006071920972317457,0.006071921903640032,-9.313225746154785e-10
15,0.702458381652832,False,1.0,REAL_ENV102_00001_003_01,ok,0.0,0.00629725307226181,0.00629725307226181,0.0
23,0.7083307504653931,False,1.0,REAL_ENV102_00001_003_01,ok,0.0,0.005724734161049128,0.005724734626710415,-4.656612873077393e-10
0,0.7709541320800781,True,0.9949310421943665,REAL_ENV170_00006_006_03,ok,0.0,0.024397850036621094,0.02439785562455654,-5.587935447692871e-09
8,0.7852052450180054,True,0.9872165322303772,REAL_ENV170_00006_006_03,ok,0.0,0.02582889422774315,0.025828896090388298,-1.862645149230957e-09
15,0.8045883178710938,True,0.9751579165458679,REAL_ENV170_00006_006_03,ok,0.0,0.0285250935703516,0.0285250972956419,-3.725290298461914e-09
23,0.8018335103988647,True,0.9682853817939758,REAL_ENV170_00006_006_03,ok,0.0,0.030068276450037956,0.030068280175328255,-3.725290298461914e-09
0,0.6844329833984375,False,1.0,REAL_ENV115_00002_009_04,ok,0.0,0.007424101699143648,0.007424101699143648,0.0
8,0.6150649785995483,False,1.0,REAL_ENV115_00002_009_04,ok,0.0,0.007844379171729088,0.007844379171729088,0.0
15,0.6151797771453857,False,1.0,REAL_ENV115_00002_009_04,ok,0.0,0.007697440683841705,0.007697440683841705,0.0
23,0.5252768397331238,False,1.0,REAL_ENV115_00002_009_04,ok,0.0,0.0102045563980937,0.0102045563980937,0.0
0,0.6205544471740723,False,1.0,REAL_ENV187_00006_004_02,ok,0.0,0.019427627325057983,0.019427627325057983,0.0
8,0.7415637969970703,False,1.0,REAL_ENV187_00006_004_02,ok,0.0,0.022305678576231003,0.022305678576231003,0.0
15,0.641494631767273,False,1.0,REAL_ENV187_00006_004_02,ok,0.0,0.020287707448005676,0.020287707448005676,0.0
23,0.7176965475082397,False,1.0,REAL_ENV187_00006_004_02,ok,0.0,0.02225828915834427,0.022258292883634567,-3.725290298461914e-09
0,0.7389092445373535,False,1.0,REAL_ENV219_00001_004_04,ok,0.0,0.018774865195155144,0.018774865195155144,0.0
8,0.7286829948425293,False,1.0,REAL_ENV219_00001_004_04,ok,0.0,0.01601560041308403,0.01601560041308403,0.0
15,0.6636250615119934,False,1.0,REAL_ENV219_00001_004_04,ok,0.0,0.015131128951907158,0.015131128951907158,0.0
23,0.7090218663215637,False,1.0,REAL_ENV219_00001_004_04,ok,0.0,0.01426511351019144,0.014265114441514015,-9.313225746154785e-10
0,0.2090960592031479,False,1.0,REAL_ENV102_00001_002_02,ok,0.0,0.0064467196352779865,0.006446720566600561,-9.313225746154785e-10
8,0.38668930530548096,False,1.0,REAL_ENV102_00001_002_02,ok,0.0,0.005543150473386049,0.005543150939047337,-4.656612873077393e-10
15,0.5342011451721191,False,1.0,REAL_ENV102_00001_002_02,ok,0.0,0.004583854228258133,0.00458385469391942,-4.656612873077393e-10
23,0.7181669473648071,False,1.0,REAL_ENV102_00001_002_02,ok,0.0,0.006669339723885059,0.006669341120868921,-1.3969838619232178e-09
0,0.7296198606491089,False,1.0,REAL_ENV219_00001_003_05,ok,0.0,0.016465220600366592,0.016465220600366592,0.0
8,0.6991852521896362,False,1.0,REAL_ENV219_00001_003_05,ok,0.0,0.013513000681996346,0.013513000681996346,0.0
15,0.6967798471450806,False,1.0,REAL_ENV219_00001_003_05,ok,0.0,0.012855831533670425,0.012855831533670425,0.0
23,0.7490212917327881,False,1.0,REAL_ENV219_00001_003_05,ok,0.0,0.015087559819221497,0.015087559819221497,0.0
0,0.6164287328720093,True,0.9155686497688293,BLENDER_CON001_00843,ok,0.0,0.0008350153802894056,0.0008350153802894056,0.0
8,0.5965425968170166,True,0.913950502872467,BLENDER_CON001_00843,ok,0.0,0.0007700139540247619,0.0007700141286477447,-1.7462298274040222e-10
15,0.5994696617126465,True,0.9242215752601624,BLENDER_CON001_00843,ok,0.0,0.0007961007650010288,0.0007961007650010288,0.0
23,0.6018341779708862,True,0.9242613911628723,BLENDER_CON001_00843,ok,0.0,0.0008046794100664556,0.0008046795264817774,-1.1641532182693481e-10
0,0.17803829908370972,True,0.22469252347946167,BLENDER_CON001_00756,ok,0.0,4.7990357415983453e-05,4.7990357415983453e-05,0.0
8,0.17877162992954254,True,0.22532078623771667,BLENDER_CON001_00756,ok,0.0,4.815856664208695e-05,4.815856664208695e-05,0.0
15,0.17830854654312134,True,0.22532431781291962,BLENDER_CON001_00756,ok,0.0,4.815155625692569e-05,4.8151559894904494e-05,-3.637978807091713e-12
23,0.1784549355506897,True,0.22538363933563232,BLENDER_CON001_00756,ok,0.0,4.816423825104721e-05,4.816423825104721e-05,0.0
