split,row_id,source_group,mp4_path,runner_winner_path,frame_count,status,ok
train,pseudo_train_0010_BLENDER_DESERT004__exp45_pair010__s8__f6,BLENDER_DESERT004,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed8_2026092784/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0010_BLENDER_DESERT004__exp45_pair010__s8__f6,17,reused,True
train,pseudo_train_0011_BLENDER_FOREST026__exp45_pair000__s4__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed4_2026118662/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0011_BLENDER_FOREST026__exp45_pair000__s4__f2,17,reused,True
train,pseudo_train_0012_BLENDER_FOREST026__exp45_pair001__s4__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed4_2026118662/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0012_BLENDER_FOREST026__exp45_pair001__s4__f0,17,reused,True
train,pseudo_train_0013_BLENDER_FOREST026__exp45_pair002__s1__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed1_2026118659/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0013_BLENDER_FOREST026__exp45_pair002__s1__f2,17,reused,True
train,pseudo_train_0014_BLENDER_FOREST026__exp45_pair003__s1__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed1_2026118659/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0014_BLENDER_FOREST026__exp45_pair003__s1__f0,17,reused,True
train,pseudo_train_0015_BLENDER_FOREST026__exp45_pair004__s6__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed6_2026118664/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0015_BLENDER_FOREST026__exp45_pair004__s6__f2,17,reused,True
train,pseudo_train_0016_BLENDER_FOREST026__exp45_pair005__s6__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed6_2026118664/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0016_BLENDER_FOREST026__exp45_pair005__s6__f0,17,reused,True
train,pseudo_train_0017_BLENDER_FOREST026__exp45_pair006__s3__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed3_2026118661/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0017_BLENDER_FOREST026__exp45_pair006__s3__f2,17,reused,True
train,pseudo_train_0018_BLENDER_FOREST026__exp45_pair007__s3__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed3_2026118661/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0018_BLENDER_FOREST026__exp45_pair007__s3__f0,17,reused,True
train,pseudo_train_0019_BLENDER_FOREST026__exp45_pair008__s5__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed5_2026118663/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0019_BLENDER_FOREST026__exp45_pair008__s5__f2,17,reused,True
train,pseudo_train_0020_BLENDER_FOREST026__exp45_pair009__s5__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed5_2026118663/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0020_BLENDER_FOREST026__exp45_pair009__s5__f0,17,reused,True
train,pseudo_train_0021_BLENDER_FOREST026__exp45_pair010__s7__f2,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed7_2026118665/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0021_BLENDER_FOREST026__exp45_pair010__s7__f2,17,reused,True
train,pseudo_train_0022_BLENDER_FOREST026__exp45_pair011__s7__f0,BLENDER_FOREST026,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed7_2026118665/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0022_BLENDER_FOREST026__exp45_pair011__s7__f0,17,reused,True
train,pseudo_train_0023_BLENDER_GRASS001__exp45_pair000__s0__f5,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed0_2026110485/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0023_BLENDER_GRASS001__exp45_pair000__s0__f5,17,reused,True
train,pseudo_train_0024_BLENDER_GRASS001__exp45_pair001__s0__f4,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed0_2026110485/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0024_BLENDER_GRASS001__exp45_pair001__s0__f4,17,reused,True
train,pseudo_train_0025_BLENDER_GRASS001__exp45_pair002__s0__f2,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed0_2026110485/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0025_BLENDER_GRASS001__exp45_pair002__s0__f2,17,reused,True
train,pseudo_train_0026_BLENDER_GRASS001__exp45_pair003__s0__f3,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed0_2026110485/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0026_BLENDER_GRASS001__exp45_pair003__s0__f3,17,reused,True
train,pseudo_train_0027_BLENDER_GRASS001__exp45_pair004__s7__f5,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed7_2026110492/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0027_BLENDER_GRASS001__exp45_pair004__s7__f5,17,reused,True
train,pseudo_train_0028_BLENDER_GRASS001__exp45_pair005__s7__f4,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed7_2026110492/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0028_BLENDER_GRASS001__exp45_pair005__s7__f4,17,reused,True
train,pseudo_train_0029_BLENDER_GRASS001__exp45_pair006__s7__f2,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed7_2026110492/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0029_BLENDER_GRASS001__exp45_pair006__s7__f2,17,reused,True
train,pseudo_train_0030_BLENDER_GRASS001__exp45_pair007__s7__f3,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed7_2026110492/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0030_BLENDER_GRASS001__exp45_pair007__s7__f3,17,reused,True
train,pseudo_train_0031_BLENDER_GRASS001__exp45_pair008__s1__f5,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed1_2026110486/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0031_BLENDER_GRASS001__exp45_pair008__s1__f5,17,reused,True
train,pseudo_train_0032_BLENDER_GRASS001__exp45_pair009__s1__f4,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed1_2026110486/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0032_BLENDER_GRASS001__exp45_pair009__s1__f4,17,reused,True
train,pseudo_train_0033_BLENDER_GRASS001__exp45_pair010__s1__f2,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed1_2026110486/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0033_BLENDER_GRASS001__exp45_pair010__s1__f2,17,reused,True
train,pseudo_train_0034_BLENDER_GRASS001__exp45_pair011__s1__f3,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed1_2026110486/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0034_BLENDER_GRASS001__exp45_pair011__s1__f3,17,reused,True
train,pseudo_train_0035_BLENDER_GRASS001__exp45_pair012__s6__f5,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed6_2026110491/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0035_BLENDER_GRASS001__exp45_pair012__s6__f5,17,reused,True
train,pseudo_train_0036_BLENDER_GRASS001__exp45_pair013__s6__f4,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed6_2026110491/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0036_BLENDER_GRASS001__exp45_pair013__s6__f4,17,reused,True
train,pseudo_train_0037_BLENDER_GRASS001__exp45_pair014__s6__f2,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed6_2026110491/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0037_BLENDER_GRASS001__exp45_pair014__s6__f2,17,reused,True
train,pseudo_train_0038_BLENDER_GRASS001__exp45_pair015__s6__f3,BLENDER_GRASS001,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_GRASS001/BLENDER_GRASS001_00001/seed6_2026110491/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0038_BLENDER_GRASS001__exp45_pair015__s6__f3,17,reused,True
train,pseudo_train_0039_REAL_ENV080_00003__exp45_pair000__s8__f1,REAL_ENV080_00003,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/REAL_ENV080_00003/REAL_ENV080_00003_001_01/seed8_2026064437/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0039_REAL_ENV080_00003__exp45_pair000__s8__f1,17,reused,True
train,pseudo_train_0040_REAL_ENV080_00003__exp45_pair001__s8__f5,REAL_ENV080_00003,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/REAL_ENV080_00003/REAL_ENV080_00003_001_01/seed8_2026064437/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0040_REAL_ENV080_00003__exp45_pair001__s8__f5,17,reused,True
train,pseudo_train_0041_REAL_ENV080_00003__exp45_pair002__s8__f11,REAL_ENV080_00003,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/REAL_ENV080_00003/REAL_ENV080_00003_001_01/seed8_2026064437/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0041_REAL_ENV080_00003__exp45_pair002__s8__f11,17,reused,True
train,pseudo_train_0042_REAL_ENV080_00003__exp45_pair003__s8__f0,REAL_ENV080_00003,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/REAL_ENV080_00003/REAL_ENV080_00003_001_01/seed8_2026064437/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0042_REAL_ENV080_00003__exp45_pair003__s8__f0,17,reused,True
train,pseudo_train_0043_REAL_ENV080_00003__exp45_pair004__s8__f10,REAL_ENV080_00003,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/REAL_ENV080_00003/REAL_ENV080_00003_001_01/seed8_2026064437/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/exp46_pseudosuccess_target_frames/train/pseudo_train_0043_REAL_ENV080_00003__exp45_pair004__s8__f10,17,reused,True
