group,member_path,sample_id,type,size,status,reason,output_path
VOR-Train,VOR-Train/BG/REAL_ENV278_00004_001_02.mp4,REAL_ENV278_00004_001_02,file,2399742,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV278_00004_001_02.mp4
VOR-Train,VOR-Train/BG/BLENDER_WAREHOUSE028_00002.mp4,BLENDER_WAREHOUSE028_00002,file,1027886,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/BLENDER_WAREHOUSE028_00002.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_RIVER014_00498.mp4,BLENDER_RIVER014_00498,file,856597,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_RIVER014_00498.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV212_00011_001_01.mp4,REAL_ENV212_00011_001_01,file,1137409,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV212_00011_001_01.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV166_00002_001_02.mp4,REAL_ENV166_00002_001_02,file,1135699,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV166_00002_001_02.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV242_00110_001_04.mp4,REAL_ENV242_00110_001_04,file,3261032,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV242_00110_001_04.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_BEACH030_00003.mp4,BLENDER_BEACH030_00003,file,12770737,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEACH030_00003.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_LAVA001_00001.mp4,BLENDER_LAVA001_00001,file,4214965,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_LAVA001_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV282_00103_003_01.mp4,REAL_ENV282_00103_003_01,file,3557333,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV282_00103_003_01.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4,BLENDER_BEDROOM009_00083,file,261544,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEDROOM009_00083.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_WAREHOUSE005_00005.mp4,BLENDER_WAREHOUSE005_00005,file,5917743,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_WAREHOUSE005_00005.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV251_00004_004_02.mp4,REAL_ENV251_00004_004_02,file,8893517,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV251_00004_004_02.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_FOREST026_00020.mp4,BLENDER_FOREST026_00020,file,907117,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_FOREST026_00020.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_STREET009_00002.mp4,BLENDER_STREET009_00002,file,7804285,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_STREET009_00002.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4,REAL_ENV096_00002_001_05,file,6910288,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV096_00002_001_05.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV097_00001_002_02.mp4,REAL_ENV097_00001_002_02,file,799365,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV097_00001_002_02.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV216_00007_004_03.mp4,REAL_ENV216_00007_004_03,file,483836,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV216_00007_004_03.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_WAREHOUSE024_00004.mp4,BLENDER_WAREHOUSE024_00004,file,299323,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_WAREHOUSE024_00004.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_WAREHOUSE018_00001.mp4,BLENDER_WAREHOUSE018_00001,file,1230154,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_WAREHOUSE018_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV158_00002_005_04.mp4,REAL_ENV158_00002_005_04,file,5239420,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV158_00002_005_04.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV249_00103_004_04.mp4,REAL_ENV249_00103_004_04,file,3352894,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV249_00103_004_04.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV279_00104_003_05.mp4,REAL_ENV279_00104_003_05,file,3693874,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV279_00104_003_05.mp4
VOR-Train,VOR-Train/FG_BG/BLENDER_BEACH036_00001.mp4,BLENDER_BEACH036_00001,file,2228886,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/BLENDER_BEACH036_00001.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4,REAL_ENV026_00001_002_02,file,1341046,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV026_00001_002_02.mp4
VOR-Train,VOR-Train/FG_BG/REAL_ENV156_00012_004_05.mp4,REAL_ENV156_00012_004_05,file,6893252,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV156_00012_004_05.mp4
