group,member_path,sample_id,type,size,status,reason,output_path
VOR-Train,VOR-Train/FG_BG/REAL_ENV104_00001_001_01.mp4,REAL_ENV104_00001_001_01,file,1075419,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train/VOR-Train/FG_BG/REAL_ENV104_00001_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV103_00002_001_02.mp4,REAL_ENV103_00002_001_02,file,512013,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV103_00002_001_02.mp4
VOR-Train-MASK,MASK/REAL_ENV105_00002_001_01.mp4,REAL_ENV105_00002_001_01,file,386639,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV105_00002_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV105_00003_001_01.mp4,REAL_ENV105_00003_001_01,file,347572,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV105_00003_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV104_00001_001_01.mp4,REAL_ENV104_00001_001_01,file,457228,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV104_00001_001_01.mp4
VOR-Train-MASK,MASK/BLENDER_STREET006_00002.mp4,BLENDER_STREET006_00002,file,96569,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/BLENDER_STREET006_00002.mp4
VOR-Train-MASK,MASK/REAL_ENV104_00002_001_01.mp4,REAL_ENV104_00002_001_01,file,338736,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV104_00002_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV103_00003_001_01.mp4,REAL_ENV103_00003_001_01,file,368912,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV103_00003_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV103_00004_001_01.mp4,REAL_ENV103_00004_001_01,file,297757,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV103_00004_001_01.mp4
VOR-Train-MASK,MASK/REAL_ENV104_00003_001_01.mp4,REAL_ENV104_00003_001_01,file,356968,OK,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp30_vor_or_multimodel_minimax/gate64_v3_20260627/extracted_exact/VOR-Train-MASK/MASK/REAL_ENV104_00003_001_01.mp4
