split,sample_id,stream,comparison,n_a,n_b,frames_compared,resolution_a,resolution_b,mae,max_abs,same_hash,first_sha_a,first_sha_b,path_a,path_b
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,raw_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/official_base/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,comp_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/official_base/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,raw_frames,replay_official_base_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/official_base/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,comp_frames,replay_official_base_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/official_base/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,raw_frames,replay_step0_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,2c46fd7d9cd2923bc6c28eee088399df0f7e20de8edaa4fffdff9fe8cad08e74,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,comp_frames,replay_step0_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,raw_frames,replay_step50_vs_existing_step50,49,49,49,720x480,720x480,0.0,0.0,True,3b59b1006c9372edb1c6774dd9facfd4abe8e4f8977ec5e4bd3dec7d7705b21b,3b59b1006c9372edb1c6774dd9facfd4abe8e4f8977ec5e4bd3dec7d7705b21b,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step50/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step50/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,comp_frames,replay_step50_vs_existing_step50,49,49,49,720x480,720x480,0.0,0.0,True,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step50/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step50/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,raw_frames,replay_step2000_vs_existing_step2000,49,49,49,720x480,720x480,0.0,0.0,True,76ee404dfa16ea14fbb5aae8a8bd2f6e2cffc1a87905c79c5dfd55b4d2e317e5,76ee404dfa16ea14fbb5aae8a8bd2f6e2cffc1a87905c79c5dfd55b4d2e317e5,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step2000/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step2000/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
search,vp2_vor_bg_49f_REAL_ENV800_00003_001_02,comp_frames,replay_step2000_vs_existing_step2000,49,49,49,720x480,720x480,0.0,0.0,True,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,d2d7701dbed0c59cd133340f69c57afb7be0171b6d3ec0daebad4194019ed6dd,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/search/step2000/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/search/step2000/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV800_00003_001_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,raw_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,comp_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,raw_frames,replay_official_base_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,comp_frames,replay_official_base_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,raw_frames,replay_step0_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,81a45e381b9ffa0f8e117364966419c465d8d3f152f5cae54a4b9b213d1e6e98,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,comp_frames,replay_step0_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step0/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,raw_frames,replay_step50_vs_existing_step50,49,49,49,720x480,720x480,0.0,0.0,True,caab79d8ce9e69d26adaf1e32af27e9d1d58d2017bc323aa77dc79edd1f85035,caab79d8ce9e69d26adaf1e32af27e9d1d58d2017bc323aa77dc79edd1f85035,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step50/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step50/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,comp_frames,replay_step50_vs_existing_step50,49,49,49,720x480,720x480,0.0,0.0,True,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step50/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step50/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,raw_frames,replay_step2000_vs_existing_step2000,49,49,49,720x480,720x480,0.0,0.0,True,f147320073c0983556b9492fca8284191d8063f9f5784b2f52587536d96d9a66,f147320073c0983556b9492fca8284191d8063f9f5784b2f52587536d96d9a66,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step2000/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step2000/official_generation/raw_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_REAL_ENV109_00002_005_02,comp_frames,replay_step2000_vs_existing_step2000,49,49,49,720x480,720x480,0.0,0.0,True,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,8a129e0ef64f1351b74ba58f333cb1e816017b036e84df4d4090f307d21f5c55,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step2000/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step2000/official_generation/comp_frames/vp2_vor_bg_49f_REAL_ENV109_00002_005_02
shadow,vp2_vor_bg_49f_BLENDER_FOREST015_00002,raw_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,468d0d20b25e847289d126833525328c28749ab77bc3e52f39c3117d36289ba4,468d0d20b25e847289d126833525328c28749ab77bc3e52f39c3117d36289ba4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/raw_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002
shadow,vp2_vor_bg_49f_BLENDER_FOREST015_00002,comp_frames,replay_official_base_vs_replay_step0,49,49,49,720x480,720x480,0.0,0.0,True,8fe7237288863a3f1aae5c55e6ac0e7bad79c055590ba0c2fa36a1884ae18b4e,8fe7237288863a3f1aae5c55e6ac0e7bad79c055590ba0c2fa36a1884ae18b4e,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/comp_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/step0/official_generation/comp_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002
shadow,vp2_vor_bg_49f_BLENDER_FOREST015_00002,raw_frames,replay_official_base_vs_existing_step0,49,49,49,720x480,720x480,0.0,0.0,True,468d0d20b25e847289d126833525328c28749ab77bc3e52f39c3117d36289ba4,468d0d20b25e847289d126833525328c28749ab77bc3e52f39c3117d36289ba4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_base_identity_replay_20260628_091019/shadow/official_base/official_generation/raw_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp31_videopainter_2000step_longrun/exp31_vp2000_eval_step0_50_2000_20260628_032700/shadow/step0/official_generation/raw_frames/vp2_vor_bg_49f_BLENDER_FOREST015_00002
