path,status,exists,is_file,is_dir,size_bytes,sha256,sources
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_search.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/condition_frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_shadow.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/mask_frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_shadow.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/winner_frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_shadow.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed4_2026092780/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed4_2026092780/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed4_2026092780/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed4_2026092780/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_stage2_pseudo_success_train.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed6_2026092782/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed6_2026092782/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed6_2026092782/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed6_2026092782/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed0_2026118658/evidence/midframe_review_sheet.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed0_2026118658/evidence/raw_output.mp4,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed0_2026118658/evidence/temporal_strip_16.jpg,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_FOREST026/BLENDER_FOREST026_00020/seed0_2026118658/frames,missing_in_current_session,False,False,False,,,exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_badnoise_v4_states.jsonl;exp44_pai_minimax_targeted_same_source_mining/manifests/exp44_same_source_pairs_all.jsonl
