abs_path,local_path,kind,exists,size_bytes,file_count,expected_sha256,actual_sha256,source_status,sha_status
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_DESERT004_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_DESERT004_00001/mask_frames,directory,true,54088,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_DESERT004_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_DESERT004_00001/winner_frames,directory,true,4633811,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/condition_frames,directory,true,9691589,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/mask_frames,directory,true,31013,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_FOREST026_00020/winner_frames,directory,true,9682978,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/condition_frames,directory,true,6879464,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/mask_frames,directory,true,30367,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/BLENDER_MOUNTAIN002_00001/winner_frames,directory,true,6777173,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/condition_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/condition_frames,directory,true,5246629,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/mask_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/mask_frames,directory,true,23706,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/winner_frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp40_minimax_psnr_safe_rescue/localdpo_v3_refs_exact_v3_20260629_042425/outputs/materialized_17f_512/sources/REAL_ENV097_00001_002_02/winner_frames,directory,true,5174446,17,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/midframe_review_sheet.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/midframe_review_sheet.jpg,file,true,230791,0,ba20027bab89add0a5ba542a53b781dfd716452e998d1a8aa1ae770aac097bce,ba20027bab89add0a5ba542a53b781dfd716452e998d1a8aa1ae770aac097bce,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/raw_output.mp4,file,true,54214,0,15481a48561d45f1fc80cc5871b97ffe317aae066dd0e1985ccfdf4c397176ee,15481a48561d45f1fc80cc5871b97ffe317aae066dd0e1985ccfdf4c397176ee,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/evidence/temporal_strip_16.jpg,file,true,772785,0,9381fc93d502c07cea56e7455c38ff15f3332ff096b4a61e84e213bae31fe81b,9381fc93d502c07cea56e7455c38ff15f3332ff096b4a61e84e213bae31fe81b,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed0_2026092776/frames,directory,true,1458985,5,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/midframe_review_sheet.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/midframe_review_sheet.jpg,file,true,230531,0,382819263166d9732055fde9a626a209f57a4aa52a6c3b8ae1034c45b5ac7bd0,382819263166d9732055fde9a626a209f57a4aa52a6c3b8ae1034c45b5ac7bd0,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/raw_output.mp4,file,true,53894,0,76a93ce0681757c713add392ad9f2eb79331048185f3ea048c8cbc1b9397b63f,76a93ce0681757c713add392ad9f2eb79331048185f3ea048c8cbc1b9397b63f,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/evidence/temporal_strip_16.jpg,file,true,771999,0,507f945b69ecf6ffa3c4367ec2c938f6065b707cc13c66a5667e4f5976f902d8,507f945b69ecf6ffa3c4367ec2c938f6065b707cc13c66a5667e4f5976f902d8,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed10_2026092786/frames,directory,true,0,0,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/midframe_review_sheet.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/midframe_review_sheet.jpg,file,true,230765,0,fca6bd20f783325cc7eee2e5bb5a01200566d85bf6d6d6d64347ebfd9f93db1f,fca6bd20f783325cc7eee2e5bb5a01200566d85bf6d6d6d64347ebfd9f93db1f,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/raw_output.mp4,file,true,54528,0,50c53f9f41db8878ba43b70e245b3da628ab0e0f364c2daf5299878dee7b471e,50c53f9f41db8878ba43b70e245b3da628ab0e0f364c2daf5299878dee7b471e,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/evidence/temporal_strip_16.jpg,file,true,772991,0,f85fdb7af8a1665ee0d480cc51a67788b03f7a8229d55217c6b5361b41fb097f,f85fdb7af8a1665ee0d480cc51a67788b03f7a8229d55217c6b5361b41fb097f,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed11_2026092787/frames,directory,true,0,0,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/midframe_review_sheet.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/midframe_review_sheet.jpg,file,true,230894,0,1947dbfe9d72213497a9bfbd56c956c5d25d9e3435db1306ea7d3ef1b54f9560,1947dbfe9d72213497a9bfbd56c956c5d25d9e3435db1306ea7d3ef1b54f9560,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/raw_output.mp4,file,true,54381,0,45a31977d3b35a17265e66f9d9913e24431cf6602dbcb518b485c5bd260cd298,45a31977d3b35a17265e66f9d9913e24431cf6602dbcb518b485c5bd260cd298,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/evidence/temporal_strip_16.jpg,file,true,772982,0,5d8b9b876f91b1ccd12ee86b30bb218a6a1994b246caa58deb4e70e8a0c3cbaf,5d8b9b876f91b1ccd12ee86b30bb218a6a1994b246caa58deb4e70e8a0c3cbaf,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/frames,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed1_2026092777/frames,directory,true,0,0,NA,NA,directory_ready_sha256_not_applicable,directory_ready_sha256_not_applicable
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/midframe_review_sheet.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/midframe_review_sheet.jpg,file,true,230943,0,e1edff6392eca190ddb9411115d5c3141b4e24e646ac1a356d0d6bf79ce7eb66,e1edff6392eca190ddb9411115d5c3141b4e24e646ac1a356d0d6bf79ce7eb66,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/raw_output.mp4,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/raw_output.mp4,file,true,54883,0,6eddfdf932c015ae558a389c5508f04cfc6d93165e4e1cde31460af1a69bd19d,6eddfdf932c015ae558a389c5508f04cfc6d93165e4e1cde31460af1a69bd19d,file_ready,match
/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/temporal_strip_16.jpg,/home/nvme01/H20_Video_inpainting_DPO/data/h20_mirror/minimax/pai_abs/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp44_pai_minimax_targeted_same_source_mining/targeted_mining_20260629_161742/candidates/BLENDER_DESERT004/BLENDER_DESERT004_00001/seed2_2026092778/evidence/temporal_strip_16.jpg,file,true,773255,0,61e97db6ca58cd5ba71d081f8a7d198f01f614528b2c5a267f9112977c9566b4,61e97db6ca58cd5ba71d081f8a7d198f01f614528b2c5a267f9112977c9566b4,file_ready,match
