sample_id,status,num_frames,flow_conf_mean,flow_conf_p10,flow_conf_p50,flow_conf_p90,valid_flow_ratio,mean_flow_magnitude,forward_backward_error,failure_reason
youtubevos_000016_01c4cb5ffe,ok,16,0.10748524963855743,0.0,3.5284471471829104e-20,0.48534253239631653,0.2574845679012346,41.15187072753906,24.905336380004883,
youtubevos_000017_01c76f0a82,ok,16,0.48763588070869446,0.0,0.6194689571857452,0.9119260907173157,0.6942116769547325,11.609137535095215,2.0143134593963623,
youtubevos_000018_01c783268c,ok,16,0.17575253546237946,0.0,3.021274915226968e-05,0.669690203666687,0.37272055041152263,16.425914764404297,10.530462265014648,
youtubevos_000019_01e64dd36a,ok,16,0.4933127462863922,0.0,0.6979857981204987,0.9460595369338989,0.6141840277777778,11.315874099731445,6.44020938873291,
youtubevos_000020_01ed275c6e,ok,16,0.5823081135749817,0.0,0.7967603504657745,0.9534911692142487,0.7039801954732511,2.6918835639953613,0.42290830612182617,
youtubevos_000021_01ff60d1fa,ok,16,0.7272581458091736,0.0,0.9215723872184753,0.9736467719078064,0.7866042952674898,0.48991715908050537,0.10211049020290375,
youtubevos_000022_020cd28cd2,ok,16,0.14549292623996735,0.0,6.475517147919163e-05,0.5867877662181854,0.34296424897119343,46.35845184326172,14.93436050415039,
youtubevos_000023_02264db755,ok,16,0.41684234142303467,0.0,0.3104650378227234,0.9385114550590515,0.5969405864197531,4.324602127075195,2.4051923751831055,
youtubevos_000024_0248626d9a,ok,16,0.3089205324649811,0.0,0.22208312153816223,0.7709850668907166,0.5963515946502057,10.772668838500977,2.1929657459259033,
youtubevos_000025_02668dbffa,ok,16,0.6906488537788391,0.0,0.9246456623077393,0.9746599316596984,0.743912037037037,0.4591924548149109,0.11483391374349594,
youtubevos_000026_0274193026,ok,16,0.25152045488357544,0.0,0.038266779854893684,0.7328310549259187,0.4939769804526749,19.786596298217773,9.987780570983887,
youtubevos_000027_02d28375aa,ok,16,0.6351670026779175,0.0,0.8706969320774078,0.9616025686264038,0.7237712191358024,3.561846971511841,0.4777534306049347,
youtubevos_000028_031ccc99b1,ok,16,0.4672434329986572,0.0,0.5499560236930847,0.9190899908542634,0.6941222993827161,3.6568384170532227,1.455436110496521,
youtubevos_000029_0321b18c10,ok,16,0.5594482421875,0.0,0.8115191459655762,0.9531707167625427,0.6676273148148149,13.36370849609375,5.2871413230896,
youtubevos_000030_0348a45bca,ok,16,0.4732643663883209,0.0,0.5673307776451111,0.8861859738826752,0.7258783436213991,3.6189582347869873,1.0948588848114014,
youtubevos_000031_0355e92655,ok,16,0.22041186690330505,0.0,0.0008397730416618288,0.812201863527298,0.3786811985596708,9.357576370239258,7.654696464538574,
youtubevos_000032_0358b938c1,ok,16,0.29037392139434814,0.0,0.02727412898093462,0.8615377604961395,0.47981802983539096,30.022489547729492,9.056565284729004,
youtubevos_000033_0368107cf1,ok,16,0.4805900454521179,0.0,0.6472848355770111,0.9187391400337219,0.6368344907407407,7.273151397705078,1.335753321647644,
youtubevos_000034_0379ddf557,ok,16,0.15691187977790833,0.0,7.7147271326794e-07,0.6313205659389498,0.3398874742798354,21.172069549560547,14.693227767944336,
youtubevos_000035_038b2cc71d,ok,16,0.2653009593486786,0.0,0.03831968829035759,0.7686007618904114,0.4928909465020576,60.064849853515625,22.69513702392578,
youtubevos_000036_038c15a5dd,ok,16,0.5943686366081238,0.0,0.7817327976226807,0.9340005040168762,0.7497061471193416,1.2536441087722778,0.4557364881038666,
youtubevos_000037_03a06cc98a,ok,16,0.6588418483734131,0.0,0.8832867443561554,0.9630705118179321,0.7468582818930041,8.071510314941406,0.8474720120429993,
youtubevos_000038_03a63e187f,ok,16,0.7024235725402832,0.0,0.9157059192657471,0.9681968748569488,0.7594740226337449,0.06895817071199417,0.10767558217048645,
youtubevos_000039_03c95b4dae,ok,16,0.6523609757423401,0.0,0.8893921673297882,0.9658761084079742,0.7380163323045268,5.527846813201904,0.536527693271637,
youtubevos_000040_03e2b57b0e,ok,16,0.683064341545105,0.0,0.9188302457332611,0.972403061389923,0.7435731738683128,2.2902140617370605,0.1977999359369278,
youtubevos_000041_04194e1248,ok,16,0.4717470407485962,0.0,0.5588251054286957,0.8931966245174409,0.7163837448559671,5.287725925445557,3.9243597984313965,
youtubevos_000042_04259896e2,ok,16,0.4048956632614136,0.0,0.4089786112308502,0.9072910070419311,0.5825861625514404,19.473875045776367,4.572120189666748,
youtubevos_000043_0444918a5f,ok,16,0.4407851994037628,0.0,0.5199423730373383,0.9026786923408509,0.6364621913580247,6.870309829711914,1.300346851348877,
youtubevos_000044_04460a7a52,ok,16,0.415792316198349,0.0,0.37237975001335144,0.9238238990306855,0.6128845164609054,6.493056297302246,1.6915156841278076,
youtubevos_000045_04474174a4,ok,16,0.6864981055259705,0.0,0.927044689655304,0.9765421211719513,0.7353298611111111,2.2373034954071045,0.1666441559791565,
youtubevos_000046_0450095513,ok,16,0.6504254937171936,0.0,0.8504684567451477,0.953684514760971,0.7649311985596707,3.8883957862854004,0.41169503331184387,
youtubevos_000047_045f00aed2,ok,16,0.5080164670944214,0.0,0.703430563211441,0.932437002658844,0.6653208590534979,8.401473999023438,1.7896137237548828,
youtubevos_000048_04667fabaa,ok,16,0.43632060289382935,0.0,0.43721720576286316,0.9052923500537873,0.7120074588477366,5.625685214996338,1.244333028793335,
youtubevos_000049_04735c5030,ok,16,0.3789645731449127,0.0,0.3625519871711731,0.8697250187397003,0.6002359825102881,16.234792709350586,4.858518600463867,
youtubevos_000050_04990d1915,ok,16,0.36778929829597473,0.0,0.32991740107536316,0.8489524841308593,0.6358442644032922,14.780861854553223,4.85434627532959,
youtubevos_000051_04d62d9d98,ok,16,0.46436184644699097,0.0,0.6113250255584717,0.9249573349952698,0.6102739197530864,27.635095596313477,6.420644760131836,
youtubevos_000052_04f21da964,ok,16,0.6312982439994812,0.0,0.8560346364974976,0.9583761811256408,0.7405819187242798,0.9409778714179993,0.26065319776535034,
youtubevos_000053_04fbad476e,ok,16,0.4932754933834076,0.0,0.6512672007083893,0.9038305938243866,0.6773334619341563,6.817699909210205,1.2077540159225464,
youtubevos_000054_04fe256562,ok,16,0.651300847530365,0.0,0.912105143070221,0.9700599372386932,0.7013914609053498,0.16399121284484863,0.07497185468673706,
youtubevos_000055_0503bf89c9,ok,16,0.5702137351036072,0.0,0.7768533825874329,0.942133367061615,0.7042695473251028,5.743995189666748,0.7054481506347656,
youtubevos_000056_0536c9eed0,ok,16,0.37617576122283936,0.0,0.3248678743839264,0.8772432863712311,0.5772003600823046,21.302087783813477,5.290243148803711,
youtubevos_000057_054acb238f,ok,16,0.09063322097063065,0.0,0.0,0.43859936296939916,0.19607767489711933,3.6454074382781982,3.5761172771453857,
youtubevos_000058_05579ca250,ok,16,0.09512719511985779,0.0,1.3081944416626357e-08,0.41559782624244723,0.24983989197530865,13.136446952819824,13.14897632598877,
youtubevos_000059_056c200404,ok,16,0.4243934452533722,0.0,0.48702678084373474,0.8909374713897706,0.6362390689300411,17.019432067871094,2.784926414489746,
youtubevos_000060_05774f3a2c,ok,16,0.574869692325592,0.0,0.8439503610134125,0.9660709500312805,0.6982220936213992,0.4175419509410858,0.2608674466609955,
youtubevos_000061_058a7592c8,ok,16,0.3955581784248352,0.0,0.42966505885124207,0.8403926610946655,0.6607323816872428,8.517616271972656,1.9338420629501343,
youtubevos_000062_05a0a513df,ok,16,0.6235042810440063,0.0,0.8286956250667572,0.9524716198444366,0.7416679526748972,0.9074369072914124,0.25172537565231323,
youtubevos_000063_05a569d8aa,ok,16,0.0589347742497921,0.0,1.10079998449919e-07,0.2281042680144312,0.21696180555555555,24.324234008789062,15.27945327758789,
youtubevos_000064_05aa652648,ok,16,0.4861874580383301,0.0,0.5886052250862122,0.9069054901599884,0.7053819444444445,2.7677595615386963,0.6531333923339844,
youtubevos_000065_05d7715782,ok,16,0.46907150745391846,0.0,0.5631306767463684,0.8794789910316467,0.7296109825102881,3.9752037525177,0.737325131893158,
youtubevos_000066_05e0b0f28f,ok,16,0.6195300221443176,0.0,0.8631937205791473,0.9648268222808838,0.7174839248971193,3.123119831085205,0.4892794191837311,
youtubevos_000067_05ffcfed85,ok,16,0.5460962653160095,0.0,0.7123973369598389,0.9533334374427795,0.7143158436213992,8.31326675415039,1.5142096281051636,
youtubevos_000068_0630391881,ok,16,0.6018176078796387,0.0,0.8395316004753113,0.9488203525543213,0.7053793724279835,0.9122180342674255,0.5640559196472168,
youtubevos_000069_06840b2bbe,ok,16,0.39212822914123535,0.0,0.40640340745449066,0.8669667541980743,0.6158108281893004,8.31785774230957,2.398468255996704,
youtubevos_000070_068f7dce6f,ok,16,0.6836230158805847,0.0,0.9175334572792053,0.9732653498649597,0.7416480195473251,1.2794005870819092,0.14771896600723267,
youtubevos_000071_0693719753,ok,16,0.6347994804382324,0.0,0.8826932907104492,0.9687303364276886,0.7258243312757202,1.463082194328308,0.3783937692642212,
youtubevos_000072_06ce2b51fb,ok,16,0.21550211310386658,0.0,0.02523739542812109,0.7582426548004153,0.46121913580246915,17.11865234375,5.962279319763184,
youtubevos_000073_06e224798e,ok,16,0.5696614980697632,0.0,0.8142859637737274,0.952384352684021,0.6680446244855968,3.491241693496704,0.7814658880233765,
youtubevos_000074_06ee361788,ok,16,0.42316359281539917,0.0,0.4581269472837448,0.9024733364582062,0.6404777520576131,5.097291946411133,1.4217004776000977,
youtubevos_000075_06fbb3fa2c,ok,16,0.5853968858718872,0.0,0.8409015536308289,0.9623936593532563,0.6942084619341564,0.6326479911804199,0.26371151208877563,
youtubevos_000076_0700264286,ok,16,0.617199182510376,0.0,0.8621769845485687,0.9600901782512665,0.7142734053497942,4.330259323120117,0.5957707762718201,
youtubevos_000077_070c918ca7,ok,16,0.584827184677124,0.0,0.7366518080234528,0.9517880141735077,0.7558957047325103,1.2324388027191162,0.3493204712867737,
youtubevos_000078_07129e14a4,ok,16,0.5560347437858582,0.0,0.7383549213409424,0.9296861946582794,0.7221624228395062,2.633521795272827,0.7565701603889465,
youtubevos_000079_07177017e9,ok,16,0.1554497331380844,0.0,2.2035060442959775e-09,0.6694042086601257,0.2938368055555556,19.093595504760742,18.454011917114258,
youtubevos_000080_07238ffc58,ok,16,0.5650410056114197,0.0,0.8189273178577423,0.9538093984127045,0.689320987654321,4.002833843231201,1.767946720123291,
youtubevos_000081_07353b2a89,ok,16,0.38309574127197266,0.0,0.12631383538246155,0.9135999083518982,0.5132201646090535,22.422468185424805,9.719383239746094,
youtubevos_000082_0738493cbf,ok,16,0.5008576512336731,0.0,0.6202482283115387,0.9277366518974305,0.7182709619341564,3.191084384918213,0.935305655002594,
youtubevos_000083_075926c651,ok,16,0.37915557622909546,0.0,0.42022205889225006,0.8079026520252228,0.6481912294238683,6.702971458435059,2.0365071296691895,
youtubevos_000084_075c701292,ok,16,0.5241411328315735,0.0,0.6505246460437775,0.93388552069664,0.7386837705761317,2.3023123741149902,0.551285445690155,
youtubevos_000085_0762ea9a30,ok,16,0.5648481249809265,0.0,0.7954636216163635,0.950964879989624,0.7021103395061729,1.1733288764953613,0.5706040859222412,
youtubevos_000086_07652ee4af,ok,16,0.1514473259449005,0.0,5.264613264444051e-06,0.676423054933548,0.29913901748971194,13.34460735321045,11.952448844909668,
youtubevos_000087_076f206928,ok,16,0.2242719978094101,0.0,5.4452012343553235e-11,0.8006959080696108,0.3795576131687243,46.961204528808594,29.326045989990234,
youtubevos_000088_077d32af19,ok,16,0.664187490940094,0.0,0.8958953022956848,0.9664700210094452,0.7372427983539095,1.883779764175415,0.25044921040534973,
youtubevos_000089_079049275c,ok,16,0.40580523014068604,0.0,0.30602696537971497,0.9226775527000428,0.5625295781893004,21.97001075744629,8.84186840057373,
youtubevos_000090_07913cdda7,ok,16,0.5299580097198486,0.0,0.7166115045547485,0.9223781228065491,0.6977109053497942,13.170695304870605,1.8974566459655762,
youtubevos_000091_07a11a35e8,ok,16,0.6414002180099487,0.0,0.9004716873168945,0.9687354147434235,0.7090727880658436,2.490504264831543,0.29371020197868347,
youtubevos_000092_07ac33b6df,ok,16,0.6698752045631409,0.0,0.9121147990226746,0.9725470542907715,0.7392856224279836,0.5536247491836548,0.16806615889072418,
youtubevos_000093_07c62c3d11,ok,16,0.6819730401039124,0.0,0.9047281444072723,0.9705815374851227,0.7527218364197531,5.04970645904541,0.6193742156028748,
youtubevos_000094_07cc1c7d74,ok,16,0.5397722125053406,0.0,0.7351977527141571,0.940589189529419,0.6887114197530865,8.691003799438477,1.3493856191635132,
youtubevos_000095_080196ef01,ok,16,0.4962879419326782,0.0,0.6290106475353241,0.9067067623138428,0.704911908436214,1.1433966159820557,0.5677606463432312,
youtubevos_000096_081207976e,ok,16,0.4312190115451813,0.0,0.5043951272964478,0.8944572448730469,0.6348090277777778,6.422028541564941,1.5179924964904785,
youtubevos_000097_081ae4fa44,ok,16,0.4667452871799469,0.0,0.5302894711494446,0.9215384125709534,0.6814782664609054,7.83140230178833,1.2849400043487549,
youtubevos_000098_081d8250cb,ok,16,0.6204800605773926,0.0,0.8356141448020935,0.9487414419651031,0.7299871399176955,9.039566993713379,0.890827476978302,
youtubevos_000099_082900c5d4,ok,16,0.3753100037574768,0.0,0.29523909091949463,0.8506844162940979,0.6539814814814815,10.01648998260498,2.0858311653137207,
