split,sample_id,source_group,comparison_strip,step0_output,step10_output,frames_reviewed,classification,reason
train16,BLENDER_MOUNTAIN009_00001,BLENDER_MOUNTAIN009,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_MOUNTAIN009_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_MOUNTAIN009_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_MOUNTAIN009_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.001169, boundary_psnr=-0.003415, full_psnr=+0.040584."
train16,BLENDER_OFFICE003_00001,BLENDER_OFFICE003,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_OFFICE003_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_OFFICE003_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_OFFICE003_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.006161, boundary_psnr=+0.004276, full_psnr=+0.011587."
train16,BLENDER_SCHOOL004_00001,BLENDER_SCHOOL004,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_SCHOOL004_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_SCHOOL004_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_SCHOOL004_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.027093, boundary_psnr=+0.027143, full_psnr=+0.057682."
train16,BLENDER_RIVER006_00001,BLENDER_RIVER006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER006_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER006_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER006_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.012751, boundary_psnr=+0.023996, full_psnr=+0.024014."
train16,BLENDER_STREET001_00001,BLENDER_STREET001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_STREET001_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_STREET001_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_STREET001_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.020887, boundary_psnr=+0.032336, full_psnr=+0.113897."
train16,BLENDER_RIVER012_00001,BLENDER_RIVER012,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER012_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER012_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/train16/BLENDER_RIVER012_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.005520, boundary_psnr=+0.014649, full_psnr=+0.025904."
heldout16,BLENDER_RIVER016_00001,BLENDER_RIVER016,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_RIVER016_00001/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_RIVER016_00001/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_RIVER016_00001/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.008863, boundary_psnr=-0.007126, full_psnr=+0.007078."
heldout16,BLENDER_STREET006_00002,BLENDER_STREET006,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_STREET006_00002/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_STREET006_00002/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/BLENDER_STREET006_00002/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.004324, boundary_psnr=+0.004675, full_psnr=+0.003208."
heldout16,REAL_ENV087_00002_001_01,REAL_ENV087_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV087_00002_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.008057, boundary_psnr=+0.006909, full_psnr=+0.008707."
heldout16,REAL_ENV103_00001_001_01,REAL_ENV103_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00001_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.000425, boundary_psnr=-0.021536, full_psnr=+0.002764."
heldout16,REAL_ENV089_00001_001_01,REAL_ENV089_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV089_00001_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.007762, boundary_psnr=-0.009321, full_psnr=-0.010525."
heldout16,REAL_ENV103_00002_001_02,REAL_ENV103_00002,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00002_001_02/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.005788, boundary_psnr=-0.024473, full_psnr=-0.010378."
heldout16,REAL_ENV091_00001_001_01,REAL_ENV091_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV091_00001_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.022951, boundary_psnr=-0.030970, full_psnr=-0.041693."
heldout16,REAL_ENV103_00003_001_01,REAL_ENV103_00003,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00003_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.006373, boundary_psnr=-0.010416, full_psnr=-0.010735."
heldout16,REAL_ENV093_00001_001_01,REAL_ENV093_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV093_00001_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.006570, boundary_psnr=+0.007129, full_psnr=+0.010361."
heldout16,REAL_ENV103_00004_001_01,REAL_ENV103_00004,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV103_00004_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=-0.000095, boundary_psnr=-0.019950, full_psnr=-0.008529."
heldout16,REAL_ENV095_00001_001_01,REAL_ENV095_00001,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/step0_vs_step10_strip_16.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/step0/evidence/raw_output.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp37_minimax_localdpo_badnoise_rescue/train_vs_heldout_20260628/outputs/heldout16/REAL_ENV095_00001_001_01/step10/evidence/raw_output.mp4,all 17 strip frames plus diff column; sampled individual full-resolution strips for best/worst metric rows,TIE_NO_VISIBLE_CHANGE,"Codex visual review found Step0 and Step10 visually indistinguishable; diff column is near black and no local object/effect improvement is visible. metric deltas: mask_psnr=+0.005693, boundary_psnr=+0.006216, full_psnr=+0.005289."
