adapter_loss,finite,lambda_abs_diff,lambda_adapter,lambda_lt_1,lambda_official,lose_gap,loser_policy_mse,loser_ref_mse,loss_abs_diff,official_loss,output_grad_cosine,param_grad_json,row_index,sample_id,state,timestep,win_gap,winner_policy_mse,winner_ref_mse
-0.12328103184700012,True,0.0,1.0,False,1.0,0.0,0.16412076354026794,0.16412076354026794,0.0,-0.12328103184700012,1.0,"{""unet.conv_in.bias"": 0.036507271230220795, ""unet.conv_in.weight"": 0.029487451538443565, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.011303642764687538, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.008618289604783058, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.011547592468559742, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.018787158653140068, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0028867635410279036, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0014845619443804026}",2,youtubevos_000002_0044fa5fba,S0,500,0.0,0.04083974286913872,0.04083974286913872
-0.02133667841553688,True,0.0,1.0,False,1.0,0.0,0.0297799464315176,0.0297799464315176,0.0,-0.02133667841553688,0.9999999403953552,"{""unet.conv_in.bias"": 0.007028764113783836, ""unet.conv_in.weight"": 0.006329888477921486, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.003167170099914074, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.002111998153850436, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0032233481761068106, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.0051992726512253284, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.000777101085986942, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0004031070857308805}",2,youtubevos_000002_0044fa5fba,S0,750,0.0,0.008443268947303295,0.008443268947303295
-0.14942964911460876,True,0.0,0.95703125,True,0.95703125,0.0,0.39501631259918213,0.39501631259918213,0.0,-0.14942964911460876,1.0000001192092896,"{""unet.conv_in.bias"": 0.02612346224486828, ""unet.conv_in.weight"": 0.10741949081420898, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.020114712417125702, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.014928163029253483, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.02453034557402134, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.05971686169505119, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.008088252507150173, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.005491229239851236}",3,youtubevos_000003_005a527edd,S0,50,0.0,0.22861330211162567,0.22861330211162567
-0.08784458786249161,True,0.0,1.0,False,1.0,0.0,0.18133388459682465,0.18133388459682465,0.0,-0.08784458786249161,0.9999999403953552,"{""unet.conv_in.bias"": 0.02992800809442997, ""unet.conv_in.weight"": 0.08945340663194656, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.008623501285910606, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.006073253694921732, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.010759495198726654, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.02106057107448578, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0034647986758500338, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.002499922411516309}",3,youtubevos_000003_005a527edd,S0,250,0.0,0.09348928928375244,0.09348928928375244
-0.019907772541046143,True,0.0,1.0,False,1.0,0.0,0.052194416522979736,0.052194416522979736,0.0,-0.019907772541046143,0.9999998807907104,"{""unet.conv_in.bias"": 0.01002891082316637, ""unet.conv_in.weight"": 0.022364994511008263, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0037048880476504564, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.0025769085623323917, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0038518903311342, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.006546192802488804, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.001083105569705367, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0007950692670419812}",3,youtubevos_000003_005a527edd,S0,500,0.0,0.032286643981933594,0.032286643981933594
-0.003308746498078108,True,0.0,1.0,False,1.0,0.0,0.010724591091275215,0.010724591091275215,0.0,-0.003308746498078108,1.0000001192092896,"{""unet.conv_in.bias"": 0.002455824287608266, ""unet.conv_in.weight"": 0.005097135901451111, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.001218214863911271, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.0008084774599410594, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0013515488244593143, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.0026164036244153976, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.00038072382449172437, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0002395521878497675}",3,youtubevos_000003_005a527edd,S0,750,0.0,0.007415845058858395,0.007415845058858395
-1.0516101121902466,True,0.0,0.96875,True,0.96875,0.0,1.2603362798690796,1.2603362798690796,0.0,-1.0516101121902466,1.0,"{""unet.conv_in.bias"": 0.08743858337402344, ""unet.conv_in.weight"": 0.17405182123184204, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0726151168346405, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.044935811311006546, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0813494399189949, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.16408014297485352, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.023609574884176254, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.014948645606637001}",4,youtubevos_000004_0065b171f9,S0,50,0.0,0.16934065520763397,0.16934065520763397
-0.7662221193313599,True,0.0,1.0,False,1.0,0.0,0.8293790817260742,0.8293790817260742,0.0,-0.7662221193313599,1.0,"{""unet.conv_in.bias"": 0.11988114565610886, ""unet.conv_in.weight"": 0.19375120103359222, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.07454738765954971, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.052874498069286346, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0905524492263794, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.15222875773906708, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.024845633655786514, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.01522059179842472}",4,youtubevos_000004_0065b171f9,S0,250,0.0,0.06315700709819794,0.06315700709819794
-0.2649662494659424,True,0.0,1.0,False,1.0,0.0,0.287404328584671,0.287404328584671,0.0,-0.2649662494659424,0.9999998807907104,"{""unet.conv_in.bias"": 0.08460228145122528, ""unet.conv_in.weight"": 0.09186097979545593, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.023066915571689606, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.016292765736579895, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.02249985747039318, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.03444090113043785, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.005833422299474478, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.002717456314712763}",4,youtubevos_000004_0065b171f9,S0,500,0.0,0.02243804931640625,0.02243804931640625
-0.047068871557712555,True,0.0,1.0,False,1.0,0.0,0.05293012782931328,0.05293012782931328,0.0,-0.047068871557712555,1.0,"{""unet.conv_in.bias"": 0.01319244597107172, ""unet.conv_in.weight"": 0.014874769374728203, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0051857708021998405, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.0038274861872196198, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.005292845424264669, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.009119439870119095, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0012721187667921185, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0005538334371522069}",4,youtubevos_000004_0065b171f9,S0,750,0.0,0.005861255805939436,0.005861255805939436
-0.6755817532539368,True,0.0,0.984375,True,0.984375,0.0,0.8767422437667847,0.8767422437667847,0.0,-0.6755817532539368,1.0,"{""unet.conv_in.bias"": 0.08297053724527359, ""unet.conv_in.weight"": 0.10719717293977737, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.06393526494503021, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.04240958392620087, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0735565647482872, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.14043231308460236, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.021516943350434303, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.014192450791597366}",5,youtubevos_000005_00917dcfc4,S0,50,0.0,0.18746137619018555,0.18746137619018555
-0.3657070994377136,True,0.0,1.0,False,1.0,0.0,0.4413478374481201,0.4413478374481201,0.0,-0.3657070994377136,1.0000001192092896,"{""unet.conv_in.bias"": 0.07533667236566544, ""unet.conv_in.weight"": 0.07434007525444031, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.035220012068748474, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.02587266080081463, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.04249284788966179, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.07375073432922363, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.011346227489411831, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.006848089396953583}",5,youtubevos_000005_00917dcfc4,S0,250,0.0,0.07564075291156769,0.07564075291156769
-0.12284386903047562,True,0.0,1.0,False,1.0,0.0,0.14972154796123505,0.14972154796123505,0.0,-0.12284386903047562,0.9999999403953552,"{""unet.conv_in.bias"": 0.03812578320503235, ""unet.conv_in.weight"": 0.03307965397834778, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.012727286666631699, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.00900266133248806, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.012991075403988361, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.022283894941210747, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0032633619848638773, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.001483950181864202}",5,youtubevos_000005_00917dcfc4,S0,500,0.0,0.02687767520546913,0.02687767520546913
-0.022120606154203415,True,0.0,1.0,False,1.0,0.0,0.02830659970641136,0.02830659970641136,0.0,-0.022120606154203415,1.0,"{""unet.conv_in.bias"": 0.007180521264672279, ""unet.conv_in.weight"": 0.007245359476655722, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0029911412857472897, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.002090145368129015, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0029907599091529846, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.004864135757088661, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0007423954084515572, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0003151829878333956}",5,youtubevos_000005_00917dcfc4,S0,750,0.0,0.006185992620885372,0.006185992620885372
-0.962782084941864,True,0.0,1.0,False,1.0,0.0,1.157395839691162,1.157395839691162,0.0,-0.962782084941864,1.0000001192092896,"{""unet.conv_in.bias"": 0.10501750558614731, ""unet.conv_in.weight"": 0.3166981339454651, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.08099750429391861, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.05774667114019394, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.10142971575260162, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.20053522288799286, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0332772396504879, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.024878310039639473}",6,youtubevos_000006_00a23ccf53,S0,50,0.0,0.19461385905742645,0.19461385905742645
-0.5409085750579834,True,0.0,1.0,False,1.0,0.0,0.6148757934570312,0.6148757934570312,0.0,-0.5409085750579834,1.0,"{""unet.conv_in.bias"": 0.12797167897224426, ""unet.conv_in.weight"": 0.2914038598537445, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.039593227207660675, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.030148683115839958, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.04498004913330078, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.07989433407783508, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.014330926351249218, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.011523017659783363}",6,youtubevos_000006_00a23ccf53,S0,250,0.0,0.07396717369556427,0.07396717369556427
-0.144521102309227,True,0.0,1.0,False,1.0,0.0,0.16727939248085022,0.16727939248085022,0.0,-0.144521102309227,1.0000001192092896,"{""unet.conv_in.bias"": 0.04839815944433212, ""unet.conv_in.weight"": 0.0778217539191246, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.017122499644756317, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.015361367724835873, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.01824161596596241, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.047249384224414825, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.006535917054861784, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.01042521558701992}",6,youtubevos_000006_00a23ccf53,S0,500,0.0,0.02275828644633293,0.02275828644633293
-0.026059972122311592,True,0.0,1.0,False,1.0,0.0,0.030467558652162552,0.030467558652162552,0.0,-0.026059972122311592,0.9999999403953552,"{""unet.conv_in.bias"": 0.008755458518862724, ""unet.conv_in.weight"": 0.009808114729821682, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0037984929513186216, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.002640464110299945, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0037911273539066315, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.007101449184119701, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.00103508192114532, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0005199707229621708}",6,youtubevos_000006_00a23ccf53,S0,750,0.0,0.004407589323818684,0.004407589323818684
-0.18273454904556274,True,0.0,0.96875,True,0.96875,0.0,0.3865070343017578,0.3865070343017578,0.0,-0.18273454904556274,1.0,"{""unet.conv_in.bias"": 0.02962416410446167, ""unet.conv_in.weight"": 0.10402269661426544, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.020428955554962158, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.01445231307297945, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.026160122826695442, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.05182592198252678, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.008554019965231419, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0047236355021595955}",7,youtubevos_000007_00ad5016a4,S0,50,0.0,0.19169412553310394,0.19169412553310394
-0.094236359000206,True,0.0,1.0,False,1.0,0.0,0.16475771367549896,0.16475771367549896,0.0,-0.094236359000206,1.000000238418579,"{""unet.conv_in.bias"": 0.027840085327625275, ""unet.conv_in.weight"": 0.0655563697218895, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.007892475463449955, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.006246369797736406, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.008421627804636955, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.01752941869199276, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.002721440512686968, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.003269917331635952}",7,youtubevos_000007_00ad5016a4,S0,250,0.0,0.07052135467529297,0.07052135467529297
-0.024448832497000694,True,0.0,1.0,False,1.0,0.0,0.04725666344165802,0.04725666344165802,0.0,-0.024448832497000694,1.0,"{""unet.conv_in.bias"": 0.00847972184419632, ""unet.conv_in.weight"": 0.015036849305033684, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.002552557270973921, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.0019534609746187925, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0026658179704099894, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.005769053939729929, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.0008917462546378374, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.0016978748608380556}",7,youtubevos_000007_00ad5016a4,S0,500,0.0,0.022807832807302475,0.022807832807302475
-0.0042649912647902966,True,0.0,1.0,False,1.0,0.0,0.008674759417772293,0.008674759417772293,0.0,-0.0042649912647902966,1.0,"{""unet.conv_in.bias"": 0.0011286556255072355, ""unet.conv_in.weight"": 0.002428563078865409, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.0006787640159018338, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.0004500065406318754, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.0007698460831306875, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.0015241315122693777, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.00019059791520703584, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.00012782445992343128}",7,youtubevos_000007_00ad5016a4,S0,750,0.0,0.0044097681529819965,0.0044097681529819965
-0.36594411730766296,True,0.0,0.921875,True,0.921875,0.0,0.6358330249786377,0.6358330249786377,0.0,-0.36594411730766296,1.0,"{""unet.conv_in.bias"": 0.038778334856033325, ""unet.conv_in.weight"": 0.108564592897892, ""unet.down_blocks.0.attentions.0.norm.bias"": 0.027103817090392113, ""unet.down_blocks.0.attentions.0.norm.weight"": 0.020515836775302887, ""unet.down_blocks.0.attentions.0.proj_in.bias"": 0.031795162707567215, ""unet.down_blocks.0.attentions.0.proj_in.weight"": 0.07332752645015717, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.bias"": 0.009168338030576706, ""unet.down_blocks.0.attentions.0.transformer_blocks.0.norm1.weight"": 0.00585030997171998}",8,youtubevos_000008_01082ae388,S0,50,0.0,0.22021447122097015,0.22021447122097015
