time,hostname,run_id,recipe,lr,target_steps,step,rank,world_size,sample_id,loss,grad_norm,grad_finite,finite,t,region_weight_mean,region_weight_max,peak_vram_mib
2026-06-30T01:41:49+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,11,0,8,pseudo_train_0016_BLENDER_FOREST026__exp45_pair005__s6__f0,0.05961631238460541,0.43692054172457284,True,True,0.42873493975903615,0.2651330530643463,2.4602441787719727,66414.96484375
2026-06-30T01:41:52+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,12,0,8,pseudo_train_0024_BLENDER_GRASS001__exp45_pair001__s0__f4,0.06496606767177582,0.40642607949007153,True,True,0.457710843373494,0.23617029190063477,2.708151340484619,66414.96484375
2026-06-30T01:41:55+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,13,0,8,pseudo_train_0032_BLENDER_GRASS001__exp45_pair009__s1__f4,0.055384181439876556,0.2780342765083352,True,True,0.48668674698795183,0.23650296032428741,2.7102789878845215,66414.96484375
2026-06-30T01:41:57+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,14,0,8,pseudo_train_0040_REAL_ENV080_00003__exp45_pair001__s8__f5,0.06770697236061096,0.273305406834323,True,True,0.5156626506024097,0.4318455755710602,2.1192307472229004,66414.96484375
2026-06-30T01:42:00+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,15,0,8,pseudo_train_0048_REAL_ENV080_00003__exp45_pair009__s7__f1,0.06339315325021744,0.2268283776302129,True,True,0.5446385542168676,0.43250560760498047,2.1085596084594727,66414.96484375
2026-06-30T01:42:03+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,16,0,8,pseudo_train_0056_REAL_ENV080_00003__exp45_pair017__s7__f3,0.0584043525159359,0.20131300500261692,True,True,0.5736144578313253,0.43250560760498047,2.1085596084594727,66414.96484375
2026-06-30T01:42:06+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,17,0,8,pseudo_train_0000_BLENDER_DESERT004__exp45_pair000__s4__f6,0.060991670936346054,0.3316306544236252,True,True,0.6025903614457832,0.31149497628211975,2.658475637435913,66414.96484375
2026-06-30T01:42:09+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,18,0,8,pseudo_train_0008_BLENDER_DESERT004__exp45_pair008__s3__f6,0.05898139253258705,0.28354860905930535,True,True,0.6315662650602409,0.3108943998813629,2.6481075286865234,66414.96484375
2026-06-30T01:42:11+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,19,0,8,pseudo_train_0016_BLENDER_FOREST026__exp45_pair005__s6__f0,0.029912885278463364,0.25998779600169464,True,True,0.6605421686746988,0.2651330530643463,2.4602441787719727,66414.96484375
2026-06-30T01:42:14+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,20,0,8,pseudo_train_0024_BLENDER_GRASS001__exp45_pair001__s0__f4,0.035141583532094955,0.27464493021090985,True,True,0.6895180722891566,0.23617029190063477,2.708151340484619,66414.96484375
2026-06-30T01:42:31+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,21,0,8,pseudo_train_0032_BLENDER_GRASS001__exp45_pair009__s1__f4,0.03266856074333191,0.2411672241893884,True,True,0.7184939759036145,0.23650296032428741,2.7102789878845215,66414.96484375
2026-06-30T01:42:33+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,22,0,8,pseudo_train_0040_REAL_ENV080_00003__exp45_pair001__s8__f5,0.04013188183307648,0.45886816559417987,True,True,0.7474698795180723,0.4318455755710602,2.1192307472229004,66414.96484375
2026-06-30T01:42:36+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,23,0,8,pseudo_train_0048_REAL_ENV080_00003__exp45_pair009__s7__f1,0.039954185485839844,0.3095863185597608,True,True,0.7764457831325301,0.43250560760498047,2.1085596084594727,66414.96484375
2026-06-30T01:42:39+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,24,0,8,pseudo_train_0056_REAL_ENV080_00003__exp45_pair017__s7__f3,0.03530503436923027,0.37930889773025783,True,True,0.805421686746988,0.43250560760498047,2.1085596084594727,66414.96484375
2026-06-30T01:42:42+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,25,0,8,pseudo_train_0000_BLENDER_DESERT004__exp45_pair000__s4__f6,0.038906458765268326,0.678640204523951,True,True,0.8343975903614458,0.31149497628211975,2.658475637435913,66414.96484375
2026-06-30T01:42:44+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,26,0,8,pseudo_train_0008_BLENDER_DESERT004__exp45_pair008__s3__f6,0.040352143347263336,1.1181473881793205,True,True,0.8633734939759037,0.3108943998813629,2.6481075286865234,66414.96484375
2026-06-30T01:42:47+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,27,0,8,pseudo_train_0016_BLENDER_FOREST026__exp45_pair005__s6__f0,0.33205652236938477,0.960530587905169,True,True,0.11156626506024096,0.2651330530643463,2.4602441787719727,66414.96484375
2026-06-30T01:42:50+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,28,0,8,pseudo_train_0024_BLENDER_GRASS001__exp45_pair001__s0__f4,0.2534736692905426,0.7658837368168203,True,True,0.1405421686746988,0.23617029190063477,2.708151340484619,66414.96484375
2026-06-30T01:42:52+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,29,0,8,pseudo_train_0032_BLENDER_GRASS001__exp45_pair009__s1__f4,0.19968996942043304,0.5919030196233698,True,True,0.16951807228915663,0.23650296032428741,2.7102789878845215,66414.96484375
2026-06-30T01:42:55+0800,instance-afs92r3e,PSEUDO-SFT-A_lr3em5_step30,SFT-B,3e-05,30,30,0,8,pseudo_train_0040_REAL_ENV080_00003__exp45_pair001__s8__f5,0.20210325717926025,0.4452856414983472,True,True,0.19849397590361445,0.4318455755710602,2.1192307472229004,66414.96484375
