sample_id,model,classification_final,full_psnr,mask_psnr,boundary_psnr,outside_psnr,mask_mae,outside_mae,temporal_ratio
BLENDER_MOUNTAIN008_00001,propainter,TRIVIAL_BAD,23.10163998626005,29.42870016490539,,23.097572795301637,6.096065268797033,7.9579095559961655,5.814277433813228
BLENDER_MOUNTAIN009_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,46.57060473000194,20.646507133675254,20.646507133675254,62.473473066021995,15.228529369129854,0.009152853751883787,1.076649248018522
BLENDER_MOUNTAIN009_00001,diffueraser,TRIVIAL_BAD,31.73672161344567,10.850513259502806,,33.30837811204916,49.17364905862247,4.272811609155991,2.4676506374649527
BLENDER_MOUNTAIN009_00001,minimax_official_v3,TRIVIAL_BAD,33.58681145857065,10.875944413955956,,36.29788941240181,51.36083490708295,2.3445880272809196,8.773351413252175
BLENDER_MOUNTAIN009_00001,propainter,MEDIUM_HARD_ELIGIBLE,38.90478679054845,15.792229476515278,,41.99063769220451,29.739075829001035,1.0702947588527905,1.1097979701323475
BLENDER_MOUNTAIN011_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,29.813415516856676,15.070755750378991,15.070755750378991,52.572854186693405,40.1705254947438,0.0401268886292682,1.7620552164900967
BLENDER_MOUNTAIN011_00001,diffueraser,TRIVIAL_BAD,29.45488798393758,20.17501842503116,,30.751785253223307,17.61440030266257,4.7802810388452865,4.941122072965529
BLENDER_MOUNTAIN011_00001,minimax_official_v3,TRIVIAL_BAD,29.784016708829164,20.819139749007476,,30.96603747816194,15.097136497497559,3.3967895648058724,19.791260493142442
BLENDER_MOUNTAIN011_00001,propainter,TRIVIAL_BAD,32.37047014604688,21.903655019949618,,34.24137389917879,13.323804630952722,1.191546412075267,1.1933432732259186
BLENDER_MOUNTAIN014_00001,controlled_corruption_v3,HARD_BUT_PLAUSIBLE,29.176353535170122,12.476913517512,12.476913517512,54.169301207382794,59.04819084616268,0.02908307226265178,1.1345595579525087
BLENDER_MOUNTAIN014_00001,diffueraser,TRIVIAL_BAD,16.4038572671025,20.019292477795066,,16.350842751829184,12.852931190939511,18.473183014813593,1.6103725432409095
BLENDER_MOUNTAIN014_00001,minimax_official_v3,TRIVIAL_BAD,16.710254440494722,27.657440369199374,,16.624170460636524,3.6529780135435215,16.71616329866297,6.759540636650218
BLENDER_MOUNTAIN014_00001,propainter,TRIVIAL_BAD,16.85736778066247,19.44869472123423,,16.81513530154773,14.95016098022461,14.762635511510512,1.1765136038429738
BLENDER_OFFICE002_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,37.96919298472796,26.52549365559725,26.52549365559725,53.95265777926133,10.122883067411536,0.028839005924323025,1.0289520900465907
BLENDER_OFFICE002_00001,diffueraser,TRIVIAL_BAD,31.86954675369614,27.300897654772957,,32.52674975000146,8.68538766748765,5.409343691433177,0.8756870367165388
BLENDER_OFFICE002_00001,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,35.31057185752853,28.492481831348176,,36.78180743379824,4.678543820100672,2.4929393740261303,0.7688371900661705
BLENDER_OFFICE002_00001,propainter,MEDIUM_HARD_ELIGIBLE,37.935038484871235,29.737268694114007,,40.32394852506816,3.547274280996884,1.3567681312561035,1.0053388735308457
BLENDER_OFFICE003_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,28.753716720123467,15.76274903833651,15.76274903833651,52.16850775661195,32.69407137702493,0.035389578517745525,1.0048936029924835
BLENDER_OFFICE003_00001,diffueraser,TRIVIAL_BAD,21.53089791304789,10.401722137909537,,25.850209038214274,59.3675074857824,6.634088488186107,1.1021455229043042
BLENDER_OFFICE003_00001,minimax_official_v3,HARD_BUT_PLAUSIBLE,21.48699775399944,10.382328049965636,,25.76166047665812,59.12493582332836,6.119005343493293,0.8387474880932974
BLENDER_OFFICE003_00001,propainter,TRIVIAL_BAD,23.41292974950334,12.601428192374408,,27.20019854066893,45.96597088084501,3.669978043612312,1.0002675361486084
BLENDER_PRODUCT001_00001,controlled_corruption_v3,TRIVIAL_BAD,34.30506095839043,17.493605274370676,17.493605274370676,55.379441501111806,27.985058391795437,0.03283616790876669,2.684907174529956
BLENDER_PRODUCT001_00001,diffueraser,TRIVIAL_BAD,27.519074739134016,17.613236114925606,,28.410481221545677,21.697662577909583,5.672281125012566,11.808428711889276
BLENDER_PRODUCT001_00001,minimax_official_v3,TRIVIAL_BAD,28.563091071608966,17.98662011750213,,29.64323711216459,21.391278996187097,3.6333869485294117,33.48938379550643
BLENDER_PRODUCT001_00001,propainter,TRIVIAL_BAD,30.185738449977535,19.90839143181775,,31.176421354141592,16.743457121007584,1.5431623458862305,1.872931882090461
BLENDER_PRODUCT004_00001,controlled_corruption_v3,TRIVIAL_BAD,25.007335684775597,11.932054434808432,11.932054434808432,46.747528749832995,60.946406420539404,0.09245902256054037,7.5564361283184995
BLENDER_PRODUCT004_00001,diffueraser,TRIVIAL_BAD,22.810505907888082,19.593123121600065,,23.063305426104925,13.596116795259363,7.538031437817742,17.3277736180602
BLENDER_PRODUCT004_00001,minimax_official_v3,TRIVIAL_BAD,22.799439733230496,20.58628719630531,,22.951880591659574,6.604709400850184,4.713095272288603,51.22616710345215
BLENDER_PRODUCT004_00001,propainter,TRIVIAL_BAD,23.31488615693108,23.28082885486006,,23.316943358280433,6.269284781287698,3.8788524234996125,3.6836101659179477
BLENDER_PRODUCT006_00001,controlled_corruption_v3,TRIVIAL_BAD,43.08012526362447,30.47870264135027,30.47870264135027,66.46033124482682,6.390603009392233,0.010907482410616735,11.417956172904411
BLENDER_PRODUCT006_00001,diffueraser,TRIVIAL_BAD,34.598643599051286,32.667983944804725,,34.74187518406894,5.611922067754409,4.395100649665384,8.38100187171061
BLENDER_PRODUCT006_00001,minimax_official_v3,TOO_CLOSE,44.580265560168804,43.27598046684852,,44.67865609664937,1.3456503573585958,1.0452678028274984,18.749568294462502
BLENDER_PRODUCT006_00001,propainter,TOO_CLOSE,48.202161508208754,41.91987110155899,,49.11771152840743,1.530802663634805,0.4164799153804779,6.115719418887196
BLENDER_PRODUCT008_00001,controlled_corruption_v3,TRIVIAL_BAD,49.17294637466617,29.096189794848677,29.096189794848677,69.44775816471736,6.757682071012609,0.006140056504484485,2.828270056090067
BLENDER_PRODUCT008_00001,diffueraser,TRIVIAL_BAD,32.17336085037353,33.34816282347846,,32.163272008862,5.027456143323113,5.826106969047995,1.4492296134940428
BLENDER_PRODUCT008_00001,minimax_official_v3,TOO_CLOSE,40.744647418452814,46.05753635900754,,40.71541423711686,1.019257731297437,2.0846439599990845,24.54450561472216
BLENDER_PRODUCT008_00001,propainter,TOO_CLOSE,49.44224480713965,49.336543595155526,,49.443498300130116,0.6384462819379919,0.2025205571861828,1.6967805968667244
BLENDER_PRODUCT010_00001,controlled_corruption_v3,TRIVIAL_BAD,27.50643503953801,24.866357353682048,24.866357353682048,34.7889638673209,10.623450896319222,1.6876026532229256,103.78970369722926
BLENDER_PRODUCT010_00001,diffueraser,TRIVIAL_BAD,9.071181655802949,8.031684107822924,,10.386591133444083,90.04594870174633,52.598738950841565,49.85590566092708
BLENDER_PRODUCT010_00001,minimax_official_v3,TRIVIAL_BAD,8.35161850457305,6.867917939073635,,10.521644530061726,95.65654216093175,48.44074181949391,93.4043935553419
BLENDER_PRODUCT010_00001,propainter,TRIVIAL_BAD,9.076185946807822,7.928017804670341,,10.576850126280345,90.43888854980469,48.301011702593634,128.1017393584477
BLENDER_PRODUCT011_00001,controlled_corruption_v3,TRIVIAL_BAD,32.10839289289305,24.835228253107,24.835228253107,56.00178387620331,10.952719127430635,0.06322369110934875,25.265626092020966
BLENDER_PRODUCT011_00001,diffueraser,TRIVIAL_BAD,32.99972612111683,32.95411532651507,,33.011871069736166,5.126856327056885,5.187075979569379,5.3520948602213165
BLENDER_PRODUCT011_00001,minimax_official_v3,TOO_CLOSE,45.251888338825786,42.87557437103593,,46.09827831647389,1.4283786451115328,0.9121205806732178,18.149213744903903
BLENDER_PRODUCT011_00001,propainter,TOO_CLOSE,47.547584170839755,45.49022858456387,,48.201149844057376,0.9739065240411198,0.5920353076037239,8.129279994175889
BLENDER_RIVER002_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,31.204970353023995,18.430677588488994,18.430677588488994,49.77537307635799,24.613866693833295,0.06094383010092903,0.9577928517159368
BLENDER_RIVER002_00001,diffueraser,TRIVIAL_BAD,25.78570583566363,16.82048167878212,,27.851338517612756,23.69049857644474,6.249454834881951,0.9512045451278067
BLENDER_RIVER002_00001,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,26.51181914768052,18.35089519069803,,28.09372789259609,19.72408182480756,5.065622638253605,0.9749437697902888
BLENDER_RIVER002_00001,propainter,TRIVIAL_BAD,28.30219839057244,18.48032528908155,,31.081630196880845,19.207099465762866,2.945695820976706,0.9535893634714198
BLENDER_RIVER003_00001,controlled_corruption_v3,TRIVIAL_BAD,34.33825854394755,19.046985750626106,19.046985750626106,52.64238310208773,20.80979560403263,0.04837380590684274,14.254223415490355
BLENDER_RIVER003_00001,diffueraser,TRIVIAL_BAD,26.3359980215682,16.684627986928646,,27.570284577869614,26.01196715411018,7.283481261309455,122.92155049183074
BLENDER_RIVER003_00001,minimax_official_v3,TRIVIAL_BAD,25.644328770725526,16.955328537578765,,26.573322572850937,23.92951998991125,8.508582788355211,647.545087742254
BLENDER_RIVER003_00001,propainter,TRIVIAL_BAD,30.262796244259487,18.94602413947563,,32.3159883856335,20.784860274370978,2.831839982201071,21.69636521012645
BLENDER_RIVER004_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,36.755323882364415,22.41475860222541,22.41475860222541,56.26349972047698,13.969058653887581,0.027544022811686292,0.9734383010279845
BLENDER_RIVER004_00001,diffueraser,TRIVIAL_BAD,25.44110979588077,22.140287045134087,,25.632126258727155,12.909617255715762,7.731948964736041,0.8974577607140004
BLENDER_RIVER004_00001,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,25.18423737229134,22.136119479463698,,25.35488941562185,13.761268896215102,7.183598350076115,0.9543807782186293
BLENDER_RIVER004_00001,propainter,TRIVIAL_BAD,26.663218919223162,22.802476320906422,,26.904969760251134,12.54343599431655,4.23032948550056,0.8980748599910189
BLENDER_RIVER005_00001,controlled_corruption_v3,HARD_BUT_PLAUSIBLE,27.1205496723115,13.957518352748142,13.957518352748142,51.70678175680478,45.68344138650333,0.06317790926379316,1.0371077744877302
BLENDER_RIVER005_00001,diffueraser,TRIVIAL_BAD,21.534604333578205,18.59499117785572,,21.752429753526087,16.288249632891485,9.041165520163144,1.2500742113148098
BLENDER_RIVER005_00001,minimax_official_v3,TRIVIAL_BAD,21.736056579470798,18.7549348972038,,21.958256573256293,11.5528003468233,7.278327296761906,1.1874524128922481
BLENDER_RIVER005_00001,propainter,TRIVIAL_BAD,21.994091192822196,18.46368807579024,,22.278697425106955,12.156385085161995,5.6441489387961,1.1346691521219294
BLENDER_RIVER006_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,36.776579783172906,22.5681239087572,22.5681239087572,56.28463503749334,15.128797082340016,0.027366192682700997,1.579855523582215
BLENDER_RIVER006_00001,diffueraser,TRIVIAL_BAD,26.299124957895724,18.85663291492093,,27.14739505793813,22.65700003680061,6.713508886449477,4.61936731971685
BLENDER_RIVER006_00001,minimax_official_v3,TRIVIAL_BAD,25.741815627542803,16.459739544618092,,27.239752623997134,29.263524784761316,5.862610480364631,16.775183646194847
BLENDER_RIVER006_00001,propainter,TRIVIAL_BAD,28.44509874759038,19.59895525691764,,29.75305092047479,20.6388599171358,2.733995157129624,1.4663321754526897
BLENDER_RIVER009_00001,controlled_corruption_v3,TRIVIAL_BAD,22.996250699298738,16.283655459173826,16.283655459173826,53.1590800988512,34.004237679874194,0.058304043596281725,14.688440143587425
BLENDER_RIVER009_00001,diffueraser,TRIVIAL_BAD,20.441888698039875,15.288437258099501,,24.59939136303833,25.298493329216452,7.5019642044516175,17.48845007029995
BLENDER_RIVER009_00001,minimax_official_v3,TRIVIAL_BAD,22.753281998485182,19.768586180782897,,24.106852154491975,16.904433194328757,6.632998017703786,88.61939719562764
BLENDER_RIVER009_00001,propainter,TRIVIAL_BAD,21.48092744579315,16.252118522572328,,25.817857553889585,23.85297606973087,3.54431414604187,21.107309568999067
BLENDER_RIVER011_00001,controlled_corruption_v3,TRIVIAL_BAD,24.582007610955326,15.805438519682097,15.805438519682097,52.25784386266005,32.22485542297363,0.036239452879218495,17.745453136975307
BLENDER_RIVER011_00001,diffueraser,TRIVIAL_BAD,20.69362956237203,12.359237968781727,,30.168345095160454,44.84814228731043,5.603399893816779,31.045790338087002
BLENDER_RIVER011_00001,minimax_official_v3,TRIVIAL_BAD,21.082152641389037,12.978159296299788,,28.891326905340723,39.84831013399012,5.6438345628626205,136.40784676630952
BLENDER_RIVER011_00001,propainter,TRIVIAL_BAD,21.952569869885824,13.354174091633014,,35.14732880358309,40.421859965604895,2.561862496768727,20.867912662438904
BLENDER_RIVER012_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,33.73520228242586,16.62773933642091,16.62773933642091,57.28485066144886,33.66600799560547,0.03092635127113146,1.9865144724707557
BLENDER_RIVER012_00001,diffueraser,TRIVIAL_BAD,26.019895278848498,24.186656731467025,,26.065231506454793,12.256612328922047,6.680553604574764,12.405631643664957
BLENDER_RIVER012_00001,minimax_official_v3,TRIVIAL_BAD,26.410788044873172,27.193047958886737,,26.396694742819378,6.968811007107005,5.368366634144502,41.074684097270534
BLENDER_RIVER012_00001,propainter,TRIVIAL_BAD,27.84455390720844,29.989285601998258,,27.811231767450987,4.75386905670166,2.596984442542581,2.6085394858187585
BLENDER_RIVER016_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,38.54760242361417,23.208340554197413,23.208340554197413,55.65823850890492,12.237901294932646,0.024324760827071527,0.9576233368010808
BLENDER_RIVER016_00001,diffueraser,TRIVIAL_BAD,26.213053912114905,12.673228953613018,,30.632163817468342,51.054783316219556,5.669967146480785,1.0212213187611987
BLENDER_RIVER016_00001,minimax_official_v3,HARD_BUT_PLAUSIBLE,23.718414568262233,11.952747276208678,,26.050110335104605,55.24176115148208,7.760615489062141,1.8917772388137222
BLENDER_RIVER016_00001,propainter,HARD_BUT_PLAUSIBLE,26.80169123692657,11.700770839224667,,38.14180918205525,56.943095936494714,1.8315735915127922,0.923496517024838
BLENDER_RIVER020_00001,controlled_corruption_v3,TRIVIAL_BAD,24.001750653015105,18.597865598671987,18.597865598671987,48.2119387174229,25.562001396627988,0.11849759825888802,27.539878278297063
BLENDER_RIVER020_00001,diffueraser,TRIVIAL_BAD,24.10652213720067,19.742113435302965,,29.31221342487905,16.14095126881319,5.645834586199592,31.213349986964005
BLENDER_RIVER020_00001,minimax_official_v3,TRIVIAL_BAD,21.710979498936382,16.896726339938585,,29.129117887166,25.32636070251465,4.47204937654383,145.68025929764792
BLENDER_RIVER020_00001,propainter,TRIVIAL_BAD,24.057318650881115,19.010486600744738,,33.47867227365603,18.94786251292509,1.746208436348859,39.103300522777296
BLENDER_SCHOOL004_00001,controlled_corruption_v3,TRIVIAL_BAD,35.94421405757748,23.394503042368335,23.394503042368335,58.5682259819092,16.128005869248334,0.03130606507115504,2.8062441278626284
BLENDER_SCHOOL004_00001,diffueraser,TRIVIAL_BAD,32.0914024910864,29.302485324866467,,32.32686136521164,6.494336661170511,5.071946200202493,5.675241168033849
BLENDER_SCHOOL004_00001,minimax_official_v3,TRIVIAL_BAD,33.40745547769353,23.634757036519446,,36.39789847138859,11.399396167081946,2.806581707561717,12.794990162704183
BLENDER_SCHOOL004_00001,propainter,MEDIUM_HARD_ELIGIBLE,38.65366211210046,30.890718254399623,,40.14935372473435,5.156173790202422,1.385433926301844,1.5032313233322883
BLENDER_STREET001_00001,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,44.879051836490255,19.991472748793953,19.991472748793953,57.953500114678704,20.484424703261432,0.009947337210178375,1.0919283947490506
BLENDER_STREET001_00001,diffueraser,TRIVIAL_BAD,33.850314185319654,21.8242607323895,,34.05616060464737,16.041789279264563,4.271962698768167,3.24960469194471
BLENDER_STREET001_00001,minimax_official_v3,TRIVIAL_BAD,35.757379444104025,17.827156452690428,,36.67731652560031,23.74666741315056,2.4458041611839745,17.55679637453947
BLENDER_STREET001_00001,propainter,MEDIUM_HARD_ELIGIBLE,42.38114767815446,21.560930552151973,,44.39313855729967,14.608123779296875,0.8732382690205294,1.1018700339194052
BLENDER_STREET006_00002,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,40.95501377848195,23.1139600693742,23.1139600693742,56.24398148782346,14.143419714534984,0.025839518536539638,1.2894972521175354
BLENDER_STREET006_00002,diffueraser,TRIVIAL_BAD,23.248054385836006,13.1207500648164,,23.99541437633407,46.4476152307847,5.905685004066019,2.725931485371443
BLENDER_STREET006_00002,minimax_official_v3,TRIVIAL_BAD,22.68381377339976,10.378327598694,,24.02251918559095,68.4050131405101,4.21822927979862,3.3897078051149574
BLENDER_STREET006_00002,propainter,TRIVIAL_BAD,23.32743949881207,11.944922239866301,,24.372095991882674,57.22177505493164,3.5640956654268154,2.283552756323397
REAL_ENV059_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,33.87121485854479,18.38762213496225,18.38762213496225,54.97016316018895,24.979942209580365,0.029451443868524888,1.09943712231255
REAL_ENV059_00001_001_01,diffueraser,TRIVIAL_BAD,30.98634138634151,23.782618219237328,,31.58566291179649,11.293788629419664,5.110535257002887,1.0990058398709432
REAL_ENV059_00001_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,33.005296455493,25.06712759586078,,33.80722277226903,9.281776596518124,3.26223526281469,1.1346882386217974
REAL_ENV059_00001_001_01,propainter,MEDIUM_HARD_ELIGIBLE,33.55739807842235,23.615742924593892,,35.15252796685463,11.020810351652258,2.5682261551127716,1.028752605319013
REAL_ENV063_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,27.53265914599259,16.685820959933086,16.685820959933086,44.05073887502266,34.21330238791073,0.2189189002794378,1.0319530255546756
REAL_ENV063_00001_001_01,diffueraser,TRIVIAL_BAD,21.079854208221082,11.22779207535953,,27.278801373121752,57.88469000423656,5.740686500773711,1.1780826039486372
REAL_ENV063_00001_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,22.942091178197522,14.079160385897087,,26.78988262855829,35.55211213055779,5.113896482131061,1.0905025322884538
REAL_ENV063_00001_001_01,propainter,TRIVIAL_BAD,21.366305730192646,11.532696455754802,,27.498671517089164,55.17109702615177,5.013519146863152,0.9951127487539146
REAL_ENV064_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,96.01699658271404,18.203391757162784,18.203391757162784,97.25342326805463,28.052288055419922,9.965305627488037e-05,1.0016130465562476
REAL_ENV064_00001_001_01,diffueraser,TRIVIAL_BAD,19.478082091004698,25.277966913054286,,19.477906929477463,12.930719375610352,19.62014815386604,2.0252347613143176
REAL_ENV064_00001_001_01,minimax_official_v3,TRIVIAL_BAD,19.284709801646187,20.75152207358396,,19.284662885644963,22.77385711669922,21.078798967249252,1.8501617758183768
REAL_ENV064_00001_001_01,propainter,TRIVIAL_BAD,18.984492523682544,24.663414120964543,,18.9843192915898,14.09281063079834,22.753499872544232,1.7479064568978524
REAL_ENV067_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,23.20710873449211,19.14575299695634,19.14575299695634,44.497625492813896,21.93872777153464,0.24631786171127767,0.849714417357121
REAL_ENV067_00001_001_01,diffueraser,TRIVIAL_BAD,20.024379351950998,19.264827547417774,,20.612243699974943,20.249147863949048,17.80695634729722,0.7076871435881543
REAL_ENV067_00001_001_01,minimax_official_v3,TRIVIAL_BAD,20.323058189097495,19.820212265751827,,20.686895010131394,18.31704588497386,17.216576239641974,0.7390776974008691
REAL_ENV067_00001_001_01,propainter,TRIVIAL_BAD,20.543632356472287,19.666289010680202,,21.219100246973706,18.3766752130845,15.899864757762236,0.7377712373854449
REAL_ENV067_00002_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,26.816820600476902,20.412794734841118,20.412794734841118,49.41779312302601,18.59742187051212,0.12277914035846205,0.9785322339999073
REAL_ENV067_00002_001_01,diffueraser,TRIVIAL_BAD,23.29508607296185,20.10090154920833,,25.32552157813074,17.86634355432847,9.345188533558565,0.9984680386191729
REAL_ENV067_00002_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,24.211038110977096,21.29691362410734,,25.911627611031516,14.113984051872702,8.196778353522806,0.9803572033425927
REAL_ENV067_00002_001_01,propainter,TRIVIAL_BAD,24.07469810841288,20.800616802226852,,26.20215522615101,15.733073066262637,7.782057958490708,1.0524226924307591
REAL_ENV068_00002_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,88.51370370692769,31.26012882212375,31.26012882212375,89.80198997141426,6.494653439521789,0.0009925977621391853,0.9999576151443763
REAL_ENV068_00002_001_01,diffueraser,TRIVIAL_BAD,27.020452664395854,18.73972298630087,,27.02327558322289,25.2476375579834,9.2573283700382,0.8619661402543237
REAL_ENV068_00002_001_01,minimax_official_v3,MEDIUM_HARD_ELIGIBLE,28.030388892317742,22.7318626545689,,28.03175520450511,14.931515121459961,7.788579548106474,0.8410379897162832
REAL_ENV068_00002_001_01,propainter,TRIVIAL_BAD,30.19416364749759,21.67582071774735,,30.197089352611375,16.998227500915526,6.033829380484188,0.8764917463395248
REAL_ENV078_00001_001_01,controlled_corruption_v3,MEDIUM_HARD_ELIGIBLE,59.609331952228985,25.854751491899943,25.854751491899943,78.71338591027863,12.715764487490935,0.0005816439241992638,1.0013007242853285
REAL_ENV078_00001_001_01,diffueraser,TRIVIAL_BAD,31.470849336869016,42.18933335002092,,31.46922464149834,1.7476999479181625,5.523086968590231,1.1052052115161926
REAL_ENV078_00001_001_01,minimax_official_v3,TOO_CLOSE,33.02580319141254,30.007771190191363,,33.02761139240049,7.994718046749339,4.325983131633086,1.1008503104511582
