sample_id,prior_conf_mean,prior_conf_p10,prior_conf_p50,prior_conf_p90,prior_conf_mean_inside_mask,prior_conf_std_inside_mask,prior_conf_p10_inside_mask,prior_conf_p50_inside_mask,prior_conf_p90_inside_mask,mask_area_ratio,confidence_alpha,reliable_area_ratio,generate_area_ratio,reliable_weight_mass,generate_weight_mass,reliable_generate_mass_sum,boundary_area_ratio,confidence_mode
youtubevos_000027_02d28375aa,0.6780762076377869,0.23200875520706177,0.768620491027832,0.9643532037734985,0.6780762076377869,0.2804703116416931,0.23200875520706177,0.768620491027832,0.9643532037734985,0.25197723507881165,5.0,0.25197723507881165,0.25115498900413513,0.6780762076377869,0.3219238817691803,1.0000000894069672,0.00866126548498869,gt_error
youtubevos_000028_031ccc99b1,0.6444235444068909,0.24266859889030457,0.7044309973716736,0.9432780742645264,0.6444235444068909,0.2642579972743988,0.24266859889030457,0.7044309973716736,0.9432780742645264,0.2045910507440567,5.0,0.2045910507440567,0.20447953045368195,0.6444235444068909,0.35557645559310913,1.0,0.007484567817300558,gt_error
youtubevos_000029_0321b18c10,0.6579952239990234,0.23653322458267212,0.7346703410148621,0.9433354735374451,0.6579952239990234,0.2634636163711548,0.23653322458267212,0.7346703410148621,0.9433354735374451,0.23559992015361786,5.0,0.23559992015361786,0.23528645932674408,0.6579952239990234,0.34200480580329895,1.0000000298023224,0.008159722201526165,gt_error
youtubevos_000030_0348a45bca,0.6842857599258423,0.3050977885723114,0.7621362805366516,0.9509423971176147,0.6842857599258423,0.24812434613704681,0.3050977885723114,0.7621362805366516,0.9509423971176147,0.21318480372428894,5.0,0.21318480372428894,0.21279478073120117,0.6842857599258423,0.3157142996788025,1.0000000596046448,0.007233796175569296,gt_error
youtubevos_000031_0355e92655,0.5842899084091187,0.17560893297195435,0.6299058794975281,0.904077410697937,0.5842899084091187,0.265628457069397,0.17560893297195435,0.6299058794975281,0.904077410697937,0.264313280582428,5.0,0.264313280582428,0.2642487585544586,0.5842897891998291,0.4157101511955261,0.9999999403953552,0.008179012686014175,gt_error
youtubevos_000032_0358b938c1,0.7841465473175049,0.45354413986206055,0.8666914105415344,0.9703286290168762,0.7841465473175049,0.2176091969013214,0.45354413986206055,0.8666914105415344,0.9703286290168762,0.24946951866149902,5.0,0.24946951866149902,0.2458471953868866,0.7841465473175049,0.21585340797901154,0.9999999552965164,0.008699845522642136,gt_error
youtubevos_000033_0368107cf1,0.6801959872245789,0.32605481147766113,0.73319411277771,0.949590802192688,0.6801959872245789,0.24336378276348114,0.32605481147766113,0.73319411277771,0.949590802192688,0.29366862773895264,5.0,0.29366862773895264,0.2931996285915375,0.6801960468292236,0.31980398297309875,1.0000000298023224,0.00916100014001131,gt_error
youtubevos_000034_0379ddf557,0.5936078429222107,0.1210852786898613,0.6599774360656738,0.9541667103767395,0.5936078429222107,0.3062376081943512,0.1210852786898613,0.6599774360656738,0.9541667103767395,0.2712673544883728,5.0,0.2712673544883728,0.26718810200691223,0.5936077833175659,0.4063921868801117,0.9999999701976776,0.007272376678884029,gt_error
youtubevos_000035_038b2cc71d,0.5170154571533203,0.16341532766819,0.528502345085144,0.846742570400238,0.5170154571533203,0.25118836760520935,0.16341532766819,0.528502345085144,0.846742570400238,0.24444444477558136,5.0,0.24444444477558136,0.24443359673023224,0.5170154571533203,0.48298460245132446,1.0000000596046448,0.00894097238779068,gt_error
youtubevos_000036_038c15a5dd,0.5167797207832336,0.06958556920289993,0.5337897539138794,0.9360566139221191,0.5167797207832336,0.3260857164859772,0.06958556920289993,0.5337897539138794,0.9360566139221191,0.23308677971363068,5.0,0.23308677971363068,0.2326340675354004,0.5167797207832336,0.48322027921676636,1.0,0.008380956016480923,gt_error
youtubevos_000037_03a06cc98a,0.6903055906295776,0.3031741976737976,0.7610844969749451,0.9395046830177307,0.6903055906295776,0.24031606316566467,0.3031741976737976,0.7610844969749451,0.9395046830177307,0.2170717567205429,5.0,0.2170717567205429,0.2169361263513565,0.6903055310249329,0.30969443917274475,0.9999999701976776,0.007060185074806213,gt_error
youtubevos_000038_03a63e187f,0.4907482862472534,0.1211387887597084,0.4840371310710907,0.876405656337738,0.4907482862472534,0.27606701850891113,0.1211387887597084,0.4840371310710907,0.876405656337738,0.23244960606098175,5.0,0.23244960606098175,0.2323712408542633,0.4907482862472534,0.5092517137527466,1.0,0.006899836007505655,gt_error
youtubevos_000039_03c95b4dae,0.7451876997947693,0.1353352814912796,0.8705641627311707,0.9611700177192688,0.7451876997947693,0.2823654115200043,0.1353352814912796,0.8705641627311707,0.9611700177192688,0.23070505261421204,5.0,0.23070505261421204,0.23021075129508972,0.7451876997947693,0.2548122704029083,0.9999999701976776,0.0088029270991683,gt_error
youtubevos_000040_03e2b57b0e,0.6747864484786987,0.30026480555534363,0.7422914505004883,0.935920000076294,0.6747864484786987,0.24046054482460022,0.30026480555534363,0.7422914505004883,0.935920000076294,0.23994985222816467,5.0,0.23994985222816467,0.2397684007883072,0.6747865676879883,0.32521340250968933,0.9999999701976776,0.00747492304071784,gt_error
youtubevos_000041_04194e1248,0.7134872078895569,0.3165861964225769,0.7869294881820679,0.9685561060905457,0.7134872078895569,0.2506808638572693,0.3165861964225769,0.7869294881820679,0.9685561060905457,0.21878919005393982,5.0,0.21878919005393982,0.21805796027183533,0.7134871482849121,0.2865128219127655,0.9999999701976776,0.0074327257461845875,gt_error
youtubevos_000042_04259896e2,0.6102675795555115,0.21171556413173676,0.6630141139030457,0.9127217531204224,0.6102675795555115,0.2597213685512543,0.21171556413173676,0.6630141139030457,0.9127217531204224,0.29884257912635803,5.0,0.29884257912635803,0.29848572611808777,0.6102675199508667,0.3897324800491333,1.0,0.009162808768451214,gt_error
youtubevos_000043_0444918a5f,0.7409880757331848,0.32066094875335693,0.8563329577445984,0.9637458920478821,0.7409880757331848,0.25349730253219604,0.32066094875335693,0.8563329577445984,0.9637458920478821,0.2699074149131775,5.0,0.2699074149131775,0.2694450616836548,0.74098801612854,0.25901201367378235,1.0000000298023224,0.00796682108193636,gt_error
youtubevos_000044_04460a7a52,0.5070721507072449,0.13223522901535034,0.5079552531242371,0.8826935887336731,0.5070721507072449,0.2745650112628937,0.13223522901535034,0.5079552531242371,0.8826935887336731,0.2672797441482544,5.0,0.2672797441482544,0.2671567499637604,0.5070720911026001,0.4929278790950775,0.9999999701976776,0.008288725279271603,gt_error
youtubevos_000045_04474174a4,0.5229396224021912,0.12543447315692902,0.5293834209442139,0.899418294429779,0.5229396224021912,0.28046154975891113,0.12543447315692902,0.5293834209442139,0.899418294429779,0.2522256076335907,5.0,0.2522256076335907,0.2521255314350128,0.5229396224021912,0.4770604074001312,1.0000000298023224,0.008391203358769417,gt_error
youtubevos_000046_0450095513,0.6849640607833862,0.3696480095386505,0.7234376072883606,0.9418095946311951,0.6849640607833862,0.21631132066249847,0.3696480095386505,0.7234376072883606,0.9418095946311951,0.2107735276222229,5.0,0.2107735276222229,0.21044500172138214,0.6849640011787415,0.31503599882125854,1.0,0.008005401119589806,gt_error
youtubevos_000047_045f00aed2,0.733894944190979,0.3021160960197449,0.836717963218689,0.9666141867637634,0.733894944190979,0.2591901421546936,0.3021160960197449,0.836717963218689,0.9666141867637634,0.2539641261100769,5.0,0.2539641261100769,0.2531454861164093,0.7338950037956238,0.2661049962043762,1.0,0.008333333767950535,gt_error
youtubevos_000048_04667fabaa,0.7383228540420532,0.2761355936527252,0.8629028797149658,0.9800935387611389,0.7383228540420532,0.2722776234149933,0.2761355936527252,0.8629028797149658,0.9800935387611389,0.21263502538204193,5.0,0.21263502538204193,0.2118845283985138,0.738322913646698,0.2616771459579468,1.0000000596046448,0.00783179048448801,gt_error
youtubevos_000049_04735c5030,0.6347715258598328,0.1593804806470871,0.7346868515014648,0.9477928876876831,0.6347715258598328,0.29735127091407776,0.1593804806470871,0.7346868515014648,0.9477928876876831,0.27807676792144775,5.0,0.27807676792144775,0.27747878432273865,0.6347715258598328,0.36522847414016724,1.0,0.008931327611207962,gt_error
youtubevos_000050_04990d1915,0.6997653245925903,0.18432734906673431,0.8253430724143982,0.972950279712677,0.6997653245925903,0.2913154065608978,0.18432734906673431,0.8253430724143982,0.972950279712677,0.20774318277835846,5.0,0.20774318277835846,0.2024480402469635,0.6997653245925903,0.30023467540740967,1.0,0.0072494694031775,gt_error
youtubevos_000051_04d62d9d98,0.7198745608329773,0.21546553075313568,0.8525065183639526,0.9774615168571472,0.7198745608329773,0.28659161925315857,0.21546553075313568,0.8525065183639526,0.9774615168571472,0.25616317987442017,5.0,0.25616317987442017,0.25477248430252075,0.7198745608329773,0.2801254689693451,1.0000000298023224,0.00807291641831398,gt_error
youtubevos_000052_04f21da964,0.6040444374084473,0.14331071078777313,0.6643155217170715,0.9309267997741699,0.6040444374084473,0.28063520789146423,0.14331071078777313,0.6643155217170715,0.9309267997741699,0.24596956372261047,5.0,0.24596956372261047,0.24573808908462524,0.604044497013092,0.39595550298690796,1.0,0.007603322621434927,gt_error
youtubevos_000053_04fbad476e,0.6764517426490784,0.2705555558204651,0.7535055875778198,0.9475189447402954,0.6764517426490784,0.25568249821662903,0.2705555558204651,0.7535055875778198,0.9475189447402954,0.2659643888473511,5.0,0.2659643888473511,0.2643982768058777,0.6764518022537231,0.323548287153244,1.0000000894069672,0.008556375280022621,gt_error
youtubevos_000054_04fe256562,0.5880335569381714,0.2165139615535736,0.6106013655662537,0.9197880029678345,0.5880335569381714,0.26016125082969666,0.2165139615535736,0.6106013655662537,0.9197880029678345,0.29131942987442017,5.0,0.29131942987442017,0.2911958694458008,0.5880335569381714,0.4119665026664734,1.0000000596046448,0.009413580410182476,gt_error
youtubevos_000055_0503bf89c9,0.5612108707427979,0.16787900030612946,0.5786032676696777,0.9192702770233154,0.5612108707427979,0.27296900749206543,0.16787900030612946,0.5786032676696777,0.9192702770233154,0.26281827688217163,5.0,0.26281827688217163,0.26188933849334717,0.5612108707427979,0.4387891888618469,1.0000000596046448,0.008169366978108883,gt_error
youtubevos_000056_0536c9eed0,0.7894186973571777,0.37053555250167847,0.9041867256164551,0.9786484837532043,0.7894186973571777,0.24534951150417328,0.37053555250167847,0.9041867256164551,0.9786484837532043,0.28558966517448425,5.0,0.28558966517448425,0.2785252630710602,0.7894187569618225,0.21058128774166107,1.0000000447034836,0.008906611241400242,gt_error
youtubevos_000057_054acb238f,0.6527472734451294,0.2671353220939636,0.7261489629745483,0.9355069994926453,0.6527472734451294,0.253150075674057,0.2671353220939636,0.7261489629745483,0.9355069994926453,0.7311632037162781,5.0,0.7311632037162781,0.7303740978240967,0.6527472138404846,0.34725281596183777,1.0000000298023224,0.008053626865148544,gt_error
youtubevos_000058_05579ca250,0.6286383867263794,0.19940787553787231,0.6892901062965393,0.9326106905937195,0.6286383867263794,0.26673802733421326,0.19940787553787231,0.6892901062965393,0.9326106905937195,0.2743513584136963,5.0,0.2743513584136963,0.2741542458534241,0.6286383867263794,0.3713616728782654,1.0000000596046448,0.009934413246810436,gt_error
youtubevos_000059_056c200404,0.8961014747619629,0.8123500347137451,0.917984664440155,0.9639895558357239,0.8961014747619629,0.09679046273231506,0.8123500347137451,0.917984664440155,0.9639895558357239,0.26783010363578796,5.0,0.26783010363578796,0.26628750562667847,0.8961015343666077,0.10389845073223114,0.9999999850988388,0.008925299160182476,gt_error
youtubevos_000060_05774f3a2c,0.5938905477523804,0.13785310089588165,0.6356234550476074,0.9697451591491699,0.5938905477523804,0.3035646378993988,0.13785310089588165,0.6356234550476074,0.9697451591491699,0.2942780554294586,5.0,0.2942780554294586,0.27150487899780273,0.5938905477523804,0.406109482049942,1.0000000298023224,0.008311632089316845,gt_error
youtubevos_000061_058a7592c8,0.6758541464805603,0.23148879408836365,0.7545073628425598,0.992205798625946,0.6758541464805603,0.28258830308914185,0.23148879408836365,0.7545073628425598,0.992205798625946,0.24481095373630524,5.0,0.24481095373630524,0.2209002524614334,0.6758540272712708,0.32414594292640686,0.9999999701976776,0.008805941790342331,gt_error
youtubevos_000062_05a0a513df,0.7703569531440735,0.3612942397594452,0.8697294592857361,0.9676926732063293,0.7703569531440735,0.237718403339386,0.3612942397594452,0.8697294592857361,0.9676926732063293,0.24453124403953552,5.0,0.24453124403953552,0.2441098839044571,0.7703569531440735,0.2296430915594101,1.0000000447034836,0.007388117257505655,gt_error
youtubevos_000063_05a569d8aa,0.735283613204956,0.2966056168079376,0.8431792259216309,0.9685230851173401,0.735283613204956,0.25998371839523315,0.2966056168079376,0.8431792259216309,0.9685230851173401,0.28927046060562134,5.0,0.28927046060562134,0.2878809869289398,0.735283613204956,0.26471641659736633,1.0000000298023224,0.008948205970227718,gt_error
youtubevos_000064_05aa652648,0.6240836977958679,0.03440459817647934,0.7376042604446411,0.9471026062965393,0.6240836977958679,0.3189568817615509,0.03440459817647934,0.7376042604446411,0.9471026062965393,0.2769651710987091,5.0,0.2769651710987091,0.27660831809043884,0.6240836381912231,0.37591642141342163,1.0000000596046448,0.007722077425569296,gt_error
youtubevos_000065_05d7715782,0.6460373997688293,0.321530282497406,0.6794078350067139,0.9050630927085876,0.6460373997688293,0.22161805629730225,0.321530282497406,0.6794078350067139,0.9050630927085876,0.22502592206001282,5.0,0.22502592206001282,0.22470703721046448,0.6460373997688293,0.35396257042884827,0.9999999701976776,0.0077311196364462376,gt_error
youtubevos_000066_05e0b0f28f,0.6253737211227417,0.11538641899824142,0.7539780735969543,0.9513874650001526,0.6253737211227417,0.3218799829483032,0.11538641899824142,0.7539780735969543,0.9513874650001526,0.2551022469997406,5.0,0.2551022469997406,0.2547755241394043,0.6253737211227417,0.3746262788772583,1.0,0.008256172761321068,gt_error
youtubevos_000067_05ffcfed85,0.6491677761077881,0.2106388360261917,0.726107656955719,0.9379943013191223,0.6491677761077881,0.26973992586135864,0.2106388360261917,0.726107656955719,0.9379943013191223,0.21019543707370758,5.0,0.21019543707370758,0.20975959300994873,0.6491678357124329,0.35083213448524475,0.9999999701976776,0.007348331622779369,gt_error
youtubevos_000068_0630391881,0.7647126913070679,0.3879146873950958,0.867581844329834,0.9719906449317932,0.7647126913070679,0.24569694697856903,0.3879146873950958,0.867581844329834,0.9719906449317932,0.26396605372428894,5.0,0.26396605372428894,0.2629159390926361,0.7647125720977783,0.23528742790222168,1.0,0.007368827238678932,gt_error
youtubevos_000069_06840b2bbe,0.6052654385566711,0.2642166316509247,0.6327078342437744,0.9061126708984375,0.6052654385566711,0.2360418736934662,0.2642166316509247,0.6327078342437744,0.9061126708984375,0.2965374290943146,5.0,0.2965374290943146,0.2964572608470917,0.6052655577659607,0.39473453164100647,1.0000000894069672,0.009934413246810436,gt_error
youtubevos_000070_068f7dce6f,0.559513509273529,0.18694829940795898,0.592694103717804,0.8574039340019226,0.559513509273529,0.24663065373897552,0.18694829940795898,0.592694103717804,0.8574039340019226,0.25013503432273865,5.0,0.25013503432273865,0.25007355213165283,0.5595134496688843,0.4404865503311157,1.0,0.007436342537403107,gt_error
youtubevos_000071_0693719753,0.5239995718002319,0.11716825515031815,0.5468374490737915,0.8894810080528259,0.5239995718002319,0.2820987105369568,0.11716825515031815,0.5468374490737915,0.8894810080528259,0.25203511118888855,5.0,0.25203511118888855,0.2519899010658264,0.5239996314048767,0.47600042819976807,1.0000000596046448,0.007889660075306892,gt_error
youtubevos_000072_06ce2b51fb,0.6352817416191101,0.13232795894145966,0.734188973903656,0.9542624950408936,0.6352817416191101,0.29913151264190674,0.13232795894145966,0.734188973903656,0.9542624950408936,0.23775076866149902,5.0,0.23775076866149902,0.23242007195949554,0.6352817416191101,0.3647182285785675,0.9999999701976776,0.008150679990649223,gt_error
youtubevos_000073_06e224798e,0.5865540504455566,0.2351883500814438,0.5963561534881592,0.9102964401245117,0.5865540504455566,0.25003963708877563,0.2351883500814438,0.5963561534881592,0.9102964401245117,0.2856186032295227,5.0,0.2856186032295227,0.28548115491867065,0.5865540504455566,0.41344600915908813,1.0000000596046448,0.009400318376719952,gt_error
youtubevos_000074_06ee361788,0.725254476070404,0.2213379591703415,0.8374285101890564,0.9604795575141907,0.725254476070404,0.2723224461078644,0.2213379591703415,0.8374285101890564,0.9604795575141907,0.2901427447795868,5.0,0.2901427447795868,0.28939828276634216,0.7252545356750488,0.2747454047203064,0.9999999403953552,0.009288194589316845,gt_error
youtubevos_000075_06fbb3fa2c,0.6322904825210571,0.2859448790550232,0.6709497570991516,0.9175282120704651,0.6322904825210571,0.2381734848022461,0.2859448790550232,0.6709497570991516,0.9175282120704651,0.29028743505477905,5.0,0.29028743505477905,0.2901807129383087,0.6322904825210571,0.36770951747894287,1.0,0.008989197202026844,gt_error
youtubevos_000076_0700264286,0.5978893041610718,0.25725746154785156,0.62031489610672,0.8937228918075562,0.5978893041610718,0.23534980416297913,0.25725746154785156,0.62031489610672,0.8937228918075562,0.2565706968307495,5.0,0.2565706968307495,0.25652608275413513,0.5978893637657166,0.40211066603660583,1.0000000298023224,0.008463541977107525,gt_error
youtubevos_000077_070c918ca7,0.654202401638031,0.313323050737381,0.6915889382362366,0.9268885850906372,0.654202401638031,0.23026493191719055,0.313323050737381,0.6915889382362366,0.9268885850906372,0.23136574029922485,5.0,0.23136574029922485,0.23097571730613708,0.6542024612426758,0.3457975685596466,1.0000000298023224,0.007581018377095461,gt_error
youtubevos_000078_07129e14a4,0.724593460559845,0.24258367717266083,0.8434298038482666,0.9770476818084717,0.724593460559845,0.28277406096458435,0.24258367717266083,0.8434298038482666,0.9770476818084717,0.24459876120090485,5.0,0.24459876120090485,0.23650775849819183,0.7245935201644897,0.27540653944015503,1.0000000596046448,0.008236882276833057,gt_error
youtubevos_000079_07177017e9,0.7543559670448303,0.3022429645061493,0.8807289600372314,0.9736163020133972,0.7543559670448303,0.26073217391967773,0.3022429645061493,0.8807289600372314,0.9736163020133972,0.2541883587837219,5.0,0.2541883587837219,0.25326305627822876,0.7543560862541199,0.24564401805400848,1.0000001043081284,0.008482228964567184,gt_error
youtubevos_000080_07238ffc58,0.621153712272644,0.16990073025226593,0.6915274262428284,0.9307902455329895,0.621153712272644,0.27858486771583557,0.16990073025226593,0.6915274262428284,0.9307902455329895,0.2328311800956726,5.0,0.2328311800956726,0.2326141744852066,0.6211537718772888,0.3788462281227112,1.0,0.007667824160307646,gt_error
