split,vpdata_id,source_video_id,source_url,path,exists,size_bytes,decode_status,first_frame_ok,frame_count,width,height,fps,error
train,train_pexels_000000004923_2516157_mask2,2516157,https://videos.pexels.com/video-files/2516157/2516157-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000004/000000004923_2516157.mp4,True,5957956,DECODE_OK,True,241,1920,1080,23.976023976023978,
train,train_pexels_000000005347_2711275_mask1,2711275,https://videos.pexels.com/video-files/2711275/2711275-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000005/000000005347_2711275.mp4,True,9694362,DECODE_OK,True,325,1920,1080,24.0,
train,train_pexels_000000005564_2795164_mask2,2795164,https://videos.pexels.com/video-files/2795164/2795164-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000005/000000005564_2795164.mp4,True,8030586,DECODE_OK,True,393,1920,1080,25.0,
train,train_pexels_000000005733_2818537_mask6,2818537,https://videos.pexels.com/video-files/2818537/2818537-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000005/000000005733_2818537.mp4,True,12087709,DECODE_OK,True,406,1920,1080,23.976023976023978,
train,train_pexels_000000006032_2867865_mask5,2867865,https://videos.pexels.com/video-files/2867865/2867865-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000006/000000006032_2867865.mp4,True,22411348,DECODE_OK,True,738,1920,1080,24.0,
train,train_pexels_000000006219_2894890_mask4,2894890,https://videos.pexels.com/video-files/2894890/2894890-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000006/000000006219_2894890.mp4,True,13740037,DECODE_OK,True,469,1920,1080,24.0,
train,train_pexels_000000006713_3002399_mask35,3002399,https://videos.pexels.com/video-files/3002399/3002399-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000006/000000006713_3002399.mp4,True,58075200,DECODE_OK,True,2213,1920,1080,25.0,
train,train_pexels_000000007421_3048932_mask2,3048932,https://videos.pexels.com/video-files/3048932/3048932-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000007/000000007421_3048932.mp4,True,13944348,DECODE_OK,True,572,1920,1080,24.0,
train,train_pexels_000000007869_3109516_mask2,3109516,https://videos.pexels.com/video-files/3109516/3109516-hd_1080_1920_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000007/000000007869_3109516.mp4,True,6191163,DECODE_OK,True,293,1080,1920,23.976023976023978,
train,train_pexels_000000007933_3115351_mask2,3115351,https://videos.pexels.com/video-files/3115351/3115351-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000007/000000007933_3115351.mp4,True,10088732,DECODE_OK,True,648,1280,720,25.0,
train,train_pexels_000000008019_3120159_mask13,3120159,https://videos.pexels.com/video-files/3120159/3120159-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008019_3120159.mp4,True,13182613,DECODE_OK,True,560,1920,1080,25.0,
train,train_pexels_000000008033_3120784_mask16,3120784,https://videos.pexels.com/video-files/3120784/3120784-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008033_3120784.mp4,True,15007080,DECODE_OK,True,722,1920,1080,25.0,
train,train_pexels_000000008113_3129110_mask2,3129110,https://videos.pexels.com/video-files/3129110/3129110-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008113_3129110.mp4,True,5053276,DECODE_OK,True,464,1920,1080,25.0,
train,train_pexels_000000008167_3134900_mask16,3134900,https://videos.pexels.com/video-files/3134900/3134900-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008167_3134900.mp4,True,14619057,DECODE_OK,True,487,1920,1080,23.976023976023978,
train,train_pexels_000000008169_3134903_mask19,3134903,https://videos.pexels.com/video-files/3134903/3134903-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008169_3134903.mp4,True,60642940,DECODE_OK,True,2390,1920,1080,25.0,
train,train_pexels_000000008226_3141321_mask6,3141321,https://videos.pexels.com/video-files/3141321/3141321-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008226_3141321.mp4,True,4928714,DECODE_OK,True,1324,1280,720,25.0,
train,train_pexels_000000008395_3151458_mask1,3151458,https://videos.pexels.com/video-files/3151458/3151458-hd_2048_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000008/000000008395_3151458.mp4,True,9914592,DECODE_OK,True,430,2048,1080,24.0,
train,train_pexels_000000009214_3214300_mask2,3214300,https://videos.pexels.com/video-files/3214300/3214300-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000009/000000009214_3214300.mp4,True,56289797,DECODE_OK,True,2329,1920,1080,29.97002997002997,
train,train_pexels_000000009417_3249505_mask1,3249505,https://videos.pexels.com/video-files/3249505/3249505-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000009/000000009417_3249505.mp4,True,34184669,DECODE_OK,True,1257,1920,1080,25.0,
train,train_pexels_000000009572_3253037_mask3,3253037,https://videos.pexels.com/video-files/3253037/3253037-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000009/000000009572_3253037.mp4,True,3959103,DECODE_OK,True,252,1920,1080,25.0,
train,train_pexels_000000009627_3253970_mask5,3253970,https://videos.pexels.com/video-files/3253970/3253970-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000009/000000009627_3253970.mp4,True,7905768,DECODE_OK,True,340,1920,1080,25.0,
train,train_pexels_000000010566_3525673_mask4,3525673,https://videos.pexels.com/video-files/3525673/3525673-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000010/000000010566_3525673.mp4,True,17278242,DECODE_OK,True,554,1920,1080,23.976023976023978,
train,train_pexels_000000011150_3627321_mask1,3627321,https://videos.pexels.com/video-files/3627321/3627321-hd_1080_2048_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000011/000000011150_3627321.mp4,True,3588868,DECODE_OK,True,319,1080,2048,25.0,
train,train_pexels_000000011179_3633134_mask5,3633134,https://videos.pexels.com/video-files/3633134/3633134-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000011/000000011179_3633134.mp4,True,18058724,DECODE_OK,True,628,1920,1080,25.0,
train,train_pexels_000000012243_3725897_mask5,3725897,https://videos.pexels.com/video-files/3725897/3725897-hd_2048_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000012/000000012243_3725897.mp4,True,10746991,DECODE_OK,True,510,2048,1080,24.0,
train,train_pexels_000000012770_3769204_mask13,3769204,https://videos.pexels.com/video-files/3769204/3769204-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000012/000000012770_3769204.mp4,True,10244998,DECODE_OK,True,412,1920,1080,25.0,
train,train_pexels_000000013121_3795426_mask1,3795426,https://videos.pexels.com/video-files/3795426/3795426-hd_1080_2048_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013121_3795426.mp4,True,7741401,DECODE_OK,True,567,1080,2048,25.0,
train,train_pexels_000000013282_3805871_mask21,3805871,https://videos.pexels.com/video-files/3805871/3805871-hd_1080_2048_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013282_3805871.mp4,True,9699413,DECODE_OK,True,524,1080,2048,25.0,
train,train_pexels_000000013926_3857990_mask1,3857990,https://videos.pexels.com/video-files/3857990/3857990-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013926_3857990.mp4,True,9857801,DECODE_OK,True,432,1920,1080,24.0,
train,train_pexels_000000013949_3858842_mask2,3858842,https://videos.pexels.com/video-files/3858842/3858842-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013949_3858842.mp4,True,24314242,DECODE_OK,True,793,1920,1080,24.0,
train,train_pexels_000000013951_3858844_mask1,3858844,https://videos.pexels.com/video-files/3858844/3858844-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013951_3858844.mp4,True,8041661,DECODE_OK,True,295,1920,1080,24.0,
train,train_pexels_000000013966_3858859_mask2,3858859,https://videos.pexels.com/video-files/3858859/3858859-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000013/000000013966_3858859.mp4,True,18782831,DECODE_OK,True,608,1920,1080,24.0,
train,train_pexels_000000014045_3859476_mask11,3859476,https://videos.pexels.com/video-files/3859476/3859476-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000014/000000014045_3859476.mp4,True,15973447,DECODE_OK,True,594,1920,1080,24.0,
train,train_pexels_000000014091_3864908_mask20,3864908,https://videos.pexels.com/video-files/3864908/3864908-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000014/000000014091_3864908.mp4,True,7036444,DECODE_OK,True,327,1920,1080,30.0,
train,train_pexels_000000015563_3973661_mask1,3973661,https://videos.pexels.com/video-files/3973661/3973661-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000015/000000015563_3973661.mp4,True,5439763,DECODE_OK,True,360,1280,720,23.976023976023978,
train,train_pexels_000000015580_3975356_mask3,3975356,https://videos.pexels.com/video-files/3975356/3975356-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000015/000000015580_3975356.mp4,True,8934449,DECODE_OK,True,416,1920,1080,29.97002997002997,
train,train_pexels_000000015730_3981950_mask2,3981950,https://videos.pexels.com/video-files/3981950/3981950-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000015/000000015730_3981950.mp4,True,6777543,DECODE_OK,True,456,1920,1080,29.97002997002997,
train,train_pexels_000000015838_3987680_mask1,3987680,https://videos.pexels.com/video-files/3987680/3987680-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000015/000000015838_3987680.mp4,True,11014289,DECODE_OK,True,398,1920,1080,24.0,
train,train_pexels_000000016067_3996901_mask1,3996901,https://videos.pexels.com/video-files/3996901/3996901-hd_2048_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000016/000000016067_3996901.mp4,True,38426148,DECODE_OK,True,1810,2048,1080,25.0,
train,train_pexels_000000016454_4008316_mask4,4008316,https://videos.pexels.com/video-files/4008316/4008316-hd_2048_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000016/000000016454_4008316.mp4,True,9246532,DECODE_OK,True,437,2048,1080,25.0,
train,train_pexels_000000016665_4016498_mask1,4016498,https://videos.pexels.com/video-files/4016498/4016498-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000016/000000016665_4016498.mp4,True,8993849,DECODE_OK,True,361,1920,1080,29.97002997002997,
train,train_pexels_000000016850_4032436_mask1,4032436,https://videos.pexels.com/video-files/4032436/4032436-hd_1280_720_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000016/000000016850_4032436.mp4,True,70752162,DECODE_OK,True,5631,1280,720,30.0,
train,train_pexels_000000017032_4037635_mask1,4037635,https://videos.pexels.com/video-files/4037635/4037635-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000017/000000017032_4037635.mp4,True,10790185,DECODE_OK,True,412,1920,1080,25.0,
train,train_pexels_000000017092_4038573_mask2,4038573,https://videos.pexels.com/video-files/4038573/4038573-hd_2048_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000017/000000017092_4038573.mp4,True,4592998,DECODE_OK,True,374,2048,1080,25.0,
train,train_pexels_000000017167_4041712_mask2,4041712,https://videos.pexels.com/video-files/4041712/4041712-hd_1280_720_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000017/000000017167_4041712.mp4,True,9766824,DECODE_OK,True,771,1280,720,29.97002997002997,
train,train_pexels_000000017376_4052868_mask1,4052868,https://videos.pexels.com/video-files/4052868/4052868-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000017/000000017376_4052868.mp4,True,6377197,DECODE_OK,True,532,1920,1080,25.0,
train,train_pexels_000000017577_4057256_mask1,4057256,https://videos.pexels.com/video-files/4057256/4057256-hd_1080_2048_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000017/000000017577_4057256.mp4,True,3951954,DECODE_OK,True,420,1080,2048,25.0,
train,train_pexels_000000018159_4073697_mask1,4073697,https://videos.pexels.com/video-files/4073697/4073697-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000018/000000018159_4073697.mp4,True,15638087,DECODE_OK,True,652,1920,1080,29.97002997002997,
train,train_pexels_000000019484_4112497_mask3,4112497,https://videos.pexels.com/video-files/4112497/4112497-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000019/000000019484_4112497.mp4,True,7233225,DECODE_OK,True,600,1920,1080,25.0,
train,train_pexels_000000019784_4120948_mask3,4120948,https://videos.pexels.com/video-files/4120948/4120948-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000019/000000019784_4120948.mp4,True,3537260,DECODE_OK,True,334,1920,1080,25.0,
train,train_pexels_000000020071_4124416_mask17,4124416,https://videos.pexels.com/video-files/4124416/4124416-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000020/000000020071_4124416.mp4,True,17947216,DECODE_OK,True,752,1920,1080,30.0,
train,train_pexels_000000020218_4129721_mask8,4129721,https://videos.pexels.com/video-files/4129721/4129721-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000020/000000020218_4129721.mp4,True,8991408,DECODE_OK,True,651,1280,720,25.0,
train,train_pexels_000000020560_4149627_mask7,4149627,https://videos.pexels.com/video-files/4149627/4149627-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000020/000000020560_4149627.mp4,True,18650775,DECODE_OK,True,908,1920,1080,29.97002997002997,
train,train_pexels_000000020844_4156686_mask11,4156686,https://videos.pexels.com/video-files/4156686/4156686-hd_1280_720_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000020/000000020844_4156686.mp4,True,93770202,DECODE_OK,True,6337,1280,720,23.976023976023978,
train,train_pexels_000000021201_4170233_mask4,4170233,https://videos.pexels.com/video-files/4170233/4170233-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000021/000000021201_4170233.mp4,True,6029012,DECODE_OK,True,301,1920,1080,29.97002997002997,
train,train_pexels_000000023321_4265183_mask3,4265183,https://videos.pexels.com/video-files/4265183/4265183-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000023/000000023321_4265183.mp4,True,9781335,DECODE_OK,True,438,1920,1080,29.97002997002997,
train,train_pexels_000000023793_4281027_mask2,4281027,https://videos.pexels.com/video-files/4281027/4281027-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000023/000000023793_4281027.mp4,True,63584981,DECODE_OK,True,2732,1920,1080,24.0,
train,train_pexels_000000023814_4281278_mask7,4281278,https://videos.pexels.com/video-files/4281278/4281278-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000023/000000023814_4281278.mp4,True,17926753,DECODE_OK,True,975,1920,1080,24.0,
train,train_pexels_000000023841_4282458_mask4,4282458,https://videos.pexels.com/video-files/4282458/4282458-hd_720_720_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000023/000000023841_4282458.mp4,True,5757123,DECODE_OK,True,590,720,720,23.976023976023978,
train,train_pexels_000000024023_4297401_mask2,4297401,https://videos.pexels.com/video-files/4297401/4297401-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000024/000000024023_4297401.mp4,True,2559312,DECODE_OK,True,306,1280,720,23.976023976023978,
train,train_pexels_000000024570_4324089_mask1,4324089,https://videos.pexels.com/video-files/4324089/4324089-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000024/000000024570_4324089.mp4,True,17478869,DECODE_OK,True,702,1920,1080,24.0,
train,train_pexels_000000024739_4327274_mask3,4327274,https://videos.pexels.com/video-files/4327274/4327274-hd_2048_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000024/000000024739_4327274.mp4,True,11394329,DECODE_OK,True,741,2048,1080,25.0,
train,train_pexels_000000024756_4327385_mask22,4327385,https://videos.pexels.com/video-files/4327385/4327385-hd_1280_720_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000024/000000024756_4327385.mp4,True,12733588,DECODE_OK,True,994,1280,720,29.97002997002997,
train,train_pexels_000000025496_4361977_mask3,4361977,https://videos.pexels.com/video-files/4361977/4361977-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000025/000000025496_4361977.mp4,True,4287538,DECODE_OK,True,339,1920,1080,25.0,
train,train_pexels_000000025646_4367918_mask2,4367918,https://videos.pexels.com/video-files/4367918/4367918-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000025/000000025646_4367918.mp4,True,9694628,DECODE_OK,True,663,1920,1080,29.97002997002997,
train,train_pexels_000000025811_4377032_mask8,4377032,https://videos.pexels.com/video-files/4377032/4377032-hd_1920_1080_24fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000025/000000025811_4377032.mp4,True,11260921,DECODE_OK,True,523,1920,1080,24.0,
train,train_pexels_000000025926_4384889_mask1,4384889,https://videos.pexels.com/video-files/4384889/4384889-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000025/000000025926_4384889.mp4,True,8652477,DECODE_OK,True,342,1920,1080,25.0,
train,train_pexels_000000026333_4407766_mask2,4407766,https://videos.pexels.com/video-files/4407766/4407766-hd_1920_1080_30fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000026/000000026333_4407766.mp4,True,8984073,DECODE_OK,True,403,1920,1080,29.97002997002997,
train,train_pexels_000000026563_4426380_mask9,4426380,https://videos.pexels.com/video-files/4426380/4426380-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000026/000000026563_4426380.mp4,True,4501725,DECODE_OK,True,345,1920,1080,25.0,
train,train_pexels_000000027744_4473680_mask1,4473680,https://videos.pexels.com/video-files/4473680/4473680-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000027/000000027744_4473680.mp4,True,9485941,DECODE_OK,True,327,1920,1080,25.0,
train,train_pexels_000000028084_4482068_mask32,4482068,https://videos.pexels.com/video-files/4482068/4482068-hd_2048_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000028/000000028084_4482068.mp4,True,12564018,DECODE_OK,True,563,2048,1080,25.0,
train,train_pexels_000000028174_4484026_mask11,4484026,https://videos.pexels.com/video-files/4484026/4484026-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000028/000000028174_4484026.mp4,True,5940024,DECODE_OK,True,485,1920,1080,25.0,
train,train_pexels_000000028271_4487976_mask1,4487976,https://videos.pexels.com/video-files/4487976/4487976-hd_1920_1080_25fps.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/vpdata_exp60b/raw_subset/raw_video/pexels/000000028/000000028271_4487976.mp4,True,14394587,DECODE_OK,True,686,1920,1080,25.0,
