sample_id,scene_group,source_type,fg_bg_path,bg_path,mask_path,fg_bg_frames,bg_frames,mask_frames,fg_bg_size,bg_size,mask_size,aligned_frames,aligned_size,mask_area_mean,masked_absdiff_mean,probe_backend,probe_note,status,reason,contact_sheet
REAL_ENV156_00012_004_05,REAL_ENV156_00012,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV156_00012_004_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV156_00012_004_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV156_00012_004_05.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.13676215277777778,47.90283330281576,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/012_REAL_ENV156_00012_004_05.jpg
REAL_ENV134_00005_006_01,REAL_ENV134_00005,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV134_00005_006_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV134_00005_006_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV134_00005_006_01.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.4600209780092593,39.914002100626625,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/013_REAL_ENV134_00005_006_01.jpg
REAL_ENV194_00006_003_05,REAL_ENV194_00006,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV194_00006_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV194_00006_003_05.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV194_00006_003_05.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.044899811921296294,86.9002202351888,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/014_REAL_ENV194_00006_003_05.jpg
REAL_ENV158_00005_002_01,REAL_ENV158_00005,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV158_00005_002_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV158_00005_002_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV158_00005_002_01.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.15897714120370374,57.80658976236979,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/015_REAL_ENV158_00005_002_01.jpg
REAL_ENV167_00003_007_01,REAL_ENV167_00003,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV167_00003_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV167_00003_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV167_00003_007_01.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.268642578125,51.06094233194987,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/016_REAL_ENV167_00003_007_01.jpg
REAL_ENV231_00010_003_03,REAL_ENV231_00010,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV231_00010_003_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV231_00010_003_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV231_00010_003_03.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.07735170717592593,90.30817413330078,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/017_REAL_ENV231_00010_003_03.jpg
REAL_ENV216_00007_004_03,REAL_ENV216_00007,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV216_00007_004_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV216_00007_004_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV216_00007_004_03.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.12900571469907407,99.62976328531902,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/018_REAL_ENV216_00007_004_03.jpg
REAL_ENV251_00004_004_02,REAL_ENV251_00004,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV251_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV251_00004_004_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV251_00004_004_02.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.06028139467592592,73.26099650065105,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/019_REAL_ENV251_00004_004_02.jpg
REAL_ENV105_00001_001_03,REAL_ENV105_00001,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV105_00001_001_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV105_00001_001_03.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.12201352719907406,104.72785186767578,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/020_REAL_ENV105_00001_001_03.jpg
REAL_ENV212_00011_001_01,REAL_ENV212_00011,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV212_00011_001_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV212_00011_001_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV212_00011_001_01.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.09702690972222222,106.98108164469402,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/021_REAL_ENV212_00011_001_01.jpg
REAL_ENV212_00006_001_02,REAL_ENV212_00006,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV212_00006_001_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV212_00006_001_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV212_00006_001_02.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.09267144097222223,57.51259104410807,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/022_REAL_ENV212_00006_001_02.jpg
REAL_ENV166_00002_001_02,REAL_ENV166_00002,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV166_00002_001_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV166_00002_001_02.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV166_00002_001_02.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.10276728877314815,61.171956380208336,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/023_REAL_ENV166_00002_001_02.jpg
REAL_ENV167_00007_001_04,REAL_ENV167_00007,REAL,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/FG_BG/REAL_ENV167_00007_001_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train/VOR-Train/BG/REAL_ENV167_00007_001_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/data/external/effecterase_vor/extracted/vor_train_audit64_exact_20260623/VOR-Train-MASK/MASK/REAL_ENV167_00007_001_04.mp4,240,240,240,1280x720,1280x720,1280x720,True,True,0.32003472222222223,47.09237416585287,opencv_fallback,ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory | ffprobe: error while loading shared libraries: libblas.so.3: cannot open shared object file: No such file or directory,OK,,reports/vor_triplet_audit64_visuals/024_REAL_ENV167_00007_001_04.jpg
