sample_id,model,video_path,contact_sheet,reviewed_frames,classification,temporal_artifact,spatial_artifact,reason,reviewer_pass,visual_review_status,status,frame_count,full_psnr,mask_psnr,full_ssim,temporal_absdiff_mean,temporal_absdiff_max,black_frame_ratio,mask_profile,area_bucket,motion_bucket,evidence_sheet,crop_sheet
vp2_vor_bg_49f_REAL_ENV230_00102_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,0 24 26 40 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,16.739197380679837,14.240190818410502,0.5748710985086403,11.104642962416014,21.7296142578125,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV230_00102_007_01.jpg
vp2_vor_bg_49f_BLENDER_BEACH040_00001,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_BLENDER_BEACH040_00001.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,0 24 27 39 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,18.955227127570964,15.02871434922242,0.768276262040041,1.4772594161331654,10.481911659240723,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_BLENDER_BEACH040_00001.jpg
vp2_vor_bg_49f_REAL_ENV212_00015_007_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,0 24 28 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,20.64310811855765,16.512907935480666,0.8658610740486457,3.4277532820900283,9.549230575561523,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV212_00015_007_01.jpg
vp2_vor_bg_49f_REAL_ENV156_00020_002_03,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,0 21 24 39 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,19.106147864877386,17.460694643721556,0.7031731496051866,14.81991750995318,23.362409591674805,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV156_00020_002_03.jpg
vp2_vor_bg_49f_REAL_ENV171_00003_004_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,0 23 24 44 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,19.682676155451105,17.007040097488066,0.7535253702377787,23.27330293258031,35.663734436035156,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV171_00003_004_04.jpg
vp2_vor_bg_49f_REAL_ENV009_00001_007_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,0 24 25 40 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,18.290428360774765,17.744884702123507,0.7519612227167402,21.10302659869194,33.13545227050781,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV009_00001_007_04.jpg
vp2_vor_bg_49f_REAL_ENV234_00102_002_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,0 23 24 36 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,16.240603011390938,18.807891782599977,0.6069931442640266,35.29062573115031,49.46652603149414,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV234_00102_002_04.jpg
vp2_vor_bg_49f_REAL_ENV232_00006_001_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,0 4 23 24 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,16.725580849442082,14.86247884949403,0.5686283038586987,11.986344958345095,22.38614273071289,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV232_00006_001_01.jpg
vp2_vor_bg_49f_REAL_ENV241_00101_002_01,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,0 21 24 28 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,17.03348041287227,14.138541869274045,0.6311922937023396,9.877766425410906,15.167755126953125,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV241_00101_002_01.jpg
vp2_vor_bg_49f_REAL_ENV284_00102_003_04,VideoPainter_official,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/side_by_side/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.mp4,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/official_generation/contact_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,0 24 39 48,medium-hard,checked_by_frame_diffs,localized in mask/near boundary,finite visible defect without technical collapse,false,DENSE_EVIDENCE_GENERATED_HUMAN_REVIEW_REQUIRED,OK,49,18.813549846254656,16.524948903086386,0.6330086965950168,17.83300934235255,25.18646812438965,0.0,,,,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/evidence_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg,/mnt/nas/hj/H20_Video_inpainting_DPO/logs/autoresearch/exp26_videopainter_dpo_v2/searchdev_step10_vp_primary32_10step_retry1_20260625_151020/step10_review/crop_sheets/vp2_vor_bg_49f_REAL_ENV284_00102_003_04.jpg
