experiment,global_step,step,step_source,implicit_acc,implicit_acc_correct,implicit_acc_total,implicit_acc_count,inside_term_mean,inside_term_min,inside_term_max,loser_dominant_ratio,dpo_loss,total_loss,factor,mse_w,ref_mse_w,mse_l,ref_mse_l,win_gap,lose_gap,reward_margin,sigma_term,kl_divergence,epoch,epoch_batch_idx,steps_per_epoch,l_dpo,l_total,loss,v_num,loss_simple_step,loss_step,loss_simple_epoch,loss_epoch
VideoDPO_on_VideoInpainting_data,,20,lightning_progress,1.0,,,,,,,,0.654,,,,,,,1.42e-05,4.65e-05,,,,0.0,20.0,1785.0,0.654,,,,,,,
VideoDPO_on_VideoInpainting_data,,21,lightning_progress,1.0,,,,,,,,0.0907,,,,,,,-0.000232,0.00071,,,,0.0,21.0,1785.0,0.0907,,,,,,,
VideoDPO_on_VideoInpainting_data,,22,lightning_progress,1.0,,,,,,,,0.511,,,,,,,9.42e-05,0.000256,,,,0.0,22.0,1785.0,0.511,,,,,,,
VideoDPO_on_VideoInpainting_data,,23,lightning_progress,0.833,,,,,,,,0.36,,,,,,,0.000677,0.00101,,,,0.0,23.0,1785.0,0.36,,,,,,,
VideoDPO_on_VideoInpainting_data,,24,lightning_progress,1.0,,,,,,,,0.00684,,,,,,,-0.00126,0.000735,,,,0.0,24.0,1785.0,0.00684,,,,,,,
VideoDPO_on_VideoInpainting_data,,25,lightning_progress,0.167,,,,,,,,6.95,,,,,,,0.000103,-0.00267,,,,0.0,25.0,1785.0,6.95,,,,,,,
VideoDPO_on_VideoInpainting_data,,26,lightning_progress,1.0,,,,,,,,0.0155,,,,,,,-0.00167,-8.72e-06,,,,0.0,26.0,1785.0,0.0155,,,,,,,
VideoDPO_on_VideoInpainting_data,,27,lightning_progress,1.0,,,,,,,,0.131,,,,,,,4.96e-05,0.000837,,,,0.0,27.0,1785.0,0.131,,,,,,,
VideoDPO_on_VideoInpainting_data,,28,lightning_progress,1.0,,,,,,,,0.503,,,,,,,-0.000109,6.18e-05,,,,0.0,28.0,1785.0,0.503,,,,,,,
VideoDPO_on_VideoInpainting_data,,29,lightning_progress,1.0,,,,,,,,0.608,,,,,,,1.95e-05,9.1e-05,,,,0.0,29.0,1785.0,0.608,,,,,,,
VideoDPO_on_VideoInpainting_data,,30,lightning_progress,0.333,,,,,,,,0.802,,,,,,,0.0013,0.00122,,,,0.0,30.0,1785.0,0.802,,,,,,,
VideoDPO_on_VideoInpainting_data,,31,lightning_progress,0.833,,,,,,,,0.121,,,,,,,-0.000491,0.000328,,,,0.0,31.0,1785.0,0.121,,,,,,,
VideoDPO_on_VideoInpainting_data,,32,lightning_progress,1.0,,,,,,,,0.000244,,,,,,,-0.00152,0.00181,,,,0.0,32.0,1785.0,0.000244,,,,,,,
VideoDPO_on_VideoInpainting_data,,33,lightning_progress,1.0,,,,,,,,0.00532,,,,,,,0.000478,0.00257,,,,0.0,33.0,1785.0,0.00532,,,,,,,
VideoDPO_on_VideoInpainting_data,,34,lightning_progress,1.0,,,,,,,,0.391,,,,,,,-0.000227,6.74e-05,,,,0.0,34.0,1785.0,0.391,,,,,,,
VideoDPO_on_VideoInpainting_data,,35,lightning_progress,1.0,,,,,,,,9.36e-06,,,,,,,0.000156,0.00479,,,,0.0,35.0,1785.0,9.36e-06,,,,,,,
VideoDPO_on_VideoInpainting_data,,36,lightning_progress,1.0,,,,,,,,0.347,,,,,,,2.27e-05,0.000375,,,,0.0,36.0,1785.0,0.347,,,,,,,
VideoDPO_on_VideoInpainting_data,,37,lightning_progress,1.0,,,,,,,,0.269,,,,,,,-4.63e-05,0.000423,,,,0.0,37.0,1785.0,0.269,,,,,,,
VideoDPO_on_VideoInpainting_data,,38,lightning_progress,0.0,,,,,,,,0.982,,,,,,,0.000334,0.000129,,,,0.0,38.0,1785.0,0.982,,,,,,,
VideoDPO_on_VideoInpainting_data,,39,lightning_progress,1.0,,,,,,,,0.27,,,,,,,3.61e-05,0.000504,,,,0.0,39.0,1785.0,0.27,,,,,,,
VideoDPO_on_VideoInpainting_data,,40,lightning_progress,1.0,,,,,,,,0.0298,,,,,,,0.00036,0.00176,,,,0.0,40.0,1785.0,0.0298,,,,,,,
VideoDPO_on_VideoInpainting_data,,41,lightning_progress,1.0,,,,,,,,0.187,,,,,,,0.000752,0.00138,,,,0.0,41.0,1785.0,0.187,,,,,,,
VideoDPO_on_VideoInpainting_data,,42,lightning_progress,0.833,,,,,,,,0.301,,,,,,,0.000456,0.000874,,,,0.0,42.0,1785.0,0.301,,,,,,,
VideoDPO_on_VideoInpainting_data,,43,lightning_progress,0.167,,,,,,,,1.36,,,,,,,0.000561,0.000134,,,,0.0,43.0,1785.0,1.36,,,,,,,
VideoDPO_on_VideoInpainting_data,,44,lightning_progress,0.5,,,,,,,,0.497,,,,,,,0.000182,0.000357,,,,0.0,44.0,1785.0,0.497,,,,,,,
VideoDPO_on_VideoInpainting_data,,45,lightning_progress,0.667,,,,,,,,0.61,,,,,,,6.11e-05,0.000131,,,,0.0,45.0,1785.0,0.61,,,,,,,
VideoDPO_on_VideoInpainting_data,,46,lightning_progress,1.0,,,,,,,,0.127,,,,,,,-0.00062,0.000178,,,,0.0,46.0,1785.0,0.127,,,,,,,
VideoDPO_on_VideoInpainting_data,,47,lightning_progress,1.0,,,,,,,,0.204,,,,,,,0.000506,0.0011,,,,0.0,47.0,1785.0,0.204,,,,,,,
VideoDPO_on_VideoInpainting_data,,48,lightning_progress,1.0,,,,,,,,0.637,,,,,,,0.000204,0.00025,,,,0.0,48.0,1785.0,0.637,,,,,,,
VideoDPO_on_VideoInpainting_data,,49,lightning_progress,1.0,,,,,,,,0.689,,,,,,,7.23e-05,7.59e-05,,,,0.0,49.0,1785.0,0.689,,,,,,,
VideoDPO_on_VideoInpainting_data,,50,lightning_progress,0.833,,,,,,,,0.209,,,,,,,-0.00034,0.000244,,,,0.0,50.0,1785.0,0.209,,,,,,,
VideoDPO_on_VideoInpainting_data,,51,lightning_progress,0.833,,,,,,,,0.792,,,,,,,-3.27e-05,-0.000108,,,,0.0,51.0,1785.0,0.792,,,,,,,
VideoDPO_on_VideoInpainting_data,,52,lightning_progress,1.0,,,,,,,,0.175,,,,,,,-9.65e-06,0.000651,,,,0.0,52.0,1785.0,0.175,,,,,,,
VideoDPO_on_VideoInpainting_data,,53,lightning_progress,1.0,,,,,,,,6.52e-06,,,,,,,-0.00127,0.00351,,,,0.0,53.0,1785.0,6.52e-06,,,,,,,
VideoDPO_on_VideoInpainting_data,,54,lightning_progress,1.0,,,,,,,,0.415,,,,,,,9.53e-05,0.000361,,,,0.0,54.0,1785.0,0.415,,,,,,,
VideoDPO_on_VideoInpainting_data,,55,lightning_progress,1.0,,,,,,,,0.0215,,,,,,,-0.00025,0.00128,,,,0.0,55.0,1785.0,0.0215,,,,,,,
VideoDPO_on_VideoInpainting_data,,56,lightning_progress,0.833,,,,,,,,1.44,,,,,,,0.000163,-0.000306,,,,0.0,56.0,1785.0,1.44,,,,,,,
VideoDPO_on_VideoInpainting_data,,57,lightning_progress,0.833,,,,,,,,0.032,,,,,,,0.000104,0.00147,,,,0.0,57.0,1785.0,0.032,,,,,,,
VideoDPO_on_VideoInpainting_data,,58,lightning_progress,1.0,,,,,,,,0.0131,,,,,,,-0.00144,0.000294,,,,0.0,58.0,1785.0,0.0131,,,,,,,
VideoDPO_on_VideoInpainting_data,,59,lightning_progress,1.0,,,,,,,,0.0636,,,,,,,0.000142,0.00123,,,,0.0,59.0,1785.0,0.0636,,,,,,,
VideoDPO_on_VideoInpainting_data,,60,lightning_progress,1.0,,,,,,,,0.043,,,,,,,-0.000425,0.000824,,,,0.0,60.0,1785.0,0.043,,,,,,,
VideoDPO_on_VideoInpainting_data,,61,lightning_progress,0.5,,,,,,,,0.497,,,,,,,-7.14e-05,0.000105,,,,0.0,61.0,1785.0,0.497,,,,,,,
VideoDPO_on_VideoInpainting_data,,62,lightning_progress,0.833,,,,,,,,0.00607,,,,,,,-0.00153,0.000513,,,,0.0,62.0,1785.0,0.00607,,,,,,,
VideoDPO_on_VideoInpainting_data,,63,lightning_progress,0.667,,,,,,,,0.825,,,,,,,2.26e-05,-7.67e-05,,,,0.0,63.0,1785.0,0.825,,,,,,,
VideoDPO_on_VideoInpainting_data,,64,lightning_progress,1.0,,,,,,,,0.522,,,,,,,0.000452,0.000603,,,,0.0,64.0,1785.0,0.522,,,,,,,
VideoDPO_on_VideoInpainting_data,,65,lightning_progress,0.333,,,,,,,,0.766,,,,,,,0.000158,0.000101,,,,0.0,65.0,1785.0,0.766,,,,,,,
VideoDPO_on_VideoInpainting_data,,66,lightning_progress,0.833,,,,,,,,2.72,,,,,,,0.00117,0.000107,,,,0.0,66.0,1785.0,2.72,,,,,,,
VideoDPO_on_VideoInpainting_data,,67,lightning_progress,0.833,,,,,,,,0.444,,,,,,,-9.55e-05,0.000138,,,,0.0,67.0,1785.0,0.444,,,,,,,
VideoDPO_on_VideoInpainting_data,,68,lightning_progress,1.0,,,,,,,,0.0241,,,,,,,-0.000894,0.000591,,,,0.0,68.0,1785.0,0.0241,,,,,,,
VideoDPO_on_VideoInpainting_data,,69,lightning_progress,0.667,,,,,,,,0.0298,,,,,,,8.5e-05,0.00148,,,,0.0,69.0,1785.0,0.0298,,,,,,,
VideoDPO_on_VideoInpainting_data,,70,lightning_progress,1.0,,,,,,,,0.000432,,,,,,,-0.000369,0.00273,,,,0.0,70.0,1785.0,0.000432,,,,,,,
VideoDPO_on_VideoInpainting_data,,71,lightning_progress,0.833,,,,,,,,0.473,,,,,,,-0.000122,8e-05,,,,0.0,71.0,1785.0,0.473,,,,,,,
VideoDPO_on_VideoInpainting_data,,72,lightning_progress,1.0,,,,,,,,0.08,,,,,,,-0.000801,0.000193,,,,0.0,72.0,1785.0,0.08,,,,,,,
VideoDPO_on_VideoInpainting_data,,73,lightning_progress,1.0,,,,,,,,0.0364,,,,,,,-0.00064,0.000678,,,,0.0,73.0,1785.0,0.0364,,,,,,,
VideoDPO_on_VideoInpainting_data,,74,lightning_progress,1.0,,,,,,,,0.388,,,,,,,0.000273,0.000571,,,,0.0,74.0,1785.0,0.388,,,,,,,
VideoDPO_on_VideoInpainting_data,,75,lightning_progress,0.833,,,,,,,,0.244,,,,,,,-0.000327,0.000187,,,,0.0,75.0,1785.0,0.244,,,,,,,
VideoDPO_on_VideoInpainting_data,,76,lightning_progress,1.0,,,,,,,,0.0971,,,,,,,-0.00032,0.000594,,,,0.0,76.0,1785.0,0.0971,,,,,,,
VideoDPO_on_VideoInpainting_data,,77,lightning_progress,1.0,,,,,,,,0.062,,,,,,,-0.000883,0.000217,,,,0.0,77.0,1785.0,0.062,,,,,,,
VideoDPO_on_VideoInpainting_data,,78,lightning_progress,0.667,,,,,,,,1.63,,,,,,,0.000292,-0.000271,,,,0.0,78.0,1785.0,1.63,,,,,,,
VideoDPO_on_VideoInpainting_data,,79,lightning_progress,0.667,,,,,,,,0.637,,,,,,,0.000135,0.000181,,,,0.0,79.0,1785.0,0.637,,,,,,,
VideoDPO_on_VideoInpainting_data,,80,lightning_progress,1.0,,,,,,,,0.064,,,,,,,-0.000683,0.000404,,,,0.0,80.0,1785.0,0.064,,,,,,,
VideoDPO_on_VideoInpainting_data,,81,lightning_progress,1.0,,,,,,,,0.624,,,,,,,0.000122,0.000179,,,,0.0,81.0,1785.0,0.624,,,,,,,
VideoDPO_on_VideoInpainting_data,,82,lightning_progress,1.0,,,,,,,,0.0547,,,,,,,-0.000911,0.000241,,,,0.0,82.0,1785.0,0.0547,,,,,,,
VideoDPO_on_VideoInpainting_data,,83,lightning_progress,0.833,,,,,,,,0.348,,,,,,,0.000198,0.000548,,,,0.0,83.0,1785.0,0.348,,,,,,,
VideoDPO_on_VideoInpainting_data,,84,lightning_progress,0.833,,,,,,,,0.282,,,,,,,0.000216,0.000664,,,,0.0,84.0,1785.0,0.282,,,,,,,
VideoDPO_on_VideoInpainting_data,,85,lightning_progress,0.833,,,,,,,,0.31,,,,,,,6.3e-05,0.000468,,,,0.0,85.0,1785.0,0.31,,,,,,,
VideoDPO_on_VideoInpainting_data,,86,lightning_progress,1.0,,,,,,,,0.00857,,,,,,,-0.00169,0.000208,,,,0.0,86.0,1785.0,0.00857,,,,,,,
VideoDPO_on_VideoInpainting_data,,87,lightning_progress,0.833,,,,,,,,0.398,,,,,,,-0.000101,0.000185,,,,0.0,87.0,1785.0,0.398,,,,,,,
VideoDPO_on_VideoInpainting_data,,88,lightning_progress,1.0,,,,,,,,0.288,,,,,,,-0.000224,0.000215,,,,0.0,88.0,1785.0,0.288,,,,,,,
VideoDPO_on_VideoInpainting_data,,89,lightning_progress,1.0,,,,,,,,0.0743,,,,,,,-0.000835,0.00019,,,,0.0,89.0,1785.0,0.0743,,,,,,,
VideoDPO_on_VideoInpainting_data,,90,lightning_progress,1.0,,,,,,,,0.00277,,,,,,,-0.00024,0.00211,,,,0.0,90.0,1785.0,0.00277,,,,,,,
VideoDPO_on_VideoInpainting_data,,91,lightning_progress,1.0,,,,,,,,0.149,,,,,,,-0.000255,0.000476,,,,0.0,91.0,1785.0,0.149,,,,,,,
VideoDPO_on_VideoInpainting_data,,92,lightning_progress,1.0,,,,,,,,0.668,,,,,,,-0.000158,-0.000138,,,,0.0,92.0,1785.0,0.668,,,,,,,
VideoDPO_on_VideoInpainting_data,,93,lightning_progress,0.333,,,,,,,,1.28,,,,,,,0.000511,0.000131,,,,0.0,93.0,1785.0,1.28,,,,,,,
VideoDPO_on_VideoInpainting_data,,94,lightning_progress,0.833,,,,,,,,0.29,,,,,,,-0.000179,0.000257,,,,0.0,94.0,1785.0,0.29,,,,,,,
VideoDPO_on_VideoInpainting_data,,95,lightning_progress,0.833,,,,,,,,0.539,,,,,,,0.000132,0.000267,,,,0.0,95.0,1785.0,0.539,,,,,,,
VideoDPO_on_VideoInpainting_data,,96,lightning_progress,1.0,,,,,,,,0.000977,,,,,,,0.000158,0.00293,,,,0.0,96.0,1785.0,0.000977,,,,,,,
VideoDPO_on_VideoInpainting_data,,97,lightning_progress,0.833,,,,,,,,0.864,,,,,,,0.00018,5.33e-05,,,,0.0,97.0,1785.0,0.864,,,,,,,
VideoDPO_on_VideoInpainting_data,,98,lightning_progress,0.667,,,,,,,,0.809,,,,,,,0.000243,0.000155,,,,0.0,98.0,1785.0,0.809,,,,,,,
VideoDPO_on_VideoInpainting_data,,99,lightning_progress,0.833,,,,,,,,0.481,,,,,,,0.000278,0.000471,,,,0.0,99.0,1785.0,0.481,,,,,,,
VideoDPO_on_VideoInpainting_data,,100,lightning_progress,0.833,,,,,,,,0.618,,,,,,,0.000236,0.000299,,,,0.0,100.0,1785.0,0.618,,,,,,,
VideoDPO_on_VideoInpainting_data,,101,lightning_progress,0.5,,,,,,,,0.587,,,,,,,0.000102,0.000191,,,,0.0,101.0,1785.0,0.587,,,,,,,
VideoDPO_on_VideoInpainting_data,,102,lightning_progress,1.0,,,,,,,,0.00459,,,,,,,-0.000117,0.00204,,,,0.0,102.0,1785.0,0.00459,,,,,,,
VideoDPO_on_VideoInpainting_data,,103,lightning_progress,1.0,,,,,,,,0.0782,,,,,,,4.91e-05,0.00105,,,,0.0,103.0,1785.0,0.0782,,,,,,,
VideoDPO_on_VideoInpainting_data,,104,lightning_progress,0.833,,,,,,,,0.221,,,,,,,0.000157,0.000715,,,,0.0,104.0,1785.0,0.221,,,,,,,
VideoDPO_on_VideoInpainting_data,,105,lightning_progress,1.0,,,,,,,,0.342,,,,,,,-0.000245,0.000114,,,,0.0,105.0,1785.0,0.342,,,,,,,
VideoDPO_on_VideoInpainting_data,,106,lightning_progress,1.0,,,,,,,,0.000655,,,,,,,0.000253,0.00319,,,,0.0,106.0,1785.0,0.000655,,,,,,,
VideoDPO_on_VideoInpainting_data,,107,lightning_progress,0.667,,,,,,,,0.133,,,,,,,-0.000212,0.000567,,,,0.0,107.0,1785.0,0.133,,,,,,,
VideoDPO_on_VideoInpainting_data,,108,lightning_progress,1.0,,,,,,,,1.41e-07,,,,,,,-0.000505,0.0058,,,,0.0,108.0,1785.0,1.41e-07,,,,,,,
VideoDPO_on_VideoInpainting_data,,109,lightning_progress,1.0,,,,,,,,0.000466,,,,,,,0.000346,0.00341,,,,0.0,109.0,1785.0,0.000466,,,,,,,
VideoDPO_on_VideoInpainting_data,,110,lightning_progress,1.0,,,,,,,,0.00727,,,,,,,-0.00166,0.000312,,,,0.0,110.0,1785.0,0.00727,,,,,,,
VideoDPO_on_VideoInpainting_data,,111,lightning_progress,1.0,,,,,,,,0.0284,,,,,,,-0.000795,0.000623,,,,0.0,111.0,1785.0,0.0284,,,,,,,
VideoDPO_on_VideoInpainting_data,,112,lightning_progress,0.333,,,,,,,,0.739,,,,,,,0.000348,0.000312,,,,0.0,112.0,1785.0,0.739,,,,,,,
VideoDPO_on_VideoInpainting_data,,113,lightning_progress,1.0,,,,,,,,0.614,,,,,,,0.000524,0.00059,,,,0.0,113.0,1785.0,0.614,,,,,,,
VideoDPO_on_VideoInpainting_data,,114,lightning_progress,1.0,,,,,,,,0.052,,,,,,,-9.93e-05,0.00107,,,,0.0,114.0,1785.0,0.052,,,,,,,
VideoDPO_on_VideoInpainting_data,,115,lightning_progress,1.0,,,,,,,,0.172,,,,,,,0.000842,0.00151,,,,0.0,115.0,1785.0,0.172,,,,,,,
VideoDPO_on_VideoInpainting_data,,116,lightning_progress,1.0,,,,,,,,0.000423,,,,,,,0.00024,0.00335,,,,0.0,116.0,1785.0,0.000423,,,,,,,
VideoDPO_on_VideoInpainting_data,,117,lightning_progress,0.5,,,,,,,,0.802,,,,,,,0.000367,0.000284,,,,0.0,117.0,1785.0,0.802,,,,,,,
VideoDPO_on_VideoInpainting_data,,118,lightning_progress,0.333,,,,,,,,1.71,,,,,,,0.00084,0.000234,,,,0.0,118.0,1785.0,1.71,,,,,,,
VideoDPO_on_VideoInpainting_data,,119,lightning_progress,0.833,,,,,,,,0.839,,,,,,,0.000645,0.000536,,,,0.0,119.0,1785.0,0.839,,,,,,,
VideoDPO_on_VideoInpainting_data,,120,lightning_progress,0.5,,,,,,,,0.657,,,,,,,0.000302,0.000331,,,,0.0,120.0,1785.0,0.657,,,,,,,
VideoDPO_on_VideoInpainting_data,,121,lightning_progress,0.5,,,,,,,,0.117,,,,,,,-0.000206,0.00063,,,,0.0,121.0,1785.0,0.117,,,,,,,
VideoDPO_on_VideoInpainting_data,,122,lightning_progress,1.0,,,,,,,,0.259,,,,,,,7.19e-05,0.00056,,,,0.0,122.0,1785.0,0.259,,,,,,,
VideoDPO_on_VideoInpainting_data,,123,lightning_progress,1.0,,,,,,,,0.0745,,,,,,,-0.000327,0.000697,,,,0.0,123.0,1785.0,0.0745,,,,,,,
VideoDPO_on_VideoInpainting_data,,124,lightning_progress,1.0,,,,,,,,2.04e-05,,,,,,,-0.00217,0.00215,,,,0.0,124.0,1785.0,2.04e-05,,,,,,,
VideoDPO_on_VideoInpainting_data,,125,lightning_progress,1.0,,,,,,,,0.445,,,,,,,0.000284,0.000516,,,,0.0,125.0,1785.0,0.445,,,,,,,
VideoDPO_on_VideoInpainting_data,,126,lightning_progress,1.0,,,,,,,,0.379,,,,,,,0.000291,0.000601,,,,0.0,126.0,1785.0,0.379,,,,,,,
VideoDPO_on_VideoInpainting_data,,127,lightning_progress,1.0,,,,,,,,0.669,,,,,,,0.000301,0.00032,,,,0.0,127.0,1785.0,0.669,,,,,,,
VideoDPO_on_VideoInpainting_data,,128,lightning_progress,0.667,,,,,,,,0.227,,,,,,,0.000344,0.000892,,,,0.0,128.0,1785.0,0.227,,,,,,,
VideoDPO_on_VideoInpainting_data,,129,lightning_progress,0.833,,,,,,,,0.73,,,,,,,0.000352,0.000323,,,,0.0,129.0,1785.0,0.73,,,,,,,
VideoDPO_on_VideoInpainting_data,,130,lightning_progress,1.0,,,,,,,,0.00495,,,,,,,-0.00146,0.000661,,,,0.0,130.0,1785.0,0.00495,,,,,,,
VideoDPO_on_VideoInpainting_data,,131,lightning_progress,1.0,,,,,,,,0.0561,,,,,,,0.000236,0.00138,,,,0.0,131.0,1785.0,0.0561,,,,,,,
VideoDPO_on_VideoInpainting_data,,132,lightning_progress,1.0,,,,,,,,0.00713,,,,,,,-0.00161,0.000362,,,,0.0,132.0,1785.0,0.00713,,,,,,,
VideoDPO_on_VideoInpainting_data,,133,lightning_progress,1.0,,,,,,,,0.133,,,,,,,-0.000374,0.000406,,,,0.0,133.0,1785.0,0.133,,,,,,,
VideoDPO_on_VideoInpainting_data,,134,lightning_progress,0.667,,,,,,,,0.932,,,,,,,0.000183,1.07e-05,,,,0.0,134.0,1785.0,0.932,,,,,,,
VideoDPO_on_VideoInpainting_data,,135,lightning_progress,1.0,,,,,,,,0.0326,,,,,,,-0.00119,0.000175,,,,0.0,135.0,1785.0,0.0326,,,,,,,
VideoDPO_on_VideoInpainting_data,,136,lightning_progress,0.667,,,,,,,,0.324,,,,,,,0.000481,0.000866,,,,0.0,136.0,1785.0,0.324,,,,,,,
VideoDPO_on_VideoInpainting_data,,137,lightning_progress,1.0,,,,,,,,9.72e-06,,,,,,,0.00043,0.00505,,,,0.0,137.0,1785.0,9.72e-06,,,,,,,
VideoDPO_on_VideoInpainting_data,,138,lightning_progress,0.667,,,,,,,,0.617,,,,,,,0.000312,0.000376,,,,0.0,138.0,1785.0,0.617,,,,,,,
VideoDPO_on_VideoInpainting_data,,139,lightning_progress,1.0,,,,,,,,0.00145,,,,,,,0.000231,0.00285,,,,0.0,139.0,1785.0,0.00145,,,,,,,
VideoDPO_on_VideoInpainting_data,,140,lightning_progress,1.0,,,,,,,,0.302,,,,,,,0.000472,0.000889,,,,0.0,140.0,1785.0,0.302,,,,,,,
VideoDPO_on_VideoInpainting_data,,141,lightning_progress,1.0,,,,,,,,0.0195,,,,,,,-0.000227,0.00134,,,,0.0,141.0,1785.0,0.0195,,,,,,,
VideoDPO_on_VideoInpainting_data,,142,lightning_progress,0.833,,,,,,,,2.24,,,,,,,0.000322,-0.000529,,,,0.0,142.0,1785.0,2.24,,,,,,,
VideoDPO_on_VideoInpainting_data,,143,lightning_progress,1.0,,,,,,,,0.00268,,,,,,,-0.00158,0.000788,,,,0.0,143.0,1785.0,0.00268,,,,,,,
VideoDPO_on_VideoInpainting_data,,144,lightning_progress,1.0,,,,,,,,9.54e-06,,,,,,,0.000373,0.005,,,,0.0,144.0,1785.0,9.54e-06,,,,,,,
VideoDPO_on_VideoInpainting_data,,145,lightning_progress,1.0,,,,,,,,0.0132,,,,,,,-0.000833,0.000896,,,,0.0,145.0,1785.0,0.0132,,,,,,,
VideoDPO_on_VideoInpainting_data,,146,lightning_progress,0.833,,,,,,,,0.454,,,,,,,0.000172,0.000394,,,,0.0,146.0,1785.0,0.454,,,,,,,
VideoDPO_on_VideoInpainting_data,,147,lightning_progress,0.833,,,,,,,,0.0896,,,,,,,-0.000773,0.000174,,,,0.0,147.0,1785.0,0.0896,,,,,,,
VideoDPO_on_VideoInpainting_data,,148,lightning_progress,1.0,,,,,,,,0.352,,,,,,,0.000161,0.000506,,,,0.0,148.0,1785.0,0.352,,,,,,,
VideoDPO_on_VideoInpainting_data,,149,lightning_progress,0.833,,,,,,,,0.000249,,,,,,,0.000369,0.00369,,,,0.0,149.0,1785.0,0.000249,,,,,,,
VideoDPO_on_VideoInpainting_data,,150,lightning_progress,1.0,,,,,,,,0.358,,,,,,,0.000353,0.00069,,,,0.0,150.0,1785.0,0.358,,,,,,,
