sample_id,status,frames,seconds,raw_hash,comp_hash,error
vp2_gate64_017_REAL_ENV205_00002_006_04,OK,49,68.166,77e82d92ebc95fb552e277651c26f28478c59b24a96755abf3870662bd9de775,b47e0f7d1d170469218ae8fa798d2a04159792602b0085aaf5c2835c614f27d1,
vp2_gate64_018_REAL_ENV159_00004_002_01,OK,49,62.158,275e30181cc4092c8d17ece39a72694af2f74f40eb00b902e7316c18e232978d,8e023ea2e82c5c80fd2be8b51643038b465f3a2e4d0ec8384c2fec8fd9bc7431,
vp2_gate64_019_REAL_ENV014_00001_002_01,OK,49,67.605,b6ca8a3e02447245e92ebd137489305d3812cb77f57b86faa2f8e6f4df81797a,67412301e314f996bcfd379f7c8f1ee31d417cbffe809adcfd846532b22a2c72,
vp2_gate64_020_REAL_ENV039_00001_002_02,OK,49,67.187,a05732183cb99e3eea9061b55e41470c85a2520ee193820c201ee28b7938f287,6f8b09d04af279be5ee22c84a9efe39f8b4c4a87ad6f19560543b782cb33dc5c,
vp2_gate64_021_REAL_ENV164_00006_004_04,OK,49,68.461,1b176c1afd3b00dc53df555ec0e984bb90d086effa8d9df47f3c8cfcbcbacbb2,43bf418a30bad6d6fc61bfe45908e8b54f7bbdd8fe381138e7d9438fa6b365f5,
vp2_gate64_022_REAL_ENV167_00002_005_01,OK,49,68.547,21d2e90c77d441a341f47fb02b6e17934d7bfd66c9990d4b537f98360368a5e9,e83dee949868e5d38016a832e69556bfd0d3d2983c37a5d50d1dcd95977ae76a,
vp2_gate64_023_REAL_ENV161_00018_005_04,OK,49,68.485,c0ef20834ec8b98ca167f0395d7c8211247f9422c36e4509fc700869266674de,f90f8fa9e3a15fa145526d37ce5d905a2c9ac9d9c0c47b3e8ea22c54f2594c84,
vp2_gate64_024_REAL_ENV177_00013_001_02,OK,49,68.374,c54966f6bfc8998682f2a90dcf722dbcad0e0a44db6814d62da30a34c1f2b222,ef7022d195efe923465352a1403bd40cb3cc6a902bb955f4a1570882203e0935,
vp2_gate64_025_REAL_ENV230_00101_003_04,OK,49,69.344,d7b5d0eb1ee2156c8f5b9b0aa95adcbbbc282879b7d81f62899a40ffc64465ba,e9a22e087933abe5c45e68762da45761afc9ff848d75eeee1f94fa429eb41126,
vp2_gate64_027_BLENDER_FACTORY001_01092,OK,49,66.948,5ca3ca38863d0e22097c3f98c571a70cb04f4a5e371124a7461ccc0c046b4709,86649a667914c24672a5d4b79c68c982b7fae110ec12135b8cebb11f1a36d9be,
vp2_gate64_028_REAL_ENV242_00125_004_05,OK,49,70.231,c1d7a3fdefd8a581891a16e8892a0e6bd2355334c20b791c3ec8b846a0d83cee,fba091d3ed3ac4dd4d05a385539045d9ce4a962178569ac1f91eaf3ec730bbdb,
vp2_gate64_029_REAL_ENV191_00011_002_03,OK,49,68.545,70f1ebc861d9b3ee07be4c0974562c29ab04d93ba82b6a69ca40671276fff59c,29881a3d2aaec01a53b335ffc4eef11cef05aa2386b98c286614b1b8699d7b0f,
vp2_gate64_030_REAL_ENV800_00024_001_03,OK,49,68.862,695b0c04a06bd5c7f6fd69d3162be39f1ea43a01d87d3957ab32ab65ddd2948b,3bb505c284e4180bc04723f50b7f6b0a1f17ead728783859e6af7c67650a3387,
vp2_gate64_031_REAL_ENV157_00011_003_02,OK,49,68.743,f926e65cdf2aa7313021f521408253e44ce36163c18b5fe1879706f9daf284b8,1eefbea5979c6896ecee0f17d10d8486cc149244e90ba208aeb9082f4ee4821b,
vp2_gate64_032_REAL_ENV185_00008_003_03,OK,49,70.004,ccb7712286efa189084a8fd3e6a3975b34a7050ed62db904635553d566e73180,43b64881b74d853b5987a4539f9b01d4a8cc68a11913809545634a10d9abd2d0,
vp2_gate64_033_REAL_ENV176_00006_001_02,OK,49,68.367,715e6c9268318480bf6e4e92486a08a3267970d46b2e1a9ca99d119e976184ac,a70d8286c20822bafcc1c33c9bbe7ebf18bf96166dac6055d40648064151a067,
vp2_gate64_034_REAL_ENV212_00023_002_04,OK,49,66.644,e48c34aaf9730897fa86b3aa768800262f7969a7db1ead715a0859c914a1094f,b8241170992a077c034170dbde16cbfc70e6497cfec98cbdb08cd5d50b401eeb,
vp2_gate64_035_REAL_ENV242_00106_005_05,OK,49,69.37,61d355dd143f2ed2e1391d42b28f909bf5189fd18a21f1784c2a31b656bf6cd2,a097ecabc5fcd21dd91e163744d31f659ffe27bb255f8a8491a1f0b9868b4aa3,
vp2_gate64_036_REAL_ENV172_00007_002_05,OK,49,65.594,2f9f6c50494109ae27d0e5a9cc139be4912abc78b29141287d609b07182ef427,6d4c521e25a692982ad959667f5cc6d128342cfb4575335ff672f78edc233346,
vp2_gate64_037_REAL_ENV084_00002_001_05,OK,49,65.746,1d544d25fddcac43a7920d032815b375cca576d630555d46b931400ed3afbe9f,b17b529caf1b2cbd48e0bd460ba017668ea09f89718c0de7765f1a9db7c138ca,
vp2_gate64_038_REAL_ENV186_00003_006_01,OK,49,65.913,b3c3b6d6b6fbb8eb8e20a872e52971fc8342e0fa6896a65f6e021594879b0276,005efa9b418cb788a9e58557950d026848c2b9a54b91e7d8eedf1123c62fed35,
vp2_gate64_040_REAL_ENV278_00003_006_04,OK,49,67.183,f480dce5d424f9523e528835173b7bd5d8346fea8def74e49ecc3009a2c6a0b0,385dcdce11772ba14af3557a21f420784882bf884b1b2ea9cec90f80e5ff49f0,
vp2_gate64_041_REAL_ENV165_00001_002_03,OK,49,64.585,dea8bdb52eba5a903b136f1375e3103e9b03a48aea52a2d3095b522983d1643b,a3f775a60a1e03562a9793a97c035d4c3d67eac53dc12958f797aaba23acfad4,
vp2_gate64_042_REAL_ENV154_00008_002_03,OK,49,68.554,98aacdbb7dc5b3b2fd60c3b0092a4c9da9b72f5641d86549814ce77b3636e119,ae40711dfe923ae183a57ba7552dba318197cb7521e156b674cd15c15c00500c,
vp2_gate64_044_BLENDER_LAVA001_00001,OK,49,72.19,38614179237bc297aac8478dfe97b73d7983434f957f1999f4f0cab61e27fc4c,b2dc2d1fe20822a82eccd78aea27dc020596693499a2259b531f9f6311a2d50e,
vp2_gate64_045_REAL_ENV170_00008_007_01,OK,49,68.185,602e9a41a146c31a0e6b771bd1c66f07dfd4dd5bcb2221a2e8e7a7453ae9068a,cb17d61c5b48d2818cf9f2f91daf400acb07644554ae28b1351698307fa7a183,
vp2_gate64_046_BLENDER_BEDROOM005_00560,OK,49,69.49,7535dc2e43073ec3a986bba1ab5f147033e4fac0b6d5f353eaddb9098fda0851,a956b6af6ca21ef5bab8c16ecd22fe0e9304e2d06b380029fae1784b7d20e10f,
vp2_gate64_047_REAL_ENV285_00101_007_03,OK,49,68.784,8b0cda9c80f06c13c0a59cf7e603bcb4e64cd3c6f19fd4b119bb0e313c5edccc,9f89dbca33923e45e83a777b0ceba73e756fc19e05057bc8008fd8e79a49a538,
vp2_gate64_049_REAL_ENV161_00016_002_02,OK,49,69.435,5d711cb53a1f43fd521fe2646ecfb6c922ae77b0054204345a40716d913dad50,b966ca6e8221c4411251e1029e7cc3804e8d7de74143a292dbc72a7751a5fcfd,
vp2_gate64_050_REAL_ENV171_00007_004_01,OK,49,67.625,dda79c6c3478abbec7d0a47d239fb3917a6bc704606e5530822a774d30d9bf83,860683615224d2a751750deab3fd933b3f6e15f4e9a01ee91243dfad74e2c022,
vp2_gate64_051_REAL_ENV177_00004_003_02,OK,49,68.856,50cb68edbb5acba5f40ed8c4e178c312b576f25682684d28db51b9847247156d,6fed99cd07d39e17027bb308bb802aac705890ae8bc674da8fe196733a6f416a,
vp2_gate64_052_REAL_ENV212_00033_001_04,OK,49,64.768,3e88d8d7456a2258bbd736802b63064a938c15f571ff6d1c9a9f280601272ffe,8730a0fe1d0eb2275d485674998cb996ce6dad203721bcf2ba2248503f9b8214,
vp2_gate64_053_REAL_ENV181_00006_007_01,OK,49,68.243,a109f2ef0c85dfefc3fcb0ce00b2d1781e31bb022ce3933cb69b50c0b96bc485,84e8b5da1c48c914635b95242e3cb53b24b2dddcfef2934c477f25efbde62b4c,
vp2_gate64_054_REAL_ENV189_00008_005_05,OK,49,70.844,028a2f8b9bb141c60861ac5bbefc8bc25da19beedf9af1d7339bb4c2a9ce10f7,94b1de7dfe7660bd0f025296996241d328c1355eae5a49c429783cc6c52ee686,
vp2_gate64_055_REAL_ENV156_00008_006_01,OK,49,68.833,0a8aaff9cfb37231e37d2527d07b7497ff63d00ad31745a0dd957275b687be48,bd25d5312392ba421696fc9bad333cc59bdeee7c495152f9b1ba9098c2184a45,
vp2_gate64_057_REAL_ENV242_00119_004_01,OK,49,69.356,8705d0f365a7a50ee6ce5269b902f6cd5467777ad61cfcf71e65abc4fdc61933,5d1a1d6e08bdf1d88d020284847015d437e502918eb46f80a84ea65f2534b95c,
vp2_gate64_058_REAL_ENV204_00018_006_03,OK,49,66.816,36c42a5f522cdb9682136a293db0b697819c23845c9a68805c698dcd77f015c2,29c646e53738a7a43ea855c95f279b9667502d5827c25c2a5c28fd8ae845aa06,
vp2_gate64_059_REAL_ENV216_00003_006_05,OK,49,61.65,227895c3cf43957c26c7ae602f28fc64a1752b54872add18ede61e81b9b55daf,9e73f6487b13e733037b82dbef05e3e11027b948d2e415ed797fa47796a6d064,
vp2_gate64_060_REAL_ENV198_00012_003_03,OK,49,67.417,9b65cc76d50a03127f2d6c3fd1a44e30b4af87e9306a9304c80322278d413a8d,28e5b4409317c84f67a71c0a88c9ebc18393be6e55b27ee4125d214b0dc3be63,
vp2_gate64_061_REAL_ENV161_00015_001_03,OK,49,68.145,3e5a2777ed7431a4dfa82d8d024ad68abcd83c493f77fc8bec5828d051671d3f,cccde499b0d0e8d0db08029f327bebdb4825a0b9073c5bbbd7fc98431efeae62,
vp2_gate64_062_REAL_ENV054_00002_001_03,OK,49,66.389,98cb95c20409f7c5984315d1279ff72483b88e634569e71fcefb328c3eb6383f,18e20920a0c396cbebd3fe38da7eedd3ec8de8bfcb95fc47ce52843cc55eb40e,
vp2_gate64_063_REAL_ENV800_00016_005_04,OK,49,67.125,0cec3f3d7e2e6faffe4570391ed8a51fb2921194ea2a115a967f79ecaaf0b096,520f50c922c9ba9953301655aceea72933419f664a7862b123d78ae352ca7c6c,
