member_path,status,size,output_path,sha256,reason
VOR-Train/BG/REAL_ENV242_00119_004_01.mp4,OK,2625049,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV242_00119_004_01.mp4,a03baa20434a4eb442865b988fcc2440c1af9ee2e8830d63bb486bae475a8aeb,
VOR-Train/BG/REAL_ENV212_00023_002_04.mp4,OK,991964,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV212_00023_002_04.mp4,1df2f2464f874b21a3d9a96411dac18697f31e213834856e861f72c79a578d7b,
VOR-Train/BG/REAL_ENV166_00009_005_03.mp4,OK,534687,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV166_00009_005_03.mp4,12f15a16eee226e165d740996a04d446d0a9f8914df1a9767a2a9bf4f81a3b15,
VOR-Train/BG/REAL_ENV191_00011_002_03.mp4,OK,4853407,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV191_00011_002_03.mp4,1ef25b6088884ca7861acc626d5349c34361cd10946217acd675152b424f4ad6,
VOR-Train/BG/REAL_ENV205_00002_006_04.mp4,OK,3286955,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV205_00002_006_04.mp4,91120064d81abffd3b7634bbb9bc0766420668ad5dfa269ba6aec841a78245d6,
VOR-Train/BG/REAL_ENV159_00004_002_01.mp4,OK,300264,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV159_00004_002_01.mp4,3642941f6f2a277693ff871fe507c0a7306235126da387735c65752f4f0b5168,
VOR-Train/BG/REAL_ENV181_00006_007_01.mp4,OK,4681316,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV181_00006_007_01.mp4,8d4f84f87378f444b025c4cc2f28407c93c13df98aee11ebbae85c07dd438e8a,
VOR-Train/BG/REAL_ENV230_00101_003_04.mp4,OK,3495950,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV230_00101_003_04.mp4,56e0d32ebcd140d490c18e4f43b946cbd2a582ec2d47430fd3e0c90659d4af52,
VOR-Train/BG/REAL_ENV039_00001_002_02.mp4,OK,1152855,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV039_00001_002_02.mp4,4f5593ecdbd497048f344b5eaf6c1c18d39c5678618ae552d14bb876057a250b,
VOR-Train/BG/REAL_ENV189_00008_005_05.mp4,OK,3212729,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV189_00008_005_05.mp4,fe3c57027ff042737293d776a4aa48cb51a02ac2d46bd232bc24a60774a6fbcb,
VOR-Train/BG/BLENDER_BEACH028_00003.mp4,OK,7536111,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/BLENDER_BEACH028_00003.mp4,135ae83b84b6399fd44c31c38edcbe30a7be5ed871e6555dfd5e03273d4bb2d8,
VOR-Train/BG/REAL_ENV185_00009_005_05.mp4,OK,4527793,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV185_00009_005_05.mp4,3a26e9c54a78eb0e2c91df0e436fab3730450b2c27d4cf004cf4e92cc6ef61b0,
VOR-Train/BG/REAL_ENV157_00011_003_02.mp4,OK,2934884,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV157_00011_003_02.mp4,1f4d6526591e32fea04ccfdb41b34bc3d47ac393d4171c49d0cdf819776a85bc,
VOR-Train/BG/REAL_ENV280_00102_007_02.mp4,OK,2936166,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV280_00102_007_02.mp4,e85e8e2ae892f9041e0b19a389e75aaa8ad17a61984808bfcb0dd69dc6c5db3e,
VOR-Train/BG/BLENDER_BEACH039_00033.mp4,OK,1286965,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/BLENDER_BEACH039_00033.mp4,d6d2374dc0ad52d247bf3fc9da7e070d8a64984b87e257aa3c69adb13b9f86fe,
VOR-Train/BG/REAL_ENV233_00101_005_05.mp4,OK,3191959,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV233_00101_005_05.mp4,4f1b5d021ce8de5e7f457bd180dc4122d3477e5d798c9b3ce21e0df1d3f865c7,
VOR-Train/BG/REAL_ENV161_00015_001_03.mp4,OK,775444,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV161_00015_001_03.mp4,f5dab3c71e6998d0838df26790f81a5a8755aab8b0c28ac8d53eb3d977440b7d,
VOR-Train/BG/REAL_ENV800_00024_001_03.mp4,OK,3865931,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV800_00024_001_03.mp4,b29f7e65789988a6c541a76e6f579c71ff24c392eb68ceb0303acc565b1525f6,
VOR-Train/BG/REAL_ENV177_00013_001_02.mp4,OK,5591630,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV177_00013_001_02.mp4,e94b44564e19a0922175884dccdc1cc00a993e569205a205308d2ce2c222920a,
VOR-Train/BG/REAL_ENV216_00003_006_05.mp4,OK,415445,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV216_00003_006_05.mp4,4a365153274e9e32a1c961e43faab4a582cb77cd0054292c75263c533ee2956e,
VOR-Train/BG/REAL_ENV167_00002_005_01.mp4,OK,1401886,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV167_00002_005_01.mp4,4188e8c958a11b17d759a95823f78f3eec2200851914a55d1f7c9c95620a28a9,
VOR-Train/BG/REAL_ENV170_00008_007_01.mp4,OK,2018040,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV170_00008_007_01.mp4,e0adf87bc2ac10c340908d9dcf6763d64f9be423cbb59a611ff29c34a2957246,
VOR-Train/BG/REAL_ENV198_00003_006_02.mp4,OK,1001129,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV198_00003_006_02.mp4,c472b18d4eaf131da0bef7a9d0432251b78cba986ac606afa8a6836182c14050,
VOR-Train/BG/REAL_ENV204_00018_006_03.mp4,OK,737952,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV204_00018_006_03.mp4,558cc299d48ca127123939d7d70b5bc1449abec01060b4d7d455d62133a4d3f6,
VOR-Train/BG/REAL_ENV800_00028_006_05.mp4,OK,600684,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV800_00028_006_05.mp4,0ece0f34d410c5ad9667be2c9943a8572623c1705e54fde8e220c50595cf1797,
VOR-Train/BG/REAL_ENV800_00018_006_04.mp4,OK,3459936,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV800_00018_006_04.mp4,e6a82030d8495cd751226125e44d748b833634900a587c4400ab1d4243c0dab7,
VOR-Train/BG/BLENDER_WAREHOUSE037_00002.mp4,OK,189041,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/BLENDER_WAREHOUSE037_00002.mp4,88b117e1ac758a19ef8bf4b8056c3c32849c632953a9a4c4f0eba12a30b9748d,
VOR-Train/BG/REAL_ENV278_00003_006_04.mp4,OK,4201239,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV278_00003_006_04.mp4,d14154c3874b86f9035aa2864d4c5469150821de47535c5124621feeed4f2ce8,
VOR-Train/BG/REAL_ENV013_00001_005_01.mp4,OK,2660971,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV013_00001_005_01.mp4,ef492326a74058b6328c6c2a5eefdaae7f9f0a8db75c7df9ccad875750d6d215,
VOR-Train/BG/REAL_ENV156_00008_006_01.mp4,OK,2743480,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV156_00008_006_01.mp4,75f46b8116b683d12d1054be8c643f47fffe7e2a6ba328681f70bb2e0f6ae18e,
VOR-Train/BG/REAL_ENV169_00002_005_04.mp4,OK,2260131,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV169_00002_005_04.mp4,227aed3f1576dd062a4253dc83619db18549a6369006e7cb6beb26ebecabbdc0,
VOR-Train/BG/REAL_ENV222_00105_004_01.mp4,OK,5971752,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV222_00105_004_01.mp4,dd71baef059b05036eaf7221fc4ea62094143430ee25edcb8ebcd26eb5d0f6ef,
VOR-Train/BG/REAL_ENV285_00101_007_03.mp4,OK,4131714,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV285_00101_007_03.mp4,c5666f3f3b9355effd3da49625437fa377b08c0097aa3e2f85645bf863876401,
VOR-Train/BG/REAL_ENV800_00016_005_04.mp4,OK,6412474,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV800_00016_005_04.mp4,1803c2ca518d024284329887b2ae30c605d26a9ae8653551092a2adc987e72fb,
VOR-Train/BG/REAL_ENV171_00007_004_01.mp4,OK,1496544,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV171_00007_004_01.mp4,a347538b09e8cfa5000d5835393b73d211310ccc9a30793fa2fef434331c3644,
VOR-Train/BG/REAL_ENV280_00103_004_05.mp4,OK,3011466,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV280_00103_004_05.mp4,efd3b0d48ca089016c15c32ae37674b1d13e15f43c7b028a07983292a92ee4f4,
VOR-Train/BG/REAL_ENV198_00012_003_03.mp4,OK,921126,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV198_00012_003_03.mp4,1558fbd9b33ccd9940e272b6a21fc3b83fb51cc234865409661dbef76a290e17,
VOR-Train/BG/REAL_ENV800_00019_006_05.mp4,OK,4182488,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV800_00019_006_05.mp4,f74c659810935ce800d915583e81b6a57464918e86497d788cd1985b91c71f32,
VOR-Train/BG/REAL_ENV289_00002_003_04.mp4,OK,1262165,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV289_00002_003_04.mp4,aab86cbf831c7906fda150e59e9021eb8b8d58f6a566a805b29254c4578cc9fe,
VOR-Train/BG/BLENDER_FOREST007_00001.mp4,OK,5920471,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/BLENDER_FOREST007_00001.mp4,55172efb5470c382354440882296792ac6f2a815f14bdc910786f1ce882d1304,
VOR-Train/BG/REAL_ENV084_00002_001_05.mp4,OK,697631,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV084_00002_001_05.mp4,a1200eef8d5d75cfcf1ce9c86dcb19a72e821939084691b37c11982ce0be6089,
VOR-Train/BG/REAL_ENV161_00018_005_04.mp4,OK,767538,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV161_00018_005_04.mp4,4114a8ea7335065ff8bbce44163ace233c0b5cdbee83496f2decc950a4a13bcb,
VOR-Train/BG/REAL_ENV176_00006_001_02.mp4,OK,2732244,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV176_00006_001_02.mp4,7937a73ed6a6f523811dd18976605e62e5453a1f179d11b7366b33c917fda4dc,
VOR-Train/BG/REAL_ENV242_00125_004_05.mp4,OK,3825541,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV242_00125_004_05.mp4,40865d90adf27025fd694b5cdcce7a806a2853f917abd669c6d52e8a309f2024,
VOR-Train/BG/REAL_ENV242_00106_005_05.mp4,OK,2952359,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV242_00106_005_05.mp4,1696cadcd833b3be18f01e3990b2c6aba8246808621b79b5e10558f76cf80782,
VOR-Train/BG/REAL_ENV202_00005_003_04.mp4,OK,7017730,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV202_00005_003_04.mp4,4d6bfddc70164e484ddaa75faa2f791f88d3f814f16d170e8235d8988fb0cd7b,
VOR-Train/BG/REAL_ENV165_00001_002_03.mp4,OK,519276,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV165_00001_002_03.mp4,67d10871263694b75f96d2ca73da7f8728dd78095a606f2277524f1f89a670f6,
VOR-Train/BG/REAL_ENV014_00001_002_01.mp4,OK,8951024,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV014_00001_002_01.mp4,9a3af97f359498edcae6db820ca317a750fa4fd0afdd88c034a0e97944a905ee,
VOR-Train/BG/REAL_ENV054_00002_001_03.mp4,OK,407384,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV054_00002_001_03.mp4,66aebc5ee23bac08053a7d2cb3681eb8787ebbd28b6c75622b5436ad1f287d83,
VOR-Train/BG/REAL_ENV161_00016_002_02.mp4,OK,1916686,/home/hj/exp26_gate64_runs/gate64_official_43597cf_20260625_031155/source_videos/VOR-Train/BG/REAL_ENV161_00016_002_02.mp4,0620d6f4a4f2170bb8ad075e091b7a004234e29ed7d25c13b214a1f1f40b7a11,
