model_label,video,frames,whole_video_psnr,whole_video_ssim,mask_region_psnr,mask_region_ssim,mask_bbox_psnr,mask_bbox_ssim,strict_mask_pixel_psnr,boundary_pixel_psnr,outside_diff_mean,outside_diff_max,outside_region_diff_mean,whole_video_lpips,ewarp
candidate_s2_1000,paragliding-launch,24,38.6972384413385,0.9895143819305576,29.02470659157736,0.9235476757664943,29.02470659157736,0.9235476757664943,27.292059154220354,30.66220936373699,0.0,0.0,0.0,0.006981592392548919,3.31415966882006
candidate_s2_1000,parkour,24,28.53585316245802,0.9509917773176036,21.250199484383945,0.7170000386437962,21.250199484383945,0.7170000386437962,18.847755185569937,26.34060905818721,0.0,0.0,0.0,0.027367350179702044,7.379854806577382
candidate_s2_1000,rhino,24,26.812258750632736,0.9502360714572561,18.85377272561116,0.6836022984328212,18.85377272561116,0.6836022984328212,15.974462036180016,23.98004577591058,0.0,0.0,0.0,0.026143655724202592,3.0596590115000373
candidate_s2_1000,rollerblade,24,27.481789942922763,0.9487598703717107,18.3409362299887,0.5519661096371453,18.3409362299887,0.5519661096371453,15.963419676497315,23.746794183208806,0.0,0.0,0.0,0.021456132720535,4.990813433719071
candidate_s2_1000,scooter-black,24,31.167669414016714,0.990332651717473,21.268282674095673,0.924086095825064,21.268282674095673,0.924086095825064,17.708535680836896,21.520828554255605,0.0,0.0,0.0,0.006069356711426129,42.34410093530365
candidate_s2_1000,scooter-gray,24,29.26379826058374,0.9747462099873898,23.8599275148805,0.9083330833362234,23.8599275148805,0.9083330833362234,21.239900436946495,25.67082251723586,0.0,0.0,0.0,0.026306861623500783,9.725193007160788
candidate_s2_1000,soapbox,24,35.53376283179248,0.990840091301825,23.4182072698808,0.8987620955958024,23.4182072698808,0.8987620955958024,20.960298034143495,25.947692152149504,0.0,0.0,0.0,0.006215653324034065,2.51165653437214
candidate_s2_1000,soccerball,24,24.009315965949057,0.9438375393040489,16.066508459107265,0.6151591987801271,16.066508459107265,0.6151591987801271,12.820383057333094,19.83198224112223,0.0,0.0,0.0,0.02732303544568519,7.52888061106205
candidate_s2_1000,stroller,24,32.86298383237331,0.9826363101221838,24.319414445693564,0.8854139187970049,24.319414445693564,0.8854139187970049,22.03229338732595,26.05447443580191,0.0,0.0,0.0,0.012902296885537604,3.704213486660434
candidate_s2_1000,surf,24,35.78332186433957,0.9841076103758667,28.672138866735512,0.9374584070092276,28.672138866735512,0.9374584070092276,25.21201081129406,29.659050520367625,0.0,0.0,0.0,0.006259296419254194,12.297844311789326
candidate_s2_1000,swing,24,33.880125334037636,0.9811275448567963,23.477493533865083,0.845526866407399,23.477493533865083,0.845526866407399,21.241353326141244,25.84869414331337,0.0,0.0,0.0,0.00964638579171151,4.300711089340242
candidate_s2_1000,tennis,24,35.489882375771806,0.9868089230732995,24.652085661319088,0.8525338732613611,24.652085661319088,0.8525338732613611,22.46531710596324,26.250525456134753,0.0,0.0,0.0,0.0078946240634347,4.796291792603291
candidate_s2_1000,train,24,28.842515650109362,0.9493113809704424,22.724317363938173,0.7624757611765075,22.724317363938173,0.7624757611765075,19.94330526335303,26.123392361450467,0.0,0.0,0.0,0.019567855439769726,7.732875928606676
