step,variant_name,total_loss,dpo_loss,warp_loss,warp_loss_forward,warp_loss_backward,lambda_warp,m_w,m_l,m_w_ref,m_l_ref,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,winner_abs_reg,winner_gap_reg,loser_dominant_ratio,grad_norm,adapter_grad_norm,base_grad_norm,adapter_residual_norm,adapter_to_base_ratio,residual_scale,confidence_exponent,gate_mean,flow_conf_mean,valid_flow_ratio,warp_valid_ratio,mean_flow_magnitude,motion_score,motion_bin,lr
230,exp19b_exploratory_s2_2000_from500_limit100,0.69576495885849,0.6944814324378967,0.2470703125,0.2470703125,0.2470703125,0.0,0.014099830761551857,0.020078303292393684,0.014092694967985153,0.020080583170056343,0.0005096010281704366,-9.328857413493097e-05,-9.328857413493097e-05,0.014099830761551857,0.0005784990498796105,0.0,0.00011144288274263744,0.00011144288274263744,0.0,0.021143849939107895,,0.5,2.0,0.0030947448685765266,0.08496865630149841,0.18382282555103302,0.011728395242244005,3.193809747695923,0.0040858974710465705,low,1e-05
240,exp19b_exploratory_s2_2000_from500_limit100,0.6984312534332275,0.6930098533630371,0.30078125,0.30078125,0.302734375,0.0,0.10226957499980927,0.10753029584884644,0.10227097570896149,0.10751905292272568,-4.6032080717850477e-05,3.8495454646181315e-05,3.8495454646181315e-05,0.10226957499980927,0.00030794210033491254,0.0,0.00015274308658934702,0.00015274308658934702,0.0,0.1377110742032528,,0.5,2.0,0.010570315644145012,0.5340576171875,0.6262918710708618,0.031378600746393204,3.3153443336486816,0.04231526693889626,low,1e-05
250,exp19b_exploratory_s2_2000_from500_limit100,0.6970901489257812,0.6954468488693237,0.244140625,0.2412109375,0.2470703125,0.0,0.008531156927347183,0.007380788214504719,0.008522843942046165,0.007380216382443905,0.0009334555361419916,7.271071808645502e-05,7.271071808645502e-05,0.008531156927347183,0.0012167457025498152,0.0,0.00027391512519533333,0.00027391512519533333,0.0,0.04784735257999273,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
260,exp19b_exploratory_s2_2000_from500_limit100,0.6955713033676147,0.6941639184951782,0.35546875,0.353515625,0.359375,0.0,0.01296125166118145,0.011279590427875519,0.012956639751791954,0.011280967853963375,0.00037535603041760623,-0.00011724515934474766,-0.00011724515934474766,0.01296125166118145,0.0007592919864691794,0.0,7.937039201884059e-05,7.937039201884059e-05,0.0,0.01591005338798368,,0.5,2.0,0.0010186659637838602,0.3708358407020569,0.6194366216659546,0.015843620523810387,9.003364562988281,0.0645521336012085,medium,1e-05
270,exp19b_exploratory_s2_2000_from500_limit100,0.7054085731506348,0.6936541199684143,0.46484375,0.5078125,0.419921875,0.0,0.22901487350463867,0.17806528508663177,0.22897189855575562,0.17806610465049744,0.0002016623766394332,-2.9509683372452855e-06,-2.9509683372452855e-06,0.22901487350463867,0.0003036831330973655,0.0,2.449220622974126e-05,2.449220622974126e-05,0.0,0.012935512408148497,,0.5,2.0,0.0006591755081899464,0.10076743364334106,0.24139179289340973,0.029691358096897602,39.811302185058594,0.25431878899733285,high,1e-05
280,exp19b_exploratory_s2_2000_from500_limit100,0.6970621943473816,0.693107008934021,0.25390625,0.25390625,0.255859375,0.0,0.07621552050113678,0.04696604609489441,0.07622088491916656,0.04697606712579727,-7.078512862790376e-05,-0.000218125554965809,-0.000218125554965809,0.07621552050113678,0.0001444346853531897,0.0,3.198944057503127e-05,3.198944057503127e-05,0.0,0.030320933437906206,,0.5,2.0,0.002900464227423072,0.643592119216919,0.6893717646598816,0.020288066007196903,2.1742398738861084,0.013217844966038589,low,1e-05
290,exp19b_exploratory_s2_2000_from500_limit100,0.6937903761863708,0.6926913261413574,0.12451171875,0.12451171875,0.12451171875,0.0,0.017877239733934402,0.019321464002132416,0.01788162812590599,0.019324613735079765,-0.00025526812532916665,-0.0002881043474189937,-0.0002881043474189937,0.017877239733934402,0.00020513329945970327,0.0,7.226168930933359e-05,7.226168930933359e-05,0.0,0.01654342962137889,,0.5,2.0,0.0011051723267883062,0.4652700424194336,0.6608549356460571,0.018024691380560398,1.184842586517334,0.006226293440544898,low,1e-05
300,exp19b_exploratory_s2_2000_from500_limit100,0.6935114860534668,0.6922455430030823,0.314453125,0.310546875,0.318359375,0.0,0.021965567022562027,0.01819806545972824,0.021971939131617546,0.018192872405052185,-0.0002892886404879391,0.0002889271127060056,0.0002889271127060056,0.021965567022562027,0.0001676672836765647,0.0,0.00018415864997028633,0.00018415864997028633,0.0,0.08572518639266491,,0.5,2.0,0.00565233314409852,0.3554583787918091,0.6076793074607849,0.03347736597061157,6.315011024475098,0.09510475162566731,medium,1e-05
310,exp19b_exploratory_s2_2000_from500_limit100,0.6940621137619019,0.6931077837944031,0.31640625,0.3046875,0.326171875,0.0,0.0022533992305397987,0.0021373771596699953,0.0022540432401001453,0.00213794969022274,-0.0001379437162540853,-0.00046280029346235096,-0.00046280029346235096,0.0022533992305397987,0.0008416958153247833,0.0,0.00016907043227958296,0.00016907043227958296,0.0,0.045057921670377254,,0.5,2.0,0.002498221816495061,0.4762653410434723,0.6237383484840393,0.018353909254074097,8.310358047485352,0.0783172812003251,medium,1e-05
320,exp19b_exploratory_s2_2000_from500_limit100,0.6970650553703308,0.6956809759140015,0.30859375,0.296875,0.3203125,0.0,0.004927168600261211,0.005302101373672485,0.004922051914036274,0.005302322097122669,0.0009950820822268724,-5.393919855123386e-05,-5.393919855123386e-05,0.004927168600261211,0.0011377516202628613,0.0,5.279637943079087e-05,5.279637943079087e-05,0.0,0.029544735327363014,,0.5,2.0,0.0017953175120055676,0.6097738146781921,0.7171230316162109,0.01693415641784668,3.8880321979522705,0.027719276803758602,low,1e-05
330,exp19b_exploratory_s2_2000_from500_limit100,0.6944957971572876,0.693482518196106,0.1162109375,0.11572265625,0.1162109375,0.0,0.008332042023539543,0.006389173679053783,0.008330470882356167,0.006388088688254356,0.00017906015273183584,0.0001897967595141381,0.0001897967595141381,0.008332042023539543,0.0005967059987597167,0.0,0.0002239933292984279,0.0002239933292984279,0.0,0.04663679259829223,,0.5,2.0,0.005973374471068382,0.5488095283508301,0.6508204340934753,0.017325103282928467,0.6949496269226074,0.00404770645981501,low,1e-05
340,exp19b_exploratory_s2_2000_from500_limit100,0.6976583003997803,0.6927583813667297,0.373046875,0.375,0.37109375,0.0,0.09269948303699493,0.08813890814781189,0.09271535277366638,0.08814655244350433,-0.00016474217409268022,-3.351625127834268e-05,-3.351625127834268e-05,0.09269948303699493,0.00026494142366573215,0.0,4.5264071807981266e-05,4.5264071807981266e-05,0.0,0.037909530103206635,,0.5,2.0,0.004914011340588331,0.5845353007316589,0.6953137516975403,0.01761316880583763,0.9461253881454468,0.004817077044709943,low,1e-05
350,exp19b_exploratory_s2_2000_from500_limit100,0.6949374079704285,0.6922740936279297,0.310546875,0.314453125,0.306640625,0.0,0.04958956316113472,0.061034683138132095,0.04961013048887253,0.0610504150390625,-0.0004143274563830346,-0.00025633597397245467,-0.00025633597397245467,0.04958956316113472,0.00018381656263954937,0.0,9.442728900356976e-05,9.442728900356976e-05,0.0,0.05809156130999327,,0.5,2.0,0.00279054488055408,0.45474639534950256,0.650148332118988,0.0192592591047287,4.600341320037842,0.02808300102066212,low,1e-05
360,exp19b_exploratory_s2_2000_from500_limit100,0.6955304741859436,0.6942664384841919,0.30078125,0.302734375,0.298828125,0.0,0.007975008338689804,0.006248827092349529,0.007971958257257938,0.006250325590372086,0.0003844813909381628,-0.00023929998860694468,-0.00023929998860694468,0.007975008338689804,0.0008652951801195741,0.0,0.0003146568506138901,0.0003146568506138901,0.0,0.04150499776005745,,0.5,2.0,0.006394420750439167,0.5482755899429321,0.7086522579193115,0.016419753432273865,1.2500369548797607,0.007418859310402104,low,1e-05
370,exp19b_exploratory_s2_2000_from500_limit100,0.6961053609848022,0.6929187774658203,0.37109375,0.376953125,0.365234375,0.0,0.0559597983956337,0.04649514704942703,0.05596352368593216,0.04648427292704582,-4.36520749644842e-05,0.00019628703012131155,0.00019628703012131155,0.0559597983956337,0.0003886040940415114,1.0,0.000341860129963567,0.000341860129963567,0.0,0.15234917774796486,,0.5,2.0,0.010796577669680119,0.35915228724479675,0.48114392161369324,0.03934156335890293,21.469566345214844,0.3851625885238336,high,1e-05
380,exp19b_exploratory_s2_2000_from500_limit100,0.6979142427444458,0.6930075883865356,0.275390625,0.27734375,0.2734375,0.0,0.09206363558769226,0.08891743421554565,0.09206842631101608,0.088918536901474,-5.868005973752588e-05,-7.380949682556093e-06,-7.380949682556093e-06,0.09206363558769226,0.0003034565597772598,0.0,9.08517055021866e-05,9.08517055021866e-05,0.0,0.03692173212766647,,0.5,2.0,0.0052427565678954124,0.6408964991569519,0.6952950358390808,0.015843620523810387,1.279646873474121,0.005832752818219793,low,1e-05
390,exp19b_exploratory_s2_2000_from500_limit100,0.697041392326355,0.6931580901145935,0.25390625,0.25390625,0.25390625,0.0,0.07368342578411102,0.149809330701828,0.07368353009223938,0.1498255878686905,-3.0418599635595456e-05,-0.00013765000039711595,-0.00013765000039711595,0.07368342578411102,0.00019911903655156493,0.0,0.00012671899844119813,0.00012671899844119813,0.0,0.05269977543503046,,0.5,2.0,0.003392525715753436,0.5951243042945862,0.6804603338241577,0.017818929627537727,1.4445427656173706,0.010070823834573646,low,1e-05
400,exp19b_exploratory_s2_2000_from500_limit100,0.6974425911903381,0.6937923431396484,0.31640625,0.318359375,0.314453125,0.0,0.06362334638834,0.06329420208930969,0.06360290199518204,0.06327598541975021,0.0003346511221025139,0.0003088085213676095,0.0003088085213676095,0.06362334638834,0.00046911550452932715,0.0,0.00015834305771425544,0.00015834305771425544,0.0,0.07406014949083328,,0.5,2.0,0.0100991390645504,0.5973686575889587,0.6499071717262268,0.019897119142115116,1.9077751636505127,0.014132927889354841,low,1e-05
410,exp19b_exploratory_s2_2000_from500_limit100,0.711322009563446,0.6927227973937988,0.28125,0.27734375,0.283203125,0.0,0.36903083324432373,0.37821096181869507,0.3690764904022217,0.3781343400478363,-0.00011797267507063225,0.00020885196863673627,0.00020885196863673627,0.36903083324432373,0.00014764162187930197,1.0,2.882107704347693e-05,2.882107704347693e-05,0.0,0.0732075646519661,,0.5,2.0,0.002383735729381442,0.4436855912208557,0.6805109977722168,0.017407407984137535,3.59214448928833,0.028864502427460758,low,1e-05
420,exp19b_exploratory_s2_2000_from500_limit100,0.6951810121536255,0.6931074857711792,0.2373046875,0.2373046875,0.2373046875,0.0,0.033147577196359634,0.023287486284971237,0.033143483102321625,0.023273374885320663,0.00013153254985809326,0.0005945322918705642,0.0005945322918705642,0.033147577196359634,0.00041615916416049004,1.0,7.85090134219991e-05,7.85090134219991e-05,0.0,0.04155796719714999,,0.5,2.0,0.002358902944251895,0.6115884780883789,0.6918903589248657,0.01524691330268979,5.427956581115723,0.04855176353921391,low,1e-05
430,exp19b_exploratory_s2_2000_from500_limit100,0.6957886219024658,0.6934372782707214,0.29296875,0.294921875,0.291015625,0.0,0.038543105125427246,0.029331885278224945,0.0385349839925766,0.02931745909154415,0.00024178663443308324,0.000506136566400528,0.000506136566400528,0.038543105125427246,0.00042422182741574943,0.0,0.00039915220512040786,0.00039915220512040786,0.0,0.08892088942229748,,0.5,2.0,0.004822365939617157,0.5954691171646118,0.678535521030426,0.021646090783178806,3.570413112640381,0.0272805408867067,low,1e-05
440,exp19b_exploratory_s2_2000_from500_limit100,0.6946727633476257,0.6919158697128296,0.33984375,0.34375,0.3359375,0.0,0.050243083387613297,0.047897860407829285,0.05026424676179886,0.047875408083200455,-0.00038108293665573,0.0004511642619036138,0.0004511642619036138,0.050243083387613297,0.0002447152801323682,1.0,0.00023456832679326952,0.00023456832679326952,0.0,0.10140776261687279,,0.5,2.0,0.0047400109469890594,0.5193545818328857,0.6411964893341064,0.028086419217288494,7.703596591949463,0.11774117346539877,medium,1e-05
450,exp19b_exploratory_s2_2000_from500_limit100,0.6943376064300537,0.6925628185272217,0.06982421875,0.06884765625,0.07080078125,0.0,0.03123019076883793,0.02700161188840866,0.031232984736561775,0.026987560093402863,-0.00010106776608154178,0.0005343361408449709,0.0005343361408449709,0.03123019076883793,0.0002132383524440229,1.0,0.00015210046243779055,0.00015210046243779055,0.0,0.04255756363272667,,0.5,2.0,0.004547936841845512,0.6585220694541931,0.7120069265365601,0.014773662202060223,0.07844099402427673,0.00036428360403180474,low,1e-05
460,exp19b_exploratory_s2_2000_from500_limit100,0.7078471183776855,0.6928020119667053,0.36328125,0.37109375,0.357421875,0.0,0.2972739338874817,0.4335741102695465,0.29732078313827515,0.4336215555667877,-0.00015696315676905215,-7.333626854233444e-05,-7.333626854233444e-05,0.2972739338874817,0.0001814189599826932,0.0,2.273281360351217e-05,2.273281360351217e-05,0.0,0.06502828560769558,,0.5,2.0,0.0016473191790282726,0.5459138751029968,0.6599814891815186,0.019094649702310562,2.6461825370788574,0.017328717216540692,low,1e-05
470,exp19b_exploratory_s2_2000_from500_limit100,0.6937764883041382,0.6929405927658081,0.365234375,0.384765625,0.345703125,0.0,0.007524346932768822,0.0063339825719594955,0.00752504076808691,0.006333580706268549,-7.874719449318945e-05,2.5429530069231987e-05,2.5429530069231987e-05,0.007524346932768822,0.00045964919263496995,0.0,0.0003530490165304601,0.0003530490165304601,0.0,0.09756959695369005,,0.5,2.0,0.008110749535262585,0.4353393316268921,0.5721318125724792,0.049444444477558136,27.09123420715332,0.6635852514069039,high,1e-05
480,exp19b_exploratory_s2_2000_from500_limit100,0.7032678723335266,0.6937181949615479,0.2392578125,0.2451171875,0.2333984375,0.0,0.18472403287887573,0.6671452522277832,0.18468952178955078,0.6674251556396484,0.00012572742707561702,-0.00040857831481844187,-0.00040857831481844187,0.18472403287887573,0.0003134626313112676,0.0,0.00010031782936061718,0.00010031782936061718,0.0,0.06337404157966375,,0.5,2.0,0.004855224397033453,0.45580077171325684,0.6612955927848816,0.021975308656692505,2.735058069229126,0.02236538588602607,low,1e-05
490,exp19b_exploratory_s2_2000_from500_limit100,0.6944830417633057,0.6931449770927429,0.29296875,0.26171875,0.326171875,0.0,0.02182220295071602,0.015336984768509865,0.021822426468133926,0.015333571471273899,5.419560693553649e-05,0.0002228663070127368,0.0002228663070127368,0.02182220295071602,0.0002469278988428414,1.0,0.00010581180053526254,0.00010581180053526254,0.0,0.031750988884596154,,0.5,2.0,0.0021164773497730494,0.3178124725818634,0.44789376854896545,0.03421810641884804,42.260494232177734,0.5257722833428924,high,1e-05
500,exp19b_exploratory_s2_2000_from500_limit100,0.6941010355949402,0.6928772926330566,0.244140625,0.251953125,0.2373046875,0.0,0.014163929969072342,0.011842421256005764,0.014164526015520096,0.011840194463729858,-6.259832298383117e-05,0.00019024519133381546,0.00019024519133381546,0.014163929969072342,0.000515532330609858,1.0,0.00020551120199454687,0.00020551120199454687,0.0,0.06045802683365764,,0.5,2.0,0.005271160043776035,0.4571586847305298,0.6508234739303589,0.02567901276051998,11.890774726867676,0.15201606346048,high,1e-05
