step,global_step,loss,dpo_loss,implicit_acc,win_gap,lose_gap,raw_win_gap,raw_lose_gap,norm_win_gap,norm_lose_gap,norm_lose_gap_clipped,adaptive_norm_win_gap,adaptive_norm_lose_gap,adaptive_norm_lose_gap_clipped,adaptive_norm_mode,gap_normalization,gap_eps,lose_gap_clip_tau,mse_w,ref_mse_w,mse_l,ref_mse_l,loser_dominant_ratio,sigma_term,grad_norm,total_loss,anchored_total_loss,sft_loss,sft_reg_weight,lose_gap_weight,winner_abs_reg,winner_abs_reg_weight,winner_gap_reg,winner_gap_reg_weight,winner_gap_reg_margin,relu_win_gap_mean,relu_win_gap_max,win_gap_positive_ratio,mse_w_over_ref_mse_w,mse_l_over_ref_mse_l,reward_margin,kl_divergence,inside_term_mean,inside_term_min,inside_term_max,loss_region_mode,region_mask_weight,region_boundary_weight,region_outside_weight,mask_area_ratio,boundary_area_ratio,outside_area_ratio,region_weight_sum,boundary_mode,mask_weight,boundary_weight,outside_weight,mask_region_mse,boundary_region_mse,outside_region_mse,region_weighted_mse_w,region_weighted_mse_l,region_weighted_ref_mse_w,region_weighted_ref_mse_l,L_base,L_prior,L_gen,L_boundary_extra,lambda_prior,lambda_gen,lambda_boundary_extra,exp16_extra_loss,m_w,m_l,m_w_ref,m_l_ref,prior_conf_mean,prior_conf_p10,prior_conf_p50,prior_conf_p90,reliable_area_ratio,generate_area_ratio,confidence_mode,prior_target_mode
100,100,0.7378451228141785,0.644896388053894,1.0,-0.006016876548528671,0.055297039449214935,-0.00011724047362804413,0.0009793981444090605,-0.006016876548528671,0.055297039449214935,0.055297039449214935,null,null,null,null,log_ratio,1e-06,1.0,0.01947801001369953,0.019595252349972725,0.017864584922790527,0.016885187476873398,1.0,0.5247811079025269,6.313069154481874,0.7378451228141785,0.7378451228141785,0.01947801001369953,0.0,0.25,0.01947801001369953,0.05,0.0003794069343712181,1.0,0.0,0.0003794069343712181,0.003842234844341874,0.1875,0.9940168261528015,1.058003306388855,0.0016134267207235098,0.00021553784608840942,0.09920568019151688,0.09920568019151688,0.09920568019151688,region,1.0,0.75,0.05,0.29053956270217896,0.05781250074505806,0.6500000357627869,907.4500732421875,both,1.0,0.75,0.05,0.024105601012706757,0.013496779836714268,0.001079655485227704,0.01947801001369953,0.017864584922790527,0.019595252349972725,0.016885187476873398,0.6462496519088745,0.39647629857063293,0.5162842273712158,0.2613360285758972,0.1,0.05,0.1,0.09159544855356216,0.01947801001369953,0.017864584922790527,0.019595252349972725,0.016885187476873398,0.8596125841140747,0.5590735077857971,0.9487838745117188,0.9960907101631165,0.29218751192092896,0.2921386659145355,gt_error,latent_x0
110,110,0.7382209897041321,0.6602975130081177,1.0,-0.005802247207611799,0.03036116436123848,-0.002546394243836403,0.0187178086489439,-0.005802247207611799,0.03036116436123848,0.03036116436123848,null,null,null,null,log_ratio,1e-06,1.0,0.44135546684265137,0.4439018964767456,0.5462712645530701,0.5275534391403198,1.0,0.5167344212532043,2.1895732993628805,0.7382209897041321,0.7382209897041321,0.44135546684265137,0.0,0.25,0.44135546684265137,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9942635297775269,1.0354803800582886,-0.10491577535867691,0.0040428489446640015,0.06696268916130066,0.06696268916130066,0.06696268916130066,region,1.0,0.75,0.05,0.22878418862819672,0.05156249925494194,0.719921886920929,745.9000854492188,both,1.0,0.75,0.05,0.5465198159217834,0.3817902207374573,0.0344783179461956,0.44135546684265137,0.5462712645530701,0.4439018964767456,0.5275534391403198,0.6823652982711792,0.4144771993160248,0.12028779089450836,0.08393578231334686,0.1,0.05,0.1,0.05585568770766258,0.44135546684265137,0.5462712645530701,0.4439018964767456,0.5275534391403198,0.9040620923042297,0.6364729404449463,0.989522397518158,1.0,0.228515625,0.22170411050319672,gt_error,latent_x0
120,120,0.6401190757751465,0.5430183410644531,1.0,-0.04004324600100517,0.10331958532333374,-0.00012821303971577436,0.0005098425899632275,-0.04004324600100517,0.10331958532333374,0.10331958532333374,null,null,null,null,log_ratio,1e-06,1.0,0.0031146276742219925,0.0032428407575935125,0.005176642909646034,0.004666800610721111,1.0,0.5816050171852112,7.019960416288441,0.6401190757751465,0.6401190757751465,0.0031146276742219925,0.0,0.25,0.0031146276742219925,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.960462749004364,1.1092487573623657,-0.0020620154682546854,9.540724568068981e-05,0.32936573028564453,0.32936573028564453,0.32936573028564453,region,1.0,0.75,0.05,0.22071532905101776,0.05156249925494194,0.727343738079071,727.3500366210938,both,1.0,0.75,0.05,0.004183857701718807,0.002064201980829239,0.00018471218936610967,0.0031146276742219925,0.005176642909646034,0.0032428407575935125,0.004666800610721111,0.5431740880012512,0.43810293078422546,0.54511559009552,0.2587888836860657,0.1,0.05,0.1,0.09694496542215347,0.0031146276742219925,0.005176642909646034,0.0032428407575935125,0.004666800610721111,0.882546603679657,0.6540091037750244,0.9525356292724609,0.9897626638412476,0.22109375894069672,0.22099609673023224,gt_error,latent_x0
130,130,0.6862218976020813,0.608124315738678,1.0,-0.007724791299551725,0.1116320937871933,-0.0024572331458330154,0.05939438194036484,-0.007724791299551725,0.1116320937871933,0.1116320937871933,null,null,null,null,log_ratio,1e-06,1.0,0.3145122826099396,0.31696951389312744,0.5625097751617432,0.5031154155731201,1.0,0.5444235801696777,2.442055322625783,0.6862218976020813,0.6862218976020813,0.3145122826099396,0.0,0.25,0.3145122826099396,0.05,9.853816300164908e-05,1.0,0.0,9.853816300164908e-05,0.0015766106080263853,0.0625,0.9922477602958679,1.1180531978607178,-0.2479974925518036,0.014234274625778198,0.17816407978534698,0.17816407978534698,0.17816407978534698,region,1.0,0.75,0.05,0.2583068907260895,0.05078125,0.689453125,819.25,both,1.0,0.75,0.05,0.38438737392425537,0.25202393531799316,0.023691626265645027,0.3145122826099396,0.5625097751617432,0.31696951389312744,0.5031154155731201,0.6239484548568726,0.3840576708316803,0.21329958736896515,0.13202688097953796,0.1,0.05,0.1,0.06227343901991844,0.3145122826099396,0.5625097751617432,0.31696951389312744,0.5031154155731201,0.9206997156143188,0.728239893913269,0.9818642139434814,1.0,0.259765625,0.2582763731479645,gt_error,latent_x0
140,140,0.546011745929718,0.4583493769168854,1.0,-0.09258349984884262,0.08285244554281235,-0.0004282050649635494,0.0004162931290920824,-0.09258349984884262,0.08285244554281235,0.08285244554281235,null,null,null,null,log_ratio,1e-06,1.0,0.004274467006325722,0.004702672362327576,0.0052630715072155,0.0048467786982655525,0.0,0.6379513144493103,12.412027857567528,0.546011745929718,0.546011745929718,0.004274467006325722,0.0,0.25,0.004274467006325722,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9089442491531372,1.0858906507492065,-0.0009886045008897781,-2.9781367629766464e-06,0.5664830803871155,0.5664830803871155,0.5664830803871155,region,1.0,0.75,0.05,0.2943885922431946,0.05227050930261612,0.6519531607627869,907.5906372070312,both,1.0,0.75,0.05,0.005514234770089388,0.002098534256219864,0.0002431786706438288,0.004274467006325722,0.0052630715072155,0.004702672362327576,0.0048467786982655525,0.45856308937072754,0.38353410363197327,0.5433416962623596,0.21928143501281738,0.1,0.05,0.1,0.08744864165782928,0.004274467006325722,0.0052630715072155,0.004702672362327576,0.0048467786982655525,0.8621357083320618,0.4570638835430145,0.9732055068016052,1.0,0.2957763671875,0.27583009004592896,gt_error,latent_x0
150,150,0.738395631313324,0.6325728893280029,1.0,-0.002938919235020876,0.08882421255111694,-5.3469324484467506e-05,0.00203834380954504,-0.002938919235020876,0.08882421255111694,0.08882421255111694,null,null,null,null,log_ratio,1e-06,1.0,0.017960110679268837,0.01801358163356781,0.02399933896958828,0.021960994228720665,1.0,0.5313898921012878,4.66498347890967,0.738395631313324,0.738395631313324,0.017960110679268837,0.0,0.25,0.017960110679268837,0.05,0.0028797751292586327,1.0,0.0,0.0028797751292586327,0.01878378540277481,0.375,0.9970316290855408,1.0928165912628174,-0.006039228290319443,0.0004962179809808731,0.12572485208511353,0.12572485208511353,0.12572485208511353,region,1.0,0.75,0.05,0.23480454087257385,0.05192871019244194,0.713671863079071,760.0843505859375,both,1.0,0.75,0.05,0.02313634380698204,0.013162221759557724,0.0010967851849272847,0.017960110679268837,0.02399933896958828,0.01801358163356781,0.021960994228720665,0.636350691318512,0.45006754994392395,0.5587370991706848,0.2910134792327881,0.1,0.05,0.1,0.1020449623465538,0.017960110679268837,0.02399933896958828,0.01801358163356781,0.021960994228720665,0.9062094688415527,0.7129497528076172,0.970279335975647,0.9983210563659668,0.23439942300319672,0.234130859375,gt_error,latent_x0
160,160,0.7457960844039917,0.6440532207489014,1.0,-0.01028980128467083,0.03984120115637779,-0.0008130287751555443,0.0021972605027258396,-0.01028980128467083,0.03984120115637779,0.03984120115637779,null,null,null,null,log_ratio,1e-06,1.0,0.07987457513809204,0.08068761229515076,0.05630604550242424,0.05410878360271454,1.0,0.5252910256385803,6.88972676425656,0.7457960844039917,0.7457960844039917,0.07987457513809204,0.0,0.25,0.07987457513809204,0.05,0.0003904006734956056,1.0,0.0,0.0003904006734956056,0.005174221470952034,0.125,0.9899236559867859,1.040608286857605,0.0235685333609581,0.00034605711698532104,0.10125049948692322,0.10125049948692322,0.10125049948692322,region,1.0,0.75,0.05,0.2511962950229645,0.05585937574505806,0.694140613079071,802.8500366210938,both,1.0,0.75,0.05,0.1025710254907608,0.05651456117630005,0.004786511417478323,0.07987457513809204,0.05630604550242424,0.08068761229515076,0.05410878360271454,0.6484373807907104,0.4863746762275696,0.47607019543647766,0.24917711317539215,0.1,0.05,0.1,0.09735869616270065,0.07987457513809204,0.05630604550242424,0.08068761229515076,0.05410878360271454,0.8004520535469055,0.4685487151145935,0.8732794523239136,0.9716436862945557,0.25,0.25,gt_error,latent_x0
170,170,0.6851592063903809,0.5921670198440552,1.0,-0.012924430891871452,0.11976079642772675,-0.0005277234595268965,0.008223027922213078,-0.012924430891871452,0.11976079642772675,0.11976079642772675,null,null,null,null,log_ratio,1e-06,1.0,0.039620451629161835,0.04014817625284195,0.07242125272750854,0.06419823318719864,1.0,0.5533766150474548,4.270207744991782,0.6851592063903809,0.6851592063903809,0.039620451629161835,0.0,0.25,0.039620451629161835,0.05,0.0003200258652213961,1.0,0.0,0.0003200258652213961,0.0033924193121492863,0.125,0.9868555665016174,1.1280879974365234,-0.03280080854892731,0.0019238237291574478,0.21432313323020935,0.21432313323020935,0.21432313323020935,region,1.0,0.75,0.05,0.27143555879592896,0.04648437723517418,0.680468738079071,846.60009765625,both,1.0,0.75,0.05,0.05166620388627052,0.018662970513105392,0.0010821737814694643,0.039620451629161835,0.07242125272750854,0.04014817625284195,0.06419823318719864,0.5944680571556091,0.4383006989955902,0.5464972257614136,0.1953621506690979,0.1,0.05,0.1,0.09069114923477173,0.039620451629161835,0.07242125272750854,0.04014817625284195,0.06419823318719864,0.875262439250946,0.498941034078598,0.9867178201675415,1.0,0.2730468809604645,0.2694091796875,gt_error,latent_x0
180,180,0.6783937215805054,0.5901516675949097,1.0,-0.015021596103906631,0.11452077329158783,-0.002793136052787304,0.030071359127759933,-0.015021596103906631,0.11452077329158783,0.11452077329158783,null,null,null,null,log_ratio,1e-06,1.0,0.18353451788425446,0.18632765114307404,0.27724799513816833,0.2471766173839569,1.0,0.5543491244316101,3.5496791277579236,0.6783937215805054,0.6783937215805054,0.18353451788425446,0.0,0.25,0.18353451788425446,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.9850095510482788,1.121659517288208,-0.09371346980333328,0.006819561123847961,0.21825894713401794,0.21825894713401794,0.21825894713401794,region,1.0,0.75,0.05,0.21928100287914276,0.05234375223517418,0.727734386920929,726.1500244140625,both,1.0,0.75,0.05,0.2401607781648636,0.13590183854103088,0.013628803193569183,0.18353451788425446,0.27724799513816833,0.18632765114307404,0.2471766173839569,0.5993283987045288,0.4439599812030792,0.3223036825656891,0.18554115295410156,0.1,0.05,0.1,0.07906530052423477,0.18353451788425446,0.27724799513816833,0.18632765114307404,0.2471766173839569,0.872313916683197,0.6079829931259155,0.952769935131073,0.9915505647659302,0.21992187201976776,0.21955566108226776,gt_error,latent_x0
190,190,0.6754363775253296,0.5979957580566406,1.0,-0.008627256378531456,0.12640142440795898,-0.0012638308107852936,0.048764362931251526,-0.008627256378531456,0.12640142440795898,0.12640142440795898,null,null,null,null,log_ratio,1e-06,1.0,0.14482784271240234,0.14609166979789734,0.4071701169013977,0.3584057688713074,1.0,0.5501156449317932,6.079089745681091,0.6754363775253296,0.6754363775253296,0.14482784271240234,0.0,0.25,0.14482784271240234,0.05,0.0005091286147944629,1.0,0.0,0.0005091286147944629,0.007889064960181713,0.1875,0.9913491010665894,1.136059045791626,-0.26234230399131775,0.011875137686729431,0.20113807916641235,0.20113807916641235,0.20113807916641235,region,1.0,0.75,0.05,0.2346542328596115,0.048583984375,0.718579113483429,751.6500244140625,both,1.0,0.75,0.05,0.18706461787223816,0.10227607935667038,0.009960894472897053,0.14482784271240234,0.4071701169013977,0.14609166979789734,0.3584057688713074,0.6057462692260742,0.40305089950561523,0.27352407574653625,0.15708787739276886,0.1,0.05,0.1,0.06969007849693298,0.14482784271240234,0.4071701169013977,0.14609166979789734,0.3584057688713074,0.8571518063545227,0.5713326930999756,0.9473059177398682,0.9912770986557007,0.23283691704273224,0.23271484673023224,gt_error,latent_x0
