sample_id,prior_conf_mean,prior_conf_p10,prior_conf_p50,prior_conf_p90,mask_area_ratio,reliable_area_ratio,generate_area_ratio,boundary_area_ratio,confidence_mode,confidence_alpha
youtubevos_000043_0444918a5f,0.7409880757331848,0.32066094875335693,0.8563329577445984,0.9637458920478821,0.2699074149131775,0.2699074149131775,0.2694450616836548,0.00796682108193636,gt_error,5.0
youtubevos_000044_04460a7a52,0.5070721507072449,0.13223522901535034,0.5079552531242371,0.8826935887336731,0.2672797441482544,0.2672797441482544,0.2671567499637604,0.008288725279271603,gt_error,5.0
youtubevos_000045_04474174a4,0.5229396224021912,0.12543447315692902,0.5293834209442139,0.899418294429779,0.2522256076335907,0.2522256076335907,0.2521255314350128,0.008391203358769417,gt_error,5.0
youtubevos_000046_0450095513,0.6849640607833862,0.3696480095386505,0.7234376072883606,0.9418095946311951,0.2107735276222229,0.2107735276222229,0.21044500172138214,0.008005401119589806,gt_error,5.0
youtubevos_000047_045f00aed2,0.733894944190979,0.3021160960197449,0.836717963218689,0.9666141867637634,0.2539641261100769,0.2539641261100769,0.2531454861164093,0.008333333767950535,gt_error,5.0
youtubevos_000048_04667fabaa,0.7383228540420532,0.2761355936527252,0.8629028797149658,0.9800935387611389,0.21263502538204193,0.21263502538204193,0.2118845283985138,0.00783179048448801,gt_error,5.0
youtubevos_000049_04735c5030,0.6347715258598328,0.1593804806470871,0.7346868515014648,0.9477928876876831,0.27807676792144775,0.27807676792144775,0.27747878432273865,0.008931327611207962,gt_error,5.0
youtubevos_000050_04990d1915,0.6997653245925903,0.18432734906673431,0.8253430724143982,0.972950279712677,0.20774318277835846,0.20774318277835846,0.2024480402469635,0.0072494694031775,gt_error,5.0
youtubevos_000051_04d62d9d98,0.7198745608329773,0.21546553075313568,0.8525065183639526,0.9774615168571472,0.25616317987442017,0.25616317987442017,0.25477248430252075,0.00807291641831398,gt_error,5.0
youtubevos_000052_04f21da964,0.6040444374084473,0.14331071078777313,0.6643155217170715,0.9309267997741699,0.24596956372261047,0.24596956372261047,0.24573808908462524,0.007603322621434927,gt_error,5.0
youtubevos_000053_04fbad476e,0.6764517426490784,0.2705555558204651,0.7535055875778198,0.9475189447402954,0.2659643888473511,0.2659643888473511,0.2643982768058777,0.008556375280022621,gt_error,5.0
youtubevos_000054_04fe256562,0.5880335569381714,0.2165139615535736,0.6106013655662537,0.9197880029678345,0.29131942987442017,0.29131942987442017,0.2911958694458008,0.009413580410182476,gt_error,5.0
youtubevos_000055_0503bf89c9,0.5612108707427979,0.16787900030612946,0.5786032676696777,0.9192702770233154,0.26281827688217163,0.26281827688217163,0.26188933849334717,0.008169366978108883,gt_error,5.0
youtubevos_000056_0536c9eed0,0.7894186973571777,0.37053555250167847,0.9041867256164551,0.9786484837532043,0.28558966517448425,0.28558966517448425,0.2785252630710602,0.008906611241400242,gt_error,5.0
youtubevos_000057_054acb238f,0.6527472734451294,0.2671353220939636,0.7261489629745483,0.9355069994926453,0.7311632037162781,0.7311632037162781,0.7303740978240967,0.008053626865148544,gt_error,5.0
youtubevos_000058_05579ca250,0.6286383867263794,0.19940787553787231,0.6892901062965393,0.9326106905937195,0.2743513584136963,0.2743513584136963,0.2741542458534241,0.009934413246810436,gt_error,5.0
youtubevos_000059_056c200404,0.8961014747619629,0.8123500347137451,0.917984664440155,0.9639895558357239,0.26783010363578796,0.26783010363578796,0.26628750562667847,0.008925299160182476,gt_error,5.0
youtubevos_000060_05774f3a2c,0.5938905477523804,0.13785310089588165,0.6356234550476074,0.9697451591491699,0.2942780554294586,0.2942780554294586,0.27150487899780273,0.008311632089316845,gt_error,5.0
youtubevos_000061_058a7592c8,0.6758541464805603,0.23148879408836365,0.7545073628425598,0.992205798625946,0.24481095373630524,0.24481095373630524,0.2209002524614334,0.008805941790342331,gt_error,5.0
youtubevos_000062_05a0a513df,0.7703569531440735,0.3612942397594452,0.8697294592857361,0.9676926732063293,0.24453124403953552,0.24453124403953552,0.2441098839044571,0.007388117257505655,gt_error,5.0
youtubevos_000063_05a569d8aa,0.735283613204956,0.2966056168079376,0.8431792259216309,0.9685230851173401,0.28927046060562134,0.28927046060562134,0.2878809869289398,0.008948205970227718,gt_error,5.0
youtubevos_000064_05aa652648,0.6240836977958679,0.03440459817647934,0.7376042604446411,0.9471026062965393,0.2769651710987091,0.2769651710987091,0.27660831809043884,0.007722077425569296,gt_error,5.0
youtubevos_000065_05d7715782,0.6460373997688293,0.321530282497406,0.6794078350067139,0.9050630927085876,0.22502592206001282,0.22502592206001282,0.22470703721046448,0.0077311196364462376,gt_error,5.0
youtubevos_000066_05e0b0f28f,0.6253737211227417,0.11538641899824142,0.7539780735969543,0.9513874650001526,0.2551022469997406,0.2551022469997406,0.2547755241394043,0.008256172761321068,gt_error,5.0
youtubevos_000067_05ffcfed85,0.6491677761077881,0.2106388360261917,0.726107656955719,0.9379943013191223,0.21019543707370758,0.21019543707370758,0.20975959300994873,0.007348331622779369,gt_error,5.0
youtubevos_000068_0630391881,0.7647126913070679,0.3879146873950958,0.867581844329834,0.9719906449317932,0.26396605372428894,0.26396605372428894,0.2629159390926361,0.007368827238678932,gt_error,5.0
youtubevos_000069_06840b2bbe,0.6052654385566711,0.2642166316509247,0.6327078342437744,0.9061126708984375,0.2965374290943146,0.2965374290943146,0.2964572608470917,0.009934413246810436,gt_error,5.0
youtubevos_000070_068f7dce6f,0.559513509273529,0.18694829940795898,0.592694103717804,0.8574039340019226,0.25013503432273865,0.25013503432273865,0.25007355213165283,0.007436342537403107,gt_error,5.0
youtubevos_000071_0693719753,0.5239995718002319,0.11716825515031815,0.5468374490737915,0.8894810080528259,0.25203511118888855,0.25203511118888855,0.2519899010658264,0.007889660075306892,gt_error,5.0
youtubevos_000072_06ce2b51fb,0.6352817416191101,0.13232795894145966,0.734188973903656,0.9542624950408936,0.23775076866149902,0.23775076866149902,0.23242007195949554,0.008150679990649223,gt_error,5.0
youtubevos_000073_06e224798e,0.5865540504455566,0.2351883500814438,0.5963561534881592,0.9102964401245117,0.2856186032295227,0.2856186032295227,0.28548115491867065,0.009400318376719952,gt_error,5.0
youtubevos_000074_06ee361788,0.725254476070404,0.2213379591703415,0.8374285101890564,0.9604795575141907,0.2901427447795868,0.2901427447795868,0.28939828276634216,0.009288194589316845,gt_error,5.0
youtubevos_000075_06fbb3fa2c,0.6322904825210571,0.2859448790550232,0.6709497570991516,0.9175282120704651,0.29028743505477905,0.29028743505477905,0.2901807129383087,0.008989197202026844,gt_error,5.0
youtubevos_000076_0700264286,0.5978893041610718,0.25725746154785156,0.62031489610672,0.8937228918075562,0.2565706968307495,0.2565706968307495,0.25652608275413513,0.008463541977107525,gt_error,5.0
youtubevos_000077_070c918ca7,0.654202401638031,0.313323050737381,0.6915889382362366,0.9268885850906372,0.23136574029922485,0.23136574029922485,0.23097571730613708,0.007581018377095461,gt_error,5.0
youtubevos_000078_07129e14a4,0.724593460559845,0.24258367717266083,0.8434298038482666,0.9770476818084717,0.24459876120090485,0.24459876120090485,0.23650775849819183,0.008236882276833057,gt_error,5.0
youtubevos_000079_07177017e9,0.7543559670448303,0.3022429645061493,0.8807289600372314,0.9736163020133972,0.2541883587837219,0.2541883587837219,0.25326305627822876,0.008482228964567184,gt_error,5.0
youtubevos_000080_07238ffc58,0.621153712272644,0.16990073025226593,0.6915274262428284,0.9307902455329895,0.2328311800956726,0.2328311800956726,0.2326141744852066,0.007667824160307646,gt_error,5.0
youtubevos_000081_07353b2a89,0.7353222966194153,0.41213563084602356,0.7995132803916931,0.9578832983970642,0.28303372859954834,0.28303372859954834,0.28257015347480774,0.008482228964567184,gt_error,5.0
youtubevos_000082_0738493cbf,0.761423647403717,0.14017604291439056,0.9232343435287476,0.9841524958610535,0.24781779944896698,0.24781779944896698,0.24616849422454834,0.009045862592756748,gt_error,5.0
youtubevos_000083_075926c651,0.7835168838500977,0.4062291383743286,0.8880608081817627,0.9724535346031189,0.2762538492679596,0.2762538492679596,0.2757716178894043,0.009056712500751019,gt_error,5.0
youtubevos_000084_075c701292,0.781551718711853,0.25115635991096497,0.9055284261703491,0.9773594737052917,0.232310950756073,0.232310950756073,0.2313368022441864,0.008034336380660534,gt_error,5.0
youtubevos_000085_0762ea9a30,0.5434225797653198,0.109810970723629,0.5624816417694092,0.9422131180763245,0.2508583962917328,0.2508583962917328,0.24385006725788116,0.00807291641831398,gt_error,5.0
youtubevos_000086_07652ee4af,0.7063245177268982,0.19023734331130981,0.8416308760643005,0.971673309803009,0.2743007242679596,0.2743007242679596,0.27348873019218445,0.008418933488428593,gt_error,5.0
youtubevos_000087_076f206928,0.6784339547157288,0.27102193236351013,0.7504839301109314,0.9459594488143921,0.2709008455276489,0.2709008455276489,0.2693130373954773,0.008420138619840145,gt_error,5.0
youtubevos_000088_077d32af19,0.5341182351112366,0.18839193880558014,0.5321822762489319,0.8841956257820129,0.250964492559433,0.250964492559433,0.25094160437583923,0.00892168190330267,gt_error,5.0
youtubevos_000089_079049275c,0.5545989871025085,0.14529161155223846,0.5826762914657593,0.9257412552833557,0.25587382912635803,0.25587382912635803,0.25535842776298523,0.00796682108193636,gt_error,5.0
youtubevos_000090_07913cdda7,0.7023499011993408,0.23901553452014923,0.8150865435600281,0.9457641243934631,0.23873457312583923,0.23873457312583923,0.2385820597410202,0.008371913805603981,gt_error,5.0
youtubevos_000091_07a11a35e8,0.5399131774902344,0.06615271419286728,0.6033468246459961,0.938795268535614,0.27437546849250793,0.27437546849250793,0.273703932762146,0.00794511940330267,gt_error,5.0
youtubevos_000092_07ac33b6df,0.5568603277206421,0.1746363490819931,0.5801002383232117,0.8945932388305664,0.25021642446517944,0.25021642446517944,0.24998493492603302,0.008315248414874077,gt_error,5.0
youtubevos_000093_07c62c3d11,0.5883858799934387,0.1873645931482315,0.6403226256370544,0.8864930868148804,0.22318914532661438,0.22318914532661438,0.22313427925109863,0.00749119883403182,gt_error,5.0
youtubevos_000094_07cc1c7d74,0.6270390748977661,0.15451408922672272,0.714888870716095,0.9254708290100098,0.25489968061447144,0.25489968061447144,0.2547670602798462,0.007503857836127281,gt_error,5.0
youtubevos_000095_080196ef01,0.5350335240364075,0.059747785329818726,0.5633971691131592,0.9500606060028076,0.262939453125,0.262939453125,0.26252231001853943,0.008079547435045242,gt_error,5.0
youtubevos_000096_081207976e,0.6780585050582886,0.2209162414073944,0.7683324813842773,0.9581652283668518,0.2896978557109833,0.2896978557109833,0.28919994831085205,0.00766059011220932,gt_error,5.0
youtubevos_000097_081ae4fa44,0.8254150748252869,0.5997469425201416,0.8845294713973999,0.9697908759117126,0.2528929114341736,0.2528929114341736,0.2520146071910858,0.00817298423498869,gt_error,5.0
youtubevos_000098_081d8250cb,0.8623446822166443,0.5396491885185242,0.9573929309844971,0.9855910539627075,0.23164604604244232,0.23164604604244232,0.22834984958171844,0.007815513759851456,gt_error,5.0
youtubevos_000099_082900c5d4,0.7004873752593994,0.36540213227272034,0.7580340504646301,0.9346645474433899,0.234653502702713,0.234653502702713,0.234054297208786,0.008063874207437038,gt_error,5.0
